region,fcgradient02
IP2_L,0.4511938
IP1_L,0.42706242
IP0_L,2.899782
PFop_L,-0.92888683
PF_L,-0.14393742
PFm_L,-0.01962571
PGi_L,-0.08917354
PGs_L,0.026370918
V6A_L,4.6627073
VMV1_L,4.636232
VMV3_L,5.4116974
PHA2_L,0.94987285
V4t_L,4.8952622
FST_L,2.5887294
V3CD_L,5.2211757
LO3_L,4.8570757
VMV2_L,4.7544317
31pd_L,-0.13601561
31a_L,0.107920825
VVC_L,4.938493
25_L,-0.03347206
s32_L,0.0051778983
pOFC_L,-0.1050504
PoI1_L,-1.0086315
Ig_L,-2.1301615
FOP5_L,-0.49456978
p10p_L,-0.012607136
p47r_L,0.22182047
TGv_L,0.11611824
MBelt_L,-1.5915331
LBelt_L,-1.4840808
A4_L,-1.4360143
STSva_L,-0.15369217
TE1m_L,-0.08115525
PI_L,-1.0047437
a32pr_L,-0.38855648
p24_L,-0.46801046
V1_R,3.3574696
MST_R,4.2210717
V6_R,4.2024264
V2_R,4.220873
V3_R,4.3441315
V4_R,5.0022964
V8_R,5.4985375
4_R,-2.5880291
3b_R,-2.6632266
FEF_R,1.1445557
PEF_R,1.3234688
55b_R,-0.63785875
V3A_R,4.77621
RSC_R,0.15709086
POS2_R,0.1768694
V7_R,4.986897
IPS1_R,4.1083846
FFC_R,3.8934872
V3B_R,5.248334
LO1_R,5.3031135
LO2_R,5.080844
PIT_R,5.001115
MT_R,4.0647182
A1_R,-1.1907849
PSL_R,-0.48304185
SFL_R,-0.445332
PCV_R,1.4583048
STV_R,0.6501475
7Pm_R,0.723711
7m_R,-0.00623185
POS1_R,0.813806
23d_R,-0.15638566
v23ab_R,-0.03879397
d23ab_R,-0.037996527
31pv_R,-0.08257297
5m_R,-2.7559988
5mv_R,-0.7187589
23c_R,-0.2014713
5L_R,-2.4031699
24dd_R,-2.580031
24dv_R,-2.316904
7AL_R,-1.1380389
SCEF_R,-0.83237964
6ma_R,-0.36301452
7Am_R,0.39488152
7Pl_R,1.4806567
7PC_R,-0.9377201
LIPv_R,4.4675584
VIP_R,3.243552
MIP_R,2.031187
1_R,-2.7571917
2_R,-2.2884686
3a_R,-2.5154185
6d_R,-2.424818
6mp_R,-2.4201634
6v_R,-1.5114564
p24pr_R,-1.0027858
33pr_R,0.1019845
a24pr_R,-0.8823819
p32pr_R,-0.76935333
a24_R,-0.19675513
d32_R,-0.16148208
8BM_R,0.070419826
p32_R,-0.12636611
10r_R,-0.03996374
47m_R,0.22510512
8Av_R,-0.049003437
8Ad_R,0.019706301
9m_R,-0.1850234
8BL_R,-0.18234193
9p_R,-0.19581789
10d_R,-0.12924969
8C_R,0.108729675
44_R,-0.11961954
45_R,-0.21664861
47l_R,-0.15928307
a47r_R,0.050647117
6r_R,0.15237278
IFJa_R,0.72557515
IFJp_R,1.2865038
IFSp_R,0.7953769
IFSa_R,0.31774366
p9-46v_R,0.31402457
46_R,-0.020559497
a9-46v_R,0.0073589855
9-46d_R,-0.20440914
9a_R,-0.1956877
10v_R,-0.13299623
a10p_R,-0.063526645
10pp_R,-0.12898646
11l_R,0.15690303
13l_R,0.22081704
OFC_R,0.024260234
47s_R,-0.20720328
LIPd_R,2.0634942
6a_R,0.5157826
i6-8_R,0.32215095
s6-8_R,-0.036395006
43_R,-1.6542602
OP4_R,-2.127705
OP1_R,-2.6099145
OP2-3_R,-2.0741823
52_R,-1.5677772
RI_R,-1.8093586
PFcm_R,-1.6071949
PoI2_R,-1.4876527
TA2_R,-1.4811909
FOP4_R,-0.5810972
MI_R,-0.5746078
Pir_R,-0.69698775
AVI_R,-0.12226014
AAIC_R,-0.5684183
FOP1_R,-1.2028639
FOP3_R,-1.0780689
FOP2_R,-2.095155
PFt_R,-0.49051255
AIP_R,1.0221606
EC_R,-0.1307183
PreS_R,0.7496071
H_R,-0.66929775
ProS_R,3.4851844
PeEc_R,1.2382444
STGa_R,-0.38358575
PBelt_R,-1.6047537
A5_R,-1.2137061
PHA1_R,2.017268
PHA3_R,3.3256106
STSda_R,-0.008097322
STSdp_R,-0.31511348
STSvp_R,-0.14874561
TGd_R,-0.09639392
TE1a_R,-0.15709013
TE1p_R,0.4292809
TE2a_R,0.05814965
TF_R,1.6506585
TE2p_R,1.9464304
PHT_R,0.8030511
PH_R,3.7950366
TPOJ1_R,0.28225592
TPOJ2_R,1.4834638
TPOJ3_R,2.7191489
DVT_R,3.1688879
PGp_R,2.4448252
IP2_R,0.49731383
IP1_R,0.41440177
IP0_R,3.1461306
PFop_R,-1.0190874
PF_R,-0.25356185
PFm_R,0.042327758
PGi_R,-0.0060836547
PGs_R,0.07176675
V6A_R,4.765452
VMV1_R,4.7216206
VMV3_R,5.454727
PHA2_R,1.7000961
V4t_R,4.5977297
FST_R,2.8462784
V3CD_R,5.25486
LO3_R,4.8986235
VMV2_R,4.956698
31pd_R,-0.081917055
31a_R,0.20656036
VVC_R,4.9879704
25_R,-0.031186081
s32_R,-0.04022573
pOFC_R,-0.2141786
PoI1_R,-1.0365139
Ig_R,-2.1689372
FOP5_R,-0.35409603
p10p_R,0.009775374
p47r_R,0.09880604
TGv_R,0.48335037
MBelt_R,-1.5900615
LBelt_R,-1.5704918
A4_R,-1.51226
STSva_R,-0.07292535
TE1m_R,-0.00058667804
PI_R,-1.023964
a32pr_R,-0.3400629
p24_R,-0.44688258
