region,fcgradient01
TE2a_L,4.9192653
TF_L,1.4956921
TE2p_L,-0.8084073
PHT_L,0.16563033
PH_L,-2.1756313
TPOJ1_L,-0.8214764
TPOJ2_L,-1.8327411
TPOJ3_L,-1.5086198
DVT_L,-2.5394046
PGp_L,-1.1779245
IP2_L,3.3362522
IP1_L,4.2655272
IP0_L,-1.1560967
PFop_L,-3.0467305
PF_L,-0.7057559
PFm_L,5.538038
PGi_L,5.964706
PGs_L,5.8429756
V6A_L,-4.4756975
VMV1_L,-3.9665987
VMV3_L,-4.1539464
PHA2_L,2.7091
V4t_L,-4.203927
FST_L,-3.586386
V3CD_L,-4.0196943
LO3_L,-4.1377363
VMV2_L,-3.7401047
31pd_L,6.184785
31a_L,4.5571113
VVC_L,-3.4550748
25_L,5.4414907
s32_L,5.648185
pOFC_L,1.9395756
PoI1_L,-2.774981
Ig_L,-4.4214053
FOP5_L,-0.42199
p10p_L,5.0943384
p47r_L,4.5104594
TGv_L,3.0200799
MBelt_L,-3.653717
LBelt_L,-3.6963294
A4_L,-3.1035302
STSva_L,5.7039847
TE1m_L,6.3284535
PI_L,-2.57021
a32pr_L,0.5639633
p24_L,0.39577255
V1_R,-3.2036457
MST_R,-4.0524297
V6_R,-4.474655
V2_R,-3.936865
V3_R,-3.9082618
V4_R,-4.0815744
V8_R,-4.2814484
4_R,-5.0569897
3b_R,-5.042818
FEF_R,-2.295945
PEF_R,-1.6323208
55b_R,-0.3891377
V3A_R,-4.4490266
RSC_R,2.1907053
POS2_R,2.960096
V7_R,-4.3904047
IPS1_R,-3.4565942
FFC_R,-3.005844
V3B_R,-4.170652
LO1_R,-4.2006135
LO2_R,-4.079145
PIT_R,-3.9889753
MT_R,-4.005208
A1_R,-3.7302604
PSL_R,-1.2193407
SFL_R,3.0442348
PCV_R,-1.0565796
STV_R,-0.85675687
7Pm_R,1.9150575
7m_R,5.7858477
POS1_R,3.1893175
23d_R,4.683983
v23ab_R,5.8360143
d23ab_R,5.9067187
31pv_R,6.081714
5m_R,-5.205141
5mv_R,-3.9036148
23c_R,-1.745289
5L_R,-4.9869385
24dd_R,-5.182951
24dv_R,-4.7121367
7AL_R,-4.140579
SCEF_R,-2.5562375
6ma_R,-1.1424837
7Am_R,-2.2502522
7Pl_R,-1.4609066
7PC_R,-4.6689606
LIPv_R,-4.0142326
VIP_R,-4.0943313
MIP_R,-1.3259625
1_R,-5.253459
2_R,-5.160469
3a_R,-5.005507
6d_R,-5.186569
6mp_R,-4.964576
6v_R,-4.1651373
p24pr_R,-2.5833998
33pr_R,0.1696198
a24pr_R,-2.5198574
p32pr_R,-2.330032
a24_R,4.6466055
d32_R,4.554613
8BM_R,4.158967
p32_R,3.7590845
10r_R,5.54098
47m_R,4.2421665
8Av_R,5.8709955
8Ad_R,5.721338
9m_R,6.185437
8BL_R,6.5857573
9p_R,6.012936
10d_R,6.270519
8C_R,4.98155
44_R,3.352624
45_R,3.775794
47l_R,6.1283484
a47r_R,5.561
6r_R,-1.0567849
IFJa_R,0.18705603
IFJp_R,1.1280874
IFSp_R,2.3140433
IFSa_R,-0.14812638
p9-46v_R,3.3529568
46_R,0.30690905
a9-46v_R,3.2492216
9-46d_R,1.3134153
9a_R,6.027686
10v_R,6.158114
a10p_R,4.1646957
10pp_R,6.0415177
11l_R,3.4118145
13l_R,0.94558454
OFC_R,4.864241
47s_R,5.4900274
LIPd_R,-0.16061528
6a_R,-2.0297222
i6-8_R,4.3048205
s6-8_R,5.136739
43_R,-3.8060868
OP4_R,-4.465927
OP1_R,-5.1233716
OP2-3_R,-4.421366
52_R,-3.6756387
RI_R,-4.178508
PFcm_R,-3.9471083
PoI2_R,-3.6349502
TA2_R,-3.3606842
FOP4_R,-1.5922296
MI_R,-1.601795
Pir_R,-2.7932699
AVI_R,1.8612342
AAIC_R,0.88033175
FOP1_R,-3.0390494
FOP3_R,-2.9299212
FOP2_R,-4.6010294
PFt_R,-3.6825619
AIP_R,-2.3914883
EC_R,3.080469
PreS_R,-0.090851516
H_R,-0.105183005
ProS_R,-3.4544365
PeEc_R,-0.4086708
STGa_R,1.0200384
PBelt_R,-3.5301151
A5_R,-2.4304595
PHA1_R,0.5137176
PHA3_R,-1.728176
STSda_R,1.9078162
STSdp_R,0.9144017
STSvp_R,5.8939013
TGd_R,4.876303
TE1a_R,6.4304333
TE1p_R,4.370192
TE2a_R,5.0477695
TF_R,0.05335134
TE2p_R,-1.5903978
PHT_R,-0.26998562
PH_R,-3.2464132
TPOJ1_R,-0.65627044
TPOJ2_R,-1.8049442
TPOJ3_R,-1.5417671
DVT_R,-2.610368
PGp_R,-1.4099311
IP2_R,2.912455
IP1_R,4.2965
IP0_R,-1.5065125
PFop_R,-3.374202
PF_R,-1.3547112
PFm_R,4.684631
PGi_R,5.799567
PGs_R,5.6177354
V6A_R,-4.4547763
VMV1_R,-4.158572
VMV3_R,-4.183764
PHA2_R,1.1983861
V4t_R,-4.1589465
FST_R,-3.9372911
V3CD_R,-4.078386
LO3_R,-4.156561
VMV2_R,-3.9123075
31pd_R,5.832611
31a_R,4.333367
VVC_R,-3.5557144
25_R,5.480133
s32_R,5.8510017
pOFC_R,1.1315519
PoI1_R,-2.898766
Ig_R,-4.4902697
FOP5_R,-0.10803717
p10p_R,5.3341665
p47r_R,4.1350408
TGv_R,1.3565995
MBelt_R,-3.7434025
LBelt_R,-3.7455919
A4_R,-3.2629802
STSva_R,5.6136374
TE1m_R,5.7971396
PI_R,-2.5748215
a32pr_R,0.6434768
p24_R,0.46757463
