region,fcgradient05
p9-46v_R,-0.7410571
46_R,0.5931401
a9-46v_R,-0.6983771
9-46d_R,0.36641034
9a_R,0.24114609
10v_R,0.7691122
a10p_R,-0.9048752
10pp_R,-0.06317684
11l_R,-0.7684953
13l_R,0.47172093
OFC_R,-0.43026426
47s_R,0.81873244
LIPd_R,0.05278673
6a_R,0.4388923
i6-8_R,-0.92549855
s6-8_R,-0.6494786
43_R,0.5286544
OP4_R,-0.03318713
OP1_R,-0.8419718
OP2-3_R,-0.31986663
52_R,0.27873638
RI_R,-0.07753532
PFcm_R,0.43451512
PoI2_R,0.49815524
TA2_R,0.45175898
FOP4_R,1.1739227
MI_R,1.1253908
Pir_R,0.4121729
AVI_R,0.15461558
AAIC_R,0.5166542
FOP1_R,1.0168996
FOP3_R,0.99659085
FOP2_R,-0.053701293
PFt_R,0.13081002
AIP_R,0.3585633
EC_R,0.19227034
PreS_R,0.049170025
H_R,0.20894505
ProS_R,-0.4865683
PeEc_R,0.68981373
STGa_R,1.5196227
PBelt_R,0.30695474
A5_R,0.7904427
PHA1_R,0.24864729
PHA3_R,0.22376977
STSda_R,1.5099081
STSdp_R,1.4984097
STSvp_R,0.36571673
TGd_R,1.2458675
TE1a_R,0.47648585
TE1p_R,-0.8392814
TE2a_R,-0.20446666
TF_R,1.0347236
TE2p_R,0.8608912
PHT_R,0.7388739
PH_R,0.11013234
TPOJ1_R,1.2855453
TPOJ2_R,1.0843432
TPOJ3_R,0.6112438
DVT_R,-0.027611885
PGp_R,0.3935317
IP2_R,-0.68232584
IP1_R,-1.0197378
IP0_R,0.062163565
PFop_R,0.82541394
PF_R,0.9874289
PFm_R,-0.88890505
PGi_R,0.35734358
PGs_R,-0.5766041
V6A_R,-0.5630383
VMV1_R,-0.5967644
VMV3_R,-0.49794263
PHA2_R,0.4023665
V4t_R,-0.3093012
FST_R,0.13667141
V3CD_R,-0.34515443
LO3_R,-0.33783525
VMV2_R,-0.45526302
31pd_R,0.16809674
31a_R,-0.51753855
VVC_R,-0.19379573
25_R,0.6973734
s32_R,0.4249279
pOFC_R,0.38576767
PoI1_R,0.87580454
Ig_R,-0.30296567
FOP5_R,1.0861663
p10p_R,-0.8871304
p47r_R,-0.7880308
TGv_R,1.4056857
MBelt_R,0.13476594
LBelt_R,0.12075855
A4_R,0.46336883
STSva_R,0.7850289
TE1m_R,-1.139272
PI_R,0.87863094
a32pr_R,0.38101417
p24_R,0.45068914
