type,r2,target
F2,0.010392733445248048,CogFluidComp_Unadj
F2,0.005166207936173173,CogFluidComp_Unadj
F2,0.03780897165296915,CogFluidComp_Unadj
F2,0.011120209851715357,CogFluidComp_Unadj
F2,0.027921550141777107,CogFluidComp_Unadj
F2,0.032468692196671145,CogFluidComp_Unadj
F2,0.0,CogFluidComp_Unadj
F2,0.0,CogFluidComp_Unadj
F2,0.045637976240612055,CogFluidComp_Unadj
F2,0.034177360341402285,CogFluidComp_Unadj
F2,0.03532905747741033,CogFluidComp_Unadj
F2,0.005622089833911659,CogFluidComp_Unadj
F2,0.03383187627819517,CogFluidComp_Unadj
F2,0.027630085892279554,CogFluidComp_Unadj
F2,0.0017046644649543197,CogFluidComp_Unadj
F2,0.02094442420583542,CogFluidComp_Unadj
F2,0.002284030568050932,CogFluidComp_Unadj
F2,0.035731305068678165,CogFluidComp_Unadj
F2,0.006887945389070005,CogFluidComp_Unadj
F2,0.014059202699212348,CogFluidComp_Unadj
F2,0.0,CogFluidComp_Unadj
F2,0.02105612117476785,CogFluidComp_Unadj
F2,0.026232488032920998,CogFluidComp_Unadj
F2,0.02848603464256383,CogFluidComp_Unadj
F2,0.0,CogFluidComp_Unadj
F2,0.02128478622160601,CogFluidComp_Unadj
F2,0.025495228985173868,CogFluidComp_Unadj
F2,0.024460633092758477,CogFluidComp_Unadj
F2,0.023305922319795447,CogFluidComp_Unadj
F2,0.008421165225860006,CogFluidComp_Unadj
F2,0.015585409611161949,CogFluidComp_Unadj
F2,0.040361965456791715,CogFluidComp_Unadj
F2,0.012762367495492088,CogFluidComp_Unadj
F2,0.048789984106837214,CogFluidComp_Unadj
F2,0.0,CogFluidComp_Unadj
F2,0.01880030823773504,CogFluidComp_Unadj
F2,0.04375270425528044,CogFluidComp_Unadj
F2,0.0,CogFluidComp_Unadj
F2,0.029232559262112545,CogFluidComp_Unadj
