region,impulsivity
VVC_L,-2.1834210134458516
25_L,2.682096245294309
s32_L,4.865842369224842
pOFC_L,3.5012512773766082
PoI1_L,2.494370097481048
Ig_L,1.547518762184989
FOP5_L,1.08615751681075
p10p_L,-0.4794947820243157
p47r_L,0.08847574441109732
TGv_L,-0.2484303741535191
MBelt_L,0.9918288940319379
LBelt_L,-1.6763295554433066
A4_L,-1.3913758884429892
STSva_L,-2.1662514669263886
TE1m_L,-1.297235671418513
PI_L,0.5591441508373527
a32pr_L,0.5393111959238792
p24_L,2.0224610651872745
V1_R,-0.5296263883815767
MST_R,-2.1526723419258555
V6_R,-0.24915308613248696
V2_R,-0.31638326173828574
V3_R,-0.6184825312993673
V4_R,-1.407553255764881
V8_R,-2.3570038072133936
4_R,-0.7867436147942862
3b_R,-0.5210195053571415
FEF_R,0.46212037395927624
PEF_R,-0.5049104637169114
55b_R,-0.1649171262858066
V3A_R,-0.8078563659983246
RSC_R,1.122037975675658
POS2_R,1.5179344404467556
V7_R,-1.3374321892672385
IPS1_R,-0.7226539929210142
FFC_R,-1.8115132886983554
V3B_R,-0.7189001627912021
LO1_R,-1.8574957012079516
LO2_R,-1.6932771357772787
PIT_R,-1.431128891158611
MT_R,-2.3096966806420296
A1_R,-0.14047312633815712
PSL_R,-1.1466374760094848
SFL_R,-0.6013250786036014
PCV_R,0.7641284146336221
STV_R,-1.4461727923317234
7Pm_R,0.9698186299177078
7m_R,0.6232028656359617
POS1_R,0.20713488514370373
23d_R,1.1574708181763096
v23ab_R,0.29257866785907183
d23ab_R,1.5616376346287706
31pv_R,1.8179120748521405
5m_R,-0.8298782186534441
5mv_R,-0.25062503599210134
23c_R,0.9439045798159572
5L_R,-0.056434010710429756
24dd_R,0.6500132777824194
24dv_R,1.7618941545853801
7AL_R,-0.4406834444167648
SCEF_R,0.5322411704491874
6ma_R,-0.36113858399923
7Am_R,0.18174805216689083
7Pl_R,-0.49459190309146034
7PC_R,-0.9575295654862965
LIPv_R,-1.7904679619472048
VIP_R,-0.7201770393411706
MIP_R,-0.5396803019748272
1_R,-0.22646589690236815
2_R,-0.9433733688366523
3a_R,-0.8588715350146213
6d_R,-0.13651628198041627
6mp_R,-0.514092825022405
6v_R,-0.6922276982100448
p24pr_R,1.6644889764176405
33pr_R,1.6606430637512521
a24pr_R,1.6783259619830826
p32pr_R,0.4522649796391677
a24_R,2.2539732717661054
d32_R,1.0813197099386647
8BM_R,-0.07441279206330752
p32_R,1.7676880337555314
10r_R,3.0340694362206886
47m_R,4.54362886250982
8Av_R,-0.9755345820041386
8Ad_R,-0.5480554849483311
9m_R,0.16236124504422142
8BL_R,-1.0043678657038746
9p_R,0.1873699429903966
10d_R,0.20201390138258488
8C_R,-0.3108523678171992
44_R,0.5261307461036372
45_R,1.215068935562934
47l_R,3.6812005412214908
a47r_R,3.3033286552938295
6r_R,0.2539617076126187
IFJa_R,-0.3895556114363463
IFJp_R,-1.6894584275047324
IFSp_R,0.19802304090185305
IFSa_R,0.7140298864808747
p9-46v_R,0.6963522517899259
46_R,0.7383883421184745
a9-46v_R,1.4965715653716358
9-46d_R,1.201701298624368
9a_R,0.2662657469598879
10v_R,2.9469640965161017
a10p_R,1.0857915200795096
10pp_R,2.276286662446243
11l_R,3.3243291869819274
13l_R,3.2658935632346338
OFC_R,1.366540205586619
47s_R,3.4827657938788055
LIPd_R,-1.6224175944438979
6a_R,0.03390503422184703
i6-8_R,0.24292068250139368
s6-8_R,-0.7098655053902686
43_R,-0.15368842215868878
OP4_R,-0.9118748804414757
OP1_R,0.5470308239516098
OP2-3_R,1.0515162864127254
52_R,0.8667737447654694
RI_R,-1.4798274152762385
PFcm_R,-1.2717700854002278
PoI2_R,3.423106820252184
TA2_R,1.319269566486336
FOP4_R,2.160877947915114
MI_R,4.266778603819673
Pir_R,2.363858800923006
AVI_R,4.527927367436846
AAIC_R,5.000456192169901
FOP1_R,2.3303005003873896
FOP3_R,2.059771307329915
FOP2_R,1.573597917291476
PFt_R,-0.7811532996961874
AIP_R,-1.6529016678158601
EC_R,-0.47594115382693436
PreS_R,-1.3347253720979086
H_R,-1.2075422224813237
ProS_R,-0.7309139868386948
PeEc_R,-0.898605916452259
STGa_R,0.8120451697409794
PBelt_R,-1.8938459301575168
A5_R,-2.0983101169280958
PHA1_R,-1.0744088130719984
PHA3_R,-1.2835969771138585
STSda_R,-0.5198918670070621
STSdp_R,-1.8970625167403772
STSvp_R,-2.135098059609937
TGd_R,-0.052685622154460855
TE1a_R,-0.24541542411207065
TE1p_R,-0.6096148194438622
TE2a_R,0.1542430641214087
TF_R,-0.8586301906442243
TE2p_R,-0.4063123618935794
PHT_R,-0.13668270203748573
PH_R,-1.6051383926523546
TPOJ1_R,-1.790890665805244
TPOJ2_R,-2.1835152722935085
TPOJ3_R,-2.5591676879348086
DVT_R,0.23129236918198048
PGp_R,-1.105526178731302
IP2_R,-1.4786913737985465
IP1_R,-0.6018572441328349
IP0_R,-0.6876017457230065
PFop_R,-0.8961076891830136
PF_R,-0.7577263291442101
PFm_R,-1.3208939080266469
PGi_R,-2.3581394581299246
PGs_R,-1.2690880094713255
V6A_R,-0.45718804901291427
VMV1_R,-0.28401532231594856
VMV3_R,-1.9086046493196474
PHA2_R,-0.8521086235081177
V4t_R,-2.4732291068193124
FST_R,-1.9784845460403695
V3CD_R,-0.5380493321249649
LO3_R,-1.2335876477287149
VMV2_R,-1.435461509846023
31pd_R,1.3005443848522151
31a_R,1.9286332862963589
VVC_R,-1.7594632244617996
25_R,3.4140474375489944
s32_R,4.9355983545917175
pOFC_R,3.9522867145975815
PoI1_R,2.2407511941190523
Ig_R,1.722897861095911
FOP5_R,1.4637079015354402
p10p_R,0.5534840520504755
p47r_R,2.4914314532112445
TGv_R,-0.4418066300443925
MBelt_R,-0.20774216030453074
LBelt_R,-1.8023198933115003
A4_R,-1.4851746017010847
STSva_R,-0.6325409660016903
TE1m_R,-0.8248392449753873
PI_R,1.0645421510427082
a32pr_R,1.8620246013716544
p24_R,1.8621952210472377
