region,intention
LBelt_L,-0.8089043711040653
A4_L,0.46990030897351864
STSva_L,0.5517609577512266
TE1m_L,-1.1820472672972258
PI_L,-1.0324300017828698
a32pr_L,-2.507008847973029
p24_L,-2.9597880573263016
V1_R,-0.6231552197581681
MST_R,5.657003325918682
V6_R,0.44384650994144725
V2_R,-0.3493309847022494
V3_R,-0.7185943267481661
V4_R,-0.6960016052524094
V8_R,-2.135246647590289
4_R,3.2891096994165765
3b_R,3.193377188336174
FEF_R,2.92712026031973
PEF_R,1.330564017223777
55b_R,1.1313843763764808
V3A_R,0.33588950650710653
RSC_R,-0.46512624937635383
POS2_R,3.1437768105565507
V7_R,0.26286865477744603
IPS1_R,0.563027964628333
FFC_R,0.7539346270497438
V3B_R,0.8687351257804193
LO1_R,0.8342106484685881
LO2_R,0.6994458728706633
PIT_R,-0.2075559749207632
MT_R,3.9668061435932134
A1_R,-1.213295331735771
PSL_R,0.45082998089062604
SFL_R,0.20549399246175526
PCV_R,2.7567242248133996
STV_R,1.5502797136301725
7Pm_R,2.845921651479967
7m_R,3.2169341893294927
POS1_R,0.5824299464047786
23d_R,0.42942702339306627
v23ab_R,-0.3975683702756246
d23ab_R,0.5231448330411342
31pv_R,1.1038917196210791
5m_R,0.6637076273886859
5mv_R,1.0180565909401484
23c_R,1.0922128505525688
5L_R,0.9512683963102752
24dd_R,4.137771193646517
24dv_R,2.6962172607148096
7AL_R,1.8750359769213938
SCEF_R,2.433972423128342
6ma_R,0.12658279785276366
7Am_R,2.736558358644217
7Pl_R,1.0006637181096572
7PC_R,1.4726350756498485
LIPv_R,1.8353589099348364
VIP_R,1.8745600147319919
MIP_R,0.9246950697369178
1_R,2.1361471504671763
2_R,2.5102182917432825
3a_R,2.9293067223650673
6d_R,2.568782027062047
6mp_R,2.594193926234411
6v_R,1.0761531197357652
p24pr_R,0.5696832193527528
33pr_R,-1.8523743662930172
a24pr_R,-2.5513215286554307
p32pr_R,-1.3733810701261557
a24_R,-2.593674210538181
d32_R,-1.1656606983238438
8BM_R,-0.5962932809595283
p32_R,-2.024077782595199
10r_R,-2.076304243668178
47m_R,-0.8953601281243869
8Av_R,-0.7639174569333316
8Ad_R,-0.5236323030504388
9m_R,-0.6252158654111268
8BL_R,-0.6018856443416589
9p_R,-1.037017923266645
10d_R,-0.6167033942836152
8C_R,-1.3448038773978914
44_R,0.6763654867951171
45_R,-0.5850936454351275
47l_R,-0.49621191933212416
a47r_R,-0.964515427984793
6r_R,0.837173450990211
IFJa_R,0.32851860083268597
IFJp_R,0.08997379442790505
IFSp_R,-0.9400290205212259
IFSa_R,-1.3385450843194358
p9-46v_R,-0.9254711341344015
46_R,-0.32266791508362075
a9-46v_R,-0.978889338969901
9-46d_R,-0.5969250731420631
9a_R,-0.48989504932965133
10v_R,-1.252883511173653
a10p_R,-0.982734268200428
10pp_R,-0.7411186729350295
11l_R,-1.2187358438235123
13l_R,-2.0498049871737587
OFC_R,-0.8156611154792967
47s_R,-2.0250710806827295
LIPd_R,0.4777365458399057
6a_R,2.5015636269185255
i6-8_R,0.29636107313673954
s6-8_R,-0.42765255277050124
43_R,1.0253189979454242
OP4_R,-0.48031037891307093
OP1_R,-0.5831207944679963
OP2-3_R,0.09565854372821452
52_R,-1.7241196253799453
RI_R,-0.10248266025985572
PFcm_R,0.041062034509139256
PoI2_R,-1.6103656432216766
TA2_R,0.08042313167738782
FOP4_R,-1.5137542332603093
MI_R,-1.9972078170565166
Pir_R,-1.615254672036696
AVI_R,-2.2981716430006474
AAIC_R,-2.756372799981129
FOP1_R,-0.05562469127111968
FOP3_R,-1.0785522205948894
FOP2_R,1.7776695225269523
PFt_R,2.5022668828573225
AIP_R,2.044090097515818
EC_R,0.4066367887140781
PreS_R,-0.5001293451912583
H_R,-0.6067623588673035
ProS_R,-0.5777025000158232
PeEc_R,-0.3021185161256655
STGa_R,0.4285063348651056
PBelt_R,0.3158504350666471
A5_R,3.4230758793798706
PHA1_R,-0.39316709056443644
PHA3_R,-0.0851724591723441
STSda_R,3.1066884776716988
STSdp_R,2.7145867062440345
STSvp_R,4.365654718853917
TGd_R,-0.32319606249645966
TE1a_R,1.2698474923222745
TE1p_R,1.2895737971637884
TE2a_R,-0.49630160832723935
TF_R,-0.330151124078034
TE2p_R,-0.23326727458554075
PHT_R,2.13658407373155
PH_R,0.2409564329530352
TPOJ1_R,4.97500734135527
TPOJ2_R,5.1798691116299445
TPOJ3_R,1.6262783954853206
DVT_R,1.4930090112289112
PGp_R,0.27048978415262814
IP2_R,1.3941245282343622
IP1_R,-0.7136509250186263
IP0_R,0.49433996294979776
PFop_R,0.39308268330465523
PF_R,0.9455428234573054
PFm_R,0.11371053926879358
PGi_R,0.42603364564139634
PGs_R,-0.4735124197044419
V6A_R,0.2502984816158675
VMV1_R,-1.2011736231306054
VMV3_R,-1.5143885599451044
PHA2_R,-0.22561787389033078
V4t_R,3.211007118127734
FST_R,3.3979917692176427
V3CD_R,-0.08818036253167534
LO3_R,1.4917700216436018
VMV2_R,-1.4139464998513314
31pd_R,1.9078304509793003
31a_R,1.4590636833279786
VVC_R,-0.5034207275012725
25_R,-2.2781671599145215
s32_R,-1.9732757950956323
pOFC_R,-1.9393877001108908
PoI1_R,-1.6734763632854113
Ig_R,-0.9228465267084945
FOP5_R,-1.5225171519228595
p10p_R,-1.2532566792682163
p47r_R,-0.9434075051719045
TGv_R,-0.3634196142317284
MBelt_R,-1.5898499564959552
LBelt_R,-0.29506906611453215
A4_R,1.299341526907048
STSva_R,3.0091282445365555
TE1m_R,0.10342212256782272
PI_R,-0.5253251903472693
a32pr_R,-1.8546492218532644
p24_R,-2.3156894238172376
