region,hyperactivity
FOP4_L,-0.12517858312702598
MI_L,0.40959914511421663
Pir_L,3.386891290021002
AVI_L,0.4261094686951481
AAIC_L,0.25360222337902705
FOP1_L,-0.26627398113091105
FOP3_L,0.06040446288559354
FOP2_L,-0.9205933080914954
PFt_L,-1.6969047866952802
AIP_L,0.16834388650706705
EC_L,4.135766634811507
PreS_L,-0.44223561360176405
H_L,0.3512017486527092
ProS_L,-1.8485424969347524
PeEc_L,0.7737827561855993
STGa_L,-0.9116512450498405
PBelt_L,-2.1930622512331603
A5_L,-2.228737198400982
PHA1_L,-0.516029819535008
PHA3_L,-1.5798800920266751
STSda_L,-1.803546506642271
STSdp_L,-3.2196211860770365
STSvp_L,-3.8220708610368765
TGd_L,-0.43909842110677916
TE1a_L,-1.6935857842496254
TE1p_L,-2.398820720827083
TE2a_L,-0.7936448120971098
TF_L,-1.3711234325184853
TE2p_L,-1.1894815545917479
PHT_L,-2.059201182326418
PH_L,-1.8612482023166157
TPOJ1_L,-2.5389664436188024
TPOJ2_L,-2.775934453807015
TPOJ3_L,-2.3736710451123533
DVT_L,0.3737788677533917
PGp_L,-0.20588510251288947
IP2_L,-0.6626830931047134
IP1_L,-0.5497027949959291
IP0_L,-0.12228297363734178
PFop_L,-1.4661359065056525
PF_L,-1.4079108102143378
PFm_L,-1.0736192198467591
PGi_L,-2.364494950939893
PGs_L,-0.8926025741779937
V6A_L,0.4410669867808622
VMV1_L,-1.2393263687452039
VMV3_L,-0.41455135685358324
PHA2_L,-1.6080179540789543
V4t_L,-1.2703468789610826
FST_L,-2.176034693288235
V3CD_L,-0.03508830629395827
LO3_L,-0.6660044268078291
VMV2_L,-1.5959353513978665
31pd_L,-0.7138239051412537
31a_L,-0.661910008782337
VVC_L,-0.34900853696425477
25_L,0.10589945746849974
s32_L,-1.00474062211899
pOFC_L,1.541251354626968
PoI1_L,0.9313631027171604
Ig_L,0.8533868967350703
FOP5_L,0.15891897669162514
p10p_L,-0.4261343865649939
p47r_L,-1.134924694140161
TGv_L,0.03508984606567943
MBelt_L,-0.5747072114439867
LBelt_L,-2.0770387341705776
A4_L,-1.55743984993551
STSva_L,-2.3500797151154784
TE1m_L,-1.7479311813109881
PI_L,0.19379906191376814
a32pr_L,-0.46209734635050553
p24_L,-0.21670132531857958
V1_R,-0.397859597125302
MST_R,-1.1070389415059674
V6_R,0.3659232156411947
V2_R,-0.41671610877887877
V3_R,-0.25370127321229385
V4_R,-0.3976608105239065
V8_R,-0.9858883185619685
4_R,0.4071560908825322
3b_R,0.43440292150704074
FEF_R,1.593431279071802
PEF_R,0.09543094836520061
55b_R,0.5584406260147226
V3A_R,0.8301172586620617
RSC_R,-0.29770916468680836
POS2_R,1.5326299355840192
V7_R,0.5127846117107516
IPS1_R,0.1636963209857949
FFC_R,0.5238939285019442
V3B_R,0.26958315961808244
LO1_R,0.1126938603228921
LO2_R,-0.3348617934363838
PIT_R,-0.08821536667753802
MT_R,-1.4077087553051566
A1_R,-0.946934270780296
PSL_R,-1.725034586931578
SFL_R,-0.8304206549915396
PCV_R,1.3890611258701384
STV_R,-2.047442394114785
7Pm_R,2.5659113390707935
7m_R,0.10747736463973741
POS1_R,-0.8151373182871253
23d_R,0.3334572349772362
v23ab_R,-0.5409571193754154
d23ab_R,0.2399881619980907
31pv_R,1.247805627217325
5m_R,0.18473489011150757
5mv_R,-0.029926716797287742
23c_R,0.3478710731325826
5L_R,0.4051617832460336
24dd_R,1.7585380231018044
24dv_R,1.6277329018704296
7AL_R,0.6799377977201613
SCEF_R,0.4881607483839343
6ma_R,-0.17902605938954502
7Am_R,0.8466190731025858
7Pl_R,0.21929048668005133
7PC_R,0.14987406130183742
LIPv_R,-0.05623799027657073
VIP_R,0.863546641725402
MIP_R,0.78733599491789
1_R,0.052440623676320394
2_R,-0.059961318429424766
3a_R,0.06401651371810173
6d_R,0.20043525846252355
6mp_R,0.7282684423284057
6v_R,-0.3212586462478125
p24pr_R,1.3988390906591608
33pr_R,0.26449996001100895
a24pr_R,-0.5017256636095505
p32pr_R,0.0831408001647591
a24_R,0.28350279894446084
d32_R,-0.44662270973008766
8BM_R,-0.8499191604937509
p32_R,-0.8094544903325407
10r_R,-1.9628390613926654
47m_R,1.223052655903037
8Av_R,-1.013306589923305
8Ad_R,-0.25531245486455295
9m_R,-0.8801557511651086
8BL_R,-0.7125975749227208
9p_R,-0.4593667140952596
10d_R,0.013899166954977317
8C_R,-0.8978665125956302
44_R,-0.6270776896725222
45_R,-0.9259015061403596
47l_R,-0.34629335013862095
a47r_R,0.31342827865584433
6r_R,-0.6243785457261503
IFJa_R,-0.33858892751873126
IFJp_R,-1.7648269134680408
IFSp_R,-0.11275270062387015
IFSa_R,-0.13746938214498172
p9-46v_R,0.09194871443884281
46_R,0.6807272239825752
a9-46v_R,0.48045375641525667
9-46d_R,0.6523068906236006
9a_R,0.27619482560477226
10v_R,-0.931630653349691
a10p_R,-0.5395523597896716
10pp_R,0.5655779582877314
11l_R,0.36778650158010945
13l_R,-0.666313022987904
OFC_R,-0.8551299390533998
47s_R,0.5699524423538699
LIPd_R,0.15286653154416535
6a_R,2.3058261968346843
i6-8_R,1.5503835038373157
s6-8_R,-0.6093970910619394
43_R,-1.3991735835378631
OP4_R,-1.029946772357376
OP1_R,0.6686897341829333
OP2-3_R,0.4676861966287421
52_R,0.11068241813080779
RI_R,-1.8910729563820758
PFcm_R,-1.321819087843905
PoI2_R,0.4013340672857994
TA2_R,-0.6221208687340578
FOP4_R,-0.4244024199063659
MI_R,0.09143428195213535
Pir_R,3.1820015985392387
AVI_R,0.2961839161331357
AAIC_R,0.19681626836868632
FOP1_R,-0.5297919084620268
FOP3_R,0.14601419692988052
FOP2_R,-0.08945471434365754
PFt_R,-0.33973988363689805
AIP_R,0.038910730065985735
EC_R,3.8680556616244224
PreS_R,-0.6099102015160371
H_R,0.5149185837798864
ProS_R,-1.234897402123246
PeEc_R,0.10809884515080957
STGa_R,-0.6433077310839304
PBelt_R,-2.522497899687814
A5_R,-2.5375251097406015
PHA1_R,-0.4151856415918503
PHA3_R,-0.5111538056077296
STSda_R,-1.2907463518781501
STSdp_R,-2.40719348658035
STSvp_R,-2.6765877743922086
TGd_R,-0.1602275220278433
TE1a_R,-1.0235937866457476
TE1p_R,-1.078569679007043
TE2a_R,-0.45894353969914403
TF_R,0.4458910249763832
TE2p_R,0.2710029315571288
PHT_R,-0.3287182168936382
PH_R,-0.8323507623383976
TPOJ1_R,-2.4180050096440135
TPOJ2_R,-1.7662629973715107
TPOJ3_R,-2.7724311520751495
DVT_R,0.5389657124727885
PGp_R,-0.9350886271955087
IP2_R,0.7235708309610265
IP1_R,-0.4428555593837814
IP0_R,0.3422331183927753
PFop_R,-0.2901017960588005
PF_R,-0.6728980324800078
PFm_R,-0.7463808754376781
PGi_R,-2.3024212405559124
PGs_R,-1.0804769175356363
V6A_R,-0.022379898393810237
VMV1_R,-0.6160863814890288
VMV3_R,-0.6067324877472688
PHA2_R,-0.691493011144218
V4t_R,-1.1354939749952906
FST_R,-0.8142875566807813
V3CD_R,0.46030297046085056
LO3_R,-0.6479935393981204
VMV2_R,-1.5588033813351985
31pd_R,1.3255807714301397
31a_R,0.8587628845520522
VVC_R,-0.20613923455580052
25_R,1.0438622847241232
s32_R,0.1105679114125152
pOFC_R,0.32157449204851835
PoI1_R,1.1862078726010565
Ig_R,0.8075997234368272
FOP5_R,-0.4937100040935486
p10p_R,-0.19166197303407315
p47r_R,-0.4981414583227874
TGv_R,-0.554121857215945
MBelt_R,-0.9161725129191236
LBelt_R,-1.9071429685978618
A4_R,-2.20082892964152
STSva_R,-1.4777912316163417
TE1m_R,-1.4665910952913506
PI_R,-0.03397163537359934
a32pr_R,-0.19820895965381163
p24_R,0.03568393298595737
