region,semantic memory
10d_L,-0.6189114631113147
8C_L,1.2674340980136551
44_L,5.434686643150996
45_L,4.544409925486356
47l_L,3.0789415621391814
a47r_L,0.7108036270820615
6r_L,3.4228994094399896
IFJa_L,5.33875479643815
IFJp_L,4.424787429946276
IFSp_L,5.559261393241994
IFSa_L,5.034403416502404
p9-46v_L,1.2050701983970542
46_L,-0.6318320624728203
a9-46v_L,0.11469501250048172
9-46d_L,-0.8739959343088738
9a_L,-0.8151527316614747
10v_L,-0.18960537034733624
a10p_L,-1.0449856211747202
10pp_L,-0.31960562444694873
11l_L,-0.5835864684463611
13l_L,-0.12445831641539117
OFC_L,-0.18639268839690945
47s_L,0.6849171832844997
LIPd_L,1.2030968537723725
6a_L,-0.23006889256393095
i6-8_L,0.9968422585824702
s6-8_L,0.380626592899042
43_L,-0.2348115104816495
OP4_L,-0.24656849886385698
OP1_L,-0.7487017699084314
OP2-3_L,-0.817889827952056
52_L,-0.37280656301008963
RI_L,-0.09451735394976493
PFcm_L,-1.2790916317199674
PoI2_L,-1.0205198571669183
TA2_L,1.5998932658959348
FOP4_L,1.1541423503288772
MI_L,-0.023488450526115316
Pir_L,-0.5489467486785551
AVI_L,2.1334656578976428
AAIC_L,0.5944301315727183
FOP1_L,0.04762166650231134
FOP3_L,0.23884650375630684
FOP2_L,-0.21353606739305436
PFt_L,-0.5213430814048424
AIP_L,-0.21683393291928243
EC_L,0.5186210921021653
PreS_L,1.5285074594065686
H_L,2.483383540101352
ProS_L,0.1888024677256507
PeEc_L,2.691633079459012
STGa_L,3.1406277505567357
PBelt_L,-0.36095142441453876
A5_L,1.4769930384724084
PHA1_L,2.230516376413716
PHA3_L,4.49679356595881
STSda_L,3.8308724713408187
STSdp_L,2.16516537901842
STSvp_L,4.734380720941692
TGd_L,1.5764049811131737
TE1a_L,1.8443706157041886
TE1p_L,3.901084751657638
TE2a_L,1.5604901312913522
TF_L,4.643941860246325
TE2p_L,2.9855940567626464
PHT_L,2.148687818870245
PH_L,2.7386184844373522
TPOJ1_L,2.768773583485636
TPOJ2_L,2.2350584357732073
TPOJ3_L,3.3758827023954106
DVT_L,0.9067567421217964
PGp_L,1.4148681139203583
IP2_L,0.5499531779227601
IP1_L,3.950364131373191
IP0_L,1.0873250501185958
PFop_L,-1.0072864482766928
PF_L,0.45290704387119746
PFm_L,0.613125610179789
PGi_L,2.143356266604761
PGs_L,1.6495851520123048
V6A_L,0.1163344405993183
VMV1_L,0.5586921866222305
VMV3_L,-0.3519505663406584
PHA2_L,4.041819608399886
V4t_L,-0.3375411992925598
FST_L,0.6049071163094327
V3CD_L,0.11458363690263026
LO3_L,1.964549201792734
VMV2_L,0.06610384000839156
31pd_L,0.25392525191695065
31a_L,-0.910171387671514
VVC_L,2.8717272210001252
25_L,-0.8757498751782706
s32_L,-0.996887126331475
pOFC_L,-0.6884629951072705
PoI1_L,-0.8216210723749503
Ig_L,-1.2711581823660458
FOP5_L,2.9097949370868514
p10p_L,-0.8460517512053084
p47r_L,2.055574487480339
TGv_L,2.731159728335626
MBelt_L,0.04640314298460776
LBelt_L,-0.61366365649473
A4_L,0.047499423460510844
STSva_L,3.8864264609452857
TE1m_L,1.3886365195263053
PI_L,2.126700016681822
a32pr_L,0.5921791849862263
p24_L,-1.7374568342013008
V1_R,-0.5955007736050423
MST_R,-1.154531636121724
V6_R,-0.8179499572129569
V2_R,-0.4508889909506472
V3_R,0.010707897420698742
V4_R,-0.3897957524684904
V8_R,-0.9862294198545932
4_R,-0.8498950912129822
3b_R,-0.5345430006035515
FEF_R,-0.948379990363148
PEF_R,-1.0946241597393505
55b_R,-0.9265361668122971
V3A_R,-0.989417270330418
RSC_R,0.49078637058005686
POS2_R,0.5601796974846395
V7_R,-0.43472989743781226
IPS1_R,-0.31288652218370694
FFC_R,0.16473737971809427
V3B_R,0.07562002175364635
LO1_R,-0.8270828601240566
LO2_R,-0.7933904241018802
PIT_R,-0.5396347322750971
MT_R,-1.0619970127869895
A1_R,-2.0115418761839914
PSL_R,-1.2238908623893052
SFL_R,-1.4216490384881169
PCV_R,-1.3814538575361912
STV_R,-1.749034275418461
7Pm_R,-0.4893414601460372
7m_R,-0.18670248370391082
POS1_R,0.39246635146305187
23d_R,-0.996002212666982
v23ab_R,0.18536004110563292
d23ab_R,-0.19672871516627613
31pv_R,-0.54912503699013
5m_R,-1.2950167819994214
5mv_R,-1.4293144528304766
23c_R,-1.3630932458890963
5L_R,-0.058132354583794024
24dd_R,-1.9281539567185113
24dv_R,-1.656941259276379
7AL_R,0.9728831731918548
SCEF_R,-1.2836940715986314
6ma_R,-1.335511937558564
7Am_R,-1.1526964965467426
7Pl_R,-1.1978939159885642
7PC_R,-0.4474162326222852
LIPv_R,-1.4041896155537554
VIP_R,-0.8608915921459477
MIP_R,-0.20950202903377824
1_R,-0.36651369326367667
2_R,-0.8805849652810274
3a_R,-0.9112440633324853
6d_R,-0.6574432080949967
6mp_R,-1.1669488301896727
6v_R,-0.9433592500776798
p24pr_R,-1.463792248996544
33pr_R,-1.515566585174206
a24pr_R,-1.4785980858243901
p32pr_R,-0.21727570154061035
a24_R,-2.054598093358716
d32_R,-1.6723690071129242
8BM_R,-0.5039050511671324
p32_R,-1.5045655191208762
10r_R,-2.202198058386333
47m_R,0.9905561017244792
8Av_R,-1.4726406699161738
8Ad_R,-0.5580477627865288
9m_R,-1.8911008326729886
8BL_R,-1.20181384226097
9p_R,-0.8473712834375319
10d_R,-0.40141284353163853
8C_R,-1.4964643590355884
44_R,-0.2222210513206018
45_R,-0.4731116803713746
47l_R,0.392887011544917
a47r_R,-1.1410454704022814
6r_R,-1.2762771847782224
IFJa_R,0.012869517138872875
IFJp_R,-1.297293116393557
IFSp_R,-0.3935171053561698
IFSa_R,-0.7668998644317786
p9-46v_R,-0.7177970633947643
46_R,-1.2415598986431748
a9-46v_R,-0.897881935397322
9-46d_R,-0.731177962827947
9a_R,-0.7424863558193107
10v_R,-1.003190862929797
a10p_R,-1.036959158513584
10pp_R,-0.6366948731148342
11l_R,-0.5998426882963743
13l_R,-0.8999262248449138
OFC_R,-0.8313101100105329
47s_R,-0.19429802493547063
LIPd_R,-0.9458387768632326
6a_R,-1.051809754096982
i6-8_R,-0.07171252913526441
s6-8_R,-1.2543857733596695
43_R,-1.1299802626170017
OP4_R,-1.2274070799750676
OP1_R,-1.0734094032535888
OP2-3_R,-1.1028431369630671
52_R,-1.4161579965590396
RI_R,-2.050037735855981
PFcm_R,-1.9245764051633563
PoI2_R,-1.6376883700582716
TA2_R,-0.5777208938010975
FOP4_R,-1.382457136345379
MI_R,-1.297371534112526
Pir_R,-1.1970429844203807
AVI_R,1.5621499596183777
AAIC_R,-0.1822898103169488
FOP1_R,-2.283958473546153
FOP3_R,-1.8379398749313578
FOP2_R,-1.4474790478069648
PFt_R,-0.8761374935383818
AIP_R,-1.5726652692788963
EC_R,0.853132772166447
PreS_R,1.1225684609592206
H_R,1.6286032043512746
ProS_R,0.7642272406656612
PeEc_R,1.234753328429266
STGa_R,0.7981031088592795
PBelt_R,-1.8604327071830218
A5_R,-0.8503273013265422
PHA1_R,2.3836344825436697
PHA3_R,1.3666360786863798
STSda_R,1.6414827257022344
STSdp_R,-0.13530964527088835
STSvp_R,0.2900893197729161
TGd_R,0.5654679305480532
TE1a_R,1.1094363668095693
TE1p_R,0.19824209176017468
TE2a_R,1.522248222606364
TF_R,1.0951054310376942
TE2p_R,0.007828854268580729
PHT_R,0.1926186453965625
PH_R,0.21228932013295718
TPOJ1_R,-1.5685899324412682
TPOJ2_R,-1.3121028401726722
TPOJ3_R,-0.4717558396507087
DVT_R,-0.6796626981135081
PGp_R,0.4704079557259344
IP2_R,-0.4674768726633629
IP1_R,0.7871109761098602
IP0_R,0.6870266924813776
PFop_R,-0.7184718784503246
PF_R,-0.8038120721814465
PFm_R,-0.6669599078762091
PGi_R,-0.038694565812726026
PGs_R,0.29160376750159456
V6A_R,-1.1309975236500656
VMV1_R,-0.2917569667055425
VMV3_R,-0.16669326492994732
PHA2_R,2.016814296465041
V4t_R,-1.8944410378100338
FST_R,-1.032478030428745
V3CD_R,0.12533991322840737
LO3_R,-0.26273025016316154
VMV2_R,0.130004757642943
31pd_R,-0.8412268296227192
31a_R,-0.8358558268334408
VVC_R,1.586001486210502
25_R,-1.6109433113340148
s32_R,-1.5059202744248155
pOFC_R,-1.5793405971419496
PoI1_R,-0.9536108088754423
Ig_R,-1.7012972559368504
FOP5_R,0.24346932189170511
p10p_R,-1.2524425350268154
p47r_R,-1.4982937440130628
TGv_R,0.9239516020755487
MBelt_R,-1.7100421103774222
LBelt_R,-2.133668197795406
A4_R,-1.626506929419679
STSva_R,1.5702116895904317
TE1m_R,0.10128072346279525
PI_R,0.530884511016367
a32pr_R,-0.5936747533794761
p24_R,-2.0951409731688595
