region,sentence comprehension
6r_L,4.840623274136521
IFJa_L,3.975566697807365
IFJp_L,3.638759671253905
IFSp_L,3.213289927474751
IFSa_L,3.6734142625880795
p9-46v_L,0.7718247418658812
46_L,-0.5583258598426188
a9-46v_L,0.13651119833420225
9-46d_L,-0.4807308825454873
9a_L,-0.5544621409543241
10v_L,-0.474246821544513
a10p_L,-1.0365763103275283
10pp_L,-0.3301602430144318
11l_L,-0.5815381215392942
13l_L,-0.6976129838366474
OFC_L,-0.7026079048376576
47s_L,0.2670873615751408
LIPd_L,1.2241945476987608
6a_L,0.0891996348795137
i6-8_L,0.21088262821350726
s6-8_L,0.031113567384564954
43_L,0.37806157789962863
OP4_L,-0.07389208495517749
OP1_L,0.0041031308143167616
OP2-3_L,0.6927471182835886
52_L,0.5262907853618835
RI_L,-0.023756382727892926
PFcm_L,0.024933407899758488
PoI2_L,-0.24736060402265503
TA2_L,1.9828982568304987
FOP4_L,2.180330739691923
MI_L,0.6091787049932347
Pir_L,-0.4189280424001833
AVI_L,2.7277775487730738
AAIC_L,1.134166671550492
FOP1_L,1.2431258527769689
FOP3_L,0.27334714197872706
FOP2_L,0.6650269881292388
PFt_L,-0.21826524105026346
AIP_L,0.1593288734161925
EC_L,-0.9591054650438688
PreS_L,-0.40596994860040775
H_L,-0.18576872837841837
ProS_L,-0.3506880681782743
PeEc_L,0.058395199705340545
STGa_L,3.0580153858004024
PBelt_L,0.956037827147635
A5_L,2.764332593410021
PHA1_L,-0.22203895186061487
PHA3_L,-0.19063577128515513
STSda_L,4.702454878236792
STSdp_L,5.404235432060467
STSvp_L,9.820978901326976
TGd_L,0.37726864626286266
TE1a_L,2.183065381986202
TE1p_L,3.23994127687522
TE2a_L,0.48766472601016286
TF_L,0.4629568194041336
TE2p_L,0.7409036273118735
PHT_L,3.261254141400152
PH_L,0.5717327851664328
TPOJ1_L,6.463907693681659
TPOJ2_L,2.2677210965613557
TPOJ3_L,0.5755127353764247
DVT_L,-0.7345364554198829
PGp_L,0.8725014321260505
IP2_L,1.1362241019713157
IP1_L,0.6927326531904506
IP0_L,0.8470083384275827
PFop_L,-0.7905103821964876
PF_L,0.6017735930547371
PFm_L,0.19880778589048184
PGi_L,1.0103127350301409
PGs_L,0.16498742193568872
V6A_L,-0.4645889339178199
VMV1_L,-0.4800862708731859
VMV3_L,-0.3494940490949772
PHA2_L,0.04263388493900065
V4t_L,1.4765243397940182
FST_L,0.7751530220412042
V3CD_L,-0.4874888694310245
LO3_L,-0.11498920156762235
VMV2_L,-1.1553431052229262
31pd_L,-0.1723246257119508
31a_L,-0.9720651333809468
VVC_L,-0.11585050396105499
25_L,-1.2353323482375385
s32_L,-0.6523039248092467
pOFC_L,-1.2394470033594447
PoI1_L,-0.17487142834126365
Ig_L,-0.3451123032956854
FOP5_L,3.0021590683379467
p10p_L,-0.6994642825144834
p47r_L,1.6750505660538306
TGv_L,0.22269971859279936
MBelt_L,0.9002280482389978
LBelt_L,0.6911956872600523
A4_L,0.4541511726937103
STSva_L,5.903599289937543
TE1m_L,1.3245267007528017
PI_L,1.9491289149229865
a32pr_L,-0.55162269402395
p24_L,-0.9313849261698247
V1_R,-0.23689139290643932
MST_R,-0.8295752757448466
V6_R,-1.0180156863129253
V2_R,-0.47973977997655615
V3_R,-0.7458804440610566
V4_R,-1.0453021499356494
V8_R,-1.4762894783996523
4_R,-0.8642138750845925
3b_R,-0.7800349584101289
FEF_R,-0.40151403052351714
PEF_R,-0.4336837221274734
55b_R,-0.4762953201096673
V3A_R,-0.5888389268481204
RSC_R,-0.42247179813964525
POS2_R,-0.2658336069139998
V7_R,-0.6834754951247247
IPS1_R,-1.295437935481565
FFC_R,-0.6214936428009425
V3B_R,-0.9489564137337583
LO1_R,-1.1436201496470972
LO2_R,-0.9165065584210811
PIT_R,-0.8800213504462179
MT_R,-0.7387787107233369
A1_R,-0.692084193223886
PSL_R,-1.195877714703263
SFL_R,-0.6273367137762128
PCV_R,-0.8470425971912533
STV_R,-1.15630611965084
7Pm_R,-0.21809746081592468
7m_R,-0.8488294283994513
POS1_R,-0.7806669580516931
23d_R,-0.34964170111947857
v23ab_R,-0.7929119372899156
d23ab_R,-0.7128001454885652
31pv_R,-0.9176828340650667
5m_R,-0.9269236983771533
5mv_R,-0.9268891143551823
23c_R,-0.5784069546894612
5L_R,-0.71775825402334
24dd_R,-1.2887025708409359
24dv_R,-0.7269125681180107
7AL_R,-1.2423943626829317
SCEF_R,-0.6712581353031463
6ma_R,-0.733505366650886
7Am_R,-1.0427150784767019
7Pl_R,-1.0844280362582221
7PC_R,-0.8846143822303006
LIPv_R,-1.2040061920919987
VIP_R,-1.236459394128203
MIP_R,-0.5897204412625932
1_R,-0.7480383131154459
2_R,-1.0964311835503922
3a_R,-0.604642276661428
6d_R,-0.5572524888376996
6mp_R,-1.128301236034707
6v_R,-0.8358686593446715
p24pr_R,-1.035530706388574
33pr_R,-1.8242844635475803
a24pr_R,-1.5468997095080428
p32pr_R,-0.2921750475892038
a24_R,-1.5558698274820995
d32_R,-1.1423348883090523
8BM_R,-0.26579307187365925
p32_R,-1.323433752479596
10r_R,-1.332133366887942
47m_R,0.27792588633728765
8Av_R,-0.5674537996339907
8Ad_R,-0.3534538568599984
9m_R,-0.9391764323732751
8BL_R,-0.6727363660996992
9p_R,-1.0606912329036873
10d_R,-0.4002241470219855
8C_R,-0.1662546383277362
44_R,1.4476355216970351
45_R,1.0305361603779342
47l_R,1.3203614382061575
a47r_R,-0.6897898509707753
6r_R,0.02759832200365954
IFJa_R,1.9542514639352309
IFJp_R,-0.5302371319154858
IFSp_R,0.2148763043810181
IFSa_R,-0.2313428449694862
p9-46v_R,-0.10170972420046033
46_R,-0.8264629863976978
a9-46v_R,-1.0879650623513804
9-46d_R,-1.0726646850031742
9a_R,-0.85923097628243
10v_R,-0.6163430106034843
a10p_R,-0.7429797874053915
10pp_R,-0.5251010369365089
11l_R,-0.6704018024846977
13l_R,-0.8377624273068832
OFC_R,-0.5132005082965073
47s_R,-0.5213232022118423
LIPd_R,-0.37603583041140315
6a_R,-1.1775310141086845
i6-8_R,-0.5537452051279509
s6-8_R,-0.5507448647375579
43_R,-0.4767125094773809
OP4_R,-0.7589199515487007
OP1_R,-0.843730395496254
OP2-3_R,-0.7257810113064924
52_R,-0.5928196361084115
RI_R,-1.5064479380447486
PFcm_R,-1.3515823757554337
PoI2_R,-0.675561054679872
TA2_R,0.6771002698569696
FOP4_R,-0.44044132787685975
MI_R,-0.5373789938679756
Pir_R,0.33659017702454147
AVI_R,1.260648429385869
AAIC_R,0.9081934391080283
FOP1_R,-0.61304081620015
FOP3_R,-0.7720890712966121
FOP2_R,-0.597899510601099
PFt_R,-1.5433068646398014
AIP_R,-0.9610938347725381
EC_R,-0.6299230331351114
PreS_R,-0.8998557979343568
H_R,-0.770218376156282
ProS_R,-0.30837923089033664
PeEc_R,-0.5371894115168929
STGa_R,1.9267433542904822
PBelt_R,-0.4278878568042896
A5_R,1.1996899978698448
PHA1_R,-1.0264204321925723
PHA3_R,-0.7724949610707765
STSda_R,2.399629730662829
STSdp_R,0.9713826582399854
STSvp_R,0.42087306785825807
TGd_R,-0.29303353615002475
TE1a_R,0.7460827619797511
TE1p_R,-0.14297001550873664
TE2a_R,0.21039126905171174
TF_R,0.74098304656148
TE2p_R,0.19289235554503928
PHT_R,-0.17996297766389013
PH_R,-0.6292769835069222
TPOJ1_R,-0.5888590213374336
TPOJ2_R,-0.5866149597397609
TPOJ3_R,-0.568215664009177
DVT_R,-1.0878235503473843
PGp_R,0.10671163068789502
IP2_R,-0.3861850733518205
IP1_R,-0.1519995740756886
IP0_R,-0.46057372796835616
PFop_R,-1.181511724762332
PF_R,-0.9603851775958432
PFm_R,-0.8716220668741749
PGi_R,-0.8428286201391665
PGs_R,-0.6414296336922045
V6A_R,-0.7653001548255371
VMV1_R,-0.455772411140888
VMV3_R,-0.8960301803074348
PHA2_R,-0.8599952260335224
V4t_R,-1.1120203861080908
FST_R,-1.0098388185514244
V3CD_R,-1.2755976507261326
LO3_R,-0.29168352126253594
VMV2_R,-0.5983048660250389
31pd_R,-1.2360439515961308
31a_R,-0.4357392208140391
VVC_R,-0.6747777219288782
25_R,-1.1843093268243925
s32_R,-0.8862402017313183
pOFC_R,-0.8867871893933159
PoI1_R,-0.49056717174782566
Ig_R,-1.003504188468451
FOP5_R,0.579145000360346
p10p_R,-0.9457974860166641
p47r_R,-0.6682263888475888
TGv_R,-0.7115955949289513
MBelt_R,-0.022528360605468315
LBelt_R,-0.7072207526176784
A4_R,-0.5363740656751433
STSva_R,1.5062905682815326
TE1m_R,-0.24948771025786146
PI_R,1.3266881548836686
a32pr_R,-0.8972328589024413
p24_R,-1.2634051059790228
