region,context
OP2-3_L,-0.13755005662825434
52_L,0.6775561408087081
RI_L,-0.2560581878882236
PFcm_L,-1.1951591169316298
PoI2_L,-0.31190991731422896
TA2_L,-0.8190283748116145
FOP4_L,-1.0038283444463088
MI_L,-0.8737466477611101
Pir_L,-0.6480917551805493
AVI_L,0.10774382650111845
AAIC_L,0.1820581296895504
FOP1_L,-0.39322050100864614
FOP3_L,-0.1268600434092318
FOP2_L,0.4294662028766013
PFt_L,-0.4120305314442689
AIP_L,0.40732648269158805
EC_L,4.070226000753283
PreS_L,10.010284717731485
H_L,13.184304622090245
ProS_L,2.7924870620212454
PeEc_L,2.631907370388033
STGa_L,0.4189601674133883
PBelt_L,-1.0649746685772419
A5_L,-0.01763991094906127
PHA1_L,8.740103779293893
PHA3_L,7.169304448532145
STSda_L,0.7431882947124688
STSdp_L,-0.4303934911062308
STSvp_L,0.6900019681969216
TGd_L,0.013834403811722506
TE1a_L,0.7238887030324918
TE1p_L,0.6023090232416662
TE2a_L,0.5069436420515882
TF_L,2.7643607990045815
TE2p_L,1.1472299743809733
PHT_L,-0.20724234674573633
PH_L,0.9896802749126143
TPOJ1_L,0.857881320730507
TPOJ2_L,-0.8533451312755845
TPOJ3_L,-0.4846704469871165
DVT_L,0.24876985781383484
PGp_L,0.9024798102650066
IP2_L,-0.13396162724501792
IP1_L,0.11171417343813185
IP0_L,1.3632436032784851
PFop_L,-0.5482466243010029
PF_L,-0.4927091800857078
PFm_L,-0.761389650930898
PGi_L,-0.9572224385477203
PGs_L,-0.09743565943843464
V6A_L,0.5526069992231959
VMV1_L,3.78021952462463
VMV3_L,2.144697076280292
PHA2_L,13.233657225509914
V4t_L,-0.005219043191330168
FST_L,-1.0759513043216207
V3CD_L,1.004966869288236
LO3_L,-0.1659993769857658
VMV2_L,4.936653786021735
31pd_L,-1.1266881642245477
31a_L,-0.69268586815957
VVC_L,5.139567490055983
25_L,0.09825428761946174
s32_L,0.15574114579796286
pOFC_L,0.5029303171133379
PoI1_L,0.10990017838087232
Ig_L,-0.08461750821958118
FOP5_L,-0.32987741955837785
p10p_L,-0.853513478769389
p47r_L,-0.6256371950242052
TGv_L,0.08243213813125667
MBelt_L,-0.2746547314975647
LBelt_L,-0.998507424684464
A4_L,-0.511748546377349
STSva_L,1.4237293196557623
TE1m_L,-0.19777338317451604
PI_L,0.4584843630104128
a32pr_L,-2.131171021643519
p24_L,-1.7234341400705535
V1_R,0.6363872240262434
MST_R,-0.12122385381251005
V6_R,-1.196363164837432
V2_R,0.5224622882519212
V3_R,0.24287402411692702
V4_R,1.402268836979783
V8_R,0.21200059463183185
4_R,-1.043823589001047
3b_R,-0.7252564997836469
FEF_R,-1.0662226249288516
PEF_R,-1.6345711166450623
55b_R,-1.1303990618506243
V3A_R,-0.7874598220854585
RSC_R,0.18729437633205637
POS2_R,-0.47268467385345586
V7_R,0.5773131046306212
IPS1_R,-1.0418497036053742
FFC_R,3.443190741169188
V3B_R,1.503864567205671
LO1_R,0.7714572237379834
LO2_R,1.0574262604448716
PIT_R,1.8512617450416478
MT_R,-0.5577029073080677
A1_R,-1.091480045191522
PSL_R,-1.2459268709111042
SFL_R,-1.456277743920053
PCV_R,-1.1242766221410356
STV_R,-1.623165030383068
7Pm_R,-0.02297109485130116
7m_R,-1.7428838196110352
POS1_R,1.0891638294483819
23d_R,-0.711176249343133
v23ab_R,-0.7481149319945516
d23ab_R,-0.8027086276357287
31pv_R,-1.1090609834171132
5m_R,-0.8723882532164543
5mv_R,-0.5847441595512594
23c_R,-0.828653567801833
5L_R,-0.09418953138302817
24dd_R,-1.2847593319280963
24dv_R,-0.9604895592709898
7AL_R,-0.15053538442905845
SCEF_R,-1.9481642003968453
6ma_R,-1.2773319125842422
7Am_R,-0.47439588120003306
7Pl_R,-0.06805278998927905
7PC_R,-0.19734902554405861
LIPv_R,-0.04723955633335443
VIP_R,0.21798210501192145
MIP_R,-0.5839442440515681
1_R,-0.4948101318001219
2_R,-0.8670015829297119
3a_R,-1.1395626691078813
6d_R,-0.865345481525048
6mp_R,-1.4143774290410351
6v_R,-0.7398072079278195
p24pr_R,-0.8010294711837015
33pr_R,-2.038979952909498
a24pr_R,-2.614163751421971
p32pr_R,-1.5982902970527333
a24_R,-0.2351879363000676
d32_R,-2.4404078982182176
8BM_R,-1.8105360660615704
p32_R,-0.8732062912856927
10r_R,0.22086237010148219
47m_R,0.5724450723535687
8Av_R,-1.2211392385350834
8Ad_R,-0.9825601802068245
9m_R,-1.9028247769530326
8BL_R,-1.6147651548529849
9p_R,-1.3046461321126293
10d_R,0.03499952548199693
8C_R,-1.3938663330431842
44_R,-0.9390409753145647
45_R,-1.4806712500512436
47l_R,0.1878609841437994
a47r_R,-0.8085759035239245
6r_R,-1.471716629305762
IFJa_R,-0.3900244621904909
IFJp_R,-1.5300099108055685
IFSp_R,-0.9241444411215421
IFSa_R,-1.3865182094405861
p9-46v_R,-0.3853070645473654
46_R,-1.054193357939877
a9-46v_R,-0.9573295231754375
9-46d_R,-1.3824245955616694
9a_R,-0.5309464942199636
10v_R,0.06317893849219176
a10p_R,-0.48226976858085063
10pp_R,-0.09703181200960619
11l_R,-0.2753160396006211
13l_R,-0.38926065670616444
OFC_R,-0.38841969403573096
47s_R,0.13286046125115208
LIPd_R,-1.0702465796899032
6a_R,-1.5292700201124836
i6-8_R,-1.425421113303283
s6-8_R,-0.5497480848463707
43_R,-0.841262811041601
OP4_R,-1.6342458809064242
OP1_R,-0.7937273681403939
OP2-3_R,-1.1506695381882364
52_R,-0.5848353964987101
RI_R,-1.4093485318945018
PFcm_R,-1.125685697781735
PoI2_R,-1.0466035722515366
TA2_R,-1.4106906834282351
FOP4_R,-1.9383297291230708
MI_R,-1.3321809568022764
Pir_R,-0.8561611126292213
AVI_R,0.39753633569002417
AAIC_R,-0.7871982751773147
FOP1_R,-1.5507751934732423
FOP3_R,-1.1219571001450002
FOP2_R,-1.3855693367582522
PFt_R,-1.3189331080864843
AIP_R,-1.3889237854678007
EC_R,8.156338485035226
PreS_R,11.062045481552095
H_R,13.453950898891248
ProS_R,2.8227631024013093
PeEc_R,4.107937337470346
STGa_R,-0.5284933362641149
PBelt_R,-2.209770349257628
A5_R,-1.0633586977224514
PHA1_R,10.081336031978653
PHA3_R,9.487403153641928
STSda_R,0.21163735408131878
STSdp_R,-0.7440069699859582
STSvp_R,-0.7355560863568316
TGd_R,-0.014785906639314181
TE1a_R,0.6325085180438721
TE1p_R,-0.634401149434715
TE2a_R,0.43525717884779425
TF_R,2.9043241493699754
TE2p_R,0.3889985290702477
PHT_R,-0.3072799263502823
PH_R,1.7288449669881853
TPOJ1_R,-1.284320968108664
TPOJ2_R,-1.3208536010202019
TPOJ3_R,-1.821654436618549
DVT_R,-0.07725213139603432
PGp_R,0.4439457675145831
IP2_R,-1.4344795738679137
IP1_R,-0.992814051100575
IP0_R,2.454036913437266
PFop_R,-1.278085834039679
PF_R,-0.548152038894667
PFm_R,-1.4176008074451618
PGi_R,-1.6881271177100734
PGs_R,-0.7249059809221299
V6A_R,-0.7082825315727644
VMV1_R,4.700848612292287
VMV3_R,2.2795916356169075
PHA2_R,14.10055905986006
V4t_R,-0.09431195941262922
FST_R,-0.29973207021039705
V3CD_R,1.2690936707575398
LO3_R,-0.24969326672159922
VMV2_R,5.612982578638678
31pd_R,-0.5353223914755558
31a_R,-1.08847350964244
VVC_R,6.608379766195591
25_R,0.3142636474880556
s32_R,1.2260818131901403
pOFC_R,0.1386810567320908
PoI1_R,-0.40556675770983036
Ig_R,-0.620801523654705
FOP5_R,-0.9685277713684799
p10p_R,-0.8334712798781228
p47r_R,-1.3948485331963607
TGv_R,0.8094907773623492
MBelt_R,-1.4866135551221615
LBelt_R,-1.9030945558240062
A4_R,-1.9188486414681984
STSva_R,1.4726246508089837
TE1m_R,-0.09454916541739122
PI_R,-0.34446647121203167
a32pr_R,-2.0343233095765987
p24_R,-2.165986216748723
