region,memory
FOP1_L,-1.9030908051637347
FOP3_L,-0.043220896267235444
FOP2_L,-0.4210920669792527
PFt_L,-1.0699913136038435
AIP_L,-1.284535832282502
EC_L,1.709913215343633
PreS_L,3.598246776052155
H_L,4.390333668574501
ProS_L,-0.4043471145886398
PeEc_L,1.4448170459059186
STGa_L,0.13943638478803802
PBelt_L,-0.9509795942609688
A5_L,-0.4734275409359894
PHA1_L,3.305652983852485
PHA3_L,3.9672647941114585
STSda_L,-0.09730059764815772
STSdp_L,-1.4522259459034144
STSvp_L,-1.1578089885409066
TGd_L,-0.2223121161640242
TE1a_L,-0.3058894169181692
TE1p_L,1.2162396196097038
TE2a_L,-0.08941889627795414
TF_L,0.6907715199185807
TE2p_L,0.2230106472447393
PHT_L,-1.0386385529437778
PH_L,-0.23594515372667657
TPOJ1_L,-1.4664888949229504
TPOJ2_L,-0.7384505355594542
TPOJ3_L,1.2822798409353962
DVT_L,1.2535166697050133
PGp_L,1.340745473592359
IP2_L,-0.020141641123625268
IP1_L,2.62748633740563
IP0_L,1.5467207517805617
PFop_L,-0.717724949828704
PF_L,-0.6703115794901077
PFm_L,0.22467417122485228
PGi_L,0.8116522496473907
PGs_L,0.7588302024350015
V6A_L,0.5802355956483246
VMV1_L,-0.03056176325069264
VMV3_L,-1.0666851191779307
PHA2_L,6.101179083670945
V4t_L,-1.9660702450613332
FST_L,-1.6218726778728427
V3CD_L,0.37385978010199356
LO3_L,0.19788393078307928
VMV2_L,0.6841072502365363
31pd_L,-0.0304541791202733
31a_L,-0.2584959239344691
VVC_L,0.5981274962486327
25_L,-1.0512427950327532
s32_L,-0.8694381748767507
pOFC_L,-0.6287697094683734
PoI1_L,-0.2826640225896376
Ig_L,-0.210649939264014
FOP5_L,0.7043475160301044
p10p_L,0.010040127180189885
p47r_L,1.3654554503152787
TGv_L,0.6529555206460027
MBelt_L,-0.6398518192159005
LBelt_L,-1.3237334906557066
A4_L,-0.45497461929326044
STSva_L,-0.34273968729812826
TE1m_L,-0.014821165080769562
PI_L,0.2745068071373244
a32pr_L,0.42659479621650287
p24_L,-1.189349517393136
V1_R,-1.0136590860752295
MST_R,-1.2156384580127046
V6_R,0.4794075408478272
V2_R,-0.4753435045113438
V3_R,-0.026312277291023672
V4_R,-0.4757527610298475
V8_R,-1.4597075608766055
4_R,-0.7041312432836458
3b_R,-0.6417527932919297
FEF_R,-0.13744667332713278
PEF_R,0.13061584620548533
55b_R,-0.42792401278398373
V3A_R,-0.09659411427469981
RSC_R,0.29631098370004777
POS2_R,2.0954067223704658
V7_R,0.7389297064592413
IPS1_R,1.202737320239165
FFC_R,0.22382302287771244
V3B_R,0.2866033328166403
LO1_R,-0.7935679060335612
LO2_R,-1.545561045827986
PIT_R,-1.4895866877359534
MT_R,-1.0877344640378825
A1_R,-0.8701479466985768
PSL_R,-0.6262757235340473
SFL_R,-0.7933111741210689
PCV_R,0.23893736486030695
STV_R,-0.9152058163619189
7Pm_R,1.833090841078932
7m_R,1.135065576329963
POS1_R,0.8236444917552247
23d_R,0.10026209276413331
v23ab_R,0.8903083835188405
d23ab_R,0.1929103785333446
31pv_R,-0.14446076960854487
5m_R,-0.4053694578749316
5mv_R,0.004447448852219464
23c_R,-0.3962213087068886
5L_R,0.17919071005214102
24dd_R,-0.6800811008976088
24dv_R,-1.1642470207087987
7AL_R,-0.19807565362498905
SCEF_R,-0.4730892071248249
6ma_R,0.12211377799140472
7Am_R,-0.09752989282707131
7Pl_R,-0.0836569653997572
7PC_R,-0.4484606599635977
LIPv_R,-0.8074713560538513
VIP_R,-0.44304101691021375
MIP_R,0.4672652665219833
1_R,-0.5480695257766639
2_R,-0.904647612202065
3a_R,-0.7473350334284938
6d_R,-0.27199945004211545
6mp_R,-0.1753182236824448
6v_R,-0.4046567627191648
p24pr_R,-0.8781483933368698
33pr_R,-1.1649571728676384
a24pr_R,-1.1911075844032952
p32pr_R,0.11391659178462055
a24_R,-1.623317533402312
d32_R,-1.0374453888409343
8BM_R,-0.6745606097779566
p32_R,-0.7511967118622636
10r_R,-2.259949541718252
47m_R,0.08933827720629678
8Av_R,-0.4454289470595091
8Ad_R,0.4009099976546119
9m_R,-1.1138071760051755
8BL_R,-0.6573056652111546
9p_R,0.26111053414231034
10d_R,0.0036080918089812387
8C_R,0.12182120043467702
44_R,-0.06739790465064782
45_R,-0.3426328045557889
47l_R,-0.6560049729878712
a47r_R,-0.16019559155948318
6r_R,-1.0700011808357783
IFJa_R,0.25610607151110326
IFJp_R,0.07793357805786261
IFSp_R,1.707048383578747
IFSa_R,0.20232081454758233
p9-46v_R,1.3590012004739453
46_R,0.5972302450244634
a9-46v_R,1.0730212156556038
9-46d_R,0.8094053937246368
9a_R,0.565025394101349
10v_R,-0.8091717200227755
a10p_R,-0.10402280119638041
10pp_R,-0.31216411359786583
11l_R,-0.07489110096788515
13l_R,-0.8844108916067789
OFC_R,-0.6207375912627535
47s_R,-0.14706179715391862
LIPd_R,1.1853208002030242
6a_R,1.821581391885685
i6-8_R,1.7993652935084334
s6-8_R,-0.3383718143956165
43_R,-1.3972037537341977
OP4_R,-0.6173895785158858
OP1_R,0.08646569776476457
OP2-3_R,-0.24978368429955203
52_R,-1.4690632709423448
RI_R,-0.9474751478627271
PFcm_R,-0.8962761904415693
PoI2_R,-1.254875793379161
TA2_R,-0.601114748869525
FOP4_R,-0.639325370882576
MI_R,-1.3596985517395062
Pir_R,-0.678835877495986
AVI_R,-0.28386399290561354
AAIC_R,-0.9422523168182432
FOP1_R,-1.6839007517969302
FOP3_R,-0.6093320942844367
FOP2_R,-0.8487012941977431
PFt_R,-1.346038851891092
AIP_R,-0.4241119270327352
EC_R,1.9084642268785947
PreS_R,2.978354083967474
H_R,3.3613613451842337
ProS_R,1.0395618027096578
PeEc_R,0.7443435623383959
STGa_R,-0.44164819294448066
PBelt_R,-1.7657055330605618
A5_R,-1.2706954422659962
PHA1_R,3.8197849429402364
PHA3_R,2.6073676675803554
STSda_R,0.10961038203644051
STSdp_R,-1.0470754773238493
STSvp_R,-1.090348563517502
TGd_R,-0.19743170942389676
TE1a_R,-0.3806916769890147
TE1p_R,-0.2513928515679435
TE2a_R,-0.028283985260421477
TF_R,1.373085038376668
TE2p_R,-0.18229468718181063
PHT_R,0.21401689560458648
PH_R,-0.2843253840956263
TPOJ1_R,-1.608926919602544
TPOJ2_R,-1.2906040982641995
TPOJ3_R,0.03940619343166796
DVT_R,0.3647812919965182
PGp_R,0.3759206502454332
IP2_R,1.0985306396717947
IP1_R,0.7672517757563481
IP0_R,1.331300387253718
PFop_R,-0.22394577361664922
PF_R,-0.4137203363859881
PFm_R,0.05154992057949499
PGi_R,0.020960795975375954
PGs_R,-0.1270372767965065
V6A_R,-0.11980782895323058
VMV1_R,-0.18536865880538322
VMV3_R,-0.15571526064087748
PHA2_R,4.399415369540462
V4t_R,-2.2870579058379037
FST_R,-1.1671711147479484
V3CD_R,1.0244744882041628
LO3_R,-0.38423487519242117
VMV2_R,0.297643942033169
31pd_R,0.05731830000267509
31a_R,-0.26042713758736274
VVC_R,1.8971181590886734
25_R,-0.8955127591506837
s32_R,-1.266067531125862
pOFC_R,-0.9860628392328313
PoI1_R,-0.383642617966504
Ig_R,-0.5711659086983406
FOP5_R,-0.04980627032339988
p10p_R,0.41956359851263897
p47r_R,-1.1545013815228204
TGv_R,-0.0560258547552677
MBelt_R,-1.3341321956246313
LBelt_R,-1.4665195032955494
A4_R,-1.570723929217526
STSva_R,-0.14580957062611183
TE1m_R,-0.31957840156072653
PI_R,0.12509522829158456
a32pr_R,-0.38890761146098746
p24_R,-1.7003534746295956
