region,imagery
LIPv_R,5.462775207598362
VIP_R,6.665300017916343
MIP_R,3.874765299744475
1_R,3.1330089375420607
2_R,4.550683871093018
3a_R,4.057317671844926
6d_R,4.676473391163066
6mp_R,5.258615082347358
6v_R,1.5073029722944207
p24pr_R,2.269053925910858
33pr_R,-1.7532780251211058
a24pr_R,-2.6974293777276555
p32pr_R,-0.8746434082297363
a24_R,-3.223935040282728
d32_R,-2.705780199819986
8BM_R,-1.8156967115270843
p32_R,-3.367637541957472
10r_R,-3.0453663957218553
47m_R,-2.268260341348036
8Av_R,-0.7966534989628231
8Ad_R,-1.449053148903471
9m_R,-2.251234434276098
8BL_R,-1.1522347157794497
9p_R,-1.8156798581732905
10d_R,-0.8107719002115753
8C_R,-1.925613749067518
44_R,-1.8956681945474272
45_R,-2.388380100571116
47l_R,-2.055234433618696
a47r_R,-1.8986311472700614
6r_R,0.05065521799202313
IFJa_R,-2.390911793210296
IFJp_R,-1.8175252436389744
IFSp_R,-1.942755141628772
IFSa_R,-1.944863490896293
p9-46v_R,-1.4963602075974112
46_R,-1.1069387580784071
a9-46v_R,-1.593605561269647
9-46d_R,-1.7167247080986212
9a_R,-1.490119814443102
10v_R,-1.5337791519416841
a10p_R,-1.280071752718953
10pp_R,-0.9276922954527612
11l_R,-1.7311816128787458
13l_R,-2.2812604613159286
OFC_R,-0.8351749194476233
47s_R,-3.1641315482804138
LIPd_R,2.0431917707175278
6a_R,4.416187058986663
i6-8_R,0.9280208238734295
s6-8_R,-0.9902609657749085
43_R,0.8076737378150929
OP4_R,-0.5442851904273849
OP1_R,-0.1626761963036732
OP2-3_R,-0.19654241775879275
52_R,-0.6563794102098721
RI_R,0.4796524393959751
PFcm_R,1.0830694172774031
PoI2_R,-1.6826776122662626
TA2_R,-0.5042468256076954
FOP4_R,-2.1541028400105993
MI_R,-1.8513904917515525
Pir_R,-2.770166257707794
AVI_R,-2.3518584339649156
AAIC_R,-3.545623795756027
FOP1_R,0.5275944028835886
FOP3_R,-1.7846912696773432
FOP2_R,0.6332302492624664
PFt_R,4.7989671141351575
AIP_R,5.433389599603112
EC_R,-2.010049030182412
PreS_R,-2.2880528665198177
H_R,-2.385070351480356
ProS_R,-0.9498889403593095
PeEc_R,-1.406074931339824
STGa_R,-2.3501724652953033
PBelt_R,0.11235796532534319
A5_R,-0.8641886657903401
PHA1_R,-1.84321293675036
PHA3_R,-0.9813722621665508
STSda_R,-1.7204067314660616
STSdp_R,-1.2608031429360205
STSvp_R,-1.640400295018415
TGd_R,-1.652945644669576
TE1a_R,-1.7407436870521062
TE1p_R,-0.8642297322853217
TE2a_R,-1.3583003928275816
TF_R,-0.988825722861325
TE2p_R,-0.4633294939243377
PHT_R,0.0020372176673158528
PH_R,2.510475962869844
TPOJ1_R,-0.41755510517167466
TPOJ2_R,-1.5557150202228738
TPOJ3_R,-2.33573620392242
DVT_R,1.6578511376430722
PGp_R,-0.562675614273813
IP2_R,2.8300269251955963
IP1_R,0.14962881661543567
IP0_R,1.241498375786794
PFop_R,0.5885508709358249
PF_R,2.4244179009587343
PFm_R,0.32690175452272313
PGi_R,-1.7242692537382962
PGs_R,-0.931481245718648
V6A_R,1.3520226933496176
VMV1_R,-0.21057968303885422
VMV3_R,0.8386579719147583
PHA2_R,-1.5248834753783844
V4t_R,2.498055654647409
FST_R,1.0840059688153696
V3CD_R,1.4527819520488459
LO3_R,0.42366305943362026
VMV2_R,-0.26135795635787923
31pd_R,0.36825007435397533
31a_R,0.5893897142519712
VVC_R,0.20235506048959123
25_R,-2.5044675841831734
s32_R,-2.3979363208748263
pOFC_R,-2.612315561938138
PoI1_R,-1.7277616306130115
Ig_R,-0.3962287166489857
FOP5_R,-2.247053384032615
p10p_R,-2.0089353227213453
p47r_R,-1.9420905275490108
TGv_R,-1.226084675651992
MBelt_R,-0.545589362679078
LBelt_R,0.7280559579361477
A4_R,0.15278858905585696
STSva_R,-1.6445765860716473
TE1m_R,-1.45279165745631
PI_R,-2.4072367787062685
a32pr_R,-2.8209127508714937
p24_R,-3.4029320892712493
