region,inference
44_L,3.6452961011955063
45_L,2.2953944606897982
47l_L,2.15736653331815
a47r_L,0.3000055156970568
6r_L,0.9029930971214885
IFJa_L,0.8952629308510741
IFJp_L,-0.19563083644312657
IFSp_L,1.712518542091943
IFSa_L,0.836985605892744
p9-46v_L,0.0914885104947429
46_L,-0.5960787601021171
a9-46v_L,-0.25246948783060474
9-46d_L,-0.07491129869856247
9a_L,-0.45789612972490346
10v_L,-0.028013242734371488
a10p_L,-0.8396337571128665
10pp_L,-0.13178065335281777
11l_L,-0.5344840229289477
13l_L,-0.5970613716741572
OFC_L,-0.23541704381909997
47s_L,0.22474241920975885
LIPd_L,0.6967690286152347
6a_L,-0.6146951910399118
i6-8_L,-0.368173472376689
s6-8_L,0.5414440921497538
43_L,-0.6304621465630446
OP4_L,-0.7414517252462891
OP1_L,-1.756851867427477
OP2-3_L,-0.10342192569245295
52_L,-0.21118299806582314
RI_L,-0.6726698210732224
PFcm_L,-2.096079084882436
PoI2_L,-1.1747199929537269
TA2_L,-0.30084426863610386
FOP4_L,-0.2755499384856687
MI_L,-1.308741724411531
Pir_L,-0.57427778837088
AVI_L,0.6395468805826319
AAIC_L,0.2721902561268462
FOP1_L,-0.5952541556768045
FOP3_L,-0.6644315403058014
FOP2_L,0.08324308029724224
PFt_L,-1.5650269603732987
AIP_L,-0.3076142778189623
EC_L,3.529289918608689
PreS_L,8.641058012933055
H_L,11.306588034828804
ProS_L,1.5103411312509578
PeEc_L,2.673070035553005
STGa_L,1.0290800793413488
PBelt_L,-1.3724902375215229
A5_L,0.3527709603403523
PHA1_L,6.797720353079587
PHA3_L,4.550498996790174
STSda_L,2.161663213227715
STSdp_L,1.159965353995594
STSvp_L,3.818313136666478
TGd_L,0.29752947313010875
TE1a_L,1.612079200940912
TE1p_L,0.9497417344732622
TE2a_L,1.0528957076906154
TF_L,2.3236632388700182
TE2p_L,0.5483152705334557
PHT_L,0.6445632775510698
PH_L,-1.0151168815937672
TPOJ1_L,2.378507255794077
TPOJ2_L,0.4927944627137755
TPOJ3_L,0.05142241675362274
DVT_L,0.27109098715030633
PGp_L,0.6962110942687452
IP2_L,0.15413612848777644
IP1_L,0.6197857323690263
IP0_L,1.3930389998494606
PFop_L,-1.8812552539202307
PF_L,-0.7097553831223283
PFm_L,-0.31629550387211813
PGi_L,0.11474674349953617
PGs_L,0.32232022295188384
V6A_L,0.31819670560946467
VMV1_L,1.6442425619926953
VMV3_L,-0.19410206491210785
PHA2_L,10.719414184170454
V4t_L,-0.397683745984121
FST_L,-1.305911851731805
V3CD_L,-0.3086405707299923
LO3_L,-0.4852485042560861
VMV2_L,2.2213906153569503
31pd_L,0.5809851371481902
31a_L,-0.6346685501412735
VVC_L,1.1890346753853638
25_L,0.16465869261849836
s32_L,0.18784061387715315
pOFC_L,-0.09810311609847866
PoI1_L,-0.851954848870033
Ig_L,-0.6210907518448551
FOP5_L,0.5763974245995948
p10p_L,-0.21817288009359853
p47r_L,0.658801094931972
TGv_L,0.4942742397181869
MBelt_L,-1.137750757192999
LBelt_L,-1.2817873042403687
A4_L,-0.8821472037006571
STSva_L,3.680947964330979
TE1m_L,0.46820354717178614
PI_L,1.177605377666348
a32pr_L,-1.0500857698659214
p24_L,0.11353010574839927
V1_R,0.3152214564095984
MST_R,-0.5158448618915149
V6_R,-0.6720611388800086
V2_R,0.1355475519971233
V3_R,-0.38631793602135794
V4_R,-0.5140007991282887
V8_R,-1.5352951944186308
4_R,-1.4255386652802193
3b_R,-1.3564092653465165
FEF_R,-1.4078846630196504
PEF_R,-1.7244951211866677
55b_R,-1.2429478476699711
V3A_R,-0.0878774012717361
RSC_R,0.28231400094044656
POS2_R,0.8115964764284203
V7_R,-0.0024119709901263085
IPS1_R,-1.2555486417149004
FFC_R,0.704759716703508
V3B_R,0.3301584452168664
LO1_R,-0.2814661668073598
LO2_R,-0.7912173790587029
PIT_R,-0.34173571958944
MT_R,-0.5256397096128139
A1_R,-2.0733933646689624
PSL_R,-1.8759928729482256
SFL_R,-1.1396899837510617
PCV_R,-0.3416869039641801
STV_R,-1.6213656739989644
7Pm_R,0.6918509325279653
7m_R,-0.4960151692805634
POS1_R,0.9909538493014757
23d_R,-0.9017745921027022
v23ab_R,0.011442663700527034
d23ab_R,-0.06195159167213398
31pv_R,-0.1003877421468166
5m_R,-1.262996528527055
5mv_R,-0.7207537122526836
23c_R,-0.45984901704985814
5L_R,-0.5078875669120487
24dd_R,-1.7392484493275202
24dv_R,-1.2363290109128173
7AL_R,-0.6225741271280858
SCEF_R,-1.8405053298254421
6ma_R,-0.981799650442474
7Am_R,-0.10763311177485842
7Pl_R,0.015952990735205747
7PC_R,-0.7411273398587122
LIPv_R,-0.5196389734278754
VIP_R,-0.1717823199264482
MIP_R,-0.4955135234358315
1_R,-1.024812302238928
2_R,-1.5658050240218733
3a_R,-1.498140886460491
6d_R,-1.2687512192676151
6mp_R,-1.6584412426442507
6v_R,-0.6596210567442333
p24pr_R,-1.7015668356054119
33pr_R,-2.757631524577483
a24pr_R,-2.4406304475890597
p32pr_R,-1.2162795503513981
a24_R,0.1429964658910981
d32_R,-0.48188072317638947
8BM_R,-0.4552381208948617
p32_R,-0.36652416552652967
10r_R,0.48668518540604727
47m_R,0.11071092117545302
8Av_R,-0.8819203144187566
8Ad_R,-0.25922222252591626
9m_R,0.39584810336089776
8BL_R,-0.871197148133202
9p_R,-0.7869092419771161
10d_R,0.6324290562106266
8C_R,-0.5685632854415743
44_R,0.14848367295218243
45_R,-0.7647820142979933
47l_R,0.7375991360719643
a47r_R,-0.6220768731221845
6r_R,-0.92134346796957
IFJa_R,1.0753087262500178
IFJp_R,-1.0936054932933867
IFSp_R,-0.2336658688534053
IFSa_R,-0.9750189050679843
p9-46v_R,0.13267579191365084
46_R,-0.39862718323420615
a9-46v_R,-0.18140133907186998
9-46d_R,-0.5926478874805782
9a_R,0.6965525691368732
10v_R,0.3533400510335332
a10p_R,-0.08974675025646392
10pp_R,0.2924990224501744
11l_R,-0.35328394154776654
13l_R,-0.573101551555978
OFC_R,0.05303137636371843
47s_R,0.11162022240692629
LIPd_R,-0.06243520815945519
6a_R,-1.5266498156580217
i6-8_R,-0.6261143758455422
s6-8_R,-0.3710393772244972
43_R,-1.1541481569459953
OP4_R,-2.102870266020748
OP1_R,-1.8657472212157875
OP2-3_R,-1.4250004598477122
52_R,-1.3516512040207054
RI_R,-2.750679336850098
PFcm_R,-2.740299204993144
PoI2_R,-1.7455259571895279
TA2_R,-1.0154119190329423
FOP4_R,-2.095558277076479
MI_R,-2.3628067886134896
Pir_R,-0.24229627682602115
AVI_R,0.23811937837255406
AAIC_R,-0.3504200303912892
FOP1_R,-1.8888953488601186
FOP3_R,-1.6902666824820418
FOP2_R,-1.7357566905154687
PFt_R,-2.1800945572242414
AIP_R,-1.4814558791190515
EC_R,6.2310935724481915
PreS_R,8.7754814479298
H_R,10.926669758860802
ProS_R,1.9190162481589583
PeEc_R,3.4450716796567566
STGa_R,0.16450606925471736
PBelt_R,-2.5360155100010053
A5_R,-0.5545588855885977
PHA1_R,7.020378782489656
PHA3_R,6.107809692843087
STSda_R,1.561522739665959
STSdp_R,-0.5103786655745151
STSvp_R,-0.3685833032163137
TGd_R,0.2061010508743073
TE1a_R,1.416172738374057
TE1p_R,-0.13595591962126052
TE2a_R,0.861433336884981
TF_R,2.7453125436961634
TE2p_R,0.7804002886545978
PHT_R,-0.39176023173481156
PH_R,-0.6825189294516742
TPOJ1_R,-1.2053516702247202
TPOJ2_R,-0.9042999286251822
TPOJ3_R,-0.9335323128933541
DVT_R,0.1539638182849764
PGp_R,0.9387166783750298
IP2_R,-0.695224372739501
IP1_R,-0.32150945730975355
IP0_R,1.0324541875486068
PFop_R,-2.3299346988369467
PF_R,-1.3938618821926025
PFm_R,-1.3024742742746391
PGi_R,-1.0037505345645543
PGs_R,-0.06867478444631087
V6A_R,-0.21784997294514008
VMV1_R,1.661168194347403
VMV3_R,-0.9783848252137719
PHA2_R,10.293974678902375
V4t_R,-1.6979269698864499
FST_R,-1.5220857351652248
V3CD_R,-0.1778279771946295
LO3_R,0.1820097857297481
VMV2_R,2.092804673115322
31pd_R,0.28091519151270555
31a_R,-0.1988912810442105
VVC_R,1.9260595977464863
25_R,-0.013879292378592594
s32_R,1.2762766991069119
pOFC_R,-0.04798055232811298
PoI1_R,-0.7228154641607205
Ig_R,-1.4299665814095104
FOP5_R,-0.7964184165349615
p10p_R,0.0060046761086759845
p47r_R,-0.5172479458763286
TGv_R,0.4890574687630602
MBelt_R,-1.7131686526690388
LBelt_R,-2.6775318209910006
A4_R,-1.9233807712001543
STSva_R,2.5183426079318596
TE1m_R,0.2887078729857236
PI_R,0.7258391484208006
a32pr_R,-0.8429246963682008
p24_R,-0.6809551848035973
