region,goal
pOFC_L,0.49427614650736895
PoI1_L,-1.5488360133044612
Ig_L,-1.1853514842846586
FOP5_L,-1.6485601735156354
p10p_L,-1.0496276492731682
p47r_L,-1.3348523316157201
TGv_L,-1.0219805869977139
MBelt_L,-2.019187031822789
LBelt_L,-2.8627907897306906
A4_L,-1.6849478958940416
STSva_L,-2.3779768134375066
TE1m_L,-0.872875147628576
PI_L,-2.293301440765774
a32pr_L,-1.7916513495110076
p24_L,-1.4656454000313646
V1_R,-0.17164660567685183
MST_R,3.3030611952050957
V6_R,1.6720588824215776
V2_R,0.1678085374743999
V3_R,0.4351815108189093
V4_R,0.6719973650545149
V8_R,-0.10690181982911767
4_R,0.04579682532521419
3b_R,0.38919452973465335
FEF_R,1.5831315617368924
PEF_R,0.5032412556813045
55b_R,0.22896718049479867
V3A_R,0.5327539483149485
RSC_R,-0.022552962285071292
POS2_R,2.402867114079327
V7_R,2.2505170904239065
IPS1_R,3.979277277760845
FFC_R,-0.3109868797371393
V3B_R,2.547008843003603
LO1_R,2.0562719870542425
LO2_R,1.3959072237172991
PIT_R,0.7595407435456921
MT_R,2.0469457298059757
A1_R,-2.60750018388543
PSL_R,0.11969872367905808
SFL_R,-1.2825022914602058
PCV_R,0.3992483056973895
STV_R,-0.4730818027179856
7Pm_R,3.589536832091463
7m_R,1.3143686250603301
POS1_R,0.565979723561589
23d_R,0.44123702363292167
v23ab_R,2.680415111090779
d23ab_R,1.2324539097074383
31pv_R,0.9810962503328018
5m_R,-0.47451737580015824
5mv_R,0.11440511941585432
23c_R,0.3048361501304429
5L_R,0.21533151058010647
24dd_R,0.11296092417976746
24dv_R,1.5551699042402767
7AL_R,1.794882746489799
SCEF_R,-0.5930550437918003
6ma_R,0.17870943962760286
7Am_R,2.7034137614163387
7Pl_R,2.9704153608498687
7PC_R,1.8159154559650408
LIPv_R,5.022646166144958
VIP_R,3.589994963491375
MIP_R,3.7722794198104044
1_R,0.44115832481893463
2_R,0.9908831150271906
3a_R,-0.3906993895957876
6d_R,0.8297342699588784
6mp_R,0.08996446726206013
6v_R,-0.4005965385731437
p24pr_R,-0.05352292700442119
33pr_R,-1.6449693644340757
a24pr_R,-1.1313519738780198
p32pr_R,-0.5787126532936885
a24_R,-0.058690297843545985
d32_R,-1.1713063159627883
8BM_R,-0.48415861525363224
p32_R,0.5025338756742406
10r_R,1.4430181663354718
47m_R,0.8824121012048687
8Av_R,-0.6968348092370834
8Ad_R,-0.3438988547033152
9m_R,-1.2032489323543016
8BL_R,-0.938919667301817
9p_R,-0.432430357642081
10d_R,-0.09145550835490227
8C_R,-0.14459371082678724
44_R,-1.8617916642783665
45_R,-1.749056209685886
47l_R,0.38526437464698216
a47r_R,0.7653648380320663
6r_R,-0.3660052910142017
IFJa_R,-1.0341583709588527
IFJp_R,-0.9917179717339056
IFSp_R,-0.4091907089757171
IFSa_R,-0.7348900546693178
p9-46v_R,0.6821864892450833
46_R,0.6484876135688409
a9-46v_R,-0.03377629246559853
9-46d_R,-0.02442079501911128
9a_R,-0.7894938543677262
10v_R,1.4342046739122052
a10p_R,-0.38391882045223147
10pp_R,0.9914945951286271
11l_R,0.8354126416129191
13l_R,0.0586506804551253
OFC_R,-0.22770875367842858
47s_R,-0.6953290377094095
LIPd_R,4.411144529663772
6a_R,2.853435174900582
i6-8_R,0.2510184976593858
s6-8_R,-0.3509508162979414
43_R,-0.6162038295924266
OP4_R,-1.4895533424930965
OP1_R,-1.2627302214589156
OP2-3_R,-1.5279536685531678
52_R,-2.0804873928967025
RI_R,-1.233052476907311
PFcm_R,-0.01630725893936868
PoI2_R,-1.716306943259371
TA2_R,-2.1088606366992093
FOP4_R,-0.7591565963640788
MI_R,-0.5588020112586339
Pir_R,-1.8303454089400024
AVI_R,0.40443760997503053
AAIC_R,-0.6681243425265073
FOP1_R,-0.7814131399600694
FOP3_R,-0.4625321055771392
FOP2_R,-0.4876008492111615
PFt_R,1.2742072629450512
AIP_R,4.437323325346773
EC_R,-0.6998553992659731
PreS_R,-1.7681822250018753
H_R,-2.2708346778851696
ProS_R,-1.2833646933160492
PeEc_R,-1.5270424800239475
STGa_R,-1.7836388931522436
PBelt_R,-2.7672196485336227
A5_R,-3.2561088701778163
PHA1_R,-1.2106854266195042
PHA3_R,-1.1781541229386567
STSda_R,-2.3376944872409604
STSdp_R,-3.137610117765013
STSvp_R,-2.212489262146761
TGd_R,-1.1211013866585489
TE1a_R,-0.9267817900837488
TE1p_R,-0.8249856298706975
TE2a_R,-0.7822505371845986
TF_R,-1.2353568110184416
TE2p_R,-0.9008703990983512
PHT_R,-0.4707477457749466
PH_R,1.548169437673679
TPOJ1_R,-0.9385733810713132
TPOJ2_R,-0.19850282215561588
TPOJ3_R,0.5094612104820132
DVT_R,2.2365895766189636
PGp_R,1.8231686587773783
IP2_R,4.4402848766428935
IP1_R,3.0754213582425898
IP0_R,2.513482025287825
PFop_R,0.20079382843520258
PF_R,1.4618395033519183
PFm_R,1.402204989723431
PGi_R,1.366266584012842
PGs_R,1.8386523025944177
V6A_R,2.154547957761354
VMV1_R,-0.30841252295455285
VMV3_R,-0.526946644038666
PHA2_R,-1.2913317559101025
V4t_R,3.7070991675623888
FST_R,2.5490798824071557
V3CD_R,1.256849290988115
LO3_R,2.120803519351826
VMV2_R,-0.9920366863562423
31pd_R,1.0919076381112967
31a_R,1.2716625998430522
VVC_R,-0.002889912598755535
25_R,0.24606806544718726
s32_R,2.1344304422349993
pOFC_R,0.7585052411435403
PoI1_R,-2.0756046565667154
Ig_R,-1.8956889365787328
FOP5_R,-1.6618585353432211
p10p_R,-1.1305938408022749
p47r_R,0.26816355008631115
TGv_R,-1.0640795390145195
MBelt_R,-3.1193076559469124
LBelt_R,-3.0283118511944576
A4_R,-2.3235199197899137
STSva_R,-0.985380231889433
TE1m_R,-0.1453060662791276
PI_R,-2.3604401278384795
a32pr_R,-0.357432945782663
p24_R,-1.3056048438205063
