region,language
47s_L,0.3633650009454055
LIPd_L,0.8450106461723343
6a_L,-0.2831397959389465
i6-8_L,-0.5849854206355818
s6-8_L,-0.07297707426867119
43_L,1.6561802640324674
OP4_L,0.12898972873961617
OP1_L,-0.44450083452806294
OP2-3_L,-0.113913871045804
52_L,-0.18689542755304833
RI_L,0.04434459288345588
PFcm_L,-0.47105145024088557
PoI2_L,0.2528214972437189
TA2_L,2.0236846008749665
FOP4_L,3.0783932523643687
MI_L,1.8697937652617098
Pir_L,-0.7967821915686175
AVI_L,2.776809054634293
AAIC_L,-0.031166775219064528
FOP1_L,2.6091387745342036
FOP3_L,1.5382298748309016
FOP2_L,1.2362950322772523
PFt_L,-0.7399157355364298
AIP_L,0.06805639340831095
EC_L,-1.1701045522847873
PreS_L,-1.0974012228627819
H_L,-0.5693265560150624
ProS_L,-0.5505481490625113
PeEc_L,-0.42857954450044483
STGa_L,1.8653528108808455
PBelt_L,1.2024126708548524
A5_L,2.5134943815888766
PHA1_L,-0.8927455552436946
PHA3_L,0.1341108251209374
STSda_L,2.46994029915878
STSdp_L,3.4261554079630527
STSvp_L,5.999703833829801
TGd_L,0.20149458231798978
TE1a_L,1.028777080890759
TE1p_L,2.0652579570940004
TE2a_L,-0.12152328342206886
TF_L,-0.05429882291122171
TE2p_L,0.056875953857329006
PHT_L,2.5434303622772387
PH_L,1.9122526334139787
TPOJ1_L,5.822677277584975
TPOJ2_L,1.6945631347729384
TPOJ3_L,-0.02151552210044064
DVT_L,-0.10728283138447563
PGp_L,-0.44693720376956086
IP2_L,-0.07442563012378459
IP1_L,2.493095999333659
IP0_L,-0.14542112628931814
PFop_L,-1.0173259942358037
PF_L,0.36461586022848597
PFm_L,0.02186487283733273
PGi_L,0.17327484798979115
PGs_L,-0.22697620228772636
V6A_L,-0.5473243891816054
VMV1_L,-0.7300555605399045
VMV3_L,-0.5421130508830038
PHA2_L,-0.02565751670985996
V4t_L,-0.5767411299996077
FST_L,1.3724868534379981
V3CD_L,-1.0168612842220872
LO3_L,-0.6719624776269078
VMV2_L,-0.6338176947577046
31pd_L,-1.0613490023167682
31a_L,-1.0953518636510347
VVC_L,0.13848535087734296
25_L,-1.4304193491048431
s32_L,-0.9604973521698467
pOFC_L,-1.0366530282305064
PoI1_L,0.4800461327534895
Ig_L,-0.5013537891229821
FOP5_L,3.5807499735770874
p10p_L,-0.7961965837155035
p47r_L,1.6896025978117293
TGv_L,0.09761473025958155
MBelt_L,0.8581202799346616
LBelt_L,0.6743921091652842
A4_L,0.7771152912242235
STSva_L,2.8196154448148625
TE1m_L,1.6533034909626962
PI_L,0.9438697739478077
a32pr_L,-0.352452682431169
p24_L,-1.0017301517047137
V1_R,-0.46824372367164274
MST_R,-0.9673438160733802
V6_R,-0.4673576267974908
V2_R,-0.5112849208090544
V3_R,-0.4011167527371436
V4_R,-0.18076533804957703
V8_R,-0.6246761655988449
4_R,-0.4180306670943175
3b_R,-0.38055758093514946
FEF_R,1.1399028157824638
PEF_R,-0.02101567222672338
55b_R,0.7936002856250934
V3A_R,-0.44801465736222273
RSC_R,-0.6671728378142903
POS2_R,-0.8111139361431873
V7_R,-0.029892327032171147
IPS1_R,0.25528504025050636
FFC_R,0.06406134202700046
V3B_R,0.2651459793838471
LO1_R,-0.5387189158752517
LO2_R,-0.8268311369456806
PIT_R,-0.4329999531410173
MT_R,-1.1764995497577448
A1_R,-0.41397943485558275
PSL_R,-0.9973954519636853
SFL_R,-0.8441501798568792
PCV_R,-1.1380930369433968
STV_R,-1.1018751032320548
7Pm_R,-0.7441708064149202
7m_R,-1.4500821560236616
POS1_R,-0.7739861128752206
23d_R,-0.7393561915490174
v23ab_R,-0.9490845571467267
d23ab_R,-1.2345023149031333
31pv_R,-1.0572983150072686
5m_R,-0.896092255704411
5mv_R,-1.088753521904172
23c_R,-0.6721395185519176
5L_R,-0.47515730001966766
24dd_R,-1.0867133582916881
24dv_R,-0.6179154555236755
7AL_R,-0.8582373573834893
SCEF_R,-0.4715463101852385
6ma_R,-0.7277608675691981
7Am_R,-1.0229786303088035
7Pl_R,0.3174464424893635
7PC_R,-0.5408893302425424
LIPv_R,-0.43900912675782844
VIP_R,-0.8503282030944077
MIP_R,0.30700761828453377
1_R,-0.4569957807148169
2_R,-1.066681394217212
3a_R,-0.6261268313964781
6d_R,-0.6450820048337078
6mp_R,-0.6977049948062152
6v_R,0.6648503880180934
p24pr_R,-0.9741690444785096
33pr_R,-1.3323447719043984
a24pr_R,-1.145371631398863
p32pr_R,-0.2864644096813956
a24_R,-1.637439916820061
d32_R,-1.4419268084200494
8BM_R,-0.8612792483919839
p32_R,-1.2318678307297057
10r_R,-1.1064474982837234
47m_R,-0.008887529146041172
8Av_R,-0.25797583327830315
8Ad_R,-0.28942928304487536
9m_R,-1.2298668153595975
8BL_R,-0.7762343022667879
9p_R,-0.7005715885949443
10d_R,-0.6154576232777977
8C_R,-0.4453910469235296
44_R,1.5763822232556322
45_R,1.31623920025259
47l_R,0.6487797020332816
a47r_R,-0.38188072236355514
6r_R,0.5466346071233119
IFJa_R,0.2646549777506055
IFJp_R,-1.0100524620772353
IFSp_R,0.30454665163386574
IFSa_R,0.03128975818895967
p9-46v_R,0.4151074601114973
46_R,0.061336804554576074
a9-46v_R,-0.6685557552683153
9-46d_R,-0.5040176047833813
9a_R,-0.9435868647576472
10v_R,-1.0207117228522333
a10p_R,-0.1581923330352421
10pp_R,-0.5588294491159758
11l_R,-0.5870218793598467
13l_R,-0.7724240862507282
OFC_R,-0.9218821030952853
47s_R,-0.7983243259246017
LIPd_R,0.06410609417390563
6a_R,-0.8569249836486414
i6-8_R,-0.48258281007146014
s6-8_R,-0.3764634305491702
43_R,0.4744931307650747
OP4_R,0.7559439084729337
OP1_R,-0.2700368011795613
OP2-3_R,-0.18300754003584455
52_R,-0.1917190851575026
RI_R,-0.5211013225054035
PFcm_R,-0.3339293309735006
PoI2_R,-0.3084942707605484
TA2_R,0.2671201897511897
FOP4_R,0.6641634992056933
MI_R,0.5835460775408688
Pir_R,-0.5143459071487433
AVI_R,0.569834206137009
AAIC_R,0.16485007410246424
FOP1_R,0.1521381644914744
FOP3_R,0.06416404270944938
FOP2_R,0.044735558118157895
PFt_R,-1.271162525754239
AIP_R,-1.0630575579807942
EC_R,-1.3225023357227648
PreS_R,-0.8066388482334257
H_R,-0.9922365052426401
ProS_R,0.2414659899304996
PeEc_R,-1.0452296442319533
STGa_R,2.1068155406668807
PBelt_R,0.2160788832833546
A5_R,1.7258723860480025
PHA1_R,-1.30604441898519
PHA3_R,-0.7797917926384106
STSda_R,1.595882312487363
STSdp_R,1.9793571456051786
STSvp_R,1.9336122845325343
TGd_R,-0.5692915408203508
TE1a_R,-0.3459297821993316
TE1p_R,0.4311612628135925
TE2a_R,-0.3314474180052863
TF_R,-0.5938961655942602
TE2p_R,0.23510001258284624
PHT_R,-0.3807752572697775
PH_R,-0.23512501903729388
TPOJ1_R,0.28597738882338775
TPOJ2_R,-0.1805187389580519
TPOJ3_R,-0.7349027088992258
DVT_R,-0.3001410540544474
PGp_R,-0.2949382494277366
IP2_R,-0.9421807247834847
IP1_R,0.21805341477811058
IP0_R,-0.3074351922145305
PFop_R,-1.1081809381358483
PF_R,-0.5612748473522231
PFm_R,-0.6349523153887966
PGi_R,-0.4708297429160156
PGs_R,0.15437771211599496
V6A_R,0.16499814560191714
VMV1_R,-1.0689998042601003
VMV3_R,-0.878349852345456
PHA2_R,-0.9255416000373954
V4t_R,-1.0592182937101988
FST_R,-0.5657791576715742
V3CD_R,-0.744758960746747
LO3_R,-0.7844896498779297
VMV2_R,-0.4010002180436099
31pd_R,-0.8504844070476113
31a_R,-0.7968610556018467
VVC_R,-0.7010907835814127
25_R,-1.4157156205053067
s32_R,-1.155213077110208
pOFC_R,-1.4117578801800617
PoI1_R,-0.012249951955757685
Ig_R,-0.26514671562029224
FOP5_R,-0.17316504969002336
p10p_R,-0.7048918792838318
p47r_R,-0.09831183988842125
TGv_R,-0.7701938858056384
MBelt_R,0.09297105559113032
LBelt_R,-0.06969165413607337
A4_R,0.37270913477486267
STSva_R,1.0312994948960366
TE1m_R,-0.24491428305473928
PI_R,0.48549000591965097
a32pr_R,-1.0661506803617795
p24_R,-1.3179691765193704
