region,utility
PFt_L,-0.4119026868748028
AIP_L,-0.6005560662760032
EC_L,1.0566453260403945
PreS_L,0.5245499619088438
H_L,0.8014100603690875
ProS_L,-1.268180099389847
PeEc_L,2.0640958915613323
STGa_L,1.1404343327466884
PBelt_L,1.9786264637413322
A5_L,2.6524072265397307
PHA1_L,0.5858665045979179
PHA3_L,-0.014780526537098245
STSda_L,3.9639007820365753
STSdp_L,2.5382543800401205
STSvp_L,1.9527503628819363
TGd_L,1.753570456498143
TE1a_L,2.292833484518696
TE1p_L,0.24012115943283055
TE2a_L,1.1873698409525084
TF_L,1.4826474701225887
TE2p_L,0.37136429176885233
PHT_L,1.0360590694732814
PH_L,0.9922382668469018
TPOJ1_L,2.0382739020583935
TPOJ2_L,0.5439608103791104
TPOJ3_L,-0.27353875946431666
DVT_L,-0.0685686286481053
PGp_L,-0.3080386082962936
IP2_L,-1.01267203245892
IP1_L,-1.7268856197858917
IP0_L,-0.49645569998821437
PFop_L,1.0791996714318441
PF_L,0.024409907167929464
PFm_L,-0.8642900400977744
PGi_L,-0.8403323801811018
PGs_L,-0.7993733899157605
V6A_L,0.36123869419417715
VMV1_L,-1.2940321993910668
VMV3_L,-1.4936649020662838
PHA2_L,-0.5689169554060938
V4t_L,1.0199091149612027
FST_L,1.2312124835332425
V3CD_L,-0.7741612667794625
LO3_L,0.4672977582973326
VMV2_L,-1.560018936175499
31pd_L,-1.9360635001636166
31a_L,-0.3096811304568353
VVC_L,-0.5911972434989241
25_L,-0.7206806326424912
s32_L,-0.042301620077579816
pOFC_L,0.2665172650077009
PoI1_L,2.3889534153881242
Ig_L,0.20481477955415348
FOP5_L,-0.6321927288428306
p10p_L,-1.0161720913945558
p47r_L,-1.2461076678751615
TGv_L,1.4649746271922313
MBelt_L,3.137075298808535
LBelt_L,1.1921857260323254
A4_L,1.7597053076309357
STSva_L,3.134395894037742
TE1m_L,1.0490781455854912
PI_L,3.1016336570285987
a32pr_L,-1.1465508308312333
p24_L,-0.9115483573505563
V1_R,-0.7860378537948867
MST_R,1.3721081211272332
V6_R,-0.08217451123981492
V2_R,-0.6019573429607262
V3_R,-0.7639876864256259
V4_R,-0.8506033446728946
V8_R,-1.8159737738580073
4_R,-0.6318623866941173
3b_R,-0.5583809400088366
FEF_R,0.17640854449193744
PEF_R,-0.09249557391451073
55b_R,0.016559640373376646
V3A_R,-0.3806212850645681
RSC_R,-0.11277563854729647
POS2_R,-0.5876627912531943
V7_R,-0.5106466782120997
IPS1_R,-0.8600915922239929
FFC_R,-0.3518956927381612
V3B_R,-0.46715791450458205
LO1_R,0.4213360520903813
LO2_R,-0.2971456243682524
PIT_R,-0.06706474028247418
MT_R,-0.028170971282887685
A1_R,1.509941487352635
PSL_R,0.3505862719241648
SFL_R,-0.9303042142939875
PCV_R,-0.2972895716674422
STV_R,0.4281439676747922
7Pm_R,-0.3751578986501974
7m_R,-1.1858199597154564
POS1_R,-0.7324131403985337
23d_R,0.5433215830944313
v23ab_R,-1.3249301597749197
d23ab_R,-0.7532043593808616
31pv_R,-0.4386743442678996
5m_R,1.043227539219541
5mv_R,0.3721581233067824
23c_R,0.33823150952353964
5L_R,0.8483064137689122
24dd_R,0.6707028035411777
24dv_R,0.7265040426110825
7AL_R,0.1653889981135684
SCEF_R,0.3780247193888695
6ma_R,-0.783917856175684
7Am_R,-0.42274639674386655
7Pl_R,-0.9132604030005231
7PC_R,0.4519362807297722
LIPv_R,-0.8979198702080742
VIP_R,-0.10489913159983318
MIP_R,-0.8799393234523636
1_R,-0.37369309749749197
2_R,-0.20170107789483882
3a_R,-0.5797835437578025
6d_R,0.3937750949347032
6mp_R,-0.5689147968217867
6v_R,-0.8646752955889891
p24pr_R,1.0775990422830684
33pr_R,1.012927684208723
a24pr_R,-0.17806706961130864
p32pr_R,-0.3375201442904735
a24_R,-0.897285420956105
d32_R,-1.2006460442211495
8BM_R,-1.1601647447718473
p32_R,-0.5370767933933488
10r_R,-0.12674911713874729
47m_R,-0.29563533967136485
8Av_R,-0.3875635367136707
8Ad_R,-0.31110345152314817
9m_R,-1.2148802433471693
8BL_R,-1.3310551191554911
9p_R,-0.6871601575779602
10d_R,-0.26422610011331094
8C_R,-0.9764528529826865
44_R,-0.8489179937617516
45_R,-0.37856643997148703
47l_R,0.6663877429954784
a47r_R,0.23211009322758294
6r_R,-0.14690473228738013
IFJa_R,-1.7035614345637904
IFJp_R,-2.7726227443647176
IFSp_R,-0.9515060427930412
IFSa_R,-0.27073092564737167
p9-46v_R,0.0866180089390338
46_R,-0.11788302060552015
a9-46v_R,0.8062167141258837
9-46d_R,-0.3170743941318249
9a_R,-0.2952393593331899
10v_R,0.16633046646052277
a10p_R,-0.02759360410385216
10pp_R,0.1893407976541028
11l_R,-0.5625722819828928
13l_R,-1.2285273553258222
OFC_R,-0.023731302304458718
47s_R,-0.2674448404352726
LIPd_R,-1.5120990030338513
6a_R,-0.7222841545381041
i6-8_R,0.545547194545468
s6-8_R,-0.7530152222058737
43_R,1.03953872992697
OP4_R,0.4530412979386198
OP1_R,1.645673520668621
OP2-3_R,0.42879788504179894
52_R,2.352629271061747
RI_R,1.6608351915153576
PFcm_R,2.0159807770917326
PoI2_R,2.251273856373562
TA2_R,2.624479685465558
FOP4_R,0.3769165474164615
MI_R,2.479879762928636
Pir_R,0.4825031330672455
AVI_R,-0.5025360058649633
AAIC_R,1.1105838740120142
FOP1_R,2.6826419265469887
FOP3_R,0.6907737428848166
FOP2_R,0.2542028625097816
PFt_R,-0.2561937021897664
AIP_R,-0.6717552654283431
EC_R,1.1446528856076172
PreS_R,0.7555272614738412
H_R,1.4319511109884058
ProS_R,-0.27392834687680506
PeEc_R,1.7619229607605076
STGa_R,2.869947980347949
PBelt_R,1.3959342714188558
A5_R,1.9595895687069271
PHA1_R,1.0027032673123983
PHA3_R,0.19227273094193734
STSda_R,3.510185414438475
STSdp_R,2.145774638623053
STSvp_R,2.7025630945491605
TGd_R,1.6930790111868947
TE1a_R,2.1510889378776707
TE1p_R,1.8237340390839785
TE2a_R,2.0980250729302488
TF_R,1.0098339698471885
TE2p_R,0.8286159869665504
PHT_R,1.1949092720924452
PH_R,-0.06915210425198816
TPOJ1_R,1.7877804259781178
TPOJ2_R,0.6598169458267913
TPOJ3_R,-0.8540724398956785
DVT_R,-0.21630548361285015
PGp_R,-0.5927498967980678
IP2_R,-0.5700459723150305
IP1_R,-0.5222975900379949
IP0_R,-0.23309514865429642
PFop_R,1.16178440782023
PF_R,0.8395269227018228
PFm_R,-0.6438325278383067
PGi_R,-1.3601692444184867
PGs_R,-0.4222039694150018
V6A_R,0.17147825122104005
VMV1_R,0.12500100942624998
VMV3_R,-1.3078223718783235
PHA2_R,1.1812609456568333
V4t_R,0.12177928581173625
FST_R,0.9557588299054701
V3CD_R,-0.09309808887975364
LO3_R,-0.08949149941611201
VMV2_R,-0.6571805499713899
31pd_R,-0.27659498742146615
31a_R,-0.02449778463394081
VVC_R,-0.3195681752164788
25_R,-0.6361637375065489
s32_R,0.71165818091594
pOFC_R,-0.2737601547820436
PoI1_R,1.6990344057191378
Ig_R,1.1668312692571488
FOP5_R,-0.9998499881456743
p10p_R,-0.19198314354804344
p47r_R,0.03672377085257493
TGv_R,2.3036164413567617
MBelt_R,2.087107739549266
LBelt_R,0.892318346708647
A4_R,1.004006082519092
STSva_R,3.078182002641796
TE1m_R,1.2517092181447476
PI_R,2.219650226214318
a32pr_R,-0.6909460964956465
p24_R,-0.9079391346567334
