region,valence
IFSp_L,-1.3936426483824405
IFSa_L,-1.5727591375991812
p9-46v_L,-1.5691227409402666
46_L,-1.3437646319538263
a9-46v_L,-0.9014091836203071
9-46d_L,-0.8210881125052354
9a_L,-0.5208624374002676
10v_L,-0.25703877828583505
a10p_L,-1.159999487382441
10pp_L,0.03851515396247166
11l_L,-0.42319481540964066
13l_L,-0.537669171282567
OFC_L,-0.24702813543980928
47s_L,0.6485554817011316
LIPd_L,-2.1731782538174014
6a_L,-2.250627571329241
i6-8_L,-1.6052668126571155
s6-8_L,1.4684485206978457
43_L,-2.186483565193041
OP4_L,-2.1560786649742645
OP1_L,-2.049346022205829
OP2-3_L,-1.2751448754319352
52_L,-1.8067759091884437
RI_L,-1.7471916220177237
PFcm_L,-3.5870654915923246
PoI2_L,-1.074879627363757
TA2_L,-1.7998784065685087
FOP4_L,-1.377216547073913
MI_L,-1.62691641727451
Pir_L,2.253280338007147
AVI_L,-1.0691040991003498
AAIC_L,-0.9951398316576399
FOP1_L,-2.403284181848012
FOP3_L,-1.0494844854700112
FOP2_L,-2.2677939022747076
PFt_L,-2.8605045806669045
AIP_L,-2.7075277969110885
EC_L,4.4885887721723154
PreS_L,0.6472260446133383
H_L,1.0899027093061913
ProS_L,-1.4019623754250838
PeEc_L,1.3602164798801197
STGa_L,-0.1870037858587418
PBelt_L,-3.159452279814624
A5_L,-1.6069999504328727
PHA1_L,0.13863013789916787
PHA3_L,0.30868052404117446
STSda_L,-1.0570752810176895
STSdp_L,-2.5258575250714586
STSvp_L,-1.3923778455536509
TGd_L,-0.03481060945296107
TE1a_L,-0.9754687468236043
TE1p_L,-0.7182790711291082
TE2a_L,-0.2891706228006828
TF_L,0.047640857230042896
TE2p_L,1.761083607933353
PHT_L,0.041106711054376834
PH_L,-0.10298223209034932
TPOJ1_L,-1.061861544748985
TPOJ2_L,-0.6293466410234316
TPOJ3_L,-1.0305108888446655
DVT_L,-0.43092735255598624
PGp_L,-0.1459367123373681
IP2_L,-3.1767773157222483
IP1_L,-2.276304162459932
IP0_L,-0.5625750946028473
PFop_L,-2.4227934285213
PF_L,-1.8008711445526857
PFm_L,-1.5576913572245914
PGi_L,-1.6296599489324932
PGs_L,-0.788518486622427
V6A_L,-0.38862617284184914
VMV1_L,-0.6983051587219034
VMV3_L,2.285007005743632
PHA2_L,0.3585918548498656
V4t_L,1.3399949658292762
FST_L,0.228742407567134
V3CD_L,1.6585528886456642
LO3_L,0.39231447144699017
VMV2_L,0.2523140196566028
31pd_L,0.2846541464317442
31a_L,-0.7858324723546039
VVC_L,4.123623378496729
25_L,0.9691360838231813
s32_L,0.13029554058205728
pOFC_L,2.1083345168742813
PoI1_L,-1.0386095793450274
Ig_L,-0.9982852721673607
FOP5_L,-0.8610341722850685
p10p_L,-0.8650466344628384
p47r_L,-0.3029512781141478
TGv_L,-0.1460533714197955
MBelt_L,-2.22148440266547
LBelt_L,-2.8293771221343857
A4_L,-1.711718315224359
STSva_L,-1.341368495678793
TE1m_L,-0.600091783117766
PI_L,-0.743207935878493
a32pr_L,0.006286525747777203
p24_L,0.5347722835790439
V1_R,0.8181814562351041
MST_R,4.901436790225514
V6_R,0.3615448624039129
V2_R,1.1709216832167024
V3_R,2.0766594928797706
V4_R,4.393302798385695
V8_R,5.165718956044001
4_R,-1.2514260088600986
3b_R,-1.0826848984684172
FEF_R,-0.02847654005777591
PEF_R,-0.7318906001750581
55b_R,0.22235156596270425
V3A_R,0.36219758909760824
RSC_R,-0.24564815150759534
POS2_R,0.197194058918255
V7_R,-0.3706920687521129
IPS1_R,-1.1901153800795667
FFC_R,11.489684215109236
V3B_R,1.331604752975494
LO1_R,3.3099588927469226
LO2_R,5.2266189883156855
PIT_R,6.673858714342777
MT_R,3.226778197092082
A1_R,-2.499606390239609
PSL_R,-1.6324493458846747
SFL_R,-0.11873403238529157
PCV_R,-0.08279441186849275
STV_R,-1.0637698547770094
7Pm_R,-0.5785244828849273
7m_R,0.47496452197229966
POS1_R,0.13269654552387292
23d_R,-0.9079706898400286
v23ab_R,0.08356838586134951
d23ab_R,0.08888598266113927
31pv_R,0.6258640427935236
5m_R,-1.0433100899217054
5mv_R,-0.9328009399240237
23c_R,-0.5660294184716189
5L_R,-0.37288853433036095
24dd_R,-1.3152857454436309
24dv_R,-0.7837179633280886
7AL_R,-0.4575476144954132
SCEF_R,-0.5589106214689332
6ma_R,-0.7570010817540348
7Am_R,-0.9250391411868124
7Pl_R,-1.6568872789057194
7PC_R,-0.6636646874862037
LIPv_R,-1.192768585754616
VIP_R,-0.8072955158010414
MIP_R,-1.288056952821405
1_R,-0.6855015038630077
2_R,-1.4138333154116072
3a_R,-1.8103676555113353
6d_R,-1.3080717996640292
6mp_R,-1.725647750360478
6v_R,-0.4670389302504379
p24pr_R,-0.3160936805470001
33pr_R,-0.6318906247008088
a24pr_R,-1.0062098495200857
p32pr_R,-0.9151199338307757
a24_R,0.9211163156474415
d32_R,0.2109734483134345
8BM_R,0.2895407015254793
p32_R,-0.1617165701783517
10r_R,0.344124085528252
47m_R,1.7351361169059802
8Av_R,-0.6998591056163729
8Ad_R,-0.9977116396918567
9m_R,0.3156880170389884
8BL_R,-0.5045075820974457
9p_R,0.05443029777431836
10d_R,0.2763243993039296
8C_R,-1.4286011111037156
44_R,0.281071665277184
45_R,-0.162659068076067
47l_R,0.569349132390272
a47r_R,0.19477319611873076
6r_R,-0.2942323393049171
IFJa_R,1.6822488032773806
IFJp_R,0.02354919164339741
IFSp_R,0.15599331539513148
IFSa_R,8.432429027154733e-05
p9-46v_R,0.3528092468540027
46_R,-0.9564162500395726
a9-46v_R,0.3255386230165101
9-46d_R,-0.16855476085742083
9a_R,0.9755382873118859
10v_R,-0.11121351057825529
a10p_R,-0.472672166059779
10pp_R,-0.004654461484984701
11l_R,-0.11697586541493162
13l_R,-0.3852487929718325
OFC_R,-0.8303478707288187
47s_R,1.3800226835679859
LIPd_R,-2.0199624789633988
6a_R,-1.9261161014030763
i6-8_R,-0.8979176917549584
s6-8_R,-0.5467932673063494
43_R,-1.8533235065320188
OP4_R,-1.8079702464503848
OP1_R,-1.418658206796521
OP2-3_R,-1.2484537526597579
52_R,-1.229820811284573
RI_R,-2.3866354625699273
PFcm_R,-2.195043203428191
PoI2_R,-1.4508300263525176
TA2_R,-1.6393307587692456
FOP4_R,-1.4088015012831683
MI_R,-1.952714930393674
Pir_R,2.1151182323135873
AVI_R,-0.2808425447911219
AAIC_R,-0.28629474831067675
FOP1_R,-1.8245612469567443
FOP3_R,-1.5330867658025098
FOP2_R,-0.5559835924497205
PFt_R,-1.540643743836405
AIP_R,-2.380599574998347
EC_R,5.93845352156484
PreS_R,1.4588193217555416
H_R,2.8541968294297795
ProS_R,-0.1092535393884653
PeEc_R,2.462110136106772
STGa_R,-0.13247543294064637
PBelt_R,-2.599225826308198
A5_R,-1.763495529873332
PHA1_R,1.4271128783450948
PHA3_R,3.533590000302078
STSda_R,-0.7061340637462329
STSdp_R,-0.9069201372478606
STSvp_R,-0.7112820958144996
TGd_R,0.27318352384937133
TE1a_R,0.13323158666566998
TE1p_R,0.11378248985936812
TE2a_R,0.6046820599073653
TF_R,2.319117352883468
TE2p_R,2.097346535381779
PHT_R,1.1091398688142724
PH_R,3.47396999279385
TPOJ1_R,0.8557326788280142
TPOJ2_R,2.028007163869633
TPOJ3_R,-0.7042806192710888
DVT_R,-0.4794069767976044
PGp_R,-0.2607051962737681
IP2_R,-1.6143960280009086
IP1_R,-1.335669149918818
IP0_R,0.6154585006586957
PFop_R,-1.1542308495236582
PF_R,-0.7513893720709696
PFm_R,-1.0806474913423096
PGi_R,-1.6777700589133462
PGs_R,-0.5334177368478464
V6A_R,-0.7471957577169348
VMV1_R,1.2950021635861817
VMV3_R,4.01886776524326
PHA2_R,1.9273646761741126
V4t_R,3.93039127849482
FST_R,3.626287948298256
V3CD_R,1.9470202825346747
LO3_R,1.9332718056358715
VMV2_R,2.6244436714996584
31pd_R,0.38905446245768366
31a_R,0.17154358239577353
VVC_R,6.013405737826743
25_R,1.5870408160325817
s32_R,0.8085851109166488
pOFC_R,1.0838569693572675
PoI1_R,-0.6164312695007365
Ig_R,-0.5986640959383503
FOP5_R,-0.4977050076116186
p10p_R,-0.0720556656500613
p47r_R,0.1874342437634507
TGv_R,0.24097581692766992
MBelt_R,-1.9766720117543188
LBelt_R,-2.72605380664664
A4_R,-2.0083306780281016
STSva_R,0.31134387829266463
TE1m_R,-0.1539223376336962
PI_R,-1.0417486006994954
a32pr_R,-0.05510328275052343
p24_R,0.2921251833642802
