region,psychosis
OP2-3_L,0.33663449409833135
52_L,-0.011158372689612303
RI_L,-0.5556463590383547
PFcm_L,-1.761987556916044
PoI2_L,-0.2713117625075051
TA2_L,1.037179362798784
FOP4_L,-0.5612358968351516
MI_L,-0.8206052771621858
Pir_L,-1.5268554879546856
AVI_L,-0.235233143121365
AAIC_L,-1.4377106670002733
FOP1_L,0.8072771057138388
FOP3_L,-0.018471876924357533
FOP2_L,0.34133293496146433
PFt_L,-2.322831156533762
AIP_L,-3.1620411894411147
EC_L,-1.423420965245021
PreS_L,0.5087055167785546
H_L,-1.023588643466875
ProS_L,-0.6924874043731278
PeEc_L,-1.0122810193519671
STGa_L,-0.8474928209706992
PBelt_L,2.405394181768254
A5_L,1.838710944584943
PHA1_L,0.05689771231111454
PHA3_L,-1.2674729744178408
STSda_L,0.9535346355252585
STSdp_L,2.0825628706968904
STSvp_L,0.44737491251954087
TGd_L,-0.9898715314681464
TE1a_L,-0.2935802119678504
TE1p_L,-0.4356143969391818
TE2a_L,-0.13601586679050268
TF_L,-0.7656944639192408
TE2p_L,-0.9371757372062961
PHT_L,-0.9647093194052179
PH_L,-2.680784378123015
TPOJ1_L,1.8475935499539224
TPOJ2_L,-0.45576133815133607
TPOJ3_L,-0.8966582120901896
DVT_L,1.4488599585307176
PGp_L,-0.9028087288474471
IP2_L,-3.0824110211848317
IP1_L,-1.560705357479913
IP0_L,-0.7025902288326479
PFop_L,-1.0381134654482467
PF_L,-1.52023859330195
PFm_L,-1.1582740979100286
PGi_L,-0.6661342601181129
PGs_L,-0.7213757154231467
V6A_L,0.16940167776512555
VMV1_L,-0.8376794074523878
VMV3_L,-1.2554364204166666
PHA2_L,-1.2082125394101593
V4t_L,-3.2770730838702136
FST_L,-2.9511459132496123
V3CD_L,-2.103252847539165
LO3_L,-1.6407400922904165
VMV2_L,-1.2665275633229773
31pd_L,1.4835989692876044
31a_L,1.1140555320853058
VVC_L,-1.5734433472825018
25_L,0.9293399218710047
s32_L,1.1782924995777153
pOFC_L,-0.4793450437512727
PoI1_L,0.4522584891609928
Ig_L,0.22515611936410856
FOP5_L,0.6544266318797018
p10p_L,0.3951281336373309
p47r_L,1.5767998420209113
TGv_L,-0.8330257636731825
MBelt_L,1.380322708047683
LBelt_L,1.4376246658839902
A4_L,1.5092062210095563
STSva_L,-0.0479699489886295
TE1m_L,-0.07915885407769847
PI_L,1.0059489798639518
a32pr_L,1.4824040457130379
p24_L,2.909054268884869
V1_R,-0.42768443594396666
MST_R,-1.8792830848302233
V6_R,0.6486104208338329
V2_R,-0.25673786014093425
V3_R,-0.6123178767616686
V4_R,-1.9271671699430153
V8_R,-2.36720595641806
4_R,-0.991761532230397
3b_R,-0.7455589709526895
FEF_R,-0.7579137258566417
PEF_R,-0.9896965242996787
55b_R,-0.7292471326044014
V3A_R,-0.233619321121294
RSC_R,1.6382961782400005
POS2_R,2.584343893642979
V7_R,-1.4769277958611282
IPS1_R,-2.0170439211334954
FFC_R,-0.9707525666022563
V3B_R,-1.7445716006971244
LO1_R,-2.194564644855355
LO2_R,-3.3086682256511804
PIT_R,-1.7436754077985472
MT_R,-1.9390043801126542
A1_R,-0.17291749610780757
PSL_R,-1.0135789028543412
SFL_R,-0.4379592860473816
PCV_R,1.8028522973813736
STV_R,-1.2292132749987987
7Pm_R,0.8756336188384624
7m_R,2.7307952265831266
POS1_R,1.5893233751261358
23d_R,1.7093681819077033
v23ab_R,2.2360697501313647
d23ab_R,2.7625567811878615
31pv_R,2.9891767793201183
5m_R,-0.2469984640640063
5mv_R,0.2273619229976094
23c_R,1.7885608492219347
5L_R,0.10470216585578346
24dd_R,0.03727930285352613
24dv_R,1.7483129052310753
7AL_R,-0.3883885627157143
SCEF_R,0.3716265375707999
6ma_R,-0.218086246295098
7Am_R,-0.31068344905704626
7Pl_R,-0.9757517078086146
7PC_R,-1.6418398758276787
LIPv_R,-2.7345412541750003
VIP_R,-1.563908633624557
MIP_R,-1.7827653670237698
1_R,-0.8907672030234333
2_R,-1.6650312511644143
3a_R,-0.9243069271468144
6d_R,-1.580592819718081
6mp_R,-1.3233424562720375
6v_R,0.5673758447889775
p24pr_R,2.426060033790844
33pr_R,1.755008366413099
a24pr_R,1.861516089891158
p32pr_R,0.8284105515626186
a24_R,1.4891322197150272
d32_R,2.0950050821134454
8BM_R,0.5442968825039618
p32_R,0.5164412772773646
10r_R,0.3491354899218385
47m_R,0.0119191071709837
8Av_R,-0.5010200523326611
8Ad_R,0.8397970525824041
9m_R,1.7007971124849663
8BL_R,-0.24858894639310272
9p_R,0.16034082752867085
10d_R,0.5612275645440978
8C_R,-0.07571745988840517
44_R,0.5636000256025319
45_R,0.08006220300922061
47l_R,1.0739985179274312
a47r_R,0.5091143968503985
6r_R,-0.2835744068656151
IFJa_R,0.4018814457478239
IFJp_R,-1.1655374213234138
IFSp_R,0.8040981232967862
IFSa_R,0.5353992769698167
p9-46v_R,1.5671933438130174
46_R,2.0941337295102533
a9-46v_R,2.363939021588874
9-46d_R,2.049606838491894
9a_R,1.603958799215129
10v_R,0.17950568039894266
a10p_R,0.33531335237302196
10pp_R,0.13658604428832216
11l_R,-0.20380904636886268
13l_R,-0.5419366857108698
OFC_R,0.03347022916237963
47s_R,-0.5296781480638391
LIPd_R,-2.9549649838401084
6a_R,-0.8626996690793115
i6-8_R,0.4495614577500154
s6-8_R,-0.7677940729523227
43_R,0.38440343174241215
OP4_R,-0.17514437412928777
OP1_R,-0.6851164395472783
OP2-3_R,-0.21566122154285589
52_R,0.13640755192546067
RI_R,-1.3621675348212798
PFcm_R,-1.6908299957122959
PoI2_R,-0.3774753355043363
TA2_R,1.1474509469869019
FOP4_R,-0.48433846704510125
MI_R,-0.08670225079094376
Pir_R,-0.9479723761969423
AVI_R,-1.438696543476501
AAIC_R,-0.10393169600687488
FOP1_R,0.15590667275433057
FOP3_R,-0.6470847876606756
FOP2_R,-0.8532351839920514
PFt_R,-1.450487511867084
AIP_R,-2.648708695191274
EC_R,-1.764282449592047
PreS_R,-0.1468916093936098
H_R,-1.0197537850300618
ProS_R,-0.23122528142799723
PeEc_R,-1.5862415289433354
STGa_R,0.12160327234511491
PBelt_R,1.5094605047569034
A5_R,1.8093494281904887
PHA1_R,-0.832525753115107
PHA3_R,-0.5853663226828715
STSda_R,0.9579246853195129
STSdp_R,1.1203659602244491
STSvp_R,0.8663845977098135
TGd_R,-0.6692797750283264
TE1a_R,-0.09366821736219415
TE1p_R,-0.12608752238839335
TE2a_R,0.23019935722979748
TF_R,0.00037076484631000985
TE2p_R,0.06084793001316333
PHT_R,-0.07668038003869464
PH_R,-2.5016583820989564
TPOJ1_R,-0.1380109554301805
TPOJ2_R,-0.9568757334869455
TPOJ3_R,-1.791874407557336
DVT_R,0.9209435851749832
PGp_R,-0.6347558092384397
IP2_R,-2.5345217433890936
IP1_R,-1.5551938890761414
IP0_R,-1.1692674878666491
PFop_R,-0.543866632959192
PF_R,-1.0744825749535645
PFm_R,-1.921363026299548
PGi_R,-1.5730378531184566
PGs_R,-1.2170770496128125
V6A_R,0.17157713517582618
VMV1_R,0.09424174374390411
VMV3_R,-2.0389780201566263
PHA2_R,-0.7363685584042917
V4t_R,-3.577421940617735
FST_R,-2.077087009801236
V3CD_R,-0.7078491394250996
LO3_R,-1.3006443142906263
VMV2_R,-1.065761534976255
31pd_R,2.1146504491063594
31a_R,2.8735484437059866
VVC_R,-1.610050612177049
25_R,0.3253774208603426
s32_R,2.787086281805952
pOFC_R,-0.6586538627698365
PoI1_R,-0.9883833842578472
Ig_R,-0.24353460238959446
FOP5_R,-1.1910907376754867
p10p_R,1.2407858416946296
p47r_R,1.9567906139957787
TGv_R,-0.6624163565307105
MBelt_R,1.8956296596287041
LBelt_R,0.25663940877047703
A4_R,1.7854298881883068
STSva_R,0.5105207336404993
TE1m_R,-0.25970687378600477
PI_R,-0.3256502455586796
a32pr_R,1.3260597226104534
p24_R,2.028043327425071
