region,eating
PreS_L,-1.0207961341793652
H_L,-1.6247190475076698
ProS_L,-0.4978123472651736
PeEc_L,-0.5771131392541435
STGa_L,-1.8501407902298277
PBelt_L,-2.076938161539999
A5_L,-2.6829387839665735
PHA1_L,-0.7971938779566028
PHA3_L,-1.4019636643382543
STSda_L,-2.1637295211582663
STSdp_L,-4.18190801835122
STSvp_L,-4.4500379515119715
TGd_L,-1.340548698913932
TE1a_L,-1.672458781096219
TE1p_L,-2.1530961133349398
TE2a_L,-1.0427066305226604
TF_L,-1.0664382876511045
TE2p_L,-0.6692023371149812
PHT_L,-2.404505802549793
PH_L,-1.1656951944125076
TPOJ1_L,-3.2221929597697456
TPOJ2_L,-3.414925192280339
TPOJ3_L,-2.390857838419589
DVT_L,0.7391668005939702
PGp_L,-0.2710790743173691
IP2_L,-1.6943616938643156
IP1_L,-1.0576234331396481
IP0_L,0.02707481169164404
PFop_L,-0.29108500607324267
PF_L,-0.7884583582946603
PFm_L,-1.0265977331907261
PGi_L,-2.8006194745184523
PGs_L,-1.006660171212191
V6A_L,0.5479901975734872
VMV1_L,-0.3752467916628641
VMV3_L,0.12282056514076559
PHA2_L,-1.8655149161498843
V4t_L,-0.769365312339515
FST_L,-1.8426344083314492
V3CD_L,0.8354960822775611
LO3_L,-1.3536632900293852
VMV2_L,-0.921853870327097
31pd_L,-0.3961890446085468
31a_L,0.9929307381550875
VVC_L,-0.5486214211409624
25_L,1.5933173621766425
s32_L,3.120888677198175
pOFC_L,2.8768030996428005
PoI1_L,3.86771484761545
Ig_L,2.574189812852962
FOP5_L,0.4092367926104796
p10p_L,-0.9304863929598199
p47r_L,-1.429319357785877
TGv_L,-0.4666008478693944
MBelt_L,1.72029472560156
LBelt_L,-1.4344800744834116
A4_L,-1.2936714840497447
STSva_L,-3.3437499687286745
TE1m_L,-2.0594049900628324
PI_L,0.46139791606097735
a32pr_L,-0.5612436364924999
p24_L,2.041391766905833
V1_R,0.923387458083997
MST_R,-1.2472149607627
V6_R,1.4456106395811776
V2_R,0.7942846974005812
V3_R,0.7266418323225565
V4_R,0.5843304514115439
V8_R,0.2596862092671937
4_R,-0.9198514384237761
3b_R,-0.43174472057404006
FEF_R,-0.6574398462413701
PEF_R,-0.6874209428069207
55b_R,-0.6312295686044369
V3A_R,0.44153157421125405
RSC_R,1.3431319782176383
POS2_R,1.7383747373251326
V7_R,0.18113124859283877
IPS1_R,0.4212978271599887
FFC_R,-0.32770218392625405
V3B_R,0.8681602028192423
LO1_R,0.17678995241502565
LO2_R,0.0841943577393373
PIT_R,0.14054839897385582
MT_R,-1.7135240140018697
A1_R,1.0192007395334128
PSL_R,-0.4527177277406568
SFL_R,-0.9037571491671561
PCV_R,1.9039105568763737
STV_R,-1.1126183049292055
7Pm_R,2.1589075461958136
7m_R,0.3609047358279134
POS1_R,0.3946748781897116
23d_R,0.9888078543705571
v23ab_R,0.28164729847399456
d23ab_R,1.4686793122758766
31pv_R,1.8461382204094237
5m_R,0.2913905209460108
5mv_R,0.7984618936192618
23c_R,1.1561670276506082
5L_R,0.5793230069862638
24dd_R,-0.2619895519897616
24dv_R,0.8781722665657342
7AL_R,0.43569047554571794
SCEF_R,-0.6512853355123736
6ma_R,-0.5779146192461847
7Am_R,1.6709125059825936
7Pl_R,0.5946255932357758
7PC_R,0.1869318300904322
LIPv_R,0.15915845805298498
VIP_R,0.5195868174829857
MIP_R,0.48890726853732913
1_R,0.017734739134242165
2_R,0.29284529880170096
3a_R,-0.7496834135466361
6d_R,-1.0323078835149724
6mp_R,-1.024524015122655
6v_R,-1.1282241549949334
p24pr_R,0.8387446129332462
33pr_R,1.3980867639070473
a24pr_R,0.4449388132391369
p32pr_R,-0.7536761480495859
a24_R,1.8102854911131756
d32_R,0.2945960959804226
8BM_R,-0.6212325012012301
p32_R,1.26746701853419
10r_R,2.095079385227426
47m_R,2.191823923249721
8Av_R,-0.9274378054948779
8Ad_R,-0.7321550448711726
9m_R,-0.9389582428492804
8BL_R,-1.1494898239159241
9p_R,0.5834326226759187
10d_R,0.0454614140139952
8C_R,-0.6969067045808918
44_R,-1.3407100647935681
45_R,-0.7424236774863908
47l_R,1.4036801264036904
a47r_R,1.9686424657734622
6r_R,-0.7886543767701149
IFJa_R,-1.3601276129900288
IFJp_R,-2.1152116299795645
IFSp_R,-0.5242029110096591
IFSa_R,-0.6106778537108751
p9-46v_R,0.07156790753002579
46_R,0.790584142886022
a9-46v_R,0.2360813355287572
9-46d_R,0.9503925353724987
9a_R,-0.757213506065061
10v_R,1.4211658251273405
a10p_R,0.6639297167011982
10pp_R,1.5430799773388884
11l_R,1.700021844703316
13l_R,1.5503022987410258
OFC_R,0.6561962311950762
47s_R,2.1197317969428435
LIPd_R,-0.7188521658449043
6a_R,-0.3548788485776402
i6-8_R,-0.5477800048937321
s6-8_R,-0.7143527465697289
43_R,-0.284074332945091
OP4_R,-0.36005218761905816
OP1_R,2.3986285959302593
OP2-3_R,2.214676121250408
52_R,1.8490801074479934
RI_R,0.7310759232947633
PFcm_R,1.1096423271437752
PoI2_R,5.294543048633081
TA2_R,0.9159619500102537
FOP4_R,2.57647576460454
MI_R,5.407765535188073
Pir_R,2.054102785949412
AVI_R,3.007159269848036
AAIC_R,4.394396584115908
FOP1_R,3.0026341153196863
FOP3_R,3.2011498413406394
FOP2_R,2.048436304463225
PFt_R,0.9776726559035221
AIP_R,-0.5146457000815827
EC_R,-0.3193417534290385
PreS_R,-1.5880762926292535
H_R,-1.088278630272104
ProS_R,0.2101975678684706
PeEc_R,-0.6697952070003751
STGa_R,-0.5206709863842828
PBelt_R,-1.777153631272046
A5_R,-3.1625086179148334
PHA1_R,-0.6070406034300246
PHA3_R,-0.2007519578792529
STSda_R,-1.755430243230718
STSdp_R,-2.6915114478758753
STSvp_R,-3.239549439364967
TGd_R,-0.43760101677395546
TE1a_R,-1.2369933244386357
TE1p_R,-1.0021079776070467
TE2a_R,-0.5061355398952664
TF_R,-0.5589145155504924
TE2p_R,-0.19470263698436388
PHT_R,-0.553476916259802
PH_R,-0.16487357408119713
TPOJ1_R,-1.8235712729298863
TPOJ2_R,-2.4414275337205993
TPOJ3_R,-3.177347109802602
DVT_R,1.0567822528283095
PGp_R,-0.9876203506341015
IP2_R,-0.4877495893433916
IP1_R,0.03199158608850784
IP0_R,0.8115282878043448
PFop_R,0.0638775056885648
PF_R,0.37916182932885034
PFm_R,-0.37505179152692436
PGi_R,-2.5328613293762947
PGs_R,-0.7533763520735229
V6A_R,0.04657531456339697
VMV1_R,1.0291270078713761
VMV3_R,0.0463813845185094
PHA2_R,-0.22419995350026153
V4t_R,-0.26505152170626234
FST_R,-1.2246202084881586
V3CD_R,1.3536241625596421
LO3_R,-0.6707264808244843
VMV2_R,-0.02311295132752712
31pd_R,1.1014424431774832
31a_R,2.2198398970345696
VVC_R,-0.24431715183857602
25_R,2.829597974187354
s32_R,3.3379325367168144
pOFC_R,3.4403836813819955
PoI1_R,4.192026577803573
Ig_R,3.836553985957149
FOP5_R,0.6598024698634567
p10p_R,-0.4459087143271973
p47r_R,0.6707622651696031
TGv_R,-0.6851293902668184
MBelt_R,0.11096755148390405
LBelt_R,-1.120663060738068
A4_R,-1.833494788662787
STSva_R,-1.8058037253500856
TE1m_R,-1.2873336211386461
PI_R,1.6976878922983756
a32pr_R,1.0613440784089523
p24_R,1.5034285552246602
