region,retrieval
5mv_R,0.3885601691490973
23c_R,0.18620990770692716
5L_R,0.3459354624890496
24dd_R,-1.4681355681241337
24dv_R,-1.5062493683482827
7AL_R,1.8900493943595513
SCEF_R,-0.9418164178455258
6ma_R,-0.5938014218634563
7Am_R,2.9808653499697892
7Pl_R,2.6365569654675736
7PC_R,1.2868884657712962
LIPv_R,2.9100642655822404
VIP_R,1.9104431967787388
MIP_R,4.110610384691201
1_R,-0.6716920567087258
2_R,-0.522825582952869
3a_R,-1.3050731145804773
6d_R,-0.3010723114960706
6mp_R,-0.6690595120587874
6v_R,-0.9327097868629364
p24pr_R,-2.334842103226785
33pr_R,-3.21741012082722
a24pr_R,-2.9213601641846765
p32pr_R,-0.6731248160187312
a24_R,-3.5766769067663997
d32_R,-2.3143623324175575
8BM_R,-1.3385494615335571
p32_R,-2.981042431490426
10r_R,-3.7612536556462333
47m_R,-0.6862214634673635
8Av_R,-1.0765172863395265
8Ad_R,-0.4158630420377189
9m_R,-2.1001295732557006
8BL_R,-1.452700147321859
9p_R,-0.8941420383519207
10d_R,-0.18122375114791575
8C_R,-0.7465315447340425
44_R,-0.38274133762014134
45_R,-1.4266908373707325
47l_R,-1.3125141596799603
a47r_R,-0.9239166641934591
6r_R,-0.9783782887365567
IFJa_R,-0.35068448228107285
IFJp_R,-0.8230436065791924
IFSp_R,1.3234922588335707
IFSa_R,-0.9084381401241177
p9-46v_R,1.2895831033032086
46_R,0.48419730414779166
a9-46v_R,0.2275501899059267
9-46d_R,0.12773391547362675
9a_R,-0.23027088884022132
10v_R,-2.0077092261120044
a10p_R,-0.9998724734561825
10pp_R,-1.0541007580146176
11l_R,-1.0954761554391943
13l_R,-2.53746856461734
OFC_R,-1.710981521816979
47s_R,-1.4004433158964114
LIPd_R,5.404425273029408
6a_R,1.9834993817097277
i6-8_R,1.1485363226752323
s6-8_R,-0.8832045293271136
43_R,-1.9861563492336476
OP4_R,-1.7794038587967553
OP1_R,-1.452773515898536
OP2-3_R,-1.5409613003334917
52_R,-2.994808385957507
RI_R,-2.0524791582898003
PFcm_R,-1.7014110153335746
PoI2_R,-3.130558425261441
TA2_R,-2.047365558831551
FOP4_R,-1.9428331257812919
MI_R,-2.7126976683369346
Pir_R,-2.3604210804181527
AVI_R,-0.23495632803419136
AAIC_R,-2.165023682563097
FOP1_R,-3.0620924238542804
FOP3_R,-1.9450255941610568
FOP2_R,-2.2116768455422147
PFt_R,-1.113625748378871
AIP_R,2.6973545791245463
EC_R,1.0753566332898505
PreS_R,2.784390705997698
H_R,3.7097417873018257
ProS_R,0.5804455180588721
PeEc_R,0.7641329301307845
STGa_R,-1.3923360265783644
PBelt_R,-3.0080786859111366
A5_R,-2.207802050993634
PHA1_R,3.299376954388153
PHA3_R,2.532805549263632
STSda_R,-0.4469004836603772
STSdp_R,-2.1966149648544793
STSvp_R,-1.5217080875695712
TGd_R,-0.5075565846772322
TE1a_R,0.26832506464332617
TE1p_R,0.10677861076679779
TE2a_R,0.2864866207250461
TF_R,1.161774978223923
TE2p_R,-0.011908959667784028
PHT_R,0.65302127273293
PH_R,-0.21125531336616668
TPOJ1_R,-1.5499319624213603
TPOJ2_R,-1.23287530657204
TPOJ3_R,-0.2089659863221935
DVT_R,3.7075522812841433
PGp_R,1.9254688537668632
IP2_R,5.215178598258987
IP1_R,4.5344584746561605
IP0_R,3.985394099324687
PFop_R,-0.7121149739046292
PF_R,0.18158213325207845
PFm_R,1.6793179131906675
PGi_R,1.408881930577312
PGs_R,2.070180672146413
V6A_R,2.1088529907522835
VMV1_R,-0.8017249298661818
VMV3_R,-2.1073383727982926
PHA2_R,4.655289539805527
V4t_R,-3.6306173052894573
FST_R,-1.9387637243192464
V3CD_R,1.4671325550092325
LO3_R,0.06324087361414273
VMV2_R,-0.7985792319575468
31pd_R,2.1306568004039312
31a_R,1.2047796982082746
VVC_R,0.6352517005068689
25_R,-3.040188812227901
s32_R,-2.491465154928406
pOFC_R,-2.2490128510759266
PoI1_R,-2.586789435918389
Ig_R,-2.4035007184788304
FOP5_R,-1.4712053437542632
p10p_R,-0.6911970995077588
p47r_R,-1.1113599889606005
TGv_R,0.23274574040222776
MBelt_R,-2.9566676926058424
LBelt_R,-2.9855047865219153
A4_R,-2.42932619363533
STSva_R,0.3135883428740419
TE1m_R,-0.4495340537289872
PI_R,-1.5580672142131555
a32pr_R,-1.4230239219038274
p24_R,-3.539805230920256
