region,intelligence
9-46d_L,0.207363276109552
9a_L,0.013240492166444604
10v_L,1.1024197920064296
a10p_L,1.516662765324692
10pp_L,1.0818186054022785
11l_L,1.5863925585647078
13l_L,0.5905259145798636
OFC_L,1.2538824728413085
47s_L,-0.577925369413321
LIPd_L,1.0307937789281452
6a_L,0.3953776060854134
i6-8_L,0.20120700780424422
s6-8_L,-0.533741259994044
43_L,-0.044132192147022714
OP4_L,0.6859523177386889
OP1_L,-0.11346135644637584
OP2-3_L,1.91885326079286
52_L,-0.013994513410724984
RI_L,0.12681585352036218
PFcm_L,-1.6550335324999135
PoI2_L,0.4020683844204769
TA2_L,-0.8918447203434143
FOP4_L,0.19179723293354653
MI_L,-0.22607681977714592
Pir_L,-0.5534869549955315
AVI_L,-1.2220841418827706
AAIC_L,-0.5283080380545792
FOP1_L,-0.0952973445879084
FOP3_L,1.1586564065539826
FOP2_L,1.2465768794304748
PFt_L,-0.26340443858996104
AIP_L,0.6759688234616613
EC_L,1.6594994163458572
PreS_L,0.7482167728933635
H_L,1.0138722483503924
ProS_L,1.1190079895129692
PeEc_L,2.424228696736731
STGa_L,-1.7316949943564808
PBelt_L,-1.794756482299783
A5_L,-1.990635067902497
PHA1_L,0.16674629527028806
PHA3_L,-0.07912748939290166
STSda_L,-0.9196164578971753
STSdp_L,-1.9856434151833855
STSvp_L,-2.493275945068307
TGd_L,-0.1994015787729141
TE1a_L,-0.015179476929124214
TE1p_L,-1.0908314033507447
TE2a_L,0.9822439834799538
TF_L,1.161124537467984
TE2p_L,-0.0069077365142659565
PHT_L,-0.848433917901349
PH_L,-1.320192354747462
TPOJ1_L,-1.4435182551580894
TPOJ2_L,-2.049084040266833
TPOJ3_L,-2.2021797351713905
DVT_L,1.2109273815692234
PGp_L,-0.16209156789870285
IP2_L,0.554528004073594
IP1_L,0.018709333120046086
IP0_L,0.4765869106834366
PFop_L,-1.0966496190651343
PF_L,-0.6875066106781896
PFm_L,-0.37195110317854074
PGi_L,-1.0570684480617454
PGs_L,-0.5368237150690126
V6A_L,0.6284385678505577
VMV1_L,-1.2269855257510824
VMV3_L,-1.0999108524934509
PHA2_L,-0.22162679819922493
V4t_L,-1.1668406192106173
FST_L,-1.6678991185003091
V3CD_L,-0.8434346699378864
LO3_L,-1.1521848070594054
VMV2_L,-0.43994546622503417
31pd_L,-1.1007513885233895
31a_L,0.03122746502470039
VVC_L,-1.8033082575709205
25_L,-0.3879645881294767
s32_L,-0.5386675561950298
pOFC_L,0.6586327187408145
PoI1_L,0.08432012907801095
Ig_L,1.7779684725400269
FOP5_L,0.5986748413839371
p10p_L,0.6084129088236152
p47r_L,-0.5320642405962239
TGv_L,2.2831852172576297
MBelt_L,-0.6427616524575505
LBelt_L,-1.0215279104039523
A4_L,-1.2215633989275225
STSva_L,-0.7301787636202786
TE1m_L,-0.59828166082545
PI_L,0.1469385982871178
a32pr_L,-0.5867092874313632
p24_L,2.005145296416983
V1_R,-1.0220481258044272
MST_R,-1.5023998063679245
V6_R,1.4900784645990677
V2_R,-0.5707468901121666
V3_R,-0.7007796507593297
V4_R,-0.8496790332413343
V8_R,-2.0345068578550998
4_R,0.053326188882777084
3b_R,-0.40493877258946825
FEF_R,-0.6454361121110599
PEF_R,-0.3621421388569157
55b_R,-0.5051481464939438
V3A_R,0.681739893069992
RSC_R,1.0598759921050942
POS2_R,0.07257727093705367
V7_R,0.3446088191741311
IPS1_R,0.04487837227818299
FFC_R,-1.250887236427049
V3B_R,0.46386679449903834
LO1_R,-0.7726211021787616
LO2_R,-1.7004942362787476
PIT_R,-1.0116405302796603
MT_R,-1.300714266874215
A1_R,-0.7665208312864956
PSL_R,-1.15952051016172
SFL_R,-0.7861872419275244
PCV_R,-0.40569739828707313
STV_R,-1.7687154675725212
7Pm_R,0.5161988278670099
7m_R,-1.645074801850164
POS1_R,-0.635910966399963
23d_R,0.17499748551144065
v23ab_R,-1.1365683128203097
d23ab_R,0.1599741726182818
31pv_R,2.3229621023494436
5m_R,-0.40229862185327814
5mv_R,0.4836092076820353
23c_R,0.5123854120471076
5L_R,0.6417995014488513
24dd_R,0.5903509582985006
24dv_R,1.0195496573596203
7AL_R,0.528759791371225
SCEF_R,-0.4120903148381708
6ma_R,0.04118708783354979
7Am_R,0.32317104249161965
7Pl_R,-0.11641759244701312
7PC_R,0.8997387407013427
LIPv_R,1.3646936375141363
VIP_R,0.4196503267246049
MIP_R,-0.004007964060079735
1_R,-0.6192303574833173
2_R,-0.036305206017726556
3a_R,-0.08625291350607205
6d_R,-0.6896489258412171
6mp_R,0.1576183961168577
6v_R,0.16338630857542488
p24pr_R,-0.013874262702859968
33pr_R,-0.8422422506979234
a24pr_R,-1.5851786158570482
p32pr_R,-0.12408627622641573
a24_R,-1.0784547002384266
d32_R,-0.6360317600050824
8BM_R,-1.1810392268708787
p32_R,-0.578193792025248
10r_R,-0.9302733570874037
47m_R,-0.7820314177725112
8Av_R,-0.9246909175861484
8Ad_R,0.9567289239142434
9m_R,-1.0999971617120943
8BL_R,-0.9903373328320443
9p_R,0.020520126183129053
10d_R,0.2232387535311363
8C_R,-0.7948510217572143
44_R,-0.6519959018221644
45_R,-0.9924343138070716
47l_R,-0.7863466634576296
a47r_R,0.18307182766017202
6r_R,-0.5738410350194039
IFJa_R,-0.7823772739246596
IFJp_R,-0.351860320672619
IFSp_R,-0.5183242925250163
IFSa_R,-0.13974457511706165
p9-46v_R,-0.3799136901470693
46_R,0.36064269970002516
a9-46v_R,0.43843862131173555
9-46d_R,0.2676633989683398
9a_R,0.6709595509550238
10v_R,1.491652061973471
a10p_R,0.9937177576313843
10pp_R,2.0095541336719047
11l_R,0.4302637369427261
13l_R,0.44781072646290104
OFC_R,1.5202980810917137
47s_R,-0.8195809047960073
LIPd_R,1.5751123931905058
6a_R,1.0110730925378886
i6-8_R,1.6191310935782914
s6-8_R,-0.5122326892019938
43_R,0.7669589989529605
OP4_R,0.0513585066338987
OP1_R,0.6164191283290966
OP2-3_R,1.9442392767550516
52_R,-0.17011447290108514
RI_R,-1.461790821990294
PFcm_R,-0.9434657456845384
PoI2_R,0.19430112075768663
TA2_R,-0.07273036578607933
FOP4_R,-0.3119726982344884
MI_R,-1.105357698939906
Pir_R,1.1191849233856868
AVI_R,-0.7125766220148329
AAIC_R,-1.1089339875314794
FOP1_R,0.9918106247016385
FOP3_R,0.20760362065397464
FOP2_R,1.6691855939384017
PFt_R,-0.9302951177960245
AIP_R,0.6111231583166086
EC_R,0.12326466149430303
PreS_R,-0.5519055188697909
H_R,-0.0071549357767305075
ProS_R,0.40829827592769535
PeEc_R,1.0010633772331263
STGa_R,-1.1025320233999507
PBelt_R,-1.5160926640964316
A5_R,-1.4749344917410268
PHA1_R,-1.0678878900332036
PHA3_R,-0.751420649109174
STSda_R,0.8498890796068617
STSdp_R,-1.679568532155886
STSvp_R,-0.978188598881743
TGd_R,0.33893082171208383
TE1a_R,0.12551052690877867
TE1p_R,1.3629955298714587
TE2a_R,1.5096361179699938
TF_R,1.420712530213012
TE2p_R,1.0725312056210867
PHT_R,-0.03875642484903764
PH_R,-1.7766492419627
TPOJ1_R,-1.4814552272134698
TPOJ2_R,-1.948504209230256
TPOJ3_R,-1.137639325419665
DVT_R,1.4607255551744054
PGp_R,-0.5257453752192178
IP2_R,0.7634344377684023
IP1_R,0.3046158063366032
IP0_R,0.26424783324976053
PFop_R,-1.3178555224339594
PF_R,-0.6879113075770575
PFm_R,-0.1426150547565784
PGi_R,-1.5256225593399548
PGs_R,-0.3801725660860413
V6A_R,0.09546914191189454
VMV1_R,-0.8215464229388072
VMV3_R,-1.712250685074425
PHA2_R,-0.7628550857027449
V4t_R,-2.4088446354433852
FST_R,-2.144195640638592
V3CD_R,-0.6769818952013382
LO3_R,-0.3340706731958923
VMV2_R,-0.8933630841833435
31pd_R,2.3724648313410657
31a_R,-0.13430113177288058
VVC_R,-1.6660062852614832
25_R,-0.16171441915008847
s32_R,-0.48116516661668535
pOFC_R,0.055677557574115716
PoI1_R,1.7044734049389423
Ig_R,0.0835495711426879
FOP5_R,-0.1461407482561155
p10p_R,0.8150348614229188
p47r_R,-0.09911760923933031
TGv_R,1.2285213698714237
MBelt_R,-0.5271227470026628
LBelt_R,-1.6960899006328125
A4_R,-1.220126765483191
STSva_R,0.2216432889218367
TE1m_R,0.9552567428324922
PI_R,2.2700727610412907
a32pr_R,-0.012367731596404504
p24_R,0.3617187302957468
