region,pain
d23ab_R,-0.8239423424449851
31pv_R,-0.7167136130653856
5m_R,2.29020516829794
5mv_R,1.8924674465239952
23c_R,1.166104390175287
5L_R,2.1127118323017835
24dd_R,1.8617776724628274
24dv_R,1.1225004255442572
7AL_R,0.7227435823853217
SCEF_R,0.7448785425630864
6ma_R,-0.47679427610237557
7Am_R,-0.4832980909091657
7Pl_R,-0.729420255136355
7PC_R,1.320757563690423
LIPv_R,-0.15418031801347812
VIP_R,-0.2594814192396188
MIP_R,-0.7996971075220974
1_R,-0.037488745277743915
2_R,1.2395208588959628
3a_R,0.513039488613213
6d_R,0.07797997920497289
6mp_R,0.5668517144303094
6v_R,-0.5699318776668362
p24pr_R,2.502311330920071
33pr_R,3.776397104309363
a24pr_R,1.3934392705686371
p32pr_R,0.6819002991362084
a24_R,-0.7655250696890675
d32_R,-0.7787619836820987
8BM_R,-0.3044684688116195
p32_R,0.586095178941437
10r_R,-0.434735147251805
47m_R,-0.8665949145629054
8Av_R,0.20497290553637618
8Ad_R,0.3643845844233806
9m_R,-0.6186605195072589
8BL_R,-0.6117096594845929
9p_R,0.2052818604820691
10d_R,-0.44549415576618306
8C_R,-0.14781883238014973
44_R,-0.5626378636093143
45_R,-0.46163654566127066
47l_R,-0.36240314184464417
a47r_R,-0.28004268276484984
6r_R,0.031209381277076485
IFJa_R,-0.9000128830355796
IFJp_R,-1.398764615816569
IFSp_R,-0.4323809841651243
IFSa_R,0.30387827278132046
p9-46v_R,-0.10922421052485334
46_R,0.4477370295374026
a9-46v_R,0.10647655468375648
9-46d_R,-0.36091365930464203
9a_R,-0.24296416191669487
10v_R,-0.14208741787040094
a10p_R,-0.4983116746486962
10pp_R,-0.406182282025328
11l_R,-0.6764843838266285
13l_R,-0.007726672326303081
OFC_R,-0.20761147375924588
47s_R,-0.6138759806137879
LIPd_R,-1.3673640844909252
6a_R,-0.6100656216966239
i6-8_R,-0.11684149833224716
s6-8_R,-0.10533866582416257
43_R,2.3008876485106504
OP4_R,1.2316157156773426
OP1_R,3.934489458237838
OP2-3_R,1.8818653675720574
52_R,3.774096470380945
RI_R,4.733939420198008
PFcm_R,6.155533530323492
PoI2_R,4.015407284476014
TA2_R,1.2683302138631016
FOP4_R,1.6336983194957437
MI_R,4.84715411613893
Pir_R,-0.08410390072811495
AVI_R,-0.9724363373916789
AAIC_R,0.8119162690991368
FOP1_R,4.091851867474954
FOP3_R,2.236080298257255
FOP2_R,1.3361439587633508
PFt_R,1.8335580640473361
AIP_R,0.19688816151751043
EC_R,0.17065338047126286
PreS_R,0.12211284187386759
H_R,-0.04183244234704219
ProS_R,-0.15664284078250748
PeEc_R,-0.084048949942344
STGa_R,0.10216894480429196
PBelt_R,1.4109685413126936
A5_R,-0.27820569585553095
PHA1_R,0.15163074183082031
PHA3_R,-0.33287718882920636
STSda_R,-0.48449613240961387
STSdp_R,-0.7147282538376195
STSvp_R,-0.8721495242716095
TGd_R,-0.5011657809231032
TE1a_R,-0.522684075982588
TE1p_R,-0.4453287410285866
TE2a_R,-0.3462366854669285
TF_R,-0.24810850611521373
TE2p_R,-0.3427814866721646
PHT_R,-0.4700397006368028
PH_R,-0.41053725026715226
TPOJ1_R,0.2992827736616693
TPOJ2_R,-0.374056307462256
TPOJ3_R,-0.7414862682272051
DVT_R,-0.3450738329198265
PGp_R,-1.1795940375053295
IP2_R,-0.18626657443204353
IP1_R,-0.8222686226989268
IP0_R,-1.2904165345189917
PFop_R,3.1959339477529847
PF_R,2.7351035900191016
PFm_R,0.31792103388375104
PGi_R,-0.7185076939809419
PGs_R,-0.8206000291639719
V6A_R,-0.3453320693388601
VMV1_R,0.34799896226555094
VMV3_R,-0.8873945890967863
PHA2_R,-0.336820157110722
V4t_R,-0.6554969638815916
FST_R,-0.627584021775209
V3CD_R,-0.5265681321429512
LO3_R,-0.31927611459884847
VMV2_R,0.029397561068291243
31pd_R,-0.4008434887938903
31a_R,0.3123941929556457
VVC_R,-0.45394738383513333
25_R,-1.0815411286028942
s32_R,-0.7290951919111557
pOFC_R,-0.9040916284270151
PoI1_R,3.0950854779980674
Ig_R,3.5264497944298014
FOP5_R,-0.6716843084585162
p10p_R,-0.3133815148794389
p47r_R,0.0305746094416869
TGv_R,0.10411797042952557
MBelt_R,1.745874578771381
LBelt_R,1.8041543009397571
A4_R,0.48816101816553603
STSva_R,-0.8900122410823501
TE1m_R,-0.6916536085994549
PI_R,0.9251349470295236
a32pr_R,0.0666605605231771
p24_R,-0.5848833416692897
