region,stress
VMV1_R,2.3470311543674343
VMV3_R,-0.5654622839828245
PHA2_R,8.075725549675276
V4t_R,-3.071116301040593
FST_R,-2.333464065571728
V3CD_R,-0.6800884321543889
LO3_R,-0.34220071446778516
VMV2_R,1.5155161467994875
31pd_R,1.7821025149774403
31a_R,2.0997816315758078
VVC_R,2.0039622179439847
25_R,4.7809410325933035
s32_R,4.092650464620515
pOFC_R,2.1944678371032778
PoI1_R,1.1380270247378066
Ig_R,0.49337950540153946
FOP5_R,-1.3863442959596934
p10p_R,0.8669690543377948
p47r_R,0.1294738579193328
TGv_R,-0.32960481356432897
MBelt_R,-0.6159848259159516
LBelt_R,-1.9767050659267529
A4_R,-1.8659018284337314
STSva_R,0.49340628328579145
TE1m_R,-0.8988531199862558
PI_R,0.5628044683565825
a32pr_R,1.7744692305389282
p24_R,3.8191893266203336
