region,rhythm
V1_R,-1.110611231738974
MST_R,-0.7851728268774466
V6_R,-1.5639969213228653
V2_R,-1.513744296810898
V3_R,-1.4216171423552966
V4_R,-1.4595327386005998
V8_R,-2.034169418704236
4_R,4.28904278629923
3b_R,4.887708385805417
FEF_R,4.868302509225397
PEF_R,1.1324354549708688
55b_R,2.515157796543919
V3A_R,-0.47077432997134144
RSC_R,-1.5965658818154478
POS2_R,-1.3205665204801715
V7_R,-1.996145288791842
IPS1_R,-2.6924018806587573
FFC_R,-2.038924271337414
V3B_R,-2.2941838446494325
LO1_R,-0.7681576913576063
LO2_R,-0.5777363215018073
PIT_R,-0.9521773669242192
MT_R,-2.3033876541868894
A1_R,11.596787307621941
PSL_R,0.9544643044659697
SFL_R,-0.22086275334921668
PCV_R,-0.28343569537907143
STV_R,1.4526558133779024
7Pm_R,-0.12393706694426347
7m_R,-2.929961491771501
POS1_R,-2.50815460358111
23d_R,0.13197988266762062
v23ab_R,-2.5146651850232806
d23ab_R,-1.3170539961965981
31pv_R,-1.5108949540174443
5m_R,1.5579117751334162
5mv_R,0.06683035179289062
23c_R,-0.6139356870457453
5L_R,0.7976969084549318
24dd_R,5.277156940980467
24dv_R,4.162755771853651
7AL_R,0.5080589257522122
SCEF_R,2.9360444959857106
6ma_R,0.4665986897140552
7Am_R,0.07069371126960151
7Pl_R,-0.35208691376370116
7PC_R,0.9966064350005219
LIPv_R,0.10788819835189718
VIP_R,1.0370970571400453
MIP_R,-0.9714258119453528
1_R,2.673724536486296
2_R,3.6604736176497705
3a_R,3.977537353323577
6d_R,4.374658321165972
6mp_R,3.1778277591142667
6v_R,1.3541189453419422
p24pr_R,1.284920138555109
33pr_R,-1.5786061524967963
a24pr_R,-2.590292134078185
p32pr_R,-1.540339163345562
a24_R,-3.392985938541651
d32_R,-2.9881024798543376
8BM_R,-1.9236192908134917
p32_R,-3.517960105784167
10r_R,-3.529609494164993
47m_R,-2.5879182965360488
8Av_R,-0.7083706747030106
8Ad_R,-1.8712430568551217
9m_R,-2.327895908328344
8BL_R,-1.1342355244551845
9p_R,-1.5247937825954252
10d_R,-1.2640437880584945
8C_R,-1.9891421990445595
44_R,-1.2087410264660665
45_R,-2.0558762283956993
47l_R,-2.316146076317714
a47r_R,-1.8259531612086073
6r_R,0.3318021219906851
IFJa_R,-1.858560931024769
IFJp_R,-2.399145400002782
IFSp_R,-2.8998468444102206
IFSa_R,-2.098661111706023
p9-46v_R,-2.0929092062761083
46_R,-1.5929400280797978
a9-46v_R,-2.0629702270567747
9-46d_R,-1.4512468694890037
9a_R,-1.5487857242247731
10v_R,-1.9338761073210402
a10p_R,-1.5211205718021126
10pp_R,-0.39756592381587735
11l_R,-1.5437393886496902
13l_R,-2.1586925776278525
OFC_R,-1.1215589299696918
47s_R,-2.8552191590268747
LIPd_R,-1.1926454481681292
6a_R,1.4879602645190215
i6-8_R,0.17582443822359098
s6-8_R,-0.37624817002961053
43_R,2.7460746281570247
OP4_R,4.655148313087536
OP1_R,4.233392429589134
OP2-3_R,0.4743571939260401
52_R,6.410639453166775
RI_R,2.9510916684161552
PFcm_R,2.9639709118755952
PoI2_R,0.3562057133893545
TA2_R,3.4441474908234055
FOP4_R,-0.9633023191062091
MI_R,-1.6821871689438106
Pir_R,-2.2120951875424826
AVI_R,-2.7879165177136778
AAIC_R,-3.5978585762042306
FOP1_R,1.9941149790297261
FOP3_R,-0.6781014839179131
FOP2_R,0.7123659567339883
PFt_R,2.9941554430554587
AIP_R,1.6601640152499373
EC_R,-2.0969112974611406
PreS_R,-2.0717486580775937
H_R,-2.4489564152655197
ProS_R,-2.059081863908125
PeEc_R,-1.0998308970371045
STGa_R,-1.7489763810454964
PBelt_R,11.89905239677986
A5_R,7.952381083679073
PHA1_R,-1.7044265563545011
PHA3_R,-2.301747852413723
STSda_R,3.0421899570828885
STSdp_R,8.427861406459161
STSvp_R,4.914973612973367
TGd_R,-1.005005150772295
TE1a_R,-0.7637115046719187
TE1p_R,0.6095300388666435
TE2a_R,-0.5258883074946638
TF_R,-0.9218189409728909
TE2p_R,-1.144604587500166
PHT_R,-0.19191977556895914
PH_R,-1.5242790468802847
TPOJ1_R,3.3271800582402347
TPOJ2_R,-2.043468758618029
TPOJ3_R,-2.7691523001551444
DVT_R,-1.672446192424975
PGp_R,-2.2077567744403557
IP2_R,-0.09803490362526943
IP1_R,-2.2697864532572605
IP0_R,-2.582265109143141
PFop_R,2.213449479556585
PF_R,1.0891999289568124
PFm_R,-0.854288446715887
PGi_R,-2.9036766422956912
PGs_R,-1.793739392251664
V6A_R,-0.8368544666202732
VMV1_R,-1.1112672235278982
VMV3_R,-1.3922699337360251
PHA2_R,-2.2577655372165935
V4t_R,-1.0371975149330712
FST_R,-0.7901093679294334
V3CD_R,-1.5314158280773638
LO3_R,-1.7376771025911928
VMV2_R,-1.860921149966867
31pd_R,-1.3649429479703976
31a_R,-0.7307097301362981
VVC_R,-1.4875880906074772
25_R,-2.6148629456748154
s32_R,-2.636351873255398
pOFC_R,-2.1191894192775216
PoI1_R,1.3652543512572697
Ig_R,0.21209672211271915
FOP5_R,-2.256898423229592
p10p_R,-2.10518291870657
p47r_R,-2.5842698333563883
TGv_R,-0.6099793708389973
MBelt_R,10.431924314608143
LBelt_R,15.216813340178724
A4_R,6.430445780506075
STSva_R,1.2867308621584201
TE1m_R,0.38790388533118947
PI_R,0.3116161682550407
a32pr_R,-3.310555266045287
p24_R,-2.9929199841941356
