region,recall
IFSp_L,2.8486803083907994
IFSa_L,1.209177245633599
p9-46v_L,1.6895828656470144
46_L,-0.2515666091265421
a9-46v_L,0.5628833576021857
9-46d_L,-0.039967290835759756
9a_L,-0.216247140530172
10v_L,-0.10644800671430403
a10p_L,-0.3768349367812859
10pp_L,-0.3436136686529869
11l_L,-0.6483184115276635
13l_L,-0.6187478959539048
OFC_L,-0.16074641107896612
47s_L,0.11348478449734836
LIPd_L,0.6689670883498511
6a_L,0.2535152682077823
i6-8_L,1.6430701395766845
s6-8_L,1.0678039253592058
43_L,-1.362467612968682
OP4_L,-0.6970605331032169
OP1_L,-0.9035471787858257
OP2-3_L,0.05788531173404457
52_L,-0.39404645761872514
RI_L,-0.40231486870180944
PFcm_L,-1.6967193394533822
PoI2_L,-0.9160139355566443
TA2_L,-0.7919382389135704
FOP4_L,-0.6346078197660718
MI_L,-0.8463229193927673
Pir_L,0.22264986789754504
AVI_L,1.0046304374177462
AAIC_L,0.24046842431268553
FOP1_L,-1.8121404778879555
FOP3_L,-0.02534039886140758
FOP2_L,0.01795647409510894
PFt_L,-1.902028569390143
AIP_L,-1.6307115768313984
EC_L,4.602338714212458
PreS_L,9.243259668490694
H_L,11.917251836767948
ProS_L,1.0853822128853168
PeEc_L,3.3463682290312082
STGa_L,0.29995016480323494
PBelt_L,-1.687865908091293
A5_L,-0.6254213347743285
PHA1_L,7.967394689090465
PHA3_L,7.487754473750159
STSda_L,0.18165874269864898
STSdp_L,-1.6662204863132404
STSvp_L,-0.9492928459565199
TGd_L,0.12778240279041858
TE1a_L,0.20737248802886013
TE1p_L,1.5925427752722092
TE2a_L,0.5500031726504067
TF_L,2.937357725524336
TE2p_L,1.7306229216712785
PHT_L,-1.056486102057396
PH_L,0.14971719514474358
TPOJ1_L,-1.2223526620273628
TPOJ2_L,-0.9444669809727038
TPOJ3_L,1.4494042259865287
DVT_L,1.2992872958513366
PGp_L,1.4201586377563484
IP2_L,-0.40744881232681796
IP1_L,2.662074369739482
IP0_L,2.124660730964052
PFop_L,-1.387616282141213
PF_L,-1.075506862492544
PFm_L,-0.05978136456387409
PGi_L,0.4540558471430762
PGs_L,0.8265327083041376
V6A_L,0.7208663630639608
VMV1_L,1.9084942924291945
VMV3_L,-0.1090450528653797
PHA2_L,13.013699147762638
V4t_L,-2.5383406362842833
FST_L,-2.459895561604314
V3CD_L,0.5666588846824513
LO3_L,0.16171604127209177
VMV2_L,3.1775973176700965
31pd_L,0.1975169426137862
31a_L,-0.28470123761700344
VVC_L,2.6711038807227125
25_L,-0.35161913936957295
s32_L,-0.4595626089676139
pOFC_L,-0.07494953408741788
PoI1_L,-0.3621456521520771
Ig_L,-0.28278482922959625
FOP5_L,0.4483992050709858
p10p_L,-0.232047030368622
p47r_L,0.9026658578333675
TGv_L,0.7750167264224741
MBelt_L,-1.2839385835304615
LBelt_L,-1.9435349734098826
A4_L,-0.8570878228917729
STSva_L,0.37126298995878604
TE1m_L,0.14836605137887035
PI_L,0.7127221823853171
a32pr_L,-0.35200764313441935
p24_L,-1.2344912038793658
V1_R,-0.42010751458306
MST_R,-1.7297991100639278
V6_R,-0.17527452147296943
V2_R,-0.03598144454889411
V3_R,-0.029503979042578534
V4_R,-0.423468242457138
V8_R,-1.8161868546518392
4_R,-1.3600734658436144
3b_R,-1.1600543016566423
FEF_R,-1.1428445005297099
PEF_R,-1.12449047012795
55b_R,-1.0708293342708466
V3A_R,-0.19766950582095555
RSC_R,0.4350011558066431
POS2_R,1.8380668372613322
V7_R,0.3418558132206859
IPS1_R,0.2021596896178023
FFC_R,0.8984503176174786
V3B_R,0.8795822098022105
LO1_R,-0.5350504903309008
LO2_R,-1.6255974566376563
PIT_R,-1.140985758653983
MT_R,-1.62653977776139
A1_R,-1.6721634135379408
PSL_R,-1.4996417133214588
SFL_R,-1.4495768502095792
PCV_R,-0.1510549580481161
STV_R,-1.644739766283898
7Pm_R,1.3222538080132358
7m_R,0.393606543546709
POS1_R,1.4086921903710603
23d_R,-0.3581795404410496
v23ab_R,0.6938007622695243
d23ab_R,0.29599830624495427
31pv_R,-0.0033605575519887443
5m_R,-0.9947935502296426
5mv_R,-0.38934652592170194
23c_R,-0.5667302779023154
5L_R,-0.132898818667045
24dd_R,-1.4308577163440064
24dv_R,-1.7534919782052298
7AL_R,-0.36145302547485764
SCEF_R,-1.513057236644122
6ma_R,-0.576322564170751
7Am_R,-0.47067456398957613
7Pl_R,0.03696239226861443
7PC_R,-0.8799925941390394
LIPv_R,-1.1134862736771216
VIP_R,-0.6766366511319937
MIP_R,-0.09216287652773249
1_R,-0.8554432444122425
2_R,-1.505467844794263
3a_R,-1.4560473808523327
6d_R,-0.9314743214303685
6mp_R,-1.1380015300216215
6v_R,-0.5026217981442308
p24pr_R,-1.539414499567795
33pr_R,-2.338459451529687
a24pr_R,-2.370231446021007
p32pr_R,-0.7685607164022261
a24_R,-0.873034007685393
d32_R,-1.8102953246189444
8BM_R,-1.4201199529976258
p32_R,-0.9094371653136382
10r_R,-1.6031400776904845
47m_R,0.1650527827245566
8Av_R,-0.8620916862949146
8Ad_R,0.048573300552948916
9m_R,-1.65871957953938
8BL_R,-1.2737965353572387
9p_R,-0.08709579639263305
10d_R,0.2629041212547467
8C_R,-0.5254120244934187
44_R,-0.4442622739659721
45_R,-1.2775176503638657
47l_R,-0.6884853452962971
a47r_R,-0.5910778973281221
6r_R,-1.8011208862379557
IFJa_R,-0.297516605361836
IFJp_R,-1.134382869171109
IFSp_R,0.9832930007288
IFSa_R,-0.8299612091574773
p9-46v_R,1.0379289971577763
46_R,0.4652970716553403
a9-46v_R,0.49569714229493717
9-46d_R,0.49031129527842676
9a_R,0.47286572998664517
10v_R,-0.6050651492061567
a10p_R,-0.19694734676713094
10pp_R,-0.10382795395299496
11l_R,-0.24321818572743134
13l_R,-1.1910866124211852
OFC_R,-0.5873932825799669
47s_R,-0.23004419438661722
LIPd_R,0.5354351311920211
6a_R,0.1716038203241818
i6-8_R,0.7920075895070086
s6-8_R,-0.4288495713856634
43_R,-1.9649001248013251
OP4_R,-1.5294476038839764
OP1_R,-0.599173243100032
OP2-3_R,-0.8836487803734023
52_R,-1.6664503450978287
RI_R,-1.9383551742087657
PFcm_R,-2.067852425894524
PoI2_R,-1.8185021789374052
TA2_R,-1.506606705100863
FOP4_R,-1.784595591586364
MI_R,-2.2259591141684543
Pir_R,-0.8333646965089403
AVI_R,-0.2919034612714785
AAIC_R,-1.4352988305188588
FOP1_R,-2.604877472440624
FOP3_R,-1.4400287589600833
FOP2_R,-1.8782088783223625
PFt_R,-2.076389249513499
AIP_R,-1.6501642908479957
EC_R,6.445793208556004
PreS_R,8.898234130159077
H_R,10.798458059739978
ProS_R,2.5113725615095843
PeEc_R,3.10289152006634
STGa_R,-0.96823224069178
PBelt_R,-2.880903890626431
A5_R,-1.8408978476274098
PHA1_R,8.89918437101779
PHA3_R,7.045454235617915
STSda_R,0.05670651916830671
STSdp_R,-1.3094918968555105
STSvp_R,-1.1406782973760712
TGd_R,-0.018199945138774872
TE1a_R,0.13539643693316536
TE1p_R,-0.25613871600323784
TE2a_R,0.41995682079396107
TF_R,2.6563110205608504
TE2p_R,0.2288136453108972
PHT_R,-0.2056373863741177
PH_R,-0.09558633706393808
TPOJ1_R,-2.2926162524888176
TPOJ2_R,-2.139796471489981
TPOJ3_R,-1.0504430440769335
DVT_R,0.37578282047155176
PGp_R,0.5957378536262885
IP2_R,-0.15815127774974308
IP1_R,0.5661844401487112
IP0_R,1.8361512316926363
PFop_R,-1.2502957390274663
PF_R,-1.0719196495256806
PFm_R,-0.7517199484447805
PGi_R,-0.8070030346830727
PGs_R,-0.14007113024093892
V6A_R,-0.30791205850666015
VMV1_R,1.650646755003424
VMV3_R,-0.23339485969989
PHA2_R,11.60286600942771
V4t_R,-2.981966969097703
FST_R,-2.136581221678027
V3CD_R,1.4558977744378478
LO3_R,-0.3032445805091207
VMV2_R,2.0923032602633183
31pd_R,0.3736452039521127
31a_R,-0.138296159089526
VVC_R,3.576458174490475
25_R,-0.3249505033897579
s32_R,-0.04908641801489936
pOFC_R,-0.6671983223888643
PoI1_R,-0.4973597175790167
Ig_R,-1.0124586306271501
FOP5_R,-0.6497603267376391
p10p_R,0.03178822718253654
p47r_R,-1.4485854281825588
TGv_R,0.4870691569365215
MBelt_R,-2.0365269143759885
LBelt_R,-2.4438100734950097
A4_R,-2.385887479380509
STSva_R,0.9261967250575062
TE1m_R,-0.08563088810675235
PI_R,0.01869586486188486
a32pr_R,-1.2249642289129383
p24_R,-1.9685841458699738
