region,anxiety
10r_R,1.4541994380758632
47m_R,2.8017511510014725
8Av_R,-0.010137653319418106
8Ad_R,0.370158223709185
9m_R,1.023915864658444
8BL_R,-0.22309572507415248
9p_R,0.549508245569826
10d_R,0.726887924080452
8C_R,0.3026600457280478
44_R,0.3850229315165459
45_R,0.4816332932860159
47l_R,1.8002989602567196
a47r_R,1.6222057242324182
6r_R,-0.1876259762836441
IFJa_R,0.8995792975423651
IFJp_R,-1.4665357946926614
IFSp_R,0.6285982442166052
IFSa_R,0.767264544189463
p9-46v_R,0.9658411076844889
46_R,1.437946780809549
a9-46v_R,1.8549621894015464
9-46d_R,1.834443563225433
9a_R,1.7259559634714234
10v_R,1.933872522211071
a10p_R,0.02978100681641399
10pp_R,1.4371912885870217
11l_R,1.3585094007431926
13l_R,1.0722416616255077
OFC_R,0.5510315233411751
47s_R,2.834277081542993
LIPd_R,-3.100860780705626
6a_R,-2.0490728648181897
i6-8_R,0.11206593259246227
s6-8_R,0.26797989361291386
43_R,-0.21669541763415337
OP4_R,-0.9529961591091457
OP1_R,2.2909539819775127
OP2-3_R,1.6901019184067623
52_R,3.633761381668386
RI_R,0.20729155663132318
PFcm_R,0.697501945350299
PoI2_R,5.001969328656972
TA2_R,0.889675179619821
FOP4_R,2.3768289548404167
MI_R,5.2995694447807375
Pir_R,5.758385529379281
AVI_R,1.8113464436915394
AAIC_R,3.3896850300778527
FOP1_R,2.43667630796729
FOP3_R,2.411215384344456
FOP2_R,0.6327307529966765
PFt_R,-0.772911330871514
AIP_R,-2.820321472331324
EC_R,6.25146355116893
PreS_R,0.8280544809899424
H_R,2.02704662885905
ProS_R,-0.3522651454844703
PeEc_R,0.6086698501757615
STGa_R,0.7136900857771366
PBelt_R,-1.464995272599992
A5_R,-2.3304271138434447
PHA1_R,0.8419814192338558
PHA3_R,0.30780802443283084
STSda_R,-0.8687306626305604
STSdp_R,-1.6871898300121582
STSvp_R,-2.4035677334756342
TGd_R,0.22734468457343657
TE1a_R,-1.1091823155619023
TE1p_R,-1.4976996881535158
TE2a_R,-0.4259452262492211
TF_R,0.4431898565834356
TE2p_R,0.44205095958245316
PHT_R,-1.0128182956570024
PH_R,-1.3969119247351005
TPOJ1_R,-1.5836749866912752
TPOJ2_R,-1.40299206674633
TPOJ3_R,-2.231369704129646
DVT_R,-1.787781948953994
PGp_R,-1.6246446586450236
IP2_R,-2.2850030249286606
IP1_R,-1.9033103380333536
IP0_R,-2.160436298710055
PFop_R,0.4893570641456945
PF_R,-0.3024421203021005
PFm_R,-1.118283026533076
PGi_R,-2.2302016472817052
PGs_R,-1.4082539441634352
V6A_R,-1.3275701730093
VMV1_R,-0.35373605273722925
VMV3_R,-0.9625513014489642
PHA2_R,0.5833621183056971
V4t_R,-1.2835638700131993
FST_R,-1.0367752626183746
V3CD_R,-0.8110713736449858
LO3_R,-0.44355235276572647
VMV2_R,-0.8326033466161519
31pd_R,0.025252789570957033
31a_R,0.22912278000210054
VVC_R,-0.35159432829951404
25_R,3.6829796546420104
s32_R,3.593320807623877
pOFC_R,2.03929513516985
PoI1_R,5.014880141943007
Ig_R,3.6259922778333404
FOP5_R,1.0815487885646515
p10p_R,0.676640111904754
p47r_R,1.5445451293897468
TGv_R,-0.344020769466987
MBelt_R,1.2668169582918516
LBelt_R,-0.5179749842689542
A4_R,-1.6160621144233867
STSva_R,-1.201016979379028
TE1m_R,-1.5664450394145775
PI_R,2.2649146452164346
a32pr_R,2.067583510126432
p24_R,3.476755354846949
