region,naming
MI_L,0.5659615171134982
Pir_L,-1.8921199517641085
AVI_L,1.7030646705104002
AAIC_L,-0.5757294397934721
FOP1_L,2.6976426515373917
FOP3_L,0.9088020194821473
FOP2_L,1.9018496383225012
PFt_L,1.2684580690616205
AIP_L,4.02442541342866
EC_L,-0.8214347215141469
PreS_L,-0.6593782562005671
H_L,0.4227693064974989
ProS_L,-0.26424012960520815
PeEc_L,1.6123234592162847
STGa_L,1.7861639418795525
PBelt_L,0.7343629229969133
A5_L,1.5221864679397181
PHA1_L,0.7673405447376925
PHA3_L,3.7370994950479273
STSda_L,2.8607803124874427
STSdp_L,2.9335146372949126
STSvp_L,4.458354287859574
TGd_L,0.6097621297828972
TE1a_L,1.64285106238905
TE1p_L,3.6902143107817307
TE2a_L,0.8382103847624065
TF_L,3.815737635675969
TE2p_L,4.382842264133807
PHT_L,2.8903083457305194
PH_L,7.3995385431124205
TPOJ1_L,4.522223941462746
TPOJ2_L,1.153570078824324
TPOJ3_L,1.0101694457408916
DVT_L,1.726975967689616
PGp_L,1.4651640000929615
IP2_L,4.73837045682057
IP1_L,4.771084721481307
IP0_L,3.77868315451345
PFop_L,-0.45122554668146597
PF_L,1.2374639530205311
PFm_L,0.9952972590641644
PGi_L,0.533479242779096
PGs_L,-0.05817717741104597
V6A_L,1.80926798906296
VMV1_L,0.5740216156298583
VMV3_L,2.583648914492212
PHA2_L,1.2974191733207208
V4t_L,2.975828318602149
FST_L,3.289394009223249
V3CD_L,3.361694772755874
LO3_L,1.2351316781822872
VMV2_L,0.39697999904918224
31pd_L,-1.777085270257237
31a_L,-2.4320150953574076
VVC_L,6.89980956814655
25_L,-2.766786621433461
s32_L,-1.9608466384514383
pOFC_L,-1.5444040920462698
PoI1_L,-0.5711996270212022
Ig_L,-1.0334477636860517
FOP5_L,2.836045494783356
p10p_L,-0.9944617888496422
p47r_L,1.0317247214103582
TGv_L,0.9334736281047795
MBelt_L,0.22055784418999452
LBelt_L,0.7126103647784204
A4_L,0.34291845372526025
STSva_L,2.5424449435609113
TE1m_L,0.8211703841627185
PI_L,1.2289494070759592
a32pr_L,-1.5785662880132594
p24_L,-3.3042670329326196
V1_R,0.8201042106870907
MST_R,0.4012494795793331
V6_R,0.6169742833699411
V2_R,0.28626295652321426
V3_R,0.916001479361766
V4_R,3.02609209666958
V8_R,3.0339779353162157
4_R,-1.0517901002937877
3b_R,-0.743837691045555
FEF_R,-0.40145976641627484
PEF_R,-0.8917169572597416
55b_R,-0.7771752185941088
V3A_R,-0.4640462468778581
RSC_R,-1.743818046267659
POS2_R,-1.1031592420754273
V7_R,3.381830257855856
IPS1_R,2.8683574405565486
FFC_R,4.389701273372283
V3B_R,4.09361755405898
LO1_R,1.64295158817111
LO2_R,2.764395336017549
PIT_R,6.040386077493263
MT_R,-0.6835650511865764
A1_R,-0.6396277934333193
PSL_R,-1.4364328714890027
SFL_R,-1.825883782165192
PCV_R,-1.9505032470991153
STV_R,-2.24153733029144
7Pm_R,-0.6727696081534361
7m_R,-2.6872268308365688
POS1_R,-1.7860473223312667
23d_R,-1.431905411893658
v23ab_R,-2.3572683276928115
d23ab_R,-2.3552348493794626
31pv_R,-1.6125027838604211
5m_R,-1.441017838041591
5mv_R,-1.3807850321895925
23c_R,-1.6120903727459657
5L_R,-0.1763044852027326
24dd_R,-2.259536956543174
24dv_R,-0.479221729054414
7AL_R,0.4369454993711858
SCEF_R,-1.2586503464681078
6ma_R,-1.6200172014658938
7Am_R,-0.3225583985218692
7Pl_R,-0.16380511451203572
7PC_R,0.27506125506196866
LIPv_R,1.731810128066109
VIP_R,0.8721685352796273
MIP_R,2.276422638067559
1_R,-0.7138336265341602
2_R,-0.683468522777667
3a_R,-1.0961636027144297
6d_R,-0.43909754360272074
6mp_R,-1.4593908218552494
6v_R,-0.19809142986742803
p24pr_R,-1.115395327707447
33pr_R,-2.531406372016987
a24pr_R,-2.573515292037439
p32pr_R,-0.8570661142819715
a24_R,-3.4766890761837277
d32_R,-2.852332104458898
8BM_R,-1.8213240502279762
p32_R,-3.1023247184420364
10r_R,-3.6608427257421794
47m_R,-0.643169181876047
8Av_R,-1.8363551485685474
8Ad_R,-1.8816206917814378
9m_R,-2.8482194222263835
8BL_R,-1.9519168426716074
9p_R,-1.9051506084723544
10d_R,-0.7373502878418575
8C_R,-2.057639585692606
44_R,0.24632413937165967
45_R,-0.17311748148503714
47l_R,-0.27595849072833567
a47r_R,-1.2502823878773461
6r_R,0.1575049903620081
IFJa_R,-0.40669842881528634
IFJp_R,-0.8654873572678087
IFSp_R,-0.9385205651369544
IFSa_R,-0.6144981674909966
p9-46v_R,-0.9341670981525745
46_R,-1.1184725043069559
a9-46v_R,-1.3509395871830399
9-46d_R,-1.9163056662021745
9a_R,-1.715518769330156
10v_R,-2.229022340945325
a10p_R,-0.8822008148959171
10pp_R,-1.1066680351395797
11l_R,-1.3957210354028187
13l_R,-2.2023478588206498
OFC_R,-1.4554395593000269
47s_R,-1.8871824850034848
LIPd_R,0.7857344574006937
6a_R,-0.8225585953012087
i6-8_R,-1.2370668750792568
s6-8_R,-1.384153648940838
43_R,-0.12611833663309224
OP4_R,-0.6438860903066767
OP1_R,-0.949725248956298
OP2-3_R,-0.9508664797459154
52_R,-1.3551217586005155
RI_R,-1.9262220168399824
PFcm_R,-1.6777020521077646
PoI2_R,-2.018344295808717
TA2_R,-1.1868566515910373
FOP4_R,-0.8152549310896218
MI_R,-1.12881447251803
Pir_R,-2.131128825667419
AVI_R,0.15053486072535086
AAIC_R,-1.8258161175295766
FOP1_R,-1.5117049614706572
FOP3_R,-1.2115364819993046
FOP2_R,-0.9345494480784513
PFt_R,-0.6395857280322871
AIP_R,0.6344877904407045
EC_R,-1.5407385613296316
PreS_R,-1.0749738965682811
H_R,-0.9473883224936791
ProS_R,-0.3407309184136342
PeEc_R,0.2995724021851032
STGa_R,0.2492713855178812
PBelt_R,-1.0275690665970902
A5_R,-0.4241766363052044
PHA1_R,-0.4104102601043601
PHA3_R,1.1590710321090774
STSda_R,0.626962907662308
STSdp_R,0.23308272486045756
STSvp_R,0.32231158075632615
TGd_R,0.010149406121820402
TE1a_R,0.25591264697707655
TE1p_R,0.5371402705649906
TE2a_R,0.3241961952909882
TF_R,1.4335823872082907
TE2p_R,0.9963621489758414
PHT_R,1.035106399216529
PH_R,5.123390274244852
TPOJ1_R,-0.3700179642131995
TPOJ2_R,-0.9294273072857226
TPOJ3_R,-2.0329794176320353
DVT_R,0.11039226624306159
PGp_R,-0.12670373685858652
IP2_R,0.2977680410683042
IP1_R,1.6615561415838287
IP0_R,4.082786455223206
PFop_R,-1.384591326003191
PF_R,-0.37249987614400554
PFm_R,-0.9696081980192575
PGi_R,-1.5089474306753927
PGs_R,-0.43433033897989914
V6A_R,0.12192801827363813
VMV1_R,1.0276091677756694
VMV3_R,3.049747992095575
PHA2_R,0.05946360624408213
V4t_R,1.775836766663386
FST_R,1.2632343631846326
V3CD_R,2.374572066430955
LO3_R,-1.0686282622295111
VMV2_R,1.9320721426780305
31pd_R,-1.2496716397362653
31a_R,-1.6162506611808918
VVC_R,3.441105417566134
25_R,-2.9303809050824046
s32_R,-2.5957149560259323
pOFC_R,-2.074570789920842
PoI1_R,-1.9092976407705282
Ig_R,-2.2671806266068404
FOP5_R,-0.6374445518585484
p10p_R,-2.0289205668083494
p47r_R,-1.1902256205964301
TGv_R,1.1804983819277142
MBelt_R,-0.799651763161258
LBelt_R,-0.7081188542164376
A4_R,-0.8728433090199361
STSva_R,0.3098973363228636
TE1m_R,-0.17024966236314373
PI_R,-1.0963775855770101
a32pr_R,-2.2425380138502478
p24_R,-3.1339157907499513
