region,planning
PoI2_R,-2.3915016424690023
TA2_R,-1.8284672239173794
FOP4_R,-1.9021683468014154
MI_R,-1.929712093354034
Pir_R,-2.9734947136388183
AVI_R,-2.905047133954956
AAIC_R,-3.0411639050758383
FOP1_R,-0.13049506943933356
FOP3_R,-1.8047401191093029
FOP2_R,-0.4072671717290622
PFt_R,4.2479538015764975
AIP_R,8.949858676825139
EC_R,-3.0363901550017003
PreS_R,-3.4202136252423556
H_R,-3.655290351436804
ProS_R,-2.4825417383894104
PeEc_R,-2.406555002946762
STGa_R,-2.9562662472946375
PBelt_R,-1.8422473769053236
A5_R,-2.365707417724831
PHA1_R,-3.183538927905726
PHA3_R,-2.732624511950126
STSda_R,-2.8311923935828904
STSdp_R,-3.0996524410794155
STSvp_R,-2.2934043179199968
TGd_R,-2.0401720964727144
TE1a_R,-2.14178188337503
TE1p_R,-0.819730597580089
TE2a_R,-1.6279474781191892
TF_R,-1.6985036522563146
TE2p_R,-1.682731899493139
PHT_R,-0.5514268490737888
PH_R,-0.23876369940065947
TPOJ1_R,-0.4466342598870656
TPOJ2_R,-1.2971157306579846
TPOJ3_R,-1.220556639882485
DVT_R,2.7238306126323306
PGp_R,0.562248746507222
IP2_R,8.52587041592672
IP1_R,4.939570390947955
IP0_R,2.372409226687421
PFop_R,1.4550760128141085
PF_R,3.2421463349285595
PFm_R,3.4707370470127956
PGi_R,0.7072217066876295
PGs_R,2.5510832784784228
V6A_R,2.8589192288566556
VMV1_R,-1.8553532338292613
VMV3_R,-2.2230769002866198
PHA2_R,-3.115061730604038
V4t_R,-0.4433109277947953
FST_R,-0.8637611560995502
V3CD_R,0.027136112837923377
LO3_R,-0.35862853924977056
VMV2_R,-2.408239873969944
31pd_R,0.4751301998080668
31a_R,0.14586905041099726
VVC_R,-2.0271981611429295
25_R,-3.620139532331632
s32_R,-2.973419660196625
pOFC_R,-2.950756873482962
PoI1_R,-3.1227142677309687
Ig_R,-1.7276354052427516
FOP5_R,-3.1366967351785875
p10p_R,-1.9786665175837965
p47r_R,-0.9580568211272396
TGv_R,-1.5760257360564751
MBelt_R,-2.8835395456582797
LBelt_R,-2.046534198264166
A4_R,-1.3450474500183094
STSva_R,-1.929595502307873
TE1m_R,-1.6427248900037776
PI_R,-3.6008602017000637
a32pr_R,-1.7004215710120216
p24_R,-3.434671618698011
