region,decision
TPOJ3_L,1.1441021551156676
DVT_L,0.2968487173054354
PGp_L,0.47489534894898155
IP2_L,3.3911476472459747
IP1_L,3.044554481320548
IP0_L,1.9353262025639677
PFop_L,-1.7141747071058349
PF_L,-0.13250465740167555
PFm_L,0.17280490779566182
PGi_L,-0.4213231424974954
PGs_L,0.10451519687824977
V6A_L,0.4455281766995855
VMV1_L,-1.5295877619108558
VMV3_L,-0.6404408290936515
PHA2_L,-1.6332713870772753
V4t_L,2.348204835800171
FST_L,2.06861017078533
V3CD_L,0.013706548307145251
LO3_L,1.6942363427273603
VMV2_L,-1.6554303266459092
31pd_L,-2.0759779186769487
31a_L,-0.8644681459063618
VVC_L,0.20804830055295162
25_L,-0.009843939479825259
s32_L,1.112830838923407
pOFC_L,1.534879961715806
PoI1_L,-1.924259891337218
Ig_L,-2.188819059381467
FOP5_L,1.90926935397344
p10p_L,-0.8319367404999262
p47r_L,1.1947235224215003
TGv_L,-0.7599850875196998
MBelt_L,-2.4636195976751183
LBelt_L,-3.4164381454275787
A4_L,-1.7804239988252621
STSva_L,-1.6221975129222623
TE1m_L,-1.0873688407308242
PI_L,-1.3935047222529462
a32pr_L,0.72176825653119
p24_L,-0.254893408568411
V1_R,-0.5299637969530738
MST_R,1.905920610016046
V6_R,-0.591699197986398
V2_R,-0.47180858396311515
V3_R,0.01008997756002298
V4_R,0.12979227992419182
V8_R,0.24563870173500246
4_R,-1.0885984494708525
3b_R,-0.9197944161171107
FEF_R,1.158007856037099
PEF_R,0.7294163761753331
55b_R,0.09239106805542241
V3A_R,-0.6100851492513881
RSC_R,-0.8284320194597857
POS2_R,0.0005953381235961413
V7_R,0.46791871760446213
IPS1_R,2.5455995622745915
FFC_R,0.012530053647436964
V3B_R,2.1846741889964933
LO1_R,0.6322435434487903
LO2_R,-0.005497016040657962
PIT_R,0.11297989741128771
MT_R,0.08730971535260089
A1_R,-3.8962269339299898
PSL_R,-1.4085831553158292
SFL_R,-0.9105722611010015
PCV_R,-1.4618832571259182
STV_R,-1.4750576347399948
7Pm_R,0.7490886540605776
7m_R,-2.2738711519013393
POS1_R,-1.215910923717384
23d_R,-0.6578895231351979
v23ab_R,-2.2227180817362493
d23ab_R,-1.0028625646493265
31pv_R,-0.9264389799774579
5m_R,-1.7545350350538633
5mv_R,-1.344278891367492
23c_R,-0.9163965395100766
5L_R,-0.7326157249133457
24dd_R,0.045795435974387025
24dv_R,1.697634282821387
7AL_R,-0.28858827679477234
SCEF_R,1.4228980173061516
6ma_R,-0.1556412466192932
7Am_R,-0.24286984890747088
7Pl_R,0.8386438332210546
7PC_R,-0.34242942680114474
LIPv_R,1.1137102330126398
VIP_R,0.23800246305506265
MIP_R,2.001111385072194
1_R,-0.6607874260805625
2_R,-1.2203823308847759
3a_R,-1.1555602919274734
6d_R,-0.2714337853946856
6mp_R,-0.5888828945644077
6v_R,-0.11605953223334695
p24pr_R,0.7083962537545058
33pr_R,0.023066910413066855
a24pr_R,2.2995368592419574
p32pr_R,2.856829430588538
a24_R,-0.870954412395404
d32_R,-0.33806745712781244
8BM_R,0.6020506342441538
p32_R,-0.9751142582839744
10r_R,-0.3721230195893753
47m_R,1.5347313396273583
8Av_R,-0.88514343900457
8Ad_R,-0.45584867048603817
9m_R,-1.4582438989334194
8BL_R,-1.5367619774897228
9p_R,-0.2777954379927467
10d_R,-0.6142042007861908
8C_R,-0.11939969311462026
44_R,0.40322262966326744
45_R,0.5164561139144025
47l_R,1.3509660623001845
a47r_R,1.3688766554059424
6r_R,0.7166628389464987
IFJa_R,0.599155450033751
IFJp_R,-0.1944264805569915
IFSp_R,1.1728229632333071
IFSa_R,0.19839481283353183
p9-46v_R,1.3656074691349096
46_R,0.7418299401910432
a9-46v_R,1.5728837594007368
9-46d_R,0.8750640227717077
9a_R,-0.25254872427615427
10v_R,-0.2903193953545939
a10p_R,0.1972299557987418
10pp_R,0.3051101490589631
11l_R,0.6001297132847453
13l_R,-0.4759305998976205
OFC_R,-0.8684540115862381
47s_R,0.5293676003567855
LIPd_R,2.923206079364682
6a_R,1.8382533427354566
i6-8_R,0.683334679717368
s6-8_R,-0.8620683035572395
43_R,-1.4153049549422265
OP4_R,-2.2124330488679993
OP1_R,-2.5471885648652184
OP2-3_R,-2.2753016147632383
52_R,-3.6134331781420093
RI_R,-3.2049025015225103
PFcm_R,-2.648079507454174
PoI2_R,-2.2760584549455047
TA2_R,-1.4483118402371478
FOP4_R,0.9263105122501893
MI_R,1.2812051735214909
Pir_R,-1.2402580317499288
AVI_R,4.589782709667761
AAIC_R,3.0626805478081165
FOP1_R,-1.4132975192515742
FOP3_R,-0.47491915153680536
FOP2_R,-0.6128336496442495
PFt_R,-1.420322536080542
AIP_R,0.6361227600297332
EC_R,-1.8737577388995035
PreS_R,-2.1615823062243633
H_R,-2.417656461090119
ProS_R,-1.4375352300730322
PeEc_R,-1.9634764367305295
STGa_R,-0.22580536848056915
PBelt_R,-3.472578456190002
A5_R,-2.8528156220704686
PHA1_R,-1.9499818618615903
PHA3_R,-1.893721465126089
STSda_R,-1.9100016162483002
STSdp_R,-2.0274960011124223
STSvp_R,-1.7722302957857372
TGd_R,-1.0974564889939253
TE1a_R,-1.656410713889554
TE1p_R,-0.9097778407084988
TE2a_R,-0.8460262261966657
TF_R,-1.708361347907433
TE2p_R,-0.6794860850956802
PHT_R,-0.6779633719592773
PH_R,0.7069871923032164
TPOJ1_R,-1.1909726528765103
TPOJ2_R,-1.3684474537475226
TPOJ3_R,-2.0214746935889063
DVT_R,0.4287043102017007
PGp_R,-0.9859091019834009
IP2_R,1.3767525429455358
IP1_R,2.00719693130413
IP0_R,0.9842960829186701
PFop_R,-1.8425045863860119
PF_R,-1.086984498756301
PFm_R,-0.4793598159810596
PGi_R,-1.5042009339295752
PGs_R,-0.2862379330637444
V6A_R,0.41776544577318303
VMV1_R,-0.9526079156945089
VMV3_R,-0.7954892511811537
PHA2_R,-1.7710521683336884
V4t_R,1.5967175129547313
FST_R,1.2975092993347053
V3CD_R,0.39688362624537027
LO3_R,0.025912798459341187
VMV2_R,-1.380702621929419
31pd_R,-0.6994635224859298
31a_R,-0.9072961661190839
VVC_R,-0.7671649495512606
25_R,0.6665494807505611
s32_R,0.10729661850942664
pOFC_R,1.2185589203761589
PoI1_R,-3.3446837440874186
Ig_R,-3.03904396155852
FOP5_R,0.7129311583588924
p10p_R,0.041938888817173246
p47r_R,1.2344938792923457
TGv_R,-1.5623083611004067
MBelt_R,-3.636484374569886
LBelt_R,-4.0845705588219365
A4_R,-2.6215536653653597
STSva_R,-1.2762546037559246
TE1m_R,-1.440022322747004
PI_R,-2.378973410009417
a32pr_R,2.1237674268156415
p24_R,0.10106832056810464
