region,episodic memory
TE1a_L,0.24559573634910517
TE1p_L,1.310626639350001
TE2a_L,0.4517305125942794
TF_L,1.8356795863224487
TE2p_L,0.6053119444751554
PHT_L,-1.031762726443426
PH_L,-0.3164271498563635
TPOJ1_L,-1.114971417262444
TPOJ2_L,-0.35726541415201934
TPOJ3_L,2.0559458671731203
DVT_L,2.4676864289918803
PGp_L,1.7622964033442743
IP2_L,0.5270168231514863
IP1_L,3.4599761090683354
IP0_L,2.443048901696209
PFop_L,-1.168894751283797
PF_L,-0.6179954108890721
PFm_L,0.5775028926687509
PGi_L,1.4942194186523614
PGs_L,1.4738139220607878
V6A_L,1.2711081285781787
VMV1_L,0.8381945833498482
VMV3_L,-0.7521956701843859
PHA2_L,9.526632601208757
V4t_L,-2.096931939669234
FST_L,-1.9475060242969946
V3CD_L,0.3374555917826872
LO3_L,0.5991822827828485
VMV2_L,1.6104019309199722
31pd_L,1.676260505759928
31a_L,0.2942245119236796
VVC_L,1.4456799304825494
25_L,-1.3633566754659683
s32_L,-1.4166923202309185
pOFC_L,-0.8283023414436708
PoI1_L,-0.7881779503404304
Ig_L,-0.8647828523807133
FOP5_L,-0.24611839027377727
p10p_L,-0.28113152184961854
p47r_L,0.7661804136088488
TGv_L,1.042100726421744
MBelt_L,-1.1587158755651834
LBelt_L,-1.5908832827733186
A4_L,-0.6190408931038293
STSva_L,0.5326171596414232
TE1m_L,0.43002772317671883
PI_L,0.43171897797223263
a32pr_L,-0.38408992245389134
p24_L,-1.9970340729506715
V1_R,-0.7999405062285752
MST_R,-1.0494356779149938
V6_R,1.3185059797248577
V2_R,-0.028776531727315847
V3_R,0.08265058251070828
V4_R,-0.5575667122552228
V8_R,-1.9981431921862294
4_R,-1.170623679257841
3b_R,-1.0727543602595968
FEF_R,-0.592641166330764
PEF_R,-0.6210612909874251
55b_R,-0.9158200537506982
V3A_R,0.10608645667964424
RSC_R,0.8625925580182345
POS2_R,4.240993345154056
V7_R,1.0434630415736303
IPS1_R,1.7646511316755717
FFC_R,0.5101228717148136
V3B_R,0.6786064711975432
LO1_R,-0.6811439808345279
LO2_R,-1.7902233623315855
PIT_R,-1.6189167170780534
MT_R,-0.8831247945449905
A1_R,-1.5733365393290406
PSL_R,-0.7345690518420042
SFL_R,-1.1858021799493583
PCV_R,1.5679591795034846
STV_R,-0.8782380329253343
7Pm_R,3.410855428514882
7m_R,3.3450203020609774
POS1_R,2.412187022093302
23d_R,0.06095327840481776
v23ab_R,1.7279116353907544
d23ab_R,1.299399013989714
31pv_R,0.9513178350135016
5m_R,-0.5066327030649544
5mv_R,0.20913977757049934
23c_R,0.006025166324339629
5L_R,0.14878517422023446
24dd_R,-0.9904416792453795
24dv_R,-1.5512336225058272
7AL_R,0.3406340857974598
SCEF_R,-0.9952006936435276
6ma_R,-0.2711866532551037
7Am_R,0.9084942349779376
7Pl_R,0.5958845505230869
7PC_R,-0.1521765167262871
LIPv_R,-0.29138285068703434
VIP_R,0.16303109885429487
MIP_R,0.9206732604287495
1_R,-0.7627276978804284
2_R,-1.2027766714975339
3a_R,-1.156846371888196
6d_R,-0.396296401204965
6mp_R,-0.5438865638304672
6v_R,-0.7838219346291254
p24pr_R,-1.5546036546407673
33pr_R,-2.0537866177053528
a24pr_R,-2.3213284895209947
p32pr_R,-0.9354824736328281
a24_R,-2.139144910243892
d32_R,-1.488748077271975
8BM_R,-1.2127982721095054
p32_R,-1.233969555681242
10r_R,-2.451050475864757
47m_R,-0.21628779915722476
8Av_R,-0.7173821164120434
8Ad_R,0.29468989959654734
9m_R,-1.3565669198752177
8BL_R,-0.9706073314152464
9p_R,-0.1698636506503874
10d_R,0.11607686461509152
8C_R,-0.45929906909635415
44_R,-0.46243301262656494
45_R,-0.9264842641851992
47l_R,-0.8851770353255639
a47r_R,-0.46774643148020606
6r_R,-1.6997410986637784
IFJa_R,-0.5229377410657708
IFJp_R,-0.7159188176661094
IFSp_R,1.0897828604588318
IFSa_R,-0.5564765158359901
p9-46v_R,0.9395128413123809
46_R,0.1122365307532995
a9-46v_R,0.6663655546916913
9-46d_R,0.4992114959307114
9a_R,0.4038202293482102
10v_R,-0.9845908345991823
a10p_R,-0.24746764525250492
10pp_R,-0.3488147984078027
11l_R,-0.503374986806203
13l_R,-1.4223738755933852
OFC_R,-0.8344296534233016
47s_R,-0.4825395982732993
LIPd_R,1.3298430575339053
6a_R,1.3750823006333912
i6-8_R,1.4267753608964
s6-8_R,-0.3322630447175507
43_R,-1.861623555776033
OP4_R,-1.0870536176326138
OP1_R,-0.5454389171794548
OP2-3_R,-0.7458418361310503
52_R,-1.8876210757855376
RI_R,-1.369198734771242
PFcm_R,-1.4310615012606127
PoI2_R,-2.0624116954030187
TA2_R,-1.019666221201115
FOP4_R,-1.745903187942668
MI_R,-2.5206931379486655
Pir_R,-1.082672332424834
AVI_R,-0.9281257549947616
AAIC_R,-1.8901353141399748
FOP1_R,-2.484587681570175
FOP3_R,-1.40168202096045
FOP2_R,-1.4955820250401286
PFt_R,-1.7422987063767372
AIP_R,-0.34675040670172586
EC_R,4.264591471227857
PreS_R,5.9786471764245634
H_R,7.19493447051992
ProS_R,1.9022088621893605
PeEc_R,2.3291281766193155
STGa_R,-0.49199920411418213
PBelt_R,-2.122891232480431
A5_R,-1.325994827138789
PHA1_R,6.7693322485911205
PHA3_R,5.114610139064961
STSda_R,0.47968753756190363
STSdp_R,-1.1650124425602906
STSvp_R,-0.7395489291017782
TGd_R,0.17781788334254398
TE1a_R,0.5334215874745039
TE1p_R,0.17729594225781842
TE2a_R,0.6800295474193607
TF_R,2.2583151445765046
TE2p_R,0.17102448779403595
PHT_R,0.540632184579224
PH_R,-0.3045448169944201
TPOJ1_R,-1.5071827724093947
TPOJ2_R,-1.1188404905920133
TPOJ3_R,0.1978893662792192
DVT_R,1.696079329500764
PGp_R,1.419684671357348
IP2_R,1.3781721345430915
IP1_R,1.2648634004800463
IP0_R,2.2697106589256615
PFop_R,-0.5763484778692107
PF_R,-0.5451340313911943
PFm_R,0.21769159480459496
PGi_R,0.5976992825569695
PGs_R,0.6046323083413747
V6A_R,0.5932556770158762
VMV1_R,0.6670844201784899
VMV3_R,-0.4456466028291916
PHA2_R,8.341852678742026
V4t_R,-2.8190969027980377
FST_R,-1.2551632945574924
V3CD_R,1.419565225718277
LO3_R,0.12861166879576055
VMV2_R,0.9974891580033787
31pd_R,1.4198165214635599
31a_R,0.5558333989134292
VVC_R,3.0622244724102234
25_R,-1.5322633127349883
s32_R,-1.4844287004474215
pOFC_R,-1.2741653286775398
PoI1_R,-0.9251984458298883
Ig_R,-1.1712840590073035
FOP5_R,-0.8650952161589002
p10p_R,0.23127436409502658
p47r_R,-1.5479688386694606
TGv_R,0.7289919622721495
MBelt_R,-1.760652032034795
LBelt_R,-2.0504493665621646
A4_R,-1.847995348162032
STSva_R,0.9440508350072001
TE1m_R,0.22748383961950783
PI_R,-0.11500819831629952
a32pr_R,-1.2047076711995834
p24_R,-2.4642855673763533
