region,reading
8Av_R,-1.7215728023666566
8Ad_R,-2.0418684271985903
9m_R,-3.3962129213428276
8BL_R,-2.4601847182162038
9p_R,-2.405303725785482
10d_R,-0.8077671074959304
8C_R,-2.7244815431525864
44_R,0.17014027090183584
45_R,-0.6999927233334924
47l_R,-1.1931536493124653
a47r_R,-1.922732407867541
6r_R,-0.028061187434405693
IFJa_R,-1.4935166334459726
IFJp_R,-1.7684421079312533
IFSp_R,-0.9556048878811626
IFSa_R,-1.4738186063552474
p9-46v_R,-1.3992310126828573
46_R,-1.6498933185068885
a9-46v_R,-2.344705473171779
9-46d_R,-2.5101009312245517
9a_R,-2.3016987771806905
10v_R,-2.3476557040356654
a10p_R,-1.7743992847452381
10pp_R,-1.392972770025685
11l_R,-1.6399150068270008
13l_R,-2.8060616422993543
OFC_R,-1.7812325169643244
47s_R,-2.7265836992204173
LIPd_R,2.3688093018311114
6a_R,-1.5109054671937567
i6-8_R,-1.510378750403863
s6-8_R,-1.7708678166315728
43_R,-0.8223531022576313
OP4_R,-1.0093829002233
OP1_R,-1.2975487428406691
OP2-3_R,-1.0498874420970683
52_R,-1.8251323432003361
RI_R,-1.830451369505125
PFcm_R,-1.8738921526098355
PoI2_R,-2.4070321545075126
TA2_R,-1.3182819592540787
FOP4_R,-1.3681456188670227
MI_R,-1.6999010442380176
Pir_R,-2.437448656451019
AVI_R,0.06491142405035202
AAIC_R,-2.15386324254744
FOP1_R,-1.6991854872781826
FOP3_R,-1.8979181899272357
FOP2_R,-1.044711050081383
PFt_R,-0.7654532719756681
AIP_R,0.6286956937519222
EC_R,-1.9332121968425853
PreS_R,-2.3101386434095983
H_R,-1.7321217367221566
ProS_R,-1.0859334129470706
PeEc_R,-0.7080891261471359
STGa_R,-0.22924081265048135
PBelt_R,-1.380941984089828
A5_R,0.10014728794781258
PHA1_R,-1.9244767185419802
PHA3_R,-0.6241386438696795
STSda_R,0.4096253313709317
STSdp_R,0.9395699176584813
STSvp_R,1.46795023603449
TGd_R,-0.7185334625629195
TE1a_R,-0.06400094714562383
TE1p_R,1.1685131135250704
TE2a_R,0.37521796473990315
TF_R,0.288647637856916
TE2p_R,1.8552963881665923
PHT_R,1.057541751138775
PH_R,5.258022436964613
TPOJ1_R,0.3522923223705849
TPOJ2_R,-0.3128132555317791
TPOJ3_R,-2.0718614603612098
DVT_R,0.4998974536420198
PGp_R,-0.2075442387158896
IP2_R,0.6218459769767123
IP1_R,2.4176050261261572
IP0_R,3.5570866379091597
PFop_R,-1.3862326260181883
PF_R,-0.08223225270680282
PFm_R,-0.6047079376285532
PGi_R,-1.6598477782038588
PGs_R,-0.029209253289227542
V6A_R,0.4327995044620835
VMV1_R,0.1690712518972477
VMV3_R,1.912631885483927
PHA2_R,-1.2436585600970853
V4t_R,3.2332964596603975
FST_R,1.3195862265856388
V3CD_R,3.4904376534714157
LO3_R,-0.0034990692731850692
VMV2_R,0.28610244342054736
31pd_R,-1.3941536363918183
31a_R,-1.154031690484405
VVC_R,1.4337253528439866
25_R,-3.4677562855279853
s32_R,-2.9447830812275906
pOFC_R,-2.720558786955565
PoI1_R,-2.1885258612829395
Ig_R,-2.1241147636568347
FOP5_R,-0.9282433647545114
p10p_R,-2.776263565119048
p47r_R,-1.5001413427652184
TGv_R,0.07287925865259412
MBelt_R,-1.5810107677702128
LBelt_R,-1.540904563319683
A4_R,-0.699546501647034
STSva_R,0.6939544927541831
TE1m_R,-0.36429591210540774
PI_R,-1.324953489259841
a32pr_R,-2.981405538355626
p24_R,-3.6724986036454768
