region,navigation
25_R,-1.2601616469426187
s32_R,-1.1339663975045335
pOFC_R,-0.10252558023843043
PoI1_R,-1.1366420306574565
Ig_R,-0.8209758377825017
FOP5_R,-2.1898252095204542
p10p_R,-0.7363728142262249
p47r_R,-1.6286779449235291
TGv_R,1.3110837200163323
MBelt_R,-2.0883528584881783
LBelt_R,-2.4489980303626395
A4_R,-2.130469516452518
STSva_R,1.4505965011636477
TE1m_R,0.21547089873249117
PI_R,-0.7946510227932836
a32pr_R,-2.909332731136648
p24_R,-2.6070314601352838
