region,knowledge
47m_R,-0.521815127640372
8Av_R,-1.5641692364145285
8Ad_R,-1.5156196392040244
9m_R,-1.5700168127812628
8BL_R,-1.4245638534773384
9p_R,-1.6901573735212856
10d_R,-0.658120705818089
8C_R,-1.541526811534669
44_R,-0.47837720984963394
45_R,-0.6926430851475552
47l_R,0.020144951756392356
a47r_R,-1.03700691621039
6r_R,-0.23635489152434525
IFJa_R,-0.010223024618700505
IFJp_R,-0.5658087003548954
IFSp_R,-0.9776016863114176
IFSa_R,-0.7933160998323353
p9-46v_R,-0.7385177710732213
46_R,-1.4163214644589286
a9-46v_R,-0.9849971652830527
9-46d_R,-1.7724656504038072
9a_R,-0.8627882754473036
10v_R,-1.4009584188238224
a10p_R,-0.8500007183749605
10pp_R,-0.7204229246838347
11l_R,-1.1417643214383344
13l_R,-1.7027976658043575
OFC_R,-1.0440534680808677
47s_R,-1.3028795192446274
LIPd_R,1.2377779118194954
6a_R,-0.39302262349321493
i6-8_R,-0.6513829428479527
s6-8_R,-1.159032870420025
43_R,-0.33087324622828435
OP4_R,-0.9751001319958205
OP1_R,-0.9296841045639233
OP2-3_R,-0.9077681366239684
52_R,-1.3617846324835519
RI_R,-1.5862076063385648
PFcm_R,-1.2530020816894902
PoI2_R,-1.7416337225812284
TA2_R,-0.6664642681359304
FOP4_R,-1.8299200910632296
MI_R,-1.609592647021095
Pir_R,-1.4211747343977603
AVI_R,-0.059404456671786995
AAIC_R,-1.3713492822888602
FOP1_R,-1.6561747842482035
FOP3_R,-1.8135679429876417
FOP2_R,-1.074172712493224
PFt_R,-0.23146637170748272
AIP_R,1.350644290570175
EC_R,-0.2595329131749241
PreS_R,-0.2439985584609809
H_R,-0.03668340890350762
ProS_R,0.12220583677204087
PeEc_R,0.8515800126375329
STGa_R,0.5869738175404814
PBelt_R,-1.3287066443613595
A5_R,-0.23786902463547382
PHA1_R,0.7113964406631881
PHA3_R,1.9931822768338785
STSda_R,1.2074105345362016
STSdp_R,0.23650232903794766
STSvp_R,0.9505603896342424
TGd_R,0.5187235210644117
TE1a_R,1.0209206535940532
TE1p_R,0.9911243295595634
TE2a_R,1.029232563095118
TF_R,1.5758497960461757
TE2p_R,0.7781876468576633
PHT_R,1.7028996919037005
PH_R,4.53571585917966
TPOJ1_R,0.33899467246333936
TPOJ2_R,0.21432249839137577
TPOJ3_R,-0.7138522487898079
DVT_R,0.774936378129573
PGp_R,0.8156951973844498
IP2_R,1.3837949252520563
IP1_R,1.995909879755145
IP0_R,3.8575307391352993
PFop_R,-0.6890942531974305
PF_R,-0.06805210352185412
PFm_R,-0.11119336192890217
PGi_R,-0.250080182580062
PGs_R,0.48379062562813474
V6A_R,0.530212813722642
VMV1_R,0.973288477515825
VMV3_R,3.2232342378479477
PHA2_R,0.9149588502200284
V4t_R,1.7268323493719087
FST_R,1.9936586188754888
V3CD_R,1.8966498882907994
LO3_R,-0.16653599945293174
VMV2_R,2.28592620703151
31pd_R,-0.47020424266689065
31a_R,-1.1729488143056117
VVC_R,3.9548765735549964
25_R,-2.376660228527592
s32_R,-2.0111919336187785
pOFC_R,-1.9422750329432612
PoI1_R,-1.5587820516227555
Ig_R,-1.99135588513932
FOP5_R,-1.0663543749664015
p10p_R,-1.4345191614031119
p47r_R,-1.083145539718562
TGv_R,1.6558294652346521
MBelt_R,-0.9151014941033416
LBelt_R,-1.66950781984561
A4_R,-0.941959734812439
STSva_R,1.1608767752777323
TE1m_R,0.21319660528197915
PI_R,-0.26158841569754915
a32pr_R,-1.4936249420775407
p24_R,-2.6695856055292735
