region,association
44_L,-2.0400973605882426
45_L,-1.3889195024860097
47l_L,-0.8237784932633839
a47r_L,0.04207583551462915
6r_L,-2.29243343723803
IFJa_L,-0.9325617482061186
IFJp_L,-2.623780824426124
IFSp_L,-0.1518243145431824
IFSa_L,-1.0404914880272687
p9-46v_L,-0.4263321864039599
46_L,-0.7601963781185688
a9-46v_L,-0.7614636808579889
9-46d_L,-0.08902815992950021
9a_L,-0.7565466185497772
10v_L,1.0058727647207095
a10p_L,-0.013340786924948582
10pp_L,0.5211725222381639
11l_L,0.6853103428035683
13l_L,0.5791045940468811
OFC_L,1.0788698232348115
47s_L,0.17613220803861176
LIPd_L,-0.9750599643778274
6a_L,-0.692226900693994
i6-8_L,-0.7125970066836426
s6-8_L,0.527291455699016
43_L,-0.13078971879419998
OP4_L,0.48329992797754007
OP1_L,-0.1953535654718048
OP2-3_L,2.0131850558528614
52_L,1.6206124151077443
RI_L,0.49577343209216085
PFcm_L,-1.9210547632620945
PoI2_L,2.661982812355569
TA2_L,-0.41037476506206544
FOP4_L,-0.022681321798739877
MI_L,1.7668286038862326
Pir_L,0.306376980911752
AVI_L,0.04752447395079409
AAIC_L,1.1235168641746747
FOP1_L,-0.007491803698705107
FOP3_L,2.6103200383129384
FOP2_L,1.8875763752796872
PFt_L,-1.3747103950014812
AIP_L,-1.1173503965380058
EC_L,4.885621918903526
PreS_L,8.359811582642578
H_L,10.990119551403692
ProS_L,1.743165959955398
PeEc_L,4.211560698783259
STGa_L,-1.3754944421296484
PBelt_L,-2.0189792690178034
A5_L,-2.0224480810084486
PHA1_L,7.028962302943086
PHA3_L,5.3307419208095626
STSda_L,-0.6536558850018411
STSdp_L,-2.9023078228928108
STSvp_L,-3.2832680737789715
TGd_L,-0.34525193048835173
TE1a_L,-0.12000856905778909
TE1p_L,-1.0981098828626819
TE2a_L,0.8956196516381884
TF_L,2.9227401396895383
TE2p_L,0.11957987996015576
PHT_L,-2.0582517878125484
PH_L,-1.761848406700999
TPOJ1_L,-2.2171544772979677
TPOJ2_L,-2.7178588104723085
TPOJ3_L,-1.5721572181565373
DVT_L,0.5675525617475519
PGp_L,-0.17312446552924382
IP2_L,-1.456681655320804
IP1_L,-0.4709626902711355
IP0_L,0.1212955036289071
PFop_L,-1.113591669017272
PF_L,-1.1948891269736486
PFm_L,-1.0074982289028909
PGi_L,-1.1806169080880984
PGs_L,-0.3734246009236882
V6A_L,0.17416478152901266
VMV1_L,0.6309586604990326
VMV3_L,-1.1306904684380426
PHA2_L,10.10841654368775
V4t_L,-2.7881786378515057
FST_L,-3.4293634148720957
V3CD_L,-1.0799003435185286
LO3_L,-1.3704568181569452
VMV2_L,1.61577958372398
31pd_L,-1.1787907471004095
31a_L,0.0223055068681579
VVC_L,0.6352954576267829
25_L,0.9311786351399747
s32_L,0.8986266306972064
pOFC_L,1.5997193531808935
PoI1_L,2.016860524494354
Ig_L,2.656438139164715
FOP5_L,0.4259491943291717
p10p_L,-0.3040771066534256
p47r_L,-0.685661730817088
TGv_L,1.6576419512977352
MBelt_L,0.5493028164136194
LBelt_L,-1.1376543327594089
A4_L,-1.3923852654690778
STSva_L,-0.5196672749986244
TE1m_L,-0.8570666614745268
PI_L,1.1185720837186466
a32pr_L,-0.6095591780054936
p24_L,1.8268194883919209
V1_R,-1.1346175787191328
MST_R,-2.215039984522442
V6_R,-0.03284135640072705
V2_R,-0.7268352689588804
V3_R,-0.9310873245440558
V4_R,-1.2755130538618025
V8_R,-2.779579597013621
4_R,-1.0189007358200752
3b_R,-1.0002686096726123
FEF_R,-1.5563815445631843
PEF_R,-1.9292313638497725
55b_R,-1.368305717970026
V3A_R,-0.4049797144321796
RSC_R,1.692307251458942
POS2_R,0.13301537560937643
V7_R,-0.7762474478227633
IPS1_R,-1.6957896275417423
FFC_R,-0.4117712013099446
V3B_R,-0.1632538958192321
LO1_R,-1.3670475075488284
LO2_R,-2.3640008188299593
PIT_R,-1.5830452107981663
MT_R,-2.3457132188066248
A1_R,-0.35459525576374656
PSL_R,-1.3949524028658902
SFL_R,-1.500987404985866
PCV_R,-0.9757471567811422
STV_R,-1.8632542658284397
7Pm_R,-0.17352051794581883
7m_R,-1.6497141103866864
POS1_R,0.508991274887732
23d_R,0.17965209879960697
v23ab_R,0.035748211312402516
d23ab_R,0.6280481938912086
31pv_R,1.4868522377748383
5m_R,-0.7933541857914909
5mv_R,0.09442001595658167
23c_R,0.07684659868352761
5L_R,0.3569923227883687
24dd_R,-0.3134512601154493
24dv_R,0.04866658796649201
7AL_R,0.4005460918009829
SCEF_R,-1.5133020575328544
6ma_R,-0.8747438012699034
7Am_R,-0.5201170979582016
7Pl_R,-0.5211326450499353
7PC_R,0.009356580360537691
LIPv_R,-0.2572410115031404
VIP_R,-0.2802298373546036
MIP_R,-1.3291321869129562
1_R,-0.9330195944496863
2_R,-0.9187890306766056
3a_R,-1.1318321462296939
6d_R,-1.2683902044134945
6mp_R,-0.9552257478130145
6v_R,-0.8558932815677541
p24pr_R,-0.17023844090744192
33pr_R,-0.5951673072228741
a24pr_R,-1.5404449359871655
p32pr_R,-1.064053146101081
a24_R,0.37438669944033354
d32_R,-0.9461195776635867
8BM_R,-1.7833691887955048
p32_R,0.0794862476076374
10r_R,0.032333994739595605
47m_R,0.08974930181026076
8Av_R,-1.4388770706067533
8Ad_R,0.17691749830203335
9m_R,-1.4454052970636246
8BL_R,-1.6968478561455111
9p_R,-0.3349583152719357
10d_R,0.47207694250043863
8C_R,-1.2730070773034785
44_R,-1.569920913721386
45_R,-1.8646060198716639
47l_R,-0.3678734179581362
a47r_R,-0.19749857640614898
6r_R,-1.7789313635119675
IFJa_R,-1.3648492711608535
IFJp_R,-2.1688327950451467
IFSp_R,-0.9882553079280583
IFSa_R,-1.2075200931839993
p9-46v_R,-0.24788855316389816
46_R,0.10646350041617225
a9-46v_R,0.18710041269001407
9-46d_R,0.21205046777013695
9a_R,0.4879598934098217
10v_R,1.1667785422332626
a10p_R,0.37093847321916174
10pp_R,1.4007477378602957
11l_R,0.22065320912265562
13l_R,0.24152221411774433
OFC_R,0.8452373654756625
47s_R,0.4758023887991525
LIPd_R,-0.6292951187801606
6a_R,-0.9294062880178031
i6-8_R,0.061625049205118576
s6-8_R,-0.5459545430078234
43_R,-0.014710755684704365
OP4_R,-1.141597221965657
OP1_R,0.8551105589611067
OP2-3_R,1.5000955361254318
52_R,0.8094186406788995
RI_R,-1.1147024998201958
PFcm_R,-1.0088981063419904
PoI2_R,1.9071531952549474
TA2_R,-0.08698686217064149
FOP4_R,-0.21625666460099793
MI_R,0.9775728729393522
Pir_R,0.9010900760691354
AVI_R,0.3929806941462927
AAIC_R,0.40878132566807296
FOP1_R,1.1262802066022577
FOP3_R,0.874873967212175
FOP2_R,0.7954228748111287
PFt_R,-1.4200633844337707
AIP_R,-1.5390659557345585
EC_R,6.165516135084097
PreS_R,7.802450907650028
H_R,10.107355870814997
ProS_R,2.0927910360578976
PeEc_R,3.7960676037734378
STGa_R,-1.3078565795516863
PBelt_R,-2.3634272040397346
A5_R,-2.5437421924823918
PHA1_R,6.923142353599119
PHA3_R,5.448202981735518
STSda_R,0.3200971107575073
STSdp_R,-2.027517450199499
STSvp_R,-1.9279674712781094
TGd_R,0.1580781732648457
TE1a_R,0.23436008017742885
TE1p_R,0.019116698176737543
TE2a_R,1.3044363126475222
TF_R,2.640136807348229
TE2p_R,0.5567935311212587
PHT_R,-0.7869877875420201
PH_R,-1.75488856701652
TPOJ1_R,-2.2920780284670315
TPOJ2_R,-2.920456958372756
TPOJ3_R,-2.090554607620174
DVT_R,0.3064579944009852
PGp_R,-0.3183220153238665
IP2_R,-1.302806993778602
IP1_R,-0.8013003571956383
IP0_R,0.36249803066656405
PFop_R,-1.4306154366051387
PF_R,-0.74569623760143
PFm_R,-1.0761147958779376
PGi_R,-1.9912491417612894
PGs_R,-0.5094737054446179
V6A_R,-0.6841837498401493
VMV1_R,1.126660334138915
VMV3_R,-1.6023967937776296
PHA2_R,9.677092692980539
V4t_R,-3.4768713128833135
FST_R,-2.8719605600149487
V3CD_R,-0.23365814623250078
LO3_R,-0.682971125380581
VMV2_R,1.4219756017252876
31pd_R,1.5941643121383042
31a_R,-0.044477308420420046
VVC_R,1.5282835966219777
25_R,1.008201370776471
s32_R,1.5870596349112742
pOFC_R,0.9162235971099839
PoI1_R,2.9181085727689693
Ig_R,1.5600108055525166
FOP5_R,-0.4889867960713723
p10p_R,0.20883684845410788
p47r_R,-0.8339586057243863
TGv_R,1.3559647086006124
MBelt_R,-0.7396272769896727
LBelt_R,-1.9626508221019137
A4_R,-2.292620277758502
STSva_R,0.8056302396545775
TE1m_R,0.3399322338450061
PI_R,2.2768612102238666
a32pr_R,-0.31194155060522966
p24_R,0.3361105875832151
