region,loss
OFC_L,0.9909426181470057
47s_L,-0.23306206942443944
LIPd_L,-1.7825691508835186
6a_L,-1.028919624988242
i6-8_L,-1.56270950643935
s6-8_L,0.35518803870430743
43_L,-0.048081959628625964
OP4_L,1.1698772156214758
OP1_L,0.4440548616473018
OP2-3_L,1.3055235141015378
52_L,1.9882212783890842
RI_L,0.7037054233178014
PFcm_L,-0.8906353626994611
PoI2_L,2.3750619511096835
TA2_L,-0.03095339634675124
FOP4_L,-0.9653517418102301
MI_L,0.5380496629613261
Pir_L,0.6725743733557871
AVI_L,-0.2551050259872426
AAIC_L,-0.149109089812454
FOP1_L,-0.1261300740947195
FOP3_L,0.8618908017550373
FOP2_L,0.5240410509837865
PFt_L,-1.0216119901729077
AIP_L,-1.2459530004899253
EC_L,0.9405505157159432
PreS_L,0.20109273296948868
H_L,0.28893471721137526
ProS_L,0.03105410126353324
PeEc_L,1.2490730393889238
STGa_L,-1.8584266767893602
PBelt_L,1.6612993388565964
A5_L,-0.03873598607052552
PHA1_L,-0.03775691802005409
PHA3_L,-0.5441356244135337
STSda_L,0.35521922989041566
STSdp_L,0.27677703888585026
STSvp_L,-2.0099458931483767
TGd_L,-0.7788981730147143
TE1a_L,-0.3050193764742773
TE1p_L,-1.0973889973005706
TE2a_L,0.2196420643879937
TF_L,0.38292403967795835
TE2p_L,-0.3152304220233886
PHT_L,-1.2430166802405413
PH_L,-1.5892000256272127
TPOJ1_L,-1.131140794183439
TPOJ2_L,-2.788844563845204
TPOJ3_L,-2.4114146396754976
DVT_L,-0.6847351162928715
PGp_L,-0.9810533125196482
IP2_L,-2.4963633919819634
IP1_L,-2.4336122284129433
IP0_L,-1.4338912652380178
PFop_L,-1.2066172488346179
PF_L,-1.3129332140289074
PFm_L,-1.572504645743747
PGi_L,-2.2165672433594317
PGs_L,-1.3153603171687311
V6A_L,-0.6754134609514215
VMV1_L,-1.0471851958041507
VMV3_L,-1.2328436189020129
PHA2_L,-0.5016153145506802
V4t_L,-1.4053726152530517
FST_L,-2.1366874719122912
V3CD_L,-0.37692168620496214
LO3_L,-1.3983904996379928
VMV2_L,-1.1370609455286758
31pd_L,-1.8327893099551
31a_L,0.374068948868927
VVC_L,-1.5569213160937199
25_L,1.7043846248511079
s32_L,1.7549629314706636
pOFC_L,3.5699584715448376
PoI1_L,1.7786930222282709
Ig_L,0.8779162397648647
FOP5_L,-0.34695125540166133
p10p_L,-0.31897415973394044
p47r_L,-1.8637059554667401
TGv_L,0.964192294450014
MBelt_L,2.1782969631851095
LBelt_L,2.4127419628757676
A4_L,0.42727599389316606
STSva_L,-1.0307846287629487
TE1m_L,-1.026782150969005
PI_L,0.48410995996894135
a32pr_L,-1.2224810387818326
p24_L,3.041158503756746
V1_R,-0.4655106384986573
MST_R,-1.6640403061269646
V6_R,0.14650947789362867
V2_R,-0.3209379038045638
V3_R,-0.44692172367149946
V4_R,-0.8759717551350796
V8_R,-1.0910583868876005
4_R,-0.22099665896131132
3b_R,-0.17103617202596302
FEF_R,-0.13431865174067542
PEF_R,-1.2795596120823671
55b_R,-0.46089545206660454
V3A_R,-0.48300899250233725
RSC_R,1.0745795732912524
POS2_R,-1.1323160317790522
V7_R,-1.3100564947983018
IPS1_R,-1.3132701563927858
FFC_R,-1.0315716712209169
V3B_R,-0.5835005103673722
LO1_R,-1.3003643976981094
LO2_R,-1.147452900984598
PIT_R,-1.1455785193267423
MT_R,-2.081311891139129
A1_R,1.5798964050648112
PSL_R,-0.9578836177821115
SFL_R,-0.7788259730806382
PCV_R,-0.34651721205393404
STV_R,-1.1763229794777919
7Pm_R,-0.650694433069222
7m_R,-2.1060648296716
POS1_R,-0.9220488326240751
23d_R,0.20653521907387384
v23ab_R,-1.0402133921101802
d23ab_R,0.4575986784959897
31pv_R,1.3568844808103389
5m_R,-0.17542205720024706
5mv_R,-0.09178396251566552
23c_R,0.21783473275992193
5L_R,0.03936872510652853
24dd_R,0.2585077702124831
24dv_R,1.4851426670151817
7AL_R,-0.6555134468523678
SCEF_R,-0.4656137198001059
6ma_R,-0.34571338201617574
7Am_R,-0.21122728520926087
7Pl_R,-1.0497250808376977
7PC_R,-0.20494997143612703
LIPv_R,-0.8999720149852218
VIP_R,-0.6727219672540433
MIP_R,-1.3269308178272086
1_R,-0.18756295288829775
2_R,-0.4882871303193518
3a_R,-0.2702615301142743
6d_R,-0.31722250702937965
6mp_R,-0.7584081034721591
6v_R,-1.2965548290473954
p24pr_R,0.32431601881431493
33pr_R,0.3793766911936761
a24pr_R,-0.982394231870558
p32pr_R,-1.2198757068782349
a24_R,0.9468037306290733
d32_R,-0.09980525036365871
8BM_R,-1.5250124452639449
p32_R,0.7406124703339558
10r_R,1.638702766944545
47m_R,0.1041883437280423
8Av_R,-1.31455385543622
8Ad_R,-0.17983029519331972
9m_R,-0.769142634245551
8BL_R,-1.1226960649164344
9p_R,-0.46326732071657345
10d_R,-0.04250009792234361
8C_R,-1.8025838165923271
44_R,-1.9912675942652938
45_R,-1.6033294929302033
47l_R,-0.7012823398704399
a47r_R,0.8658032089005547
6r_R,-1.5736332826936112
IFJa_R,-2.3379447366081916
IFJp_R,-1.939199888120687
IFSp_R,-2.0449378034446863
IFSa_R,-1.0570092586845439
p9-46v_R,-1.4571889470009025
46_R,-0.6959968828635665
a9-46v_R,-0.08934495155721521
9-46d_R,-0.4204786343277259
9a_R,-0.5093604865482878
10v_R,1.321070165495675
a10p_R,0.7637669699209614
10pp_R,1.286647278521998
11l_R,0.5473389226508698
13l_R,0.9154209708206797
OFC_R,1.0906160990357219
47s_R,0.411608849809127
LIPd_R,-1.3402875838285353
6a_R,-0.5119036804912582
i6-8_R,-0.07358575141346481
s6-8_R,-0.5639659587485504
43_R,0.23503652903454256
OP4_R,0.5166219889122636
OP1_R,0.7909606347331836
OP2-3_R,0.8015641709548857
52_R,1.014571870463641
RI_R,-1.0459808952445362
PFcm_R,-0.7552188420699556
PoI2_R,1.4841107295143057
TA2_R,1.1276390515920476
FOP4_R,-0.09561245119707744
MI_R,-0.009010790885884504
Pir_R,1.488188620846733
AVI_R,0.4833648535221697
AAIC_R,0.9821381792033733
FOP1_R,0.9113675940611067
FOP3_R,0.4873989931728133
FOP2_R,0.8598369136069748
PFt_R,-0.45464343148317055
AIP_R,-1.2967799976319205
EC_R,0.6321498688903089
PreS_R,-0.2778785958838826
H_R,-0.13994325116359924
ProS_R,0.5879854400164595
PeEc_R,0.5571367506916669
STGa_R,-0.5949595892086111
PBelt_R,0.889007672905274
A5_R,0.37572931693050166
PHA1_R,-0.24670237671193757
PHA3_R,-0.6098805894651228
STSda_R,0.9008191393160386
STSdp_R,0.7587295339695473
STSvp_R,-0.1039553804726579
TGd_R,0.28070829869359665
TE1a_R,-0.5111265317627272
TE1p_R,0.4303391454933348
TE2a_R,0.49232092842726644
TF_R,0.455504871825373
TE2p_R,0.2373126599044869
PHT_R,-0.5825058873506549
PH_R,-1.855085402950368
TPOJ1_R,-0.638259364986665
TPOJ2_R,-2.5044129289043946
TPOJ3_R,-2.541843781255476
DVT_R,-0.4356537703105983
PGp_R,-1.8593922225936592
IP2_R,-1.7925854459594077
IP1_R,-0.9756356776343633
IP0_R,-1.1096657311129574
PFop_R,-1.1049511495008661
PF_R,-0.6884583319505894
PFm_R,-0.9943846051698445
PGi_R,-2.551335517634833
PGs_R,-1.208820384406023
V6A_R,-0.9248302050613016
VMV1_R,0.29337077786896704
VMV3_R,-0.7983293027689774
PHA2_R,-0.1573814114379786
V4t_R,-1.569464143179961
FST_R,-2.0215595111272706
V3CD_R,-0.8674602673122932
LO3_R,-1.0661162617059383
VMV2_R,-0.48321126770989997
31pd_R,0.5736629984092034
31a_R,0.27727781227903153
VVC_R,-0.9780722164901282
25_R,3.361746936849106
s32_R,1.381334667846246
pOFC_R,3.9392075077410427
PoI1_R,2.0945148350822396
Ig_R,0.4562685604590656
FOP5_R,-0.9167244957587143
p10p_R,0.22810556769257131
p47r_R,-0.3541367083371599
TGv_R,0.32494575398402104
MBelt_R,1.5805646088223655
LBelt_R,1.3415385837055207
A4_R,0.21028877260087447
STSva_R,0.1796699891598697
TE1m_R,0.3786924681157439
PI_R,2.175559390580597
a32pr_R,0.40736365148502285
p24_R,1.7348017669918878
