region,mk-limited
LIPv_R,0.5779244841400164
VIP_R,0.5486839419682797
MIP_R,0.560728463048006
1_R,0.5815354352338692
2_R,0.5841243721814855
3a_R,0.6399824940879348
6d_R,0.6024702500353578
6mp_R,0.6093599500541075
6v_R,0.5473783882652916
p24pr_R,0.5918180154643004
33pr_R,0.6163296882375561
a24pr_R,0.5839494751215942
p32pr_R,0.6084883503999492
a24_R,0.6060261530801244
d32_R,0.5896689148521974
8BM_R,0.5990813254178534
p32_R,0.6082130942673658
10r_R,0.6411126759977795
47m_R,0.666802978772644
8Av_R,0.5745180517237266
8Ad_R,0.5758437162345607
9m_R,0.5670862717864197
8BL_R,0.5497229899873993
9p_R,0.5414335149953873
10d_R,0.5490835218624441
8C_R,0.5866625521627371
44_R,0.5754990873716717
45_R,0.583219699597046
47l_R,0.5893570711142884
a47r_R,0.5800637827262757
6r_R,0.5696013522940506
IFJa_R,0.6051544145051041
IFJp_R,0.5928723197902918
IFSp_R,0.5937746726368747
IFSa_R,0.5762542053349313
p9-46v_R,0.57307092972851
46_R,0.5656896314912915
a9-46v_R,0.5706024289894351
9-46d_R,0.5572120384881357
9a_R,0.5324257220213333
10v_R,0.6537079158965917
a10p_R,0.5728462289103058
10pp_R,0.6193260507208802
11l_R,0.6368970146281387
13l_R,0.7050134161676043
OFC_R,0.7195674269982438
47s_R,0.6439288968127435
LIPd_R,0.57057771127869
6a_R,0.6016360437005536
i6-8_R,0.5929738711478486
s6-8_R,0.5700162868044109
43_R,0.5734128741977982
OP4_R,0.5720605568820715
OP1_R,0.605168013382285
OP2-3_R,0.6270507336479195
52_R,0.6147196388302353
RI_R,0.606361651562569
PFcm_R,0.5700930948816637
PoI2_R,0.591544925859641
TA2_R,0.5942717853691005
FOP4_R,0.6048698736878967
MI_R,0.5744033409644973
Pir_R,0.6554717481535889
AVI_R,0.6157519517415669
AAIC_R,0.6032621980290613
FOP1_R,0.6047421266662538
FOP3_R,0.5995899310966156
FOP2_R,0.6079125126836251
PFt_R,0.5395018676232773
AIP_R,0.5596716049666375
EC_R,0.7212946951784855
PreS_R,0.7184698743885474
H_R,0.6588667061690483
ProS_R,0.6560856465848124
PeEc_R,0.6785705358516245
STGa_R,0.5570681103519852
PBelt_R,0.596643205277145
A5_R,0.5591262974769372
PHA1_R,0.6621549132461116
PHA3_R,0.6275240430927036
STSda_R,0.5631389934071063
STSdp_R,0.5701973649589307
STSvp_R,0.5383471183877047
TGd_R,0.6283761318957201
TE1a_R,0.5638276962123246
TE1p_R,0.5447580463365274
TE2a_R,0.6024770804437545
TF_R,0.6638198344718513
TE2p_R,0.6201739112240955
PHT_R,0.53346113802199
PH_R,0.5631777435628061
TPOJ1_R,0.5562636740754889
TPOJ2_R,0.5559376867531349
TPOJ3_R,0.5540869611152406
DVT_R,0.589524161564
PGp_R,0.5355753379325969
IP2_R,0.5540443857189424
IP1_R,0.5515199818843005
IP0_R,0.558720132159588
PFop_R,0.539108876715421
PF_R,0.529526973583281
PFm_R,0.5374524498323259
PGi_R,0.5384240398180496
PGs_R,0.5323811453700042
V6A_R,0.5719263328819395
VMV1_R,0.663720016944004
VMV3_R,0.6259183756021414
PHA2_R,0.6313650680555999
V4t_R,0.5738658394370443
FST_R,0.5581969380844638
V3CD_R,0.5627738327640341
LO3_R,0.5622414055326862
VMV2_R,0.6289384302685745
31pd_R,0.5890642743391193
31a_R,0.5910512865175237
VVC_R,0.6463551131327047
25_R,0.6837858295850215
s32_R,0.679584958302586
pOFC_R,0.7105362628316008
PoI1_R,0.5884784727125488
Ig_R,0.6116674205237063
FOP5_R,0.6294361024020578
p10p_R,0.5624510253108757
p47r_R,0.5644432141325351
TGv_R,0.6669119680184173
MBelt_R,0.6566794025025673
LBelt_R,0.6262652644045861
A4_R,0.557739301373582
STSva_R,0.5652367056917891
TE1m_R,0.5543881764783716
PI_R,0.5931574256118973
a32pr_R,0.5927525840382973
p24_R,0.5773309504482159
