region,rtap
52_L,3957.470428547496
RI_L,4107.563767292809
PFcm_L,4146.255539323704
PoI2_L,3950.4769804859498
TA2_L,4126.855713181249
FOP4_L,4225.188618867407
MI_L,3890.584026145445
Pir_L,4309.960332585379
AVI_L,4057.579637178028
AAIC_L,3983.529151849361
FOP1_L,4230.18989787984
FOP3_L,4134.715703090725
FOP2_L,4322.528489562019
PFt_L,3933.0268574157903
AIP_L,4030.333894550473
EC_L,4501.281530556555
PreS_L,4366.037820591063
H_L,4095.9255236952263
ProS_L,4398.994504955902
PeEc_L,4340.568335417078
STGa_L,3858.1065518955375
PBelt_L,4049.5144612396666
A5_L,3919.4922348599407
PHA1_L,4334.417993225034
PHA3_L,4365.744421533884
STSda_L,3862.367327672855
STSdp_L,4009.422127804023
STSvp_L,3904.405386376328
TGd_L,4074.258309828745
TE1a_L,3882.000262165049
TE1p_L,3963.327623271303
TE2a_L,4152.839291956119
TF_L,4435.285681159019
TE2p_L,4306.928777068574
PHT_L,3948.9843472622633
PH_L,4074.586489694573
TPOJ1_L,4071.271223042106
TPOJ2_L,4012.2641476434414
TPOJ3_L,3944.330828855988
DVT_L,4263.480293908614
PGp_L,3963.928007901998
IP2_L,4034.780081688036
IP1_L,4055.779521191479
IP0_L,4156.440786054231
PFop_L,3911.217127004858
PF_L,3932.868031802993
PFm_L,3984.2151250786033
PGi_L,3992.44176202737
PGs_L,3951.319170263819
V6A_L,4080.4661450796007
VMV1_L,4371.199060107598
VMV3_L,4397.785174336808
PHA2_L,4274.675007848614
V4t_L,4054.112157870492
FST_L,4028.469410608053
V3CD_L,4025.670365036787
LO3_L,4048.7870316098783
VMV2_L,4311.056739391195
31pd_L,4238.3569133434985
31a_L,4298.846849081107
VVC_L,4371.126596937944
25_L,4663.654928538936
s32_L,4470.245955243481
pOFC_L,4496.671444277835
PoI1_L,3973.20092311984
Ig_L,4148.727393724524
FOP5_L,4294.213497363316
p10p_L,3710.98636381899
p47r_L,3763.030113170388
TGv_L,4309.238468628286
MBelt_L,4213.09565942716
LBelt_L,4046.612684489769
A4_L,3994.022733099991
STSva_L,3864.8027304275215
TE1m_L,3933.425000933815
PI_L,4062.233132056205
a32pr_L,4248.064257312855
p24_L,4077.1297246050735
V1_R,4054.377192558989
MST_R,4110.672886835719
V6_R,3886.360777370532
V2_R,4095.618184883243
V3_R,4125.299726907413
V4_R,4164.963592624328
V8_R,4210.090567334033
4_R,4456.54438903588
3b_R,3692.7505773177913
FEF_R,4219.615679744536
PEF_R,4032.246859748852
55b_R,4231.540363055796
V3A_R,4157.209230754087
RSC_R,4560.873814927031
POS2_R,4169.172611336007
V7_R,4282.170737167956
IPS1_R,4216.49299529768
FFC_R,4320.641318577527
V3B_R,4042.909107895156
LO1_R,4070.292038143552
LO2_R,4134.244846494796
PIT_R,4183.883401193086
MT_R,4097.961920287255
A1_R,4105.96831403686
PSL_R,3992.693157526861
SFL_R,4213.171909567418
PCV_R,4040.263198203737
STV_R,4070.543757986149
7Pm_R,3972.8477846267215
7m_R,4032.993538333252
POS1_R,4411.49547461153
23d_R,4137.203879326727
v23ab_R,4251.623574023078
d23ab_R,4279.532715214926
31pv_R,4156.454115916099
5m_R,4267.9418005037705
5mv_R,3973.3608173561065
23c_R,4092.590252652737
5L_R,4146.584104673006
24dd_R,4171.593600774855
24dv_R,4096.426619179971
7AL_R,4190.043127049449
SCEF_R,4110.403036758436
6ma_R,4315.440458510899
7Am_R,4054.580899994133
7Pl_R,4138.21435060322
7PC_R,4240.402126957436
LIPv_R,4280.780782219432
VIP_R,4224.426271920677
MIP_R,4195.008131885456
1_R,4298.092109823301
2_R,4323.54146301473
3a_R,4034.864995543837
6d_R,4235.589196836213
6mp_R,4205.209467357256
6v_R,4141.634612569128
p24pr_R,4039.886005763564
33pr_R,4305.12095394472
a24pr_R,3985.381356969371
p32pr_R,4058.6091640854456
a24_R,4018.357855976757
d32_R,3988.543100071312
8BM_R,4054.023021433896
p32_R,4015.944482395415
10r_R,4039.84123101974
47m_R,4106.313657058343
8Av_R,4191.722808279462
8Ad_R,4141.051959752734
9m_R,3895.99890739273
8BL_R,4076.114932469391
9p_R,3960.2763915034634
10d_R,3752.82841795592
8C_R,4242.674289629187
44_R,4134.311050184214
45_R,4047.74605680232
47l_R,4012.893336708608
a47r_R,3886.883157468695
6r_R,4039.3499136300384
IFJa_R,4176.716276465209
IFJp_R,4178.194095240038
IFSp_R,4071.117463840554
IFSa_R,3915.153205369986
p9-46v_R,4070.800070826028
46_R,3937.994736675552
a9-46v_R,3878.407880918438
9-46d_R,3903.6756551696353
9a_R,3841.9830578805286
10v_R,4086.624356844386
a10p_R,3858.2446325552255
10pp_R,4036.301295282477
11l_R,4172.106077974382
13l_R,4383.895173658498
OFC_R,4720.896847879481
47s_R,4252.989727785696
LIPd_R,4153.396330875389
6a_R,4191.917323587898
i6-8_R,4138.611297081703
s6-8_R,4269.824122231637
43_R,4178.339851728021
OP4_R,4147.719068356951
OP1_R,4276.239574101953
OP2-3_R,4324.508403991279
52_R,3959.861023159224
RI_R,4060.9945180136688
PFcm_R,4191.136032208731
PoI2_R,4250.252776617437
TA2_R,3871.03060403975
FOP4_R,4115.745588839546
MI_R,4101.320826547191
Pir_R,4292.350000683196
AVI_R,4246.615485755957
AAIC_R,4167.120095980522
FOP1_R,4166.583036746182
FOP3_R,4160.742657257515
FOP2_R,4176.537093265931
PFt_R,3980.489502694849
AIP_R,4146.457355799401
EC_R,4432.5059950297
PreS_R,4164.02346316493
H_R,4160.401197228708
ProS_R,4258.959771958858
PeEc_R,4419.297561746302
STGa_R,3950.951700849983
PBelt_R,3963.208698199461
A5_R,4180.954147154664
PHA1_R,4373.066841616579
PHA3_R,4310.283485544916
STSda_R,4187.272954452733
STSdp_R,4159.495489769224
STSvp_R,3902.7792140242495
TGd_R,4081.886846641554
TE1a_R,3970.76244046895
TE1p_R,4019.852103592517
TE2a_R,4129.86436480885
TF_R,4453.736575241675
TE2p_R,4268.639770949671
PHT_R,3989.2229736854497
PH_R,4132.212126944362
TPOJ1_R,4088.6588413253694
TPOJ2_R,4061.751797635313
TPOJ3_R,4081.470616130328
DVT_R,4031.9504757872746
PGp_R,4031.8666286604175
IP2_R,3983.1884536045513
IP1_R,3999.483626579732
IP0_R,3872.303877682293
PFop_R,4097.67353482654
PF_R,4109.075668721505
PFm_R,4075.9394636402
PGi_R,4046.819232066837
PGs_R,4079.8317807770536
V6A_R,4076.328223102834
VMV1_R,4341.474038389093
VMV3_R,4225.707062178033
PHA2_R,4374.857901451491
V4t_R,4098.249970429496
FST_R,4079.091280157675
V3CD_R,4042.727634118254
LO3_R,4047.798538503943
VMV2_R,4280.964108492266
31pd_R,4004.2552917107846
31a_R,4149.4448045387935
VVC_R,4387.4141145337135
25_R,4610.97864930139
s32_R,4423.606226274684
pOFC_R,4553.594254704651
PoI1_R,4247.812928494059
Ig_R,4380.104060854474
FOP5_R,4202.758637794725
p10p_R,3890.250381682904
p47r_R,3886.457826078669
TGv_R,4308.614584638591
MBelt_R,3930.674566792536
LBelt_R,4019.0706395061206
A4_R,4041.443089521996
STSva_R,3961.041017742791
TE1m_R,4017.7931846954098
PI_R,3862.348033321511
a32pr_R,4001.438120340643
p24_R,3943.070355022584
