region,rk-limited
PBelt_L,0.5923412576565694
A5_L,0.5722641863961468
PHA1_L,0.6421295109661045
PHA3_L,0.6121950389695108
STSda_L,0.5683132726665903
STSdp_L,0.5780857958922531
STSvp_L,0.5351924089492374
TGd_L,0.6115905255901253
TE1a_L,0.5566750014790852
TE1p_L,0.5468169281544284
TE2a_L,0.5902825465195198
TF_L,0.6523884071792123
TE2p_L,0.6102739896326409
PHT_L,0.5462658747884324
PH_L,0.5656558714491945
TPOJ1_L,0.5801634152952808
TPOJ2_L,0.5637699286009387
TPOJ3_L,0.5693031458840943
DVT_L,0.5816996955986815
PGp_L,0.5612749417660499
IP2_L,0.5576552574558452
IP1_L,0.5642756334620072
IP0_L,0.5611046114447893
PFop_L,0.5547374565707578
PF_L,0.556269211580335
PFm_L,0.5479578542202341
PGi_L,0.5592061812838544
PGs_L,0.5574776395135977
V6A_L,0.5809706536957912
VMV1_L,0.6420182705465732
VMV3_L,0.610753131380786
PHA2_L,0.606701840333826
V4t_L,0.5844091302375076
FST_L,0.5661189066569107
V3CD_L,0.5840924583137859
LO3_L,0.5756631494342987
VMV2_L,0.6173527481540825
31pd_L,0.5816767611949512
31a_L,0.5670658995066904
VVC_L,0.6288552212227848
25_L,0.6777288882406576
s32_L,0.6628520351949765
pOFC_L,0.6991969273337812
PoI1_L,0.5852810126597087
Ig_L,0.6257553671848978
FOP5_L,0.6239320548484848
p10p_L,0.5517340768814328
p47r_L,0.5490747773589024
TGv_L,0.6546634859209848
MBelt_L,0.6321505551373192
LBelt_L,0.6374314590080263
A4_L,0.5668398934749657
STSva_L,0.5467453827783981
TE1m_L,0.5522569625565388
PI_L,0.5860946407625862
a32pr_L,0.5774229864172994
p24_L,0.5597066741727597
V1_R,0.6500062589526739
MST_R,0.5964137972282254
V6_R,0.6079966220192605
V2_R,0.6363049945688546
V3_R,0.6196085997255016
V4_R,0.6085043576928891
V8_R,0.6192930110444115
4_R,0.6539624325001014
3b_R,0.641668738144127
FEF_R,0.603538899355303
PEF_R,0.5843582094079506
55b_R,0.5731829061001901
V3A_R,0.6056626599724522
RSC_R,0.6871183042376234
POS2_R,0.5951401525823071
V7_R,0.5832509174555909
IPS1_R,0.5674106501697185
FFC_R,0.6095869493221
V3B_R,0.5873468245121777
LO1_R,0.5879341268792803
LO2_R,0.5913403173303836
PIT_R,0.5959876521552234
MT_R,0.5869762924207963
A1_R,0.6491702730833375
PSL_R,0.5356682537372588
SFL_R,0.580653568524209
PCV_R,0.5822678955799391
STV_R,0.5610861815380368
7Pm_R,0.5651693193807896
7m_R,0.5874143577545831
POS1_R,0.6227386129314821
23d_R,0.6083800472602895
v23ab_R,0.622316740141446
d23ab_R,0.6091734367396402
31pv_R,0.5873631364815637
5m_R,0.635825963953253
5mv_R,0.602013345002764
23c_R,0.5712191419641164
5L_R,0.5733125553287572
24dd_R,0.6465000515874988
24dv_R,0.6165133394178576
7AL_R,0.5488060325476573
SCEF_R,0.630694737694756
6ma_R,0.5788767106204769
7Am_R,0.5584228248849332
7Pl_R,0.5566586431540685
7PC_R,0.5505457440754614
LIPv_R,0.5843354457240311
VIP_R,0.5537911459412537
MIP_R,0.5681230633676353
1_R,0.5793851735474791
2_R,0.5874584899089068
3a_R,0.63649620694119
6d_R,0.6022456491878221
6mp_R,0.6084969531751496
6v_R,0.5449321692801299
p24pr_R,0.5846475722092488
33pr_R,0.6167270852011246
a24pr_R,0.5765493884777573
p32pr_R,0.6054119124149479
a24_R,0.6014849387687566
d32_R,0.5938904040689448
8BM_R,0.6020255156740697
p32_R,0.6064005374470377
10r_R,0.6339045911894788
47m_R,0.6592182329206633
8Av_R,0.5721809890975769
8Ad_R,0.5737519027232327
9m_R,0.5702234357982143
8BL_R,0.5468738056391999
9p_R,0.5390185987423417
10d_R,0.5446334643490424
8C_R,0.584292351398002
44_R,0.5702733798508337
45_R,0.574836740790418
47l_R,0.5760172220474362
a47r_R,0.5706901720997595
6r_R,0.5652411548462514
IFJa_R,0.6016424954497799
IFJp_R,0.588409831988439
IFSp_R,0.5860722061032981
IFSa_R,0.5668936784255011
p9-46v_R,0.5669534404722707
46_R,0.56101192023712
a9-46v_R,0.5634625481662252
9-46d_R,0.5517878066515877
9a_R,0.5282304364487559
10v_R,0.642390220680192
a10p_R,0.5643925101910355
10pp_R,0.6084548153885686
11l_R,0.6258248558309986
13l_R,0.700131610536634
OFC_R,0.7189743171364493
47s_R,0.6319526560943839
LIPd_R,0.5746927570743507
6a_R,0.6015744931412805
i6-8_R,0.592069966290377
s6-8_R,0.5662908861489018
43_R,0.5686830259883622
OP4_R,0.5768196554538252
OP1_R,0.60491194798195
OP2-3_R,0.6227003671701364
52_R,0.6038320838520419
RI_R,0.5988512765151633
PFcm_R,0.5739162532179993
PoI2_R,0.5820735996679809
TA2_R,0.5864117254188733
FOP4_R,0.5974443766022185
MI_R,0.5649217148908697
Pir_R,0.650983091957921
AVI_R,0.6072268087749112
AAIC_R,0.598811907843974
FOP1_R,0.5996474247829515
FOP3_R,0.5922484914837145
FOP2_R,0.6037882843220936
PFt_R,0.5442038638084445
AIP_R,0.5620012188886501
EC_R,0.7231013330928042
PreS_R,0.7199539208975894
H_R,0.6440390574898797
ProS_R,0.6440008536269395
PeEc_R,0.6624234785428007
STGa_R,0.5438322276276244
PBelt_R,0.5917666871865809
A5_R,0.5570930966513663
PHA1_R,0.646778033503099
PHA3_R,0.6118531875577777
STSda_R,0.549630999272036
STSdp_R,0.5642633244069966
STSvp_R,0.5414635996548303
TGd_R,0.6153784861831216
TE1a_R,0.5548455822054964
TE1p_R,0.5464812622873344
TE2a_R,0.590139467908249
TF_R,0.651036944646697
TE2p_R,0.6170571775043456
PHT_R,0.5412589229733658
PH_R,0.5693388376337062
TPOJ1_R,0.5624022016282932
TPOJ2_R,0.5668164671378167
TPOJ3_R,0.5633599507420288
DVT_R,0.5948395352796851
PGp_R,0.5485708694342408
IP2_R,0.5578842550025329
IP1_R,0.5572574361566347
IP0_R,0.5686199209294056
PFop_R,0.5462576219432193
PF_R,0.5369679341313638
PFm_R,0.5458144549485563
PGi_R,0.5465786456744546
PGs_R,0.5403078750118867
V6A_R,0.5827099886902758
VMV1_R,0.6505043388382207
VMV3_R,0.6195068388356813
PHA2_R,0.6091269271990714
V4t_R,0.5859522974505524
FST_R,0.5677177873513306
V3CD_R,0.5772734938677798
LO3_R,0.57528802902602
VMV2_R,0.6193151406582237
31pd_R,0.5845101326821316
31a_R,0.5886924359069309
VVC_R,0.63357139298182
25_R,0.6651742540885301
s32_R,0.6648039791284026
pOFC_R,0.7016379686706877
PoI1_R,0.5746680195712264
Ig_R,0.6029676304351457
FOP5_R,0.6248722435516463
p10p_R,0.5555395090490989
p47r_R,0.5551539361265561
TGv_R,0.6511702273773866
MBelt_R,0.6473948607871
LBelt_R,0.6140624040714793
A4_R,0.5559926380258948
STSva_R,0.5539069796283557
TE1m_R,0.5502257769180212
PI_R,0.5826913949812158
a32pr_R,0.5935817753334725
p24_R,0.5785792516747944
