region,myl
23c_R,0.8584875824421152
5L_R,0.8872747566631374
24dd_R,0.8998188863544723
24dv_R,0.8497368306893709
7AL_R,0.8842962544275584
SCEF_R,0.8460271086180271
6ma_R,0.8639800503979045
7Am_R,0.8622182343579012
7Pl_R,0.9020414466597632
7PC_R,0.8980262814122459
LIPv_R,0.9332059934579516
VIP_R,0.9123149864014396
MIP_R,0.9090548287177054
1_R,0.9643615780628356
2_R,0.9207288576041036
3a_R,0.9860928874267076
6d_R,0.9420142133325646
6mp_R,0.9111677539214612
6v_R,0.8887758413583622
p24pr_R,0.8236384805397237
33pr_R,0.7976598669604276
a24pr_R,0.8097896464475236
p32pr_R,0.8150406340588482
a24_R,0.7830651275783506
d32_R,0.792235046958724
8BM_R,0.8135035052111979
p32_R,0.7890519751834175
10r_R,0.798651378473898
47m_R,0.8680492963073696
8Av_R,0.8581572638218209
8Ad_R,0.8383102380519387
9m_R,0.7907521476632347
8BL_R,0.8303955426652414
9p_R,0.8146619471856524
10d_R,0.8075676822202194
8C_R,0.8578619093999147
44_R,0.8466247344535054
45_R,0.8451808412361351
47l_R,0.8308085141648427
a47r_R,0.7997756029018666
6r_R,0.8405439605625404
IFJa_R,0.8912001097699638
IFJp_R,0.8797538170809761
IFSp_R,0.8755623928602111
IFSa_R,0.8386488490273147
p9-46v_R,0.8461464865446124
46_R,0.8200357713830371
a9-46v_R,0.8275656902823159
9-46d_R,0.8175289607027064
9a_R,0.812868208695882
10v_R,0.7834909043393752
a10p_R,0.80166653908435
10pp_R,0.7945856195317156
11l_R,0.7893549091486267
13l_R,0.8092729951136
OFC_R,0.7833802893817525
47s_R,0.8535353375126484
LIPd_R,0.9173599864920896
6a_R,0.8738578320465498
i6-8_R,0.8658532550468803
s6-8_R,0.8466912844934773
43_R,0.8632817573679574
OP4_R,0.8590297851139322
OP1_R,0.8998104104309512
OP2-3_R,0.8987626899214731
52_R,0.893997917444835
RI_R,0.9333204699080137
PFcm_R,0.8871804004676409
PoI2_R,0.8716181938948284
TA2_R,0.833020616873613
FOP4_R,0.8121652662969434
MI_R,0.837135608822652
Pir_R,0.9143696337987146
AVI_R,0.8545345709437013
AAIC_R,0.8204507160488781
FOP1_R,0.8238210543468352
FOP3_R,0.8238875468395597
FOP2_R,0.8344359629620138
PFt_R,0.861748867116334
AIP_R,0.8918776498405029
EC_R,0.874757766500071
PreS_R,1.022561450179441
H_R,0.8656048296518064
ProS_R,0.9304705275473184
PeEc_R,0.8073310366414437
STGa_R,0.7867347950251107
PBelt_R,0.935740645470555
A5_R,0.8624848740481612
PHA1_R,0.8901828492002445
PHA3_R,0.8497169485577779
STSda_R,0.8161132624692443
STSdp_R,0.8666896642051923
STSvp_R,0.8377629379074688
TGd_R,0.7716938555758897
TE1a_R,0.7790294249330657
TE1p_R,0.8371821749566151
TE2a_R,0.78995596367935
TF_R,0.8160925526628444
TE2p_R,0.8393584809868895
PHT_R,0.8547573849432253
PH_R,0.8724576303492255
TPOJ1_R,0.8884922097035618
TPOJ2_R,0.8950031240780886
TPOJ3_R,0.8936996123707504
DVT_R,0.9167834176529416
PGp_R,0.878425833653003
IP2_R,0.8869852551258143
IP1_R,0.9015558051168622
IP0_R,0.8864483530541754
PFop_R,0.8604924675396748
PF_R,0.854266127856205
PFm_R,0.8719532297147636
PGi_R,0.8639916669519285
PGs_R,0.8819106245249961
V6A_R,0.9480478111691548
VMV1_R,0.957284850859626
VMV3_R,0.9262890251053826
PHA2_R,0.8381539817030268
V4t_R,0.9207014306589598
FST_R,0.8909776210664939
V3CD_R,0.9139495756267344
LO3_R,0.9094123691225906
VMV2_R,0.9055276045833652
31pd_R,0.8698945145786954
31a_R,0.8667593159388098
VVC_R,0.9128149351861132
25_R,0.8035941712904584
s32_R,0.7715709354933913
pOFC_R,0.888688174580615
PoI1_R,0.8598349276171644
Ig_R,0.9124599934822925
FOP5_R,0.8382362356237376
p10p_R,0.8165224952217982
p47r_R,0.8155830362011428
TGv_R,0.7829324608105669
MBelt_R,0.9516396979812788
LBelt_R,0.9931561345124692
A4_R,0.9023672691514572
STSva_R,0.810356409302637
TE1m_R,0.8119076907169009
PI_R,0.7893302648854381
a32pr_R,0.7938296058078013
p24_R,0.8022035667314915
