,F3
MI_R,1.4571234111973876
Pir_R,1.2044481979252566
AVI_R,1.1714291886178998
AAIC_R,1.9277718560694064
FOP1_R,0.8611069180782401
FOP3_R,1.2960696426096123
FOP2_R,0.7926338889351755
PFt_R,-0.8192584822310676
AIP_R,-0.8559355103978432
EC_R,0.8748335292389771
PreS_R,0.7007456148381543
H_R,1.661378682535451
ProS_R,0.4557933897275267
PeEc_R,0.4543936376045156
STGa_R,0.6587395632764501
PBelt_R,-0.48316742893742676
A5_R,-0.7178461263792816
PHA1_R,0.42129149911662467
PHA3_R,0.2500754122316732
STSda_R,0.13756559011177677
STSdp_R,-0.2487343296743511
STSvp_R,-0.5158375287430087
TGd_R,0.7218324980770597
TE1a_R,0.3259983709546557
TE1p_R,-0.8649996922716059
TE2a_R,-0.16712982820631692
TF_R,-0.4585522087331112
TE2p_R,-0.806557690918089
PHT_R,-0.991090687986242
PH_R,-0.8812070099795987
TPOJ1_R,-0.8677836379235463
TPOJ2_R,-0.9592499450979755
TPOJ3_R,-0.8463472599910764
DVT_R,-0.6679277748595355
PGp_R,-1.2330398582837383
IP2_R,-0.8192237675932768
IP1_R,-1.0840404140583921
IP0_R,-1.3367195241385847
PFop_R,-0.7633178705701748
PF_R,-1.1062414123221898
PFm_R,-1.1579470652601667
PGi_R,-1.0732534339348603
PGs_R,-1.183664737627945
V6A_R,-1.114387538231087
VMV1_R,-0.04061988891697292
VMV3_R,-0.4972597491685703
PHA2_R,0.09274688458118785
V4t_R,-1.5499935953235342
FST_R,-0.8718409063665892
V3CD_R,-1.46108231946975
LO3_R,-1.3409374772156135
VMV2_R,-0.15307707299097145
31pd_R,-0.48468464623354857
31a_R,-0.3685384154111957
VVC_R,-0.5717052288644793
25_R,1.6927871673457553
s32_R,1.86663034632556
pOFC_R,0.21573636048386743
PoI1_R,1.2357852248600076
Ig_R,0.559558038740363
FOP5_R,0.9309802311395133
p10p_R,1.7521388092318595
p47r_R,0.8712799459082124
TGv_R,0.2856626165542008
MBelt_R,0.5838538071064124
LBelt_R,-0.3157159571254401
A4_R,-0.558841163681157
STSva_R,0.4957603066142221
TE1m_R,-0.18221868848590922
PI_R,1.713316682209795
a32pr_R,1.430512378113657
p24_R,2.3303856336298963
