region,MOR
46_L,0.0579665794424738
a9-46v_L,-0.2800577739804466
9-46d_L,0.7795885535639092
9a_L,-0.3937646815916925
10v_L,0.6540641642623539
a10p_L,0.3706786435559301
10pp_L,-0.5662883398276474
11l_L,0.5359527889247266
13l_L,0.8909245758236392
OFC_L,1.147913301940206
47s_L,0.6067397985689515
LIPd_L,-0.2470193943625222
6a_L,0.594066302946488
i6-8_L,0.3759849440016787
s6-8_L,-0.1510549421659174
43_L,-0.2028330967591652
OP4_L,-0.3173647583204995
OP1_L,0.4690790646317996
OP2-3_L,0.0381695672322384
52_L,-0.1731324229335428
RI_L,-0.3970406171296062
PFcm_L,0.8208698544761631
PoI2_L,1.1516172291361433
TA2_L,0.6652357506988297
FOP4_L,0.9524442169840024
MI_L,2.0789662775318547
Pir_L,0.697455959732469
AVI_L,1.5942202414223097
AAIC_L,1.228569745464525
FOP1_L,1.056078363692578
FOP3_L,1.243314511508829
FOP2_L,0.2341587367310075
PFt_L,0.70723103952824
AIP_L,0.3649533729485527
EC_L,0.4499760777300997
PreS_L,-1.4817593889474243
H_L,-0.945567167600954
ProS_L,-1.8751885891317157
PeEc_L,1.0383215871968845
STGa_L,-0.1883190614781712
PBelt_L,-0.1150812961604768
A5_L,-0.5129021046260633
PHA1_L,-0.3721002665936212
PHA3_L,0.048312704128808
STSda_L,1.0361418149466366
STSdp_L,0.2517672527917787
STSvp_L,0.8804471624982134
TGd_L,0.4295570724817252
TE1a_L,-0.6099686235091211
TE1p_L,-0.6765276347202687
TE2a_L,0.1601884614658099
TF_L,0.6105708475188023
TE2p_L,0.2952819254478278
PHT_L,-0.7148145414715611
PH_L,-0.1866620790607092
TPOJ1_L,0.3341401052957491
TPOJ2_L,-0.110213534223615
TPOJ3_L,0.1184225785180827
DVT_L,-1.3260863274853294
PGp_L,-1.484262938813957
IP2_L,0.2858747521859053
IP1_L,-0.1068148901642352
IP0_L,-0.6105080368318644
PFop_L,-0.4922655901239838
PF_L,-0.7687877804411872
PFm_L,-0.9595380853820448
PGi_L,-0.1676522575592224
PGs_L,-1.4349230948452223
V6A_L,-2.0452512066216766
VMV1_L,-0.8290386658896067
VMV3_L,-1.0760681290413576
PHA2_L,-0.2740547366047764
V4t_L,-1.378698685853067
FST_L,-0.2628953104516791
V3CD_L,-1.7004898466953489
LO3_L,-0.8787096894397682
VMV2_L,-1.418175755495263
31pd_L,-0.6857102973655125
31a_L,1.1498718370790049
VVC_L,-0.0119192379047438
25_L,1.7348103885872768
s32_L,1.0129748161337817
pOFC_L,1.73009532706145
PoI1_L,1.1567825463453347
Ig_L,0.8073882582911464
FOP5_L,0.3938735667354486
p10p_L,-0.4938500301902936
p47r_L,0.5812302656182939
TGv_L,0.2511729235284281
MBelt_L,-0.3729455453916941
LBelt_L,-0.6904527441604607
A4_L,-1.354976238206922
STSva_L,1.1875425817344147
TE1m_L,-0.3597152184535769
PI_L,0.9070016721570306
a32pr_L,1.500289448621997
p24_L,2.322052728663196
V1_R,-2.3211182232080496
MST_R,-0.439016075382277
V6_R,-1.6220773591291748
V2_R,-2.1641710618234447
V3_R,-2.102659429144973
V4_R,-1.9549630842228305
V8_R,-1.4600896853197507
4_R,-0.9856774606718792
3b_R,-1.261854379437193
FEF_R,0.211261468919723
PEF_R,0.4644096508613924
55b_R,-0.1376575741084792
V3A_R,-2.229722670681313
RSC_R,-0.5842262432129648
POS2_R,-0.8156410366201492
V7_R,-1.4586053707248114
IPS1_R,-0.7450187139116742
FFC_R,-0.027581623417762
V3B_R,-1.6842157450928064
LO1_R,-1.420022910160373
LO2_R,-1.604603311873576
PIT_R,-1.331649755486571
MT_R,-0.3525321091481406
A1_R,-0.5730685601141364
PSL_R,0.3340837969834856
SFL_R,-0.450522887923765
PCV_R,0.3606418764993938
STV_R,0.5828755065385831
7Pm_R,-0.2500606528961996
7m_R,0.3709998968259941
POS1_R,-0.4687316723838983
23d_R,1.4783065566367712
v23ab_R,-0.195336326456443
d23ab_R,1.1496685618643911
31pv_R,0.7192607205056307
5m_R,-1.0924758641569925
5mv_R,-0.0333199295282668
23c_R,0.8522044429524721
5L_R,-1.4153632978518638
24dd_R,0.4602804111407741
24dv_R,1.4307589145302668
7AL_R,-0.7575847705036481
SCEF_R,0.6158830608398617
6ma_R,0.2086459778812503
7Am_R,-0.5560324441046693
7Pl_R,-1.5841890929991214
7PC_R,-0.8792893084199912
LIPv_R,-0.4613852740069308
VIP_R,-0.8639375022274987
MIP_R,-0.83719348723372
1_R,-1.5032024109306383
2_R,-0.3476897362948815
3a_R,-1.395214363997256
6d_R,-0.619238194077478
6mp_R,-0.0779676353385609
6v_R,0.0535065046858031
p24pr_R,2.135078647183931
33pr_R,1.6467134482384047
a24pr_R,2.636870417864739
p32pr_R,1.701532837506622
a24_R,2.507640746479002
d32_R,2.0144894272996945
8BM_R,1.0211530076786135
p32_R,1.657875622415956
10r_R,1.6133253897357236
47m_R,0.5881929883059146
8Av_R,0.3636910049267762
8Ad_R,0.8506705918315626
9m_R,0.581202976424063
8BL_R,-0.0268102667570405
9p_R,0.7229092706080162
10d_R,-0.7804166290744342
8C_R,0.5665647520120783
44_R,0.7545865516158422
45_R,0.5026144579631957
47l_R,0.4716257567640923
a47r_R,0.438747841765969
6r_R,0.906348308542059
IFJa_R,-0.0961282627013528
IFJp_R,-0.3890191856663867
IFSp_R,0.2888758353282611
IFSa_R,0.6396382425363251
p9-46v_R,0.5586020932001909
46_R,0.978599393539498
a9-46v_R,0.6970337844434047
9-46d_R,0.853344788571392
9a_R,0.0890600132259426
10v_R,0.6463458696162142
a10p_R,0.2572004625427594
10pp_R,-0.3863888872772589
11l_R,0.7495923258035619
13l_R,1.3324750373781709
OFC_R,1.3928465098116385
47s_R,0.9403989895761408
LIPd_R,-0.7461280362019689
6a_R,0.4646507846959911
i6-8_R,0.2553600478800922
s6-8_R,0.3215924738745696
43_R,0.67595246025753
OP4_R,0.2847665629380816
OP1_R,0.3446569118544058
OP2-3_R,-0.2749861399908139
52_R,-0.1954127171727519
RI_R,-0.5132094727859096
PFcm_R,0.2627188147534809
PoI2_R,1.6769278884264416
TA2_R,0.1844269835016685
FOP4_R,1.4823724403854357
MI_R,2.1606512670065903
Pir_R,1.0070703430770478
AVI_R,1.046085307803362
AAIC_R,1.882343382929148
FOP1_R,1.437711047916686
FOP3_R,0.8752008545383961
FOP2_R,0.7720559743007497
PFt_R,0.5265930173064408
AIP_R,0.0607619704068427
EC_R,-0.3465822142050522
PreS_R,-1.7591717579216095
H_R,-1.1896708634839035
ProS_R,-1.2583733307718803
PeEc_R,0.1374636806535784
STGa_R,0.5535090301628159
PBelt_R,-0.1888854963538483
A5_R,0.217144087802471
PHA1_R,-1.1542192593309923
PHA3_R,0.0186012161541248
STSda_R,0.9216452600908834
STSdp_R,-0.0218949825937842
STSvp_R,0.9154765415383492
TGd_R,0.3339228490253549
TE1a_R,0.6536531940135983
TE1p_R,0.4435233597145875
TE2a_R,0.7277936171443733
TF_R,0.5410758364184527
TE2p_R,0.5600055001618267
PHT_R,0.3534197760403667
PH_R,-0.1121716596905457
TPOJ1_R,0.2655124933254054
TPOJ2_R,0.3383263843509074
TPOJ3_R,0.0072283839491279
DVT_R,-1.1031331198129934
PGp_R,-0.6407887812570011
IP2_R,0.1883149712358113
IP1_R,-0.4685044447809844
IP0_R,-0.6346122234858634
PFop_R,0.7825945094503428
PF_R,0.1161244925218784
PFm_R,-0.2332629171428851
PGi_R,0.2797492638720635
PGs_R,-0.5243081500425203
V6A_R,-1.9049111930560887
VMV1_R,-1.2300840399467408
VMV3_R,-0.9383136366578652
PHA2_R,-0.2719591509715909
V4t_R,-0.9760454355185628
FST_R,-0.4025765582567542
V3CD_R,-1.2891470402943024
LO3_R,-0.5025936056678625
VMV2_R,-1.176723170419029
31pd_R,-0.0759668219968595
31a_R,1.1012201933579835
VVC_R,-0.1376166280086674
25_R,1.8095604830545775
s32_R,2.2283631593041053
pOFC_R,1.7337593543539294
PoI1_R,1.1741202017087808
Ig_R,0.1959251295315125
FOP5_R,0.205574268536554
p10p_R,0.5219167855459428
p47r_R,0.7859274579679298
TGv_R,0.2046185470518749
MBelt_R,-0.3024409949899119
LBelt_R,-0.8299688679494288
A4_R,-0.429830629524842
STSva_R,0.8021228354386005
TE1m_R,0.5728542811477318
PI_R,0.902036114054687
a32pr_R,2.104563703566144
p24_R,2.65715312133459
