region,DAT
TGd_L,-0.1973651770331694
TE1a_L,-1.2028261149883768
TE1p_L,-1.0782540685361204
TE2a_L,-0.4625408652532398
TF_L,0.7816420273599208
TE2p_L,0.1607950915295794
PHT_L,-1.2814176352037832
PH_L,-0.106024458635642
TPOJ1_L,0.3140276553280835
TPOJ2_L,-0.6184448189830678
TPOJ3_L,-0.0676727405412032
DVT_L,-0.0603595156691251
PGp_L,-1.877490628911656
IP2_L,-0.0611981851741599
IP1_L,-0.2081190674284247
IP0_L,-0.1216743198697937
PFop_L,-1.1444108296094846
PF_L,-1.5124885659158245
PFm_L,-1.851300261405588
PGi_L,-0.6854440136747495
PGs_L,-2.3063909798252107
V6A_L,-2.643071677185697
VMV1_L,0.5019643400415689
VMV3_L,0.6769910538147448
PHA2_L,1.1517711754147777
V4t_L,-1.1463921089325873
FST_L,0.0389715979109992
V3CD_L,-1.059858030656872
LO3_L,-0.950669783756099
VMV2_L,0.5916629816509849
31pd_L,0.7596136303365745
31a_L,0.6208663250780087
VVC_L,0.7096156844583728
25_L,2.2829525949227376
s32_L,0.913282046735444
pOFC_L,2.2288988133572856
PoI1_L,1.4989714533367002
Ig_L,1.3508525935886315
FOP5_L,1.145841756433512
p10p_L,-1.60985586768218
p47r_L,-0.5850521605242776
TGv_L,-0.3883275491915383
MBelt_L,0.8096089683468307
LBelt_L,0.682855993225339
A4_L,-1.5894924313072138
STSva_L,0.6371209843841578
TE1m_L,-0.8932080393269499
PI_L,0.8748932877469018
a32pr_L,0.7452185985662635
p24_L,0.7726295615877595
V1_R,0.0900484117679116
MST_R,0.6247696386407668
V6_R,0.0872696760432413
V2_R,-0.0704651688316918
V3_R,-0.2928455618909303
V4_R,-0.0194947410524493
V8_R,0.6093833290095477
4_R,-0.3771392788344605
3b_R,-0.1933419162509492
FEF_R,-0.2398464483729853
PEF_R,0.400691289777115
55b_R,-0.6445464280537583
V3A_R,-1.2710199393156556
RSC_R,0.5683241153698005
POS2_R,-0.1119308222458054
V7_R,-0.7199787684932419
IPS1_R,0.0300455316469705
FFC_R,0.6046273726434671
V3B_R,0.5149188981386319
LO1_R,-0.2356746022473701
LO2_R,-0.4494367427362135
PIT_R,-0.1933562180369933
MT_R,-0.0872058037125054
A1_R,1.054177600857922
PSL_R,-0.5256965423238387
SFL_R,-2.078101314824769
PCV_R,0.0759235697460871
STV_R,0.1314382475845081
7Pm_R,-0.5831227905553662
7m_R,0.4944845360555911
POS1_R,0.6165981510175799
23d_R,0.7430114952638593
v23ab_R,0.6410652859916569
d23ab_R,0.7314753745857653
31pv_R,0.7609071749390212
5m_R,-0.8005697403809494
5mv_R,-0.0684309652565181
23c_R,0.5818214012703499
5L_R,-2.382895394935709
24dd_R,0.4089166364956509
24dv_R,0.5808938534879751
7AL_R,-1.651631511821812
SCEF_R,-0.3835887672271764
6ma_R,-1.291486191678143
7Am_R,-1.416939399300951
7Pl_R,-2.4134165392139177
7PC_R,-1.458864207669411
LIPv_R,-0.1909654151894946
VIP_R,-1.60725770306673
MIP_R,-1.0087255446070098
1_R,-1.3432758654280148
2_R,0.0492715696470073
3a_R,0.3090158129646509
6d_R,-1.0000263253029684
6mp_R,-0.8702805583467647
6v_R,-0.5718818855136528
p24pr_R,0.7266622379492442
33pr_R,0.8687653949314043
a24pr_R,0.7325726760917679
p32pr_R,0.5915479562249936
a24_R,0.8700328968946397
d32_R,0.4897100164917075
8BM_R,-0.3084124870383958
p32_R,0.588778654564322
10r_R,0.6219946331625055
47m_R,0.211658672233653
8Av_R,-0.8742362516033998
8Ad_R,0.0421154401799018
9m_R,-0.7837805638324742
8BL_R,-1.705112542635662
9p_R,-0.7301766852176576
10d_R,-1.8771992796561665
8C_R,0.2182589084294192
44_R,0.1464524752296795
45_R,0.1911260707653123
47l_R,-0.0552682611742704
a47r_R,-0.9006482724220731
6r_R,0.5688954145837432
IFJa_R,0.9412749030085102
IFJp_R,1.0509246958085905
IFSp_R,0.382011286889065
IFSa_R,0.0909865508752732
p9-46v_R,-0.378805676769719
46_R,-0.3822036886716498
a9-46v_R,-0.6758553847546659
9-46d_R,-0.3231760448439274
9a_R,-1.3426870053785354
10v_R,-0.7283624133357803
a10p_R,-1.3251666892281564
10pp_R,-1.7401328270425025
11l_R,-0.1942512630594902
13l_R,0.8752040408002034
OFC_R,0.1647701015578919
47s_R,0.7393857093032156
LIPd_R,0.3530581226788792
6a_R,0.3845632027714434
i6-8_R,-0.7797568247090091
s6-8_R,-1.1985670293206991
43_R,0.3756643466548549
OP4_R,0.267633725430549
OP1_R,1.050212117136519
OP2-3_R,1.2567010814966018
52_R,1.723387752403528
RI_R,0.8948390273602115
PFcm_R,0.8568134125553137
PoI2_R,2.2405979640535456
TA2_R,0.16493146696706
FOP4_R,1.525764125459914
MI_R,2.4550627652563035
Pir_R,1.7918447994095463
AVI_R,1.940492441972904
AAIC_R,1.7690297202711758
FOP1_R,1.159715094290088
FOP3_R,2.563342358752709
FOP2_R,1.544233997246459
PFt_R,0.12960657031974
AIP_R,0.4174418669382323
EC_R,0.7847892035228878
PreS_R,0.918504328927752
H_R,1.4008050288193583
ProS_R,0.41085143672607
PeEc_R,0.4998896370478909
STGa_R,-0.0761960800237626
PBelt_R,0.5557055928863387
A5_R,0.2602106558419346
PHA1_R,0.4935922300938509
PHA3_R,0.8824674452409135
STSda_R,0.8395000848348171
STSdp_R,1.1005157084642694
STSvp_R,0.6653020776919903
TGd_R,-0.0807173042402956
TE1a_R,0.2113633753849829
TE1p_R,0.0788723696024681
TE2a_R,0.3570573448750209
TF_R,0.7821285215327844
TE2p_R,0.645039975744592
PHT_R,-0.0605265584302487
PH_R,0.3665603471101517
TPOJ1_R,0.6143149625423032
TPOJ2_R,0.1552284379329123
TPOJ3_R,0.5047892255027118
DVT_R,-0.0899951286809697
PGp_R,-0.971261317542227
IP2_R,0.0708456595077481
IP1_R,-0.4875820674510553
IP0_R,0.0640423754764013
PFop_R,-0.0527890200389358
PF_R,-0.7726810128712142
PFm_R,-1.119255044823478
PGi_R,-0.2873005826212998
PGs_R,-1.2883956413732855
V6A_R,-2.2466827996491654
VMV1_R,0.4559891037713223
VMV3_R,0.6044550073449536
PHA2_R,0.984610668854222
V4t_R,-0.139952725835394
FST_R,0.2096179324246335
V3CD_R,-0.1326808855927384
LO3_R,-0.1806517658794179
VMV2_R,0.5484064061130777
31pd_R,0.7025222528381256
31a_R,0.5183686005387872
VVC_R,0.623633205601244
25_R,2.6823634018642637
s32_R,1.070338795288496
pOFC_R,2.222791078120274
PoI1_R,2.563173808597528
Ig_R,1.6910696760361987
FOP5_R,1.279904666802626
p10p_R,-0.5319800020544315
p47r_R,-0.393214312886126
TGv_R,-0.0645760958752475
MBelt_R,1.15272304130279
LBelt_R,0.8893327376205242
A4_R,-0.2279121260984744
STSva_R,0.661808340844355
TE1m_R,0.2083205456730427
PI_R,1.4757007203267136
a32pr_R,0.697591737234858
p24_R,0.6913587466398651
