region,5HT1b
11l_L,-0.180576797568349
13l_L,-0.2593230282679042
OFC_L,-0.638574881964471
47s_L,-0.8628519406438797
LIPd_L,-0.0553941948767769
6a_L,0.6652225732807215
i6-8_L,0.9107500493982894
s6-8_L,-0.0991588194421337
43_L,0.7396961952311267
OP4_L,0.5572170767637138
OP1_L,0.5431796319014788
OP2-3_L,-0.6112950846083481
52_L,-0.9974387326015756
RI_L,-1.2906439850055256
PFcm_L,0.9227912226535576
PoI2_L,0.1574253856194651
TA2_L,-0.8911232030657902
FOP4_L,1.2118520109322954
MI_L,1.673335796631633
Pir_L,-0.7700735982650274
AVI_L,0.5853753956194956
AAIC_L,0.8360813593221582
FOP1_L,1.3019288716074195
FOP3_L,-0.3289144495708829
FOP2_L,-0.41573378423743
PFt_L,0.8043130456568718
AIP_L,-0.0713176977750535
EC_L,-2.3573562557459207
PreS_L,-2.8351690505351845
H_L,-2.287666897232185
ProS_L,-0.4564256931860104
PeEc_L,-1.558583737024822
STGa_L,-1.9010484441360525
PBelt_L,0.6518275786444089
A5_L,-0.5887372177988334
PHA1_L,-2.261905547548245
PHA3_L,-1.3187545956706723
STSda_L,-0.4095266201411507
STSdp_L,0.1983253090566548
STSvp_L,0.801906486953072
TGd_L,-1.9633483432587928
TE1a_L,-1.4203426504675905
TE1p_L,-0.6270196173985076
TE2a_L,-1.003830666816777
TF_L,-1.1580962787804585
TE2p_L,-0.7328172191377506
PHT_L,-0.4313702932288058
PH_L,-0.1988162743764423
TPOJ1_L,0.4967372200142128
TPOJ2_L,0.4532436068414897
TPOJ3_L,0.8366099561669752
DVT_L,0.0499487320769473
PGp_L,-0.9729450858732808
IP2_L,0.5888685151108212
IP1_L,1.0749534866980883
IP0_L,1.0992151664711385
PFop_L,0.1587410884780468
PF_L,-0.3946934846415686
PFm_L,-0.7405207184994336
PGi_L,0.0427825230233602
PGs_L,-1.3946830532675851
V6A_L,-2.4567828727781795
VMV1_L,-0.6472890944964625
VMV3_L,-0.4031595900837969
PHA2_L,-1.608900755884747
V4t_L,-0.4768656235151038
FST_L,0.4536299860222895
V3CD_L,0.3281758864335417
LO3_L,0.1515927805091604
VMV2_L,-1.1860977158669423
31pd_L,-0.6843161031073449
31a_L,0.8515331559750465
VVC_L,-0.7294986128507793
25_L,-0.3696454392153751
s32_L,0.0411471139948284
pOFC_L,-0.4520208147399887
PoI1_L,-0.3165675083607131
Ig_L,-0.60088002828216
FOP5_L,0.3884407688261724
p10p_L,-0.0788970458312066
p47r_L,1.5389174320559793
TGv_L,-1.8443939835671943
MBelt_L,-0.005871420191404
LBelt_L,-0.1197204002674857
A4_L,-0.5548253079642186
STSva_L,-0.1446174990343093
TE1m_L,-0.6385280841231404
PI_L,-1.2265537795017023
a32pr_L,1.2425342638334498
p24_L,1.127269851023695
V1_R,2.3028994169633994
MST_R,0.4617674603233423
V6_R,0.0680501326357923
V2_R,0.6014685639039721
V3_R,0.1079908297320738
V4_R,0.0314022049094759
V8_R,0.0547282838050798
4_R,0.0656164378953185
3b_R,0.6646109614430058
FEF_R,1.3520918457880788
PEF_R,1.7408067542659469
55b_R,0.6262038698695097
V3A_R,-0.5872629323100318
RSC_R,-1.3614920877918388
POS2_R,0.2225263150166102
V7_R,0.5802644883265469
IPS1_R,0.6199580838223024
FFC_R,-0.31989452077183
V3B_R,0.3166379186336328
LO1_R,0.1645723308986599
LO2_R,-0.4561368739396714
PIT_R,-0.8452309063772248
MT_R,0.8570071741889691
A1_R,1.0021598813444406
PSL_R,0.4947867035227756
SFL_R,-0.6768374013273489
PCV_R,0.1757278058091004
STV_R,0.7918216550176065
7Pm_R,0.0466030172622513
7m_R,0.9807130624653486
POS1_R,-0.5345647112994371
23d_R,0.8247504255215597
v23ab_R,-0.2794613263473066
d23ab_R,1.0166397454432006
31pv_R,0.2686912318026549
5m_R,-1.0701958815630448
5mv_R,-0.7176925940722331
23c_R,0.3854964117268163
5L_R,-2.671894275679698
24dd_R,0.3540150984870703
24dv_R,0.7615917640207741
7AL_R,-1.2062744211656282
SCEF_R,0.6909127028307873
6ma_R,0.1035632533565421
7Am_R,-1.1985617998336506
7Pl_R,-2.5146604531558463
7PC_R,-1.0571258609082717
LIPv_R,0.3296630574731089
VIP_R,-1.1357834056745322
MIP_R,-0.3034905820052485
1_R,-1.1416969076081038
2_R,0.2255557923696869
3a_R,-0.2784699185861152
6d_R,-0.4237654832371669
6mp_R,-0.0167179964311978
6v_R,0.7765906586961789
p24pr_R,1.223600941325642
33pr_R,0.2429289385516051
a24pr_R,1.91859846282854
p32pr_R,1.2849151778140435
a24_R,0.7287415014031926
d32_R,1.5437277959785134
8BM_R,1.0870810793363364
p32_R,1.2117685195272772
10r_R,1.4286962768712612
47m_R,0.5442593022556689
8Av_R,0.6885086647390329
8Ad_R,1.031957089370249
9m_R,0.5003548749882376
8BL_R,-0.4506944786918489
9p_R,0.6726108860656862
10d_R,-1.168822271723256
8C_R,1.019707601877574
44_R,1.850250716658792
45_R,1.0697453880986674
47l_R,0.2945545477540907
a47r_R,0.6178028402478529
6r_R,1.9021668016991369
IFJa_R,0.4193790166843195
IFJp_R,-0.7301127920434064
IFSp_R,1.4225433972473958
IFSa_R,1.4512230086150422
p9-46v_R,1.4608669801509329
46_R,1.4558372508569248
a9-46v_R,1.929965501329265
9-46d_R,1.3386782737727796
9a_R,0.2466495626619901
10v_R,0.3448556830579537
a10p_R,0.1352886919558076
10pp_R,-1.4096877783570323
11l_R,0.0443764330742381
13l_R,-0.0536474073897565
OFC_R,-0.3450283611230843
47s_R,-0.2453461044402686
LIPd_R,0.2142941292979382
6a_R,0.6117528208042757
i6-8_R,0.6303085401794037
s6-8_R,0.0526655922894156
43_R,1.128877775011628
OP4_R,0.5688912651629596
OP1_R,0.1059480841747613
OP2-3_R,-1.4652820104154376
52_R,-0.6903865142951986
RI_R,-0.0266811355532161
PFcm_R,-0.001706750496948
PoI2_R,0.4779873859638304
TA2_R,-0.7959776872146459
FOP4_R,1.5747411329805026
MI_R,1.902509883338108
Pir_R,-0.7636773031259929
AVI_R,0.8309257786001887
AAIC_R,1.1617435266218177
FOP1_R,1.7279078581874687
FOP3_R,-0.3832346621040456
FOP2_R,-0.5477449386731659
PFt_R,1.0278832373023608
AIP_R,0.1455171651657732
EC_R,-2.3454892029179915
PreS_R,-2.861482486120668
H_R,-2.147242163078863
ProS_R,-2.507448970500508
PeEc_R,-2.0699745497936317
STGa_R,-1.6063931942334402
PBelt_R,1.6431234458710553
A5_R,-0.2734366365525615
PHA1_R,-2.7717213582346125
PHA3_R,-1.0379191188557
STSda_R,-0.3364750099145193
STSdp_R,-0.567736538160116
STSvp_R,1.2822844248892964
TGd_R,-2.351454180032593
TE1a_R,-1.000136594000924
TE1p_R,0.1486147723783205
TE2a_R,-0.4591763835589311
TF_R,-1.1005006309660517
TE2p_R,-0.3151400295102238
PHT_R,0.2223547006134344
PH_R,0.2977265939396503
TPOJ1_R,0.4237530592519525
TPOJ2_R,0.6402807637973087
TPOJ3_R,0.2034441748914911
DVT_R,-0.7504321719090136
PGp_R,0.3973163424536247
IP2_R,0.8608797215467126
IP1_R,0.6207432659038539
IP0_R,0.9700410831481844
PFop_R,1.1227096292151917
PF_R,-0.2111313855596503
PFm_R,-0.2289987977215001
PGi_R,0.7353148347693351
PGs_R,0.123499790035875
V6A_R,-2.136297880244196
VMV1_R,-0.6295039714439913
VMV3_R,-0.2691260699042745
PHA2_R,-1.7522149657051296
V4t_R,0.4410634892314337
FST_R,0.3402063207571391
V3CD_R,0.7637504966206263
LO3_R,0.6991901355884285
VMV2_R,-0.8324367472330478
31pd_R,-0.4864382136898776
31a_R,0.8417638960810454
VVC_R,-0.9183744776881122
25_R,-0.2273262364462237
s32_R,0.7056787019037363
pOFC_R,-0.1418269535219278
PoI1_R,-0.3001926349695628
Ig_R,-1.1845220837569297
FOP5_R,0.495091087221173
p10p_R,0.9593366996386872
p47r_R,1.3297250328691488
TGv_R,-2.1014267488759346
MBelt_R,0.4155665003540131
LBelt_R,1.4647639969363213
A4_R,-0.7909463216894272
STSva_R,-0.1757848547911915
TE1m_R,-0.2732797663711478
PI_R,-0.9882066035314572
a32pr_R,1.4568318037188548
p24_R,1.5665850677013038
