region,VAChT
V6_R,-0.4671588866681555
V2_R,-0.5139073109055973
V3_R,-0.6204861709955984
V4_R,-0.6293466846409443
V8_R,-0.2247491811889324
4_R,0.4824621226977119
3b_R,0.7004762054187116
FEF_R,0.0503679433422841
PEF_R,0.2484377251185759
55b_R,-0.6820416035686009
V3A_R,-0.8980878033269459
RSC_R,0.2439595327926628
POS2_R,-0.2523342547708803
V7_R,-0.4979569892905968
IPS1_R,-0.552820094355302
FFC_R,-0.2171347047406427
V3B_R,-0.5697341436223633
LO1_R,-0.4792246305603062
LO2_R,-0.6880600596369404
PIT_R,-0.7285708442203268
MT_R,0.0637790958395401
A1_R,2.2538566398820765
PSL_R,-0.4984172107292473
SFL_R,-1.6787082692472757
PCV_R,0.1452534783505693
STV_R,0.0028808456806158
7Pm_R,-0.3748427764800013
7m_R,0.3552258830019573
POS1_R,-0.105183310169205
23d_R,1.6845047112576468
v23ab_R,0.361403635027483
d23ab_R,0.985919960428905
31pv_R,0.3577717601499949
5m_R,0.4209176998168193
5mv_R,0.0164426897245821
23c_R,0.5330836357551408
5L_R,-1.279348318902968
24dd_R,1.4236718744914023
24dv_R,1.5700793693994417
7AL_R,-1.130014796382061
SCEF_R,0.3157063350854883
6ma_R,-1.1636684850306338
7Am_R,-0.6836677031434393
7Pl_R,-1.1647361134749443
7PC_R,-1.271534641037793
LIPv_R,-0.4705571028671533
VIP_R,-0.8679707998795558
MIP_R,-0.7623177106876521
1_R,-1.087085361795615
2_R,0.2444689060752364
3a_R,0.8660013555177918
6d_R,-0.8203577986717699
6mp_R,0.0262465104122111
6v_R,-0.6717379567879196
p24pr_R,2.4850298982654047
33pr_R,2.0026458976440287
a24pr_R,1.991274389751285
p32pr_R,0.9378228852916408
a24_R,1.0825799076016551
d32_R,0.2082860030568704
8BM_R,-0.2384243498298801
p32_R,0.4113283611086969
10r_R,0.6287909424171181
47m_R,-0.0342956024877426
8Av_R,-1.0810303122172706
8Ad_R,-0.4099950956574434
9m_R,-0.4679064054196523
8BL_R,-1.536842449587505
9p_R,-0.5341319708368848
10d_R,-1.0967314911376065
8C_R,-0.2916429902468456
44_R,-0.1934533837867287
45_R,-0.1937025149858288
47l_R,-0.4681728143556666
a47r_R,-0.6255742623333116
6r_R,0.3448699166980201
IFJa_R,-0.1160212770652455
IFJp_R,-0.5668813665416773
IFSp_R,-0.0673765281178287
IFSa_R,-0.2630866740693552
p9-46v_R,-0.4302566136840313
46_R,-0.3462178969112366
a9-46v_R,-0.421192303141887
9-46d_R,-0.2016834451523768
9a_R,-0.8229188705935385
10v_R,-0.1478754315361153
a10p_R,-0.8007839731346122
10pp_R,-1.6975495368287157
11l_R,-0.4407645713416608
13l_R,0.2283798703121643
OFC_R,-0.0140885339333974
47s_R,0.0856130892894649
LIPd_R,-0.7263298508039288
6a_R,0.173724311954742
i6-8_R,-0.8323841576513789
s6-8_R,-1.2950189570259298
43_R,0.7762786527879012
OP4_R,0.9329767813352304
OP1_R,1.4078538988773983
OP2-3_R,0.9032491855793324
52_R,3.3304541667794365
RI_R,0.9927661878286776
PFcm_R,0.8312602674632584
PoI2_R,3.036048305107049
TA2_R,0.4979373028388081
FOP4_R,0.7635247967211308
MI_R,2.5596982764125253
Pir_R,0.8412566031972056
AVI_R,0.3619201368783036
AAIC_R,1.062271804825137
FOP1_R,1.0194363523534369
FOP3_R,2.720995630652644
FOP2_R,1.327817720354617
PFt_R,0.1764899236336248
AIP_R,-0.3264725571358612
EC_R,0.3567329192583279
PreS_R,1.012152322101121
H_R,2.4570789145689247
ProS_R,-0.4920429370502171
PeEc_R,-0.9383600666990276
STGa_R,-0.2089945003524746
PBelt_R,1.4374074718627974
A5_R,0.466841954539471
PHA1_R,-0.213750729724303
PHA3_R,0.1804339594421082
STSda_R,0.6548554245544379
STSdp_R,0.2974281051689563
STSvp_R,0.3967788751134232
TGd_R,-0.8000148594604578
TE1a_R,-0.7684257880213226
TE1p_R,-0.3713658727360734
TE2a_R,-0.5824602082472851
TF_R,-0.682417417947439
TE2p_R,-0.2881675481591927
PHT_R,-0.3961412228666972
PH_R,-0.1803842107455315
TPOJ1_R,0.1407737307708462
TPOJ2_R,-0.0542324977008164
TPOJ3_R,-0.2642083947802464
DVT_R,-0.6362620612365686
PGp_R,-0.4452210137170013
IP2_R,-0.3474232678655259
IP1_R,-0.5361963425990195
IP0_R,-0.3917598531839769
PFop_R,0.3992758278113672
PF_R,-0.8520372341343573
PFm_R,-0.8636169955198999
PGi_R,-0.3385176614959618
PGs_R,-0.5573227392995564
V6A_R,-1.288949345768474
VMV1_R,0.0566167912304295
VMV3_R,-0.1535770018285937
PHA2_R,0.6608541384094297
V4t_R,-0.2552362683696035
FST_R,-0.0636346657011328
V3CD_R,-0.4040260914928889
LO3_R,-0.107569599565687
VMV2_R,-0.306582865661543
31pd_R,0.0342157565042112
31a_R,0.774259264336211
VVC_R,-0.125111000080475
25_R,1.721533153838975
s32_R,1.1683483833605472
pOFC_R,2.1038138558054627
PoI1_R,5.112825391646712
Ig_R,3.092753869190463
FOP5_R,-0.1279138177542206
p10p_R,-0.1789318371147821
p47r_R,-0.5325773302995142
TGv_R,-1.774982832636041
MBelt_R,1.8680066131740127
LBelt_R,1.8032427962380688
A4_R,0.0708108706792944
STSva_R,-0.0218517831752868
TE1m_R,-0.513796206650155
PI_R,1.0643794316908246
a32pr_R,0.6783599161576328
p24_R,1.4355734479833355
