region,mGluR5
RI_L,-0.4379898775228559
PFcm_L,1.826116475198902
PoI2_L,1.518760821044392
TA2_L,0.5136793628343531
FOP4_L,1.5020872639147538
MI_L,2.544714499416237
Pir_L,-1.0704163696449405
AVI_L,0.9077941338488656
AAIC_L,0.8328374396561898
FOP1_L,1.9433060135543736
FOP3_L,1.045059775294512
FOP2_L,0.8435511836262638
PFt_L,0.6461945699009468
AIP_L,0.051811777519034
EC_L,-1.089976741973529
PreS_L,-1.6809929118301723
H_L,-0.2821702802375413
ProS_L,-2.186804241797677
PeEc_L,-0.4058334366687332
STGa_L,-0.4801096327763391
PBelt_L,1.1981823013824615
A5_L,-0.0196705214368608
PHA1_L,-0.5645121079994263
PHA3_L,0.0467231256743876
STSda_L,0.8430775352717561
STSdp_L,0.2512393694392931
STSvp_L,1.052555048966487
TGd_L,-0.7632524837450888
TE1a_L,-0.8477809427267344
TE1p_L,-0.7883814656423261
TE2a_L,-0.8804177885226155
TF_L,-0.5173464028844619
TE2p_L,-0.3795339634926356
PHT_L,-0.3342706690811333
PH_L,0.1126692211637394
TPOJ1_L,0.8027859421368213
TPOJ2_L,0.9128310484727764
TPOJ3_L,0.9516744037409922
DVT_L,-0.5811075687673555
PGp_L,-0.7459660134974282
IP2_L,0.4957225330017071
IP1_L,0.2293737827698986
IP0_L,0.0781031740640136
PFop_L,-0.2958158590200471
PF_L,-0.764817189611412
PFm_L,-0.9107023886075596
PGi_L,0.260571145023212
PGs_L,-0.7660683181331704
V6A_L,-1.7334924588316585
VMV1_L,0.2331985714771904
VMV3_L,-0.6650938005975067
PHA2_L,0.2889637031960014
V4t_L,-0.8471399121502979
FST_L,0.6666901341689258
V3CD_L,-0.9460248367087108
LO3_L,0.0268000408237994
VMV2_L,-1.627391509877883
31pd_L,-0.3329462516193814
31a_L,2.35984954859231
VVC_L,-0.0272109466737319
25_L,1.044246667486764
s32_L,0.4951150475141121
pOFC_L,0.0454314309068041
PoI1_L,0.6668744471300885
Ig_L,1.252374856734316
FOP5_L,0.5006080909660183
p10p_L,-0.7232487031990535
p47r_L,0.156784851565635
TGv_L,-1.102097784102289
MBelt_L,0.7765143252031047
LBelt_L,0.1682418561981425
A4_L,-0.9631153253143032
STSva_L,0.4025479115254005
TE1m_L,-0.5375345094283591
PI_L,-0.5324238524691826
a32pr_L,0.8908362799368675
p24_L,1.4516516918987552
V1_R,-0.8118724557602057
MST_R,0.2282716906666948
V6_R,-0.3393307100752599
V2_R,-0.9735658602052716
V3_R,-0.9338202233229906
V4_R,-1.0059404264713694
V8_R,-0.5914723261802832
4_R,-1.2250553258840589
3b_R,-0.8088446202834626
FEF_R,-0.2300620680443123
PEF_R,0.1822891053556231
55b_R,-0.6587591847564512
V3A_R,-1.230730998580108
RSC_R,-0.7982452375205225
POS2_R,0.6914697756032904
V7_R,-0.478357810307941
IPS1_R,-0.4320745683010988
FFC_R,-0.2531951492537985
V3B_R,-1.3706354688030356
LO1_R,-0.5644078284515952
LO2_R,-0.8106437497040648
PIT_R,-0.8281143483012513
MT_R,1.0455805266623437
A1_R,1.5906830839156323
PSL_R,0.8826989186565387
SFL_R,-1.3911652572451234
PCV_R,0.8895734556592083
STV_R,1.3168300668692725
7Pm_R,0.6568644680956947
7m_R,1.911293968683348
POS1_R,0.7209153941349095
23d_R,2.4151436075925248
v23ab_R,0.7439507997151895
d23ab_R,2.54797183519732
31pv_R,1.002002904059727
5m_R,-1.0433350756389563
5mv_R,-0.1858060950644152
23c_R,1.2104349212681491
5L_R,-1.932828261436344
24dd_R,0.0487824747112898
24dv_R,0.6007096698560181
7AL_R,-1.3618586963006143
SCEF_R,-0.1067566156521329
6ma_R,-1.0195648533704682
7Am_R,-0.341529052732228
7Pl_R,-1.2661760073385326
7PC_R,-1.2715097038583292
LIPv_R,-0.5064971902833942
VIP_R,-1.0306754434286949
MIP_R,-0.7027547767540188
1_R,-1.7259148293633495
2_R,-0.4560873324829456
3a_R,-1.547540671511764
6d_R,-1.62038623266606
6mp_R,-1.154725348964079
6v_R,-0.1635207130015132
p24pr_R,2.126895282393312
33pr_R,0.9650378011989154
a24pr_R,2.370113795928102
p32pr_R,1.0910714375236092
a24_R,1.9825478897930888
d32_R,1.7027694869651304
8BM_R,0.3517408853010697
p32_R,1.6747770873036794
10r_R,2.150978729613592
47m_R,-0.2059423885576737
8Av_R,-0.3493410483027906
8Ad_R,-0.0369554781995878
9m_R,0.574358218111127
8BL_R,-0.887322701987003
9p_R,-0.0139460370972026
10d_R,-0.7992962979054489
8C_R,0.1129924659955662
44_R,1.0975075711959397
45_R,0.541355605796941
47l_R,-0.1661160648059945
a47r_R,-0.2550339855886418
6r_R,1.2755950002335157
IFJa_R,-0.5043158280223685
IFJp_R,-1.3913213077342703
IFSp_R,0.1467028638444459
IFSa_R,0.2490237677620422
p9-46v_R,0.2456973172370955
46_R,0.4109442752098364
a9-46v_R,0.3997621554131648
9-46d_R,0.1838466859087051
9a_R,-0.2838653653437014
10v_R,0.5598750242531217
a10p_R,-0.3642206230463358
10pp_R,-1.3043360870306249
11l_R,-0.7604957481835526
13l_R,-0.2587852534170104
OFC_R,-0.1270010394205661
47s_R,0.1058932337659081
LIPd_R,-0.9942626544960164
6a_R,-0.5999223458729549
i6-8_R,-0.6014517095991573
s6-8_R,-0.8461467082911437
43_R,1.471273297209922
OP4_R,1.5226786073676903
OP1_R,1.6245697847921057
OP2-3_R,-0.2203877442563832
52_R,-0.657564571058022
RI_R,-0.2501181939723629
PFcm_R,1.0283369484911946
PoI2_R,1.8057318568751104
TA2_R,0.5341404910202829
FOP4_R,1.7050459966755152
MI_R,2.369841132681086
Pir_R,-0.7639652832218121
AVI_R,0.2330655073578363
AAIC_R,1.1371217411861518
FOP1_R,2.3175509408957384
FOP3_R,-0.0602533061302456
FOP2_R,0.7936827864037354
PFt_R,0.619545903091189
AIP_R,-0.3952317479080833
EC_R,-1.870283555524488
PreS_R,-2.7249664551974107
H_R,-0.0786200795757222
ProS_R,-1.107465186226437
PeEc_R,-1.3847358516400066
STGa_R,-0.1741917490465251
PBelt_R,1.799872236330887
A5_R,0.9886045423948054
PHA1_R,-2.136915532223148
PHA3_R,0.8296237966174665
STSda_R,0.6082862663292562
STSdp_R,-0.3785678462626125
STSvp_R,1.5326100950407744
TGd_R,-0.904945061600394
TE1a_R,0.3014924551174318
TE1p_R,0.4753983783076092
TE2a_R,-0.192333236111677
TF_R,-0.131212485465506
TE2p_R,-0.0828637487589665
PHT_R,0.6002817454585568
PH_R,0.2476382027349861
TPOJ1_R,0.8809062483909165
TPOJ2_R,1.0746410601471317
TPOJ3_R,0.2376808742329845
DVT_R,-0.244923899790089
PGp_R,0.4554792984648204
IP2_R,0.3163117989432499
IP1_R,-0.0286505434404671
IP0_R,0.2240861786632161
PFop_R,1.484290981537306
PF_R,0.0779948978857806
PFm_R,-0.1400520575278684
PGi_R,0.9184938834875036
PGs_R,0.1092550243007335
V6A_R,-1.5209187395072383
VMV1_R,-0.4951065293063763
VMV3_R,0.0664563496739931
PHA2_R,0.5394673782031332
V4t_R,0.0604529027163938
FST_R,0.1921252569410248
V3CD_R,-0.1428166936932493
LO3_R,0.6789650533998854
VMV2_R,-0.5596582078897263
31pd_R,0.1597553895090006
31a_R,2.136717083229629
VVC_R,-0.1624015513675412
25_R,0.9830541946808466
s32_R,2.1533618915455017
pOFC_R,0.0090612338734137
PoI1_R,0.3872022376849966
Ig_R,0.009256459245918
FOP5_R,-0.1125685153433878
p10p_R,-0.0641340930561751
p47r_R,0.2373920934794572
TGv_R,-1.2077794566099893
MBelt_R,1.1958228551315058
LBelt_R,1.0242980713077448
A4_R,0.6032095660938499
STSva_R,0.796784937761838
TE1m_R,0.3353490771786966
PI_R,-0.0929373825280444
a32pr_R,1.5461865255675
p24_R,2.382985020306623
