region,thick_icc
TPOJ3_L,0.979843909596603
DVT_L,0.9659260298944836
PGp_L,0.9665264473766694
IP2_L,0.9795668805088615
IP1_L,0.985272304836771
IP0_L,0.9769726740496778
PFop_L,0.979766323032826
PF_L,0.9768662977014171
PFm_L,0.9798830679892702
PGi_L,0.9833022381331713
PGs_L,0.9747882048003941
V6A_L,0.9743409296133263
VMV1_L,0.9790812440462928
VMV3_L,0.9665293141086169
PHA2_L,0.9819407808984865
V4t_L,0.9707400061743234
FST_L,0.9836453971104657
V3CD_L,0.9792727267139473
LO3_L,0.9752712741179018
VMV2_L,0.9497824187975082
31pd_L,0.9749389872155441
31a_L,0.9818169487580595
VVC_L,0.9616263279807108
25_L,0.9346470527168261
s32_L,0.9590432886216028
pOFC_L,0.8899564380792202
PoI1_L,0.8780303870085606
Ig_L,0.8854754571817065
FOP5_L,0.9398826686798004
p10p_L,0.9445569316224153
p47r_L,0.9626235643360128
TGv_L,0.9652252976298489
MBelt_L,0.9419158148408275
LBelt_L,0.9784151541650254
A4_L,0.9770719706068481
STSva_L,0.9843529258756447
TE1m_L,0.9824147534070061
PI_L,0.9332228322272839
a32pr_L,0.9783999733673356
p24_L,0.9784164201466694
V1_R,0.9815946817362333
MST_R,0.9700186806285458
V6_R,0.9817301155840586
V2_R,0.978619650950093
V3_R,0.9649950364055706
V4_R,0.9651772783847479
V8_R,0.9498293262665892
4_R,0.9623590221162662
3b_R,0.9271868788084663
FEF_R,0.9728081723646577
PEF_R,0.9887675040839465
55b_R,0.9852812782383888
V3A_R,0.9789405961328435
RSC_R,0.9619923090216095
POS2_R,0.9805793618934676
V7_R,0.9700456937219406
IPS1_R,0.9666904661729668
FFC_R,0.9574253675968092
V3B_R,0.9684588612561302
LO1_R,0.9841029222279134
LO2_R,0.9712374347319412
PIT_R,0.9816430168057226
MT_R,0.9736332088936239
A1_R,0.9559943800714076
PSL_R,0.9850540769984464
SFL_R,0.95684957855956
PCV_R,0.981740919424459
STV_R,0.9747336022870735
7Pm_R,0.9727183680004201
7m_R,0.9737631858488686
POS1_R,0.9727476161863872
23d_R,0.9447452339801957
v23ab_R,0.9578519399411923
d23ab_R,0.9551899868497838
31pv_R,0.9703818639644461
5m_R,0.9698425864815564
5mv_R,0.9658691876935488
23c_R,0.9682837630159153
5L_R,0.9759946741934741
24dd_R,0.9758127178486287
24dv_R,0.9789553924065225
7AL_R,0.9645275348719085
SCEF_R,0.9769437033790909
6ma_R,0.9574657728984854
7Am_R,0.9796198025117187
7Pl_R,0.9809329710596103
7PC_R,0.9733227874582803
LIPv_R,0.9672353417651056
VIP_R,0.976546549493239
MIP_R,0.9682635939887989
1_R,0.9513147546010361
2_R,0.9746014489963438
3a_R,0.9395753834029165
6d_R,0.9742634856033489
6mp_R,0.9586737548162702
6v_R,0.9705638204747201
p24pr_R,0.9690130068028454
33pr_R,0.9481865152764206
a24pr_R,0.9835082303166292
p32pr_R,0.97686236716349
a24_R,0.9333267658003348
d32_R,0.9755574598808654
8BM_R,0.9445281370345204
p32_R,0.9683611049999282
10r_R,0.971231694943158
47m_R,0.9300680927501386
8Av_R,0.9755676122861182
8Ad_R,0.9745789742846446
9m_R,0.9630567911826166
8BL_R,0.9710943781870514
9p_R,0.9711818391251973
10d_R,0.9747157574820263
8C_R,0.9863590218774594
44_R,0.9683877444796413
45_R,0.9747484472091779
47l_R,0.9639085935808397
a47r_R,0.968033970024102
6r_R,0.9743025775215923
IFJa_R,0.9775679612496342
IFJp_R,0.9699079417909332
IFSp_R,0.9826290718532955
IFSa_R,0.9776839459801228
p9-46v_R,0.9691500819505565
46_R,0.9804226641312678
a9-46v_R,0.9684793274279687
9-46d_R,0.9649055746893032
9a_R,0.97543385751375
10v_R,0.9495027525247658
a10p_R,0.9662499490922679
10pp_R,0.9557271148285776
11l_R,0.9667069190963815
13l_R,0.9396498816559224
OFC_R,0.9263670309835569
47s_R,0.9740792522042226
LIPd_R,0.9596848296649144
6a_R,0.9735757333964992
i6-8_R,0.9788198480936541
s6-8_R,0.9690937481139592
43_R,0.968249177092293
OP4_R,0.970993336427613
OP1_R,0.9641686163954563
OP2-3_R,0.9306725296624673
52_R,0.9671016905700373
RI_R,0.9707999827543075
PFcm_R,0.9606671319776838
PoI2_R,0.879292543280309
TA2_R,0.935361953832927
FOP4_R,0.964658968322601
MI_R,0.9251977829614922
Pir_R,0.899067510731574
AVI_R,0.9626739422222338
AAIC_R,0.9127217791915542
FOP1_R,0.9748617085606761
FOP3_R,0.897215420670428
FOP2_R,0.9493527210435034
PFt_R,0.9751368980692252
AIP_R,0.9795479591913843
EC_R,0.9168695591497787
PreS_R,0.9051053722679782
H_R,0.9093897521698786
ProS_R,0.9604520911165371
PeEc_R,0.9427905407931761
STGa_R,0.9740087217845733
PBelt_R,0.965301542746845
A5_R,0.9709187763702972
PHA1_R,0.959761696100734
PHA3_R,0.9526386475861246
STSda_R,0.9728889627323039
STSdp_R,0.9702880864730122
STSvp_R,0.9821715985259697
TGd_R,0.9257484466108901
TE1a_R,0.9629717773333076
TE1p_R,0.9818743186041025
TE2a_R,0.967255781227676
TF_R,0.9634709162244075
TE2p_R,0.9549629156701662
PHT_R,0.9763200913424239
PH_R,0.9806962031816935
TPOJ1_R,0.9674031100902616
TPOJ2_R,0.98106070689875
TPOJ3_R,0.9717479344987004
DVT_R,0.9689951856740657
PGp_R,0.9816982585775064
IP2_R,0.9841786547725857
IP1_R,0.9752500406671483
IP0_R,0.9652171316015966
PFop_R,0.9801613113485
PF_R,0.9805068558603482
PFm_R,0.9810696691667083
PGi_R,0.976165683119704
PGs_R,0.9694037487708221
V6A_R,0.9756002969823445
VMV1_R,0.9538799059612947
VMV3_R,0.9628245465914012
PHA2_R,0.9574403302594336
V4t_R,0.9692916850174224
FST_R,0.9769013231891692
V3CD_R,0.9761729857506336
LO3_R,0.9744614673607213
VMV2_R,0.9740211487519495
31pd_R,0.9637072802656588
31a_R,0.9791201265540493
VVC_R,0.9624640027043154
25_R,0.9178899485281559
s32_R,0.9426924584385111
pOFC_R,0.9221501666773898
PoI1_R,0.9291962939765902
Ig_R,0.9265365287993026
FOP5_R,0.9735481783702487
p10p_R,0.9613687165042797
p47r_R,0.969594441590449
TGv_R,0.9468334532344663
MBelt_R,0.9456560345098594
LBelt_R,0.9618668713809321
A4_R,0.9604967966225905
STSva_R,0.9767326695721796
TE1m_R,0.9854500969840179
PI_R,0.9365088066975544
a32pr_R,0.976381973212847
p24_R,0.9563153576180763
