region,mk_icc
PeEc_L,0.9142610866283374
STGa_L,0.8928056374767239
PBelt_L,0.8999265488039839
A5_L,0.9099417809126479
PHA1_L,0.9479060420590228
PHA3_L,0.9562400133477221
STSda_L,0.922276068325842
STSdp_L,0.9520103454629754
STSvp_L,0.9372255880847348
TGd_L,0.8755396964983381
TE1a_L,0.9213336815841633
TE1p_L,0.927247895070404
TE2a_L,0.9175351044797363
TF_L,0.9098912252001023
TE2p_L,0.9531069561542271
PHT_L,0.9162138213503128
PH_L,0.9090346675599517
TPOJ1_L,0.9333079492742749
TPOJ2_L,0.9314995890511566
TPOJ3_L,0.9542319042246549
DVT_L,0.9265973087119531
PGp_L,0.9071230314592263
IP2_L,0.9172787169623173
IP1_L,0.9439647424666978
IP0_L,0.8946827560489521
PFop_L,0.8849126965570209
PF_L,0.8893129817719632
PFm_L,0.9093539303538324
PGi_L,0.9168247833900938
PGs_L,0.8944883532488979
V6A_L,0.9312767616696997
VMV1_L,0.9441620689590596
VMV3_L,0.9193929153023983
PHA2_L,0.942892821061643
V4t_L,0.9177285038334965
FST_L,0.9306199967257036
V3CD_L,0.9344301986077488
LO3_L,0.919647802439278
VMV2_L,0.925162975253292
31pd_L,0.9028251113437015
31a_L,0.9114006248139875
VVC_L,0.9223783531386134
25_L,0.923120461087506
s32_L,0.8863041184273078
pOFC_L,0.9125033319386526
PoI1_L,0.9254485716538662
Ig_L,0.9009043026126665
FOP5_L,0.7431112748764546
p10p_L,0.7892858027446327
p47r_L,0.8014120240337166
TGv_L,0.9110890550962344
MBelt_L,0.9180607858130326
LBelt_L,0.9392647818581994
A4_L,0.8957322993282127
STSva_L,0.9082067482310777
TE1m_L,0.9462184442149937
PI_L,0.9099560532524875
a32pr_L,0.7382508077243725
p24_L,0.6467563179536892
V1_R,0.9071788513780945
MST_R,0.8957067165702067
V6_R,0.9190825946219466
V2_R,0.9113909103972376
V3_R,0.9076687772571512
V4_R,0.8654930443431079
V8_R,0.871363565627806
4_R,0.8135894736025723
3b_R,0.8549414881677488
FEF_R,0.8193150541214659
PEF_R,0.8589812958153958
55b_R,0.8591081618309966
V3A_R,0.8887355056744629
RSC_R,0.9017800854470026
POS2_R,0.9301693374229179
V7_R,0.8985675594463952
IPS1_R,0.8562003465984591
FFC_R,0.8902653323362527
V3B_R,0.8740345767080719
LO1_R,0.8864434996280449
LO2_R,0.9122107598563931
PIT_R,0.8860872046069859
MT_R,0.8823864879439034
A1_R,0.8378529017475623
PSL_R,0.8421411263243852
SFL_R,0.7696630860122728
PCV_R,0.9089238222798438
STV_R,0.8907597773038103
7Pm_R,0.9092755703080698
7m_R,0.9336633176572013
POS1_R,0.9416711708833443
23d_R,0.9137530440244983
v23ab_R,0.931322792835163
d23ab_R,0.904746749109995
31pv_R,0.9200269775621529
5m_R,0.8479441449503387
5mv_R,0.8903707256069612
23c_R,0.9194284966151647
5L_R,0.8386994405954095
24dd_R,0.8851368412140658
24dv_R,0.8952464698168663
7AL_R,0.8071405967237205
SCEF_R,0.82919041840141
6ma_R,0.7445997716537242
7Am_R,0.8587124477223596
7Pl_R,0.8974907121803217
7PC_R,0.8541175728626331
LIPv_R,0.8798095761174252
VIP_R,0.8802975900083637
MIP_R,0.909937576544044
1_R,0.8020309800701251
2_R,0.8330130774740481
3a_R,0.8361456629175499
6d_R,0.774028011897886
6mp_R,0.7659827289788704
6v_R,0.81960904819191
p24pr_R,0.9452597739294545
33pr_R,0.9104680344380758
a24pr_R,0.8842077312064767
p32pr_R,0.8756477702345501
a24_R,0.8246619425158338
d32_R,0.7622316204890414
8BM_R,0.8010850256150484
p32_R,0.8008939591246328
10r_R,0.8509884490646559
47m_R,0.9003191354524656
8Av_R,0.797286105940092
8Ad_R,0.7578414153138487
9m_R,0.7643774035062332
8BL_R,0.8022083479095325
9p_R,0.836181826089815
10d_R,0.7810052813660037
8C_R,0.8008250235696215
44_R,0.7753438285682261
45_R,0.8738332433773643
47l_R,0.8564346626831485
a47r_R,0.8444884688933628
6r_R,0.7885022837880672
IFJa_R,0.8176390813525088
IFJp_R,0.8188985956827808
IFSp_R,0.816759240227731
IFSa_R,0.8007991945199238
p9-46v_R,0.7776737356958289
46_R,0.78909782216363
a9-46v_R,0.7758949269849529
9-46d_R,0.7502189654690485
9a_R,0.800890053664015
10v_R,0.8216978529244523
a10p_R,0.8175593699355629
10pp_R,0.8490132270001868
11l_R,0.8498638751391342
13l_R,0.86677622063404
OFC_R,0.5618626564527693
47s_R,0.8942435016280842
LIPd_R,0.8888308745625324
6a_R,0.809267783336594
i6-8_R,0.8139957348123347
s6-8_R,0.7656039147174679
43_R,0.8345928717940422
OP4_R,0.8272761385671601
OP1_R,0.8340698657816676
OP2-3_R,0.858877456055725
52_R,0.9002719727833766
RI_R,0.8724384942557862
PFcm_R,0.7965151139237342
PoI2_R,0.8601028029537819
TA2_R,0.8322403999107348
FOP4_R,0.7927757072819658
MI_R,0.797263814638959
Pir_R,0.8839281855630413
AVI_R,0.7970369819756356
AAIC_R,0.8436675473364117
FOP1_R,0.7740051145345404
FOP3_R,0.8029322330395734
FOP2_R,0.8275213888220204
PFt_R,0.8532417225775378
AIP_R,0.8826416800829744
EC_R,0.9011496262621284
PreS_R,0.8804809891203647
H_R,0.9379386702586986
ProS_R,0.932749045510584
PeEc_R,0.9204120576850267
STGa_R,0.7907162446174806
PBelt_R,0.8715565406639018
A5_R,0.8837640484590289
PHA1_R,0.9373449288476811
PHA3_R,0.9313641775764018
STSda_R,0.8400167830553997
STSdp_R,0.8613101157856178
STSvp_R,0.8767129861701224
TGd_R,0.8594265515010888
TE1a_R,0.8818495534466111
TE1p_R,0.9310012813248462
TE2a_R,0.9114624274913119
TF_R,0.8632610587343806
TE2p_R,0.9130267533577672
PHT_R,0.8981335886736597
PH_R,0.8852474942188641
TPOJ1_R,0.9007017671254115
TPOJ2_R,0.8619123904893203
TPOJ3_R,0.8810514887424099
DVT_R,0.9002491807153431
PGp_R,0.8839003339908752
IP2_R,0.8947269206801367
IP1_R,0.8955037792569797
IP0_R,0.8909006771445992
PFop_R,0.8399005744320084
PF_R,0.8574212595111942
PFm_R,0.8674602891200537
PGi_R,0.8609449620035962
PGs_R,0.8674746926532888
V6A_R,0.897277916610305
VMV1_R,0.9394253893663514
VMV3_R,0.9194839807525611
PHA2_R,0.9382730656800344
V4t_R,0.876355118809588
FST_R,0.8945078709594656
V3CD_R,0.8647310893540127
LO3_R,0.8681642667989101
VMV2_R,0.9376527889132631
31pd_R,0.9367992138969559
31a_R,0.9182436077807592
VVC_R,0.9275656145737421
25_R,0.94218451519921
s32_R,0.8994655622253552
pOFC_R,0.8891383902866659
PoI1_R,0.9035043127195544
Ig_R,0.8465207385656607
FOP5_R,0.7777290399256318
p10p_R,0.774490080926517
p47r_R,0.8588674172141029
TGv_R,0.928169949382597
MBelt_R,0.8909681264388113
LBelt_R,0.8620414844403999
A4_R,0.8351306948224644
STSva_R,0.8302368569203346
TE1m_R,0.9350108289464795
PI_R,0.8615922125498464
a32pr_R,0.8435260427788654
p24_R,0.7287949372000141
