region,isovf_retest_cov
3b_R,4.740332887512412
FEF_R,8.601672093605098
PEF_R,7.991401729980977
55b_R,8.500781068713872
V3A_R,6.67821971796842
RSC_R,7.302605811131372
POS2_R,8.673718227261542
V7_R,10.140458316496808
IPS1_R,10.197047654715151
FFC_R,13.461276853656909
V3B_R,12.26715314636234
LO1_R,9.762620352749057
LO2_R,10.55464835110797
PIT_R,13.142681449363792
MT_R,11.80545307782003
A1_R,7.8116653769915665
PSL_R,10.882160642625621
SFL_R,8.978957225155186
PCV_R,8.974574904968097
STV_R,9.813585318465423
7Pm_R,9.419011783173566
7m_R,8.319111312511714
POS1_R,9.33450615858782
23d_R,7.814998863510598
v23ab_R,8.539348646211236
d23ab_R,8.493396829179005
31pv_R,9.658019565456383
5m_R,7.756669943089313
5mv_R,7.86817608798112
23c_R,9.282079576641415
5L_R,8.393089758564441
24dd_R,8.009471709103023
24dv_R,7.715571122737021
7AL_R,9.329058374460908
SCEF_R,8.70851420477831
6ma_R,8.976670430572135
7Am_R,10.175882771768377
7Pl_R,6.861138357373068
7PC_R,8.488171326872774
LIPv_R,9.188997498426907
VIP_R,6.4100507479024325
MIP_R,8.218824293641202
1_R,7.931885163487568
2_R,7.08583025200397
3a_R,6.053656280092691
6d_R,8.135417721903694
6mp_R,9.13225734162553
6v_R,8.99978063039252
p24pr_R,6.830457673967302
33pr_R,7.3369971846405395
a24pr_R,7.660117205286195
p32pr_R,6.338372741924471
a24_R,9.898203766727674
d32_R,9.645780711998206
8BM_R,8.894351995469185
p32_R,11.781424559453733
10r_R,9.174790234393845
47m_R,9.632033090256853
8Av_R,6.982373884321085
8Ad_R,10.348073989336953
9m_R,10.600398109638947
8BL_R,7.987229867860375
9p_R,8.415290773009785
10d_R,9.99576107514831
8C_R,7.785520704376464
44_R,9.423526824633798
45_R,10.176028961812797
47l_R,9.302606320550218
a47r_R,8.845132681858596
6r_R,8.286957677411502
IFJa_R,8.157677306854055
IFJp_R,10.37190227154047
IFSp_R,8.636410467125733
IFSa_R,11.000655797894412
p9-46v_R,7.177735979290979
46_R,7.4004266300579475
a9-46v_R,10.642357335498493
9-46d_R,8.108709822792273
9a_R,7.5655322963415665
10v_R,7.642490484575777
a10p_R,10.915282176048658
10pp_R,7.97542690668854
11l_R,9.882683800554487
13l_R,6.863399189762494
OFC_R,5.576992278702746
47s_R,8.301734800850374
LIPd_R,10.302953031216859
6a_R,8.918602886507458
i6-8_R,9.463710310283037
s6-8_R,10.650130583673159
43_R,8.463720012664467
OP4_R,11.350494521847576
OP1_R,12.076118525960547
OP2-3_R,8.445080231179606
52_R,7.642815460394897
RI_R,9.670231516876308
PFcm_R,11.638482978309115
PoI2_R,9.507006384470019
TA2_R,7.889011473135491
FOP4_R,9.488115992554977
MI_R,10.357094164324627
Pir_R,8.187637440106942
AVI_R,14.060465024614968
AAIC_R,8.356618390614985
FOP1_R,9.502542078584057
FOP3_R,10.561416391951665
FOP2_R,10.212336157083676
PFt_R,7.435594306273985
AIP_R,8.538414287835936
EC_R,6.72000087390002
PreS_R,5.963075723239699
H_R,8.874418190248647
ProS_R,8.39104733476691
PeEc_R,7.667500973028456
STGa_R,13.525522365940256
PBelt_R,8.185795056181425
A5_R,10.014099875999866
PHA1_R,8.032473048070838
PHA3_R,13.42603437455803
STSda_R,13.59149345073126
STSdp_R,10.998663199803147
STSvp_R,12.900740897327237
TGd_R,7.1607996574733805
TE1a_R,10.275438731129787
TE1p_R,12.048120101540146
TE2a_R,8.767611023729788
TF_R,9.251377646887468
TE2p_R,11.839766526062308
PHT_R,13.719868149550823
PH_R,11.668180360161
TPOJ1_R,11.702441217041711
TPOJ2_R,11.245785622202995
TPOJ3_R,11.326245164570201
DVT_R,8.459131294277334
PGp_R,9.894948185583658
IP2_R,7.277423725657541
IP1_R,7.912102601188842
IP0_R,12.086557532325255
PFop_R,11.759864974683284
PF_R,9.917353562741713
PFm_R,8.774041165952855
PGi_R,10.125297776232605
PGs_R,8.507888546469175
V6A_R,9.529698260773126
VMV1_R,9.052853376919948
VMV3_R,14.832092013786122
PHA2_R,12.31918580386974
V4t_R,9.153901347581304
FST_R,13.408403459645166
V3CD_R,10.780788690921975
LO3_R,12.650238131131285
VMV2_R,13.29953424662668
31pd_R,8.552951897587107
31a_R,9.979543721126147
VVC_R,9.749882936538654
25_R,10.230727287858013
s32_R,9.838842461866053
pOFC_R,6.76981351034042
PoI1_R,8.845788060143475
Ig_R,10.602935376512505
FOP5_R,9.961682247153108
p10p_R,9.11186295274328
p47r_R,13.359135892323582
TGv_R,6.909380024146141
MBelt_R,7.444580340775716
LBelt_R,8.19984680575171
A4_R,10.608115287912767
STSva_R,10.226593547528445
TE1m_R,9.598070536815467
PI_R,7.943693483603396
a32pr_R,8.475412659443439
p24_R,9.57322514586557
