region,dki-ad_retest_cov
VMV2_L,1.0172573046439974
31pd_L,1.2716902392433598
31a_L,1.3114239435132782
VVC_L,0.867508840592893
25_L,1.1637508594044126
s32_L,0.909574967628574
pOFC_L,1.281236881169738
PoI1_L,0.7781305601073262
Ig_L,0.7119716644273547
FOP5_L,0.7557168696059116
p10p_L,0.9725507462461926
p47r_L,0.861136656561038
TGv_L,0.9854623619012765
MBelt_L,0.8438273288102411
LBelt_L,0.9689972634012668
A4_L,0.8790378407027826
STSva_L,0.8184274551777414
TE1m_L,1.01690253142638
PI_L,0.8069606849130689
a32pr_L,1.1357717713793136
p24_L,1.1061595503904005
V1_R,0.6808600653394504
MST_R,0.9703349322485578
V6_R,0.8991979472902719
V2_R,0.6841505087000589
V3_R,0.7479566472218755
V4_R,0.7542721901526669
V8_R,0.8911684443217882
4_R,1.101429758171992
3b_R,1.0594591076637625
FEF_R,1.1771629449742986
PEF_R,1.038981399289674
55b_R,1.048204791676461
V3A_R,0.7542350533452938
RSC_R,0.8943609257024062
POS2_R,1.0140721261741397
V7_R,0.9403645058128136
IPS1_R,1.0467532198487202
FFC_R,0.8470583658367234
V3B_R,0.8665952938285071
LO1_R,0.707850308908889
LO2_R,0.8584587576545816
PIT_R,0.8778985438452673
MT_R,0.9174837777245362
A1_R,1.240587542852464
PSL_R,0.8435606301300663
SFL_R,1.3097800124096246
PCV_R,1.2708502905896972
STV_R,0.8636861625515784
7Pm_R,1.1777161318944087
7m_R,1.032499898785744
POS1_R,0.8469967997429986
23d_R,0.9775875049814262
v23ab_R,1.0388817199917053
d23ab_R,1.1322181008671277
31pv_R,1.262301700388424
5m_R,1.18048133331623
5mv_R,1.118696734111043
23c_R,1.1667749995903922
5L_R,1.1977613659814983
24dd_R,1.1379417949014974
24dv_R,1.0524920507139075
7AL_R,1.077877529679348
SCEF_R,1.270989738964441
6ma_R,1.2326619800451208
7Am_R,1.133828069012151
7Pl_R,1.0027479486123707
7PC_R,1.037687787159031
LIPv_R,1.1023827401150053
VIP_R,0.9800868919542568
MIP_R,0.928678457770654
1_R,0.8922144415279755
2_R,1.0407312839374645
3a_R,1.2039635006738354
6d_R,1.083032718406318
6mp_R,1.3691456863668672
6v_R,0.9426805731639863
p24pr_R,0.9877714035606936
33pr_R,0.9350458827781318
a24pr_R,1.018807490031978
p32pr_R,1.007109105087614
a24_R,0.7865407787141503
d32_R,1.0494743100944797
8BM_R,0.9492637962184824
p32_R,1.0722653945045264
10r_R,0.8153054874766327
47m_R,0.9665396727385572
8Av_R,1.0214813317121143
8Ad_R,1.0952603776622234
9m_R,1.0524390982415257
8BL_R,1.051500019281363
9p_R,0.9385223345484404
10d_R,1.0306195046939128
8C_R,0.97391898810067
44_R,1.000163215598021
45_R,0.9119411655743158
47l_R,0.8175251622399774
a47r_R,0.7864147188035209
6r_R,1.0216138541540825
IFJa_R,0.9582535333139486
IFJp_R,1.0654190673942627
IFSp_R,1.000842899771926
IFSa_R,1.0773501427125332
p9-46v_R,0.9801055872854304
46_R,0.9140469499133692
a9-46v_R,1.0486510334961785
9-46d_R,0.994301427537974
9a_R,1.0699176077869723
10v_R,0.6599119033906187
a10p_R,0.8386925625684614
10pp_R,0.8639604553122447
11l_R,0.6066364513787236
13l_R,1.1313792243220977
OFC_R,1.169259888736382
47s_R,0.9009829875626696
LIPd_R,1.1228518904187184
6a_R,1.1500486564108396
i6-8_R,1.0834730395097292
s6-8_R,1.1984415732709603
43_R,0.8342048380961081
OP4_R,0.8230742964015794
OP1_R,1.1279782365332365
OP2-3_R,0.951708588553048
52_R,1.068824102359062
RI_R,1.0391743537223943
PFcm_R,1.1237563059350355
PoI2_R,0.8163959322137728
TA2_R,0.9255113515346436
FOP4_R,0.7202579326410257
MI_R,0.8039439408233293
Pir_R,0.9071273323768424
AVI_R,0.8853062487949312
AAIC_R,1.0195472874821292
FOP1_R,0.9399825582381208
FOP3_R,0.9336499812174086
FOP2_R,0.8395404240035984
PFt_R,1.050126967221062
AIP_R,0.9662164557433904
EC_R,0.9207528058319664
PreS_R,0.90826285394842
H_R,1.043800856608422
ProS_R,0.8286623202949324
PeEc_R,0.986169262719228
STGa_R,0.981757928403068
PBelt_R,0.97122127938374
A5_R,0.756890721142514
PHA1_R,0.9740182246676676
PHA3_R,1.0408528023813377
STSda_R,0.9056305349377418
STSdp_R,0.8500211240561514
STSvp_R,0.9622824510511908
TGd_R,0.7367798164710091
TE1a_R,0.9388532114429696
TE1p_R,0.7911784136122058
TE2a_R,0.9899391089050388
TF_R,1.052340721025823
TE2p_R,0.9559432691099636
PHT_R,0.7932776553577767
PH_R,0.8863073605235552
TPOJ1_R,0.9167230198182618
TPOJ2_R,0.9354210933944442
TPOJ3_R,0.9249877025888266
DVT_R,1.033762039209596
PGp_R,0.74101307721816
IP2_R,1.0095363054511133
IP1_R,1.0027895930845252
IP0_R,0.8221486385119005
PFop_R,0.9333127762790508
PF_R,1.0031317608166217
PFm_R,0.9829852668872529
PGi_R,0.835526050740888
PGs_R,0.8304210034268471
V6A_R,1.239811626673555
VMV1_R,0.719942447111776
VMV3_R,0.9735419273029082
PHA2_R,1.2226426618311257
V4t_R,0.8805692604379651
FST_R,0.8013646653974233
V3CD_R,0.7012596682805466
LO3_R,0.801431445631065
VMV2_R,0.9109396415794068
31pd_R,1.1255628999693683
31a_R,1.2585186118720633
VVC_R,0.9743917277447716
25_R,1.3097429296692604
s32_R,1.0241763121073608
pOFC_R,1.072533137984253
PoI1_R,0.8421727605662307
Ig_R,0.907222454140165
FOP5_R,0.8764435742133296
p10p_R,0.9141717765286544
p47r_R,0.9073311972876856
TGv_R,0.9465531463866026
MBelt_R,1.012370105589227
LBelt_R,1.091690801443736
A4_R,0.8257922763275515
STSva_R,0.998097546400609
TE1m_R,0.8362620151954201
PI_R,1.0440875036111803
a32pr_R,1.0457206077564534
p24_R,0.930857565441557
