region,rtap_retest_cov
10d_L,1.336967770961432
8C_L,1.1430250897848815
44_L,1.2296286603813116
45_L,1.04607235820196
47l_L,1.0223370226505692
a47r_L,1.0379929264924812
6r_L,0.9172593060715309
IFJa_L,1.3366277216533855
IFJp_L,1.5410598721015494
IFSp_L,1.2599479042545783
IFSa_L,1.3509377395588709
p9-46v_L,1.2516772060001258
46_L,1.1832819733941413
a9-46v_L,1.1268337585519919
9-46d_L,1.1703256128679052
9a_L,1.1542509535262508
10v_L,1.5461877773992407
a10p_L,1.4130337599452065
10pp_L,1.6922045405871178
11l_L,1.4510230993213955
13l_L,1.2842333336092118
OFC_L,1.4091023743478377
47s_L,1.4098361459701345
LIPd_L,1.3028569251100721
6a_L,1.2287388677824476
i6-8_L,1.2928204610466125
s6-8_L,1.1102815862414883
43_L,1.0158626489841573
OP4_L,1.0842055949206932
OP1_L,1.6539468269513273
OP2-3_L,1.6359569427283536
52_L,1.4501109907989775
RI_L,1.6761888911835534
PFcm_L,1.6580235597607402
PoI2_L,1.3441490336599797
TA2_L,1.0235508911508195
FOP4_L,1.3875953910945382
MI_L,1.4310704509264758
Pir_L,1.8679024649274103
AVI_L,1.2438622215978041
AAIC_L,1.4659943234578305
FOP1_L,1.3323349307132708
FOP3_L,1.7351071298140408
FOP2_L,1.5580499299662982
PFt_L,1.1553751422007865
AIP_L,1.1939773637610716
EC_L,1.7783161600299875
PreS_L,1.2805816124921805
H_L,1.0875274033974833
ProS_L,1.5117943473648243
PeEc_L,1.1465557494967076
STGa_L,1.391167539726044
PBelt_L,1.0727126934802604
A5_L,1.1752127328550552
PHA1_L,1.4030233833967751
PHA3_L,1.2507241760857595
STSda_L,1.2561352879710694
STSdp_L,0.956094806850718
STSvp_L,0.9940641828422461
TGd_L,1.2922398873876544
TE1a_L,1.253694326882064
TE1p_L,1.0061249790983802
TE2a_L,1.2636498374042153
TF_L,1.177399897208086
TE2p_L,0.9997372771869628
PHT_L,0.9183007121583939
PH_L,1.0604704102927618
TPOJ1_L,0.9828096994220328
TPOJ2_L,0.9512340378357798
TPOJ3_L,1.101784771041018
DVT_L,0.9814954776866179
PGp_L,1.1643267309325822
IP2_L,1.3896603031700945
IP1_L,1.3510952355171628
IP0_L,0.9760137285932412
PFop_L,1.389825155242342
PF_L,1.0001852520980639
PFm_L,1.3237631210751382
PGi_L,0.8738940820032073
PGs_L,1.2731760630556699
V6A_L,1.3687709197682874
VMV1_L,1.724948370730801
VMV3_L,1.7375102952607457
PHA2_L,1.3825285087937038
V4t_L,1.406608611415653
FST_L,1.0226829465174765
V3CD_L,1.0101797840150564
LO3_L,1.007759358964436
VMV2_L,1.9501111060183103
31pd_L,1.0698895417541308
31a_L,1.519169876390377
VVC_L,1.5080966950997376
25_L,1.2764213159042352
s32_L,1.432889361016199
pOFC_L,1.2331926945638991
PoI1_L,1.2652576634020287
Ig_L,1.529198896436076
FOP5_L,1.4811292011366457
p10p_L,1.3117884377784388
p47r_L,1.0330796149192023
TGv_L,1.597709661568289
MBelt_L,1.3456476161105253
LBelt_L,1.300091864081284
A4_L,1.1784756117087074
STSva_L,1.2525853622284644
TE1m_L,1.1510608064092245
PI_L,1.1578677731018716
a32pr_L,1.5217104150740348
p24_L,1.5198276424237842
V1_R,0.7701927288076177
MST_R,1.2099110849938843
V6_R,0.8890509857829074
V2_R,0.7906952049663272
V3_R,0.6857398404598233
V4_R,0.7074900745199858
V8_R,1.0965784440824915
4_R,0.7239878617676432
3b_R,1.0891005664532178
FEF_R,1.0113319051272749
PEF_R,0.9967331861166525
55b_R,1.0533711974371858
V3A_R,0.7489426827138163
RSC_R,1.0157406562708864
POS2_R,0.9515597733669577
V7_R,1.1141348582635733
IPS1_R,0.956215785712191
FFC_R,1.181779134996415
V3B_R,0.934690717323001
LO1_R,1.1914262861059512
LO2_R,1.079875536835612
PIT_R,1.0295089622316296
MT_R,1.147632186038206
A1_R,1.596934727304717
PSL_R,1.0369832864982433
SFL_R,1.254063586955867
PCV_R,1.192771154198832
STV_R,0.9988712789102405
7Pm_R,1.0240598756315458
7m_R,1.039219839880512
POS1_R,1.064061817472917
23d_R,1.3263047892082789
v23ab_R,1.3459536036577286
d23ab_R,0.9760507449561905
31pv_R,1.1208427062724708
5m_R,1.3747382730714992
5mv_R,1.0197786869228473
23c_R,1.1021870260244804
5L_R,0.9865011782010898
24dd_R,0.9133054958230518
24dv_R,1.064950625413354
7AL_R,0.9243299480731876
SCEF_R,0.9155327689256202
6ma_R,0.9422185060724527
7Am_R,1.1868622199700485
7Pl_R,0.8682748523951022
7PC_R,0.9884274365846105
LIPv_R,1.0569229318206108
VIP_R,1.066131997966552
MIP_R,0.8438944921995345
1_R,1.0862671378653497
2_R,0.8678843613715267
3a_R,1.450106637049959
6d_R,1.0727718161653155
6mp_R,1.0780300872494337
6v_R,1.2397894235324893
p24pr_R,1.2222157062207057
33pr_R,1.3295444267989638
a24pr_R,1.2961612034844745
p32pr_R,0.9365590066425943
a24_R,1.198304623504332
d32_R,1.3031880851489863
8BM_R,1.0105638132101724
p32_R,1.327000983678913
10r_R,1.3536737828733556
47m_R,1.208410621927409
8Av_R,0.973145243956188
8Ad_R,1.0885566139446436
9m_R,1.1615031195855476
8BL_R,1.228794711395909
9p_R,0.8934718030926591
10d_R,1.5170054075986599
8C_R,1.0944663366571132
44_R,1.1544094824190272
45_R,1.4067331825370006
47l_R,1.2793243754391086
a47r_R,1.07043899408271
6r_R,1.1676988465987421
IFJa_R,1.1311487610137807
IFJp_R,1.0867953250257214
IFSp_R,1.3687208230272494
IFSa_R,1.5282020448217475
p9-46v_R,1.152937996781498
46_R,0.9800133394194357
a9-46v_R,1.3150982296049043
9-46d_R,1.1230704693233382
9a_R,1.3037579386184677
10v_R,1.5091716554211625
a10p_R,1.8115327411796223
10pp_R,1.5656075431679188
11l_R,1.468754334611075
13l_R,2.0887701230602382
OFC_R,1.4984415468921601
47s_R,1.6359828089607416
LIPd_R,1.1915244550678412
6a_R,0.763409020161042
i6-8_R,1.2886833026531594
s6-8_R,1.1691164134319503
43_R,0.8760059503065449
OP4_R,1.2985980308156235
OP1_R,1.2761909599979593
OP2-3_R,1.1100368380633245
52_R,1.1375363025072416
RI_R,1.1911712274851562
PFcm_R,1.2127196552703012
PoI2_R,1.3346448209045512
TA2_R,1.2768285209405628
FOP4_R,0.9496096830763608
MI_R,1.4195335952301127
Pir_R,1.8321703377571834
AVI_R,1.1949730509922258
AAIC_R,1.4932462965996411
FOP1_R,1.2618659531609844
FOP3_R,1.328743150533688
FOP2_R,1.3462290339368168
PFt_R,0.8486948713690545
AIP_R,0.971686928553498
EC_R,1.6365429051261642
PreS_R,1.367006183687116
H_R,0.9427397245354326
ProS_R,1.2088657613774703
PeEc_R,1.3928347993205434
STGa_R,1.6103851409934526
PBelt_R,1.1070428017246179
A5_R,1.2141154312773577
PHA1_R,1.0813798048551144
PHA3_R,1.2358699004263807
STSda_R,1.2715942977215053
STSdp_R,1.1166720500461453
STSvp_R,1.2163357627599918
TGd_R,1.5784837733823827
TE1a_R,1.7288723510496682
TE1p_R,1.290224281374678
TE2a_R,1.5254540665200307
TF_R,1.2395338454051417
TE2p_R,1.330624892649982
PHT_R,1.191775801702522
PH_R,1.2975271314993797
TPOJ1_R,1.0603702361700158
TPOJ2_R,1.0503345225022276
TPOJ3_R,0.9676555968514048
DVT_R,0.68255234180186
PGp_R,0.8548839350031263
IP2_R,0.9027070818192885
IP1_R,1.1228507478978509
IP0_R,1.0772966868821057
PFop_R,1.2385804161067946
PF_R,1.1655484325267347
PFm_R,1.0238728707388092
PGi_R,0.9333535612490349
PGs_R,1.0866818214793479
V6A_R,1.309344899639362
VMV1_R,1.1878602934544034
VMV3_R,1.497196605877772
PHA2_R,1.2200777336509518
V4t_R,1.5036022006770517
FST_R,1.086008914975414
V3CD_R,0.7783847368879395
LO3_R,0.9777598553137691
VMV2_R,1.257097721378306
31pd_R,1.0646941306668243
31a_R,1.0882971325001778
VVC_R,1.075956348936428
25_R,1.6546673434260404
s32_R,1.4444557673241325
pOFC_R,1.3856804350517005
PoI1_R,1.3877711461121471
Ig_R,1.0491450743940303
FOP5_R,1.0312432364097195
p10p_R,1.5969021714655978
p47r_R,1.9063572718137338
TGv_R,1.4268720147876102
MBelt_R,1.1560501299107615
LBelt_R,1.2913461169702072
A4_R,1.189349961182729
STSva_R,1.6261992271757124
TE1m_R,1.3817062816295644
PI_R,1.5933259786009302
a32pr_R,1.0880038613712022
p24_R,1.415319637258189
