region,thick_retest_cov
H_L,2.620707650623932
ProS_L,1.4517807381212098
PeEc_L,1.756727813095331
STGa_L,1.5100489658287388
PBelt_L,1.2635811928155405
A5_L,0.791186635338902
PHA1_L,1.863713022169182
PHA3_L,1.2488227075518996
STSda_L,0.8789239455542108
STSdp_L,1.0002121553915706
STSvp_L,0.9445735262707808
TGd_L,1.655766470733269
TE1a_L,0.9561492081904236
TE1p_L,0.6218350736110373
TE2a_L,0.9702223640110484
TF_L,1.3198586456182742
TE2p_L,1.209576632403759
PHT_L,0.7793115023768982
PH_L,0.9784515324353674
TPOJ1_L,0.7423697171688594
TPOJ2_L,0.9995968253104952
TPOJ3_L,0.9673907327482648
DVT_L,1.018213353817948
PGp_L,1.0647997806376386
IP2_L,0.8274867813923343
IP1_L,0.652099744583567
IP0_L,0.8305616923464191
PFop_L,0.9395881680293502
PF_L,0.7957487187184173
PFm_L,0.7497025745886686
PGi_L,0.662852535749234
PGs_L,0.8889139924645091
V6A_L,1.2610472356707627
VMV1_L,1.4734478415692462
VMV3_L,1.623257833628995
PHA2_L,1.7663471789297502
V4t_L,1.35069612733149
FST_L,0.8256044748887683
V3CD_L,0.9832071888793614
LO3_L,1.1511385598521502
VMV2_L,1.8794000879460653
31pd_L,0.9935754189819564
31a_L,1.4073153519419452
VVC_L,1.2333089799331558
25_L,2.200569359677471
s32_L,2.057144440988776
pOFC_L,2.6440614166066485
PoI1_L,3.0102615246969666
Ig_L,2.1639774931970552
FOP5_L,1.3254791496558151
p10p_L,1.5871490620744753
p47r_L,1.2219439168540265
TGv_L,1.290245846042849
MBelt_L,1.597051057860882
LBelt_L,1.1379781100619213
A4_L,1.0995215469639985
STSva_L,0.7632336760725656
TE1m_L,0.943396668835001
PI_L,2.0604315848594923
a32pr_L,1.0051472797042642
p24_L,1.3452777813801542
V1_R,0.7314135509705512
MST_R,1.0854763119003954
V6_R,0.790352373522661
V2_R,0.7814806809727681
V3_R,0.9238079015219164
V4_R,0.8806304782377752
V8_R,1.5861652953032084
4_R,0.8868598217504523
3b_R,1.4547696899120308
FEF_R,0.9566209306937502
PEF_R,0.7632089687221806
55b_R,0.8393613379657485
V3A_R,0.8847677233320651
RSC_R,1.689706881117302
POS2_R,0.7829736704615153
V7_R,1.1985930480979237
IPS1_R,1.0352144453874013
FFC_R,1.248276698248393
V3B_R,0.950972910142346
LO1_R,0.9277963856094424
LO2_R,1.383166947328574
PIT_R,1.0986200888792532
MT_R,1.1582633807154246
A1_R,1.573718772503553
PSL_R,0.8277613706104531
SFL_R,1.471525058257472
PCV_R,0.960600092973911
STV_R,1.0902767673944278
7Pm_R,1.4023514807714113
7m_R,0.94340883708102
POS1_R,0.8501400273812973
23d_R,1.4757191972975303
v23ab_R,1.2929726073697874
d23ab_R,1.3930609593934968
31pv_R,1.3144520603935768
5m_R,1.177233087772369
5mv_R,1.143401016673428
23c_R,0.9883175439169656
5L_R,1.027508850855196
24dd_R,0.945197859134473
24dv_R,0.9622785068141172
7AL_R,1.2564582101843806
SCEF_R,1.0329636430773232
6ma_R,1.1876353161132682
7Am_R,0.9876061037643494
7Pl_R,1.128245542906105
7PC_R,0.9884323938127284
LIPv_R,1.1731961664293875
VIP_R,1.1486451320193438
MIP_R,1.018580351161292
1_R,1.2144327782933722
2_R,0.8078348677107047
3a_R,1.4562618057158148
6d_R,1.0458015168900274
6mp_R,1.1417590665475983
6v_R,1.007727410177962
p24pr_R,1.1502699779231098
33pr_R,2.4320045901465326
a24pr_R,1.0405913162391984
p32pr_R,0.972365169467229
a24_R,1.8459002576122456
d32_R,1.0015256804173422
8BM_R,1.5056215540780855
p32_R,1.3149668626440802
10r_R,1.5059748128759831
47m_R,1.9711264074659236
8Av_R,0.8526248012967967
8Ad_R,0.8433213949920144
9m_R,1.0806958958518509
8BL_R,1.1025696759381451
9p_R,1.1247305961640095
10d_R,1.27636790172355
8C_R,0.6192120114260029
44_R,1.1440017618641136
45_R,1.0025971927776542
47l_R,1.199545063151333
a47r_R,1.020666331276012
6r_R,0.7806240610803044
IFJa_R,0.9508490867418766
IFJp_R,1.0896333923715324
IFSp_R,0.8211499703449695
IFSa_R,0.90255833003681
p9-46v_R,0.9803514623467174
46_R,0.7629534652584716
a9-46v_R,1.130962372721495
9-46d_R,1.006699741776614
9a_R,1.182207600416605
10v_R,1.4222703346442216
a10p_R,1.3488544193420138
10pp_R,1.5172926025272957
11l_R,1.1654368146306615
13l_R,1.5400832059658307
OFC_R,1.636014194855727
47s_R,1.283092653092021
LIPd_R,1.2707778280247235
6a_R,0.7827448819351213
i6-8_R,0.9203334017384324
s6-8_R,1.1784924637632446
43_R,1.152454957790284
OP4_R,1.0962777305617848
OP1_R,1.4836616339570738
OP2-3_R,1.9002879908930368
52_R,1.5730690567136818
RI_R,1.0476093768869568
PFcm_R,1.1152043491618149
PoI2_R,3.225286458795544
TA2_R,1.8076924424727143
FOP4_R,0.9512401131481588
MI_R,1.8212744162579568
Pir_R,3.948189840043933
AVI_R,1.1405141229896594
AAIC_R,2.7160381284976816
FOP1_R,1.0893087766080225
FOP3_R,1.7656878960504114
FOP2_R,1.4309607397832036
PFt_R,1.0107869450511064
AIP_R,0.7662197621351491
EC_R,2.8633483295623128
PreS_R,3.0099724782920685
H_R,2.73050259534666
ProS_R,1.918959336223616
PeEc_R,1.684047772114168
STGa_R,1.383545704496239
PBelt_R,1.382219125188132
A5_R,1.0002069028258151
PHA1_R,1.776659350809567
PHA3_R,1.755460350448644
STSda_R,1.0448694215960477
STSdp_R,0.9151748564763276
STSvp_R,0.8843065531867531
TGd_R,1.5081023008273429
TE1a_R,1.2095316592616767
TE1p_R,0.7526980893100144
TE2a_R,1.0070803051488462
TF_R,1.0803784853238982
TE2p_R,1.3708225858885186
PHT_R,0.9684855392791244
PH_R,0.8933998631726718
TPOJ1_R,0.9283578738904532
TPOJ2_R,0.8626953789321904
TPOJ3_R,1.0533283166155178
DVT_R,0.9178007803033872
PGp_R,0.7551810432747705
IP2_R,0.7322570573298312
IP1_R,0.8530349850356179
IP0_R,1.016241540481699
PFop_R,0.9471131517454264
PF_R,0.7397532293312858
PFm_R,0.6948346718588209
PGi_R,0.7483112772128998
PGs_R,0.9383445498683052
V6A_R,1.2098402621854556
VMV1_R,2.0268511659768427
VMV3_R,1.7346881163608816
PHA2_R,2.468327950413313
V4t_R,1.4394569869210037
FST_R,1.051452515688648
V3CD_R,0.955878380051342
LO3_R,1.085101913634719
VMV2_R,1.2937992406336951
31pd_R,1.2214335008766666
31a_R,1.5083821457028788
VVC_R,1.2535607158742932
25_R,2.726823986440305
s32_R,2.650294334262824
pOFC_R,2.199654865947689
PoI1_R,2.2001567787441907
Ig_R,1.7449660133748464
FOP5_R,0.8727066829463436
p10p_R,1.2309710877617384
p47r_R,1.1726870637928233
TGv_R,1.491740937844424
MBelt_R,1.5606141100656572
LBelt_R,1.548123355700381
A4_R,1.2778518732411406
STSva_R,0.9992573999560752
TE1m_R,0.8286815191251669
PI_R,2.0489571456241964
a32pr_R,1.017569237780828
p24_R,1.4700220001784878
