region,md_retest_cov
52_R,1.213620044754036
RI_R,1.3516765232301984
PFcm_R,1.4070143410675666
PoI2_R,1.1029580946320716
TA2_R,1.338336037219744
FOP4_R,0.8966843495733144
MI_R,1.2362601679025078
Pir_R,1.7220873248859774
AVI_R,1.3995756590541175
AAIC_R,1.2823028575490631
FOP1_R,0.9208894875950446
FOP3_R,1.1265692256359623
FOP2_R,1.191022620025965
PFt_R,1.0328278875739267
AIP_R,0.9010457554165349
EC_R,1.3710702975423559
PreS_R,1.33278073536112
H_R,0.988886493901823
ProS_R,1.101050678958861
PeEc_R,1.3064233251720982
STGa_R,1.4535571991525271
PBelt_R,1.2035743725354353
A5_R,1.0021030675843692
PHA1_R,0.9578458708634892
PHA3_R,1.2021955615686732
STSda_R,1.1491138005830013
STSdp_R,1.057156822897754
STSvp_R,1.325602452295476
TGd_R,1.2137518785522616
TE1a_R,1.2618609519574306
TE1p_R,1.161863453423972
TE2a_R,1.2000354437195964
TF_R,1.384146742748174
TE2p_R,1.4931028327375329
PHT_R,1.2029027914961636
PH_R,1.0615980606378594
TPOJ1_R,1.04227358137824
TPOJ2_R,0.9169330215654711
TPOJ3_R,1.042472213979303
DVT_R,0.839647937993589
PGp_R,0.8084910616756551
IP2_R,0.9538089853021023
IP1_R,1.0899431844326937
IP0_R,1.0223162839816309
PFop_R,1.1997183591563554
PF_R,1.1345836124194477
PFm_R,1.0602869673294497
PGi_R,0.9414128928506061
PGs_R,0.9658650006290515
V6A_R,1.3959868864454286
VMV1_R,0.882625823389248
VMV3_R,1.4471179379646122
PHA2_R,1.0447592548713154
V4t_R,1.06145863202704
FST_R,1.0770397426072875
V3CD_R,0.73629653219111
LO3_R,1.0477248552986747
VMV2_R,1.2063540824796273
31pd_R,1.1333770992755727
31a_R,1.181225154302312
VVC_R,1.0146103401926554
25_R,1.4498866471898255
s32_R,1.2863255026088216
pOFC_R,1.5333608197032493
PoI1_R,1.090010084294658
Ig_R,1.1173080257185668
FOP5_R,0.9736242929802507
p10p_R,1.1314422715513002
p47r_R,1.7650965392770064
TGv_R,1.0299158167639395
MBelt_R,1.186381024477578
LBelt_R,1.2349590198485487
A4_R,1.226372687730889
STSva_R,1.3712167966580047
TE1m_R,1.1646217291334482
PI_R,1.393939496517096
a32pr_R,1.0568756460872182
p24_R,1.2255520461138831
