region,dki-rd_retest_cov
V2_R,0.6606425850136087
V3_R,0.7257219511473494
V4_R,0.7116553305003143
V8_R,0.9930738414658956
4_R,0.8131914233494806
3b_R,1.0915306269253018
FEF_R,0.9403531288991396
PEF_R,0.8294347591896406
55b_R,0.8349801041953958
V3A_R,0.8273223537653313
RSC_R,1.153226684919105
POS2_R,0.926103733174545
V7_R,0.9412794745636228
IPS1_R,0.9538821612623932
FFC_R,0.9723520536067016
V3B_R,1.0600735527581473
LO1_R,0.868623637310383
LO2_R,0.9055256741920018
PIT_R,0.8246753133094112
MT_R,1.0617999138088263
A1_R,0.959329186833866
PSL_R,0.7538777677427004
SFL_R,1.2988637712080893
PCV_R,1.2385207883350642
STV_R,0.8269544258325119
7Pm_R,1.1022124397749635
7m_R,0.9940968422157908
POS1_R,0.8422518021781795
23d_R,1.26871714943541
v23ab_R,1.1286079379036773
d23ab_R,1.1910609423563785
31pv_R,1.1529237465505804
5m_R,1.2297297382788026
5mv_R,1.3809960606953364
23c_R,1.2364524275170314
5L_R,1.0052427153351875
24dd_R,1.2184021859357477
24dv_R,1.2900006434643183
7AL_R,1.0410410346538486
SCEF_R,1.2484560869543144
6ma_R,0.9721983537659368
7Am_R,0.9649644115701584
7Pl_R,0.9926872910596798
7PC_R,1.0446913482003692
LIPv_R,1.10958776977029
VIP_R,0.8752953498950704
MIP_R,0.8722820347910779
1_R,0.8308469633276746
2_R,0.8968538456264324
3a_R,1.1959581485110848
6d_R,0.9235124424520548
6mp_R,1.0673985178928935
6v_R,0.9280255622461828
p24pr_R,1.0805955131763516
33pr_R,0.9353927757600556
a24pr_R,0.9757492767907074
p32pr_R,1.051196386358986
a24_R,0.763143941581064
d32_R,1.0208201096964742
8BM_R,1.0386541930440591
p32_R,0.7199697391835036
10r_R,0.8379438910606799
47m_R,0.9900813170076852
8Av_R,0.8338104274715528
8Ad_R,1.1079431372278292
9m_R,0.8874770549677637
8BL_R,0.9309017407043684
9p_R,0.8601037489894714
10d_R,0.9171105541572548
8C_R,0.9626116146706186
44_R,0.9374260875972928
45_R,0.9033638766905328
47l_R,0.8185140137897303
a47r_R,0.8282420692795575
6r_R,0.8758090387458147
IFJa_R,0.962312572408302
IFJp_R,0.9469215976650844
IFSp_R,0.9051882565285476
IFSa_R,0.9671537030391236
p9-46v_R,0.7601188282242702
46_R,0.894047702212288
a9-46v_R,0.8744142584943043
9-46d_R,0.8498379905089762
9a_R,1.0702446047574476
10v_R,0.538392352393753
a10p_R,0.8365487265077253
10pp_R,1.0256507379824829
11l_R,0.7353264777761827
13l_R,1.102183213185917
OFC_R,1.2947366046630662
47s_R,0.9352747192917692
LIPd_R,0.926296080064974
6a_R,1.001293469163391
i6-8_R,1.0527787834110636
s6-8_R,1.1910650197885686
43_R,0.928276383138506
OP4_R,0.8765818346220783
OP1_R,1.0663163607691506
OP2-3_R,0.916593321311568
52_R,0.9394308162627384
RI_R,1.0068025224974857
PFcm_R,1.0908169212563823
PoI2_R,0.7694956474109375
TA2_R,1.0163637345073029
FOP4_R,0.7826936229930321
MI_R,0.9298305549553636
Pir_R,1.359186498173514
AVI_R,0.7958625957671956
AAIC_R,1.0257870946959056
FOP1_R,0.8709656026674238
FOP3_R,0.8956392170667336
FOP2_R,0.816553993688496
PFt_R,0.9626582543152548
AIP_R,0.920958049983082
EC_R,0.9124161696828
PreS_R,0.9620581798470564
H_R,0.9426561387680285
ProS_R,1.0286345732851012
PeEc_R,1.094411244545376
STGa_R,1.0067285407274429
PBelt_R,1.0342711519895642
A5_R,0.7877372028767449
PHA1_R,0.8729123545578193
PHA3_R,1.0052961287987006
STSda_R,0.9245181420683646
STSdp_R,0.8967569625330718
STSvp_R,0.8703509782069437
TGd_R,0.8400914443415067
TE1a_R,1.2209192414696068
TE1p_R,0.8678547125477186
TE2a_R,1.095942317710312
TF_R,1.1685080746344492
TE2p_R,1.123927564086202
PHT_R,0.8845024367103419
PH_R,1.0324684919429232
TPOJ1_R,0.8141880954224624
TPOJ2_R,0.7429127788313129
TPOJ3_R,1.04826028046652
DVT_R,0.9386813046181502
PGp_R,0.7840727571839186
IP2_R,0.8918919676575442
IP1_R,0.8616161397931801
IP0_R,0.8301443307483354
PFop_R,0.8410295957036197
PF_R,0.8830344989637865
PFm_R,0.8696942445756256
PGi_R,0.8416748561522367
PGs_R,0.8921254475348515
V6A_R,1.07659023336004
VMV1_R,1.0059036202215088
VMV3_R,1.2397650051708822
PHA2_R,1.024123737660181
V4t_R,0.7990469998781604
FST_R,0.912100327533971
V3CD_R,0.8345000668437741
LO3_R,0.785116366162387
VMV2_R,1.2298741862475673
31pd_R,1.2442690060921966
31a_R,1.4560651726851177
VVC_R,1.0576430687418452
25_R,1.3135728256765655
s32_R,1.105264852980562
pOFC_R,1.1178288270411256
PoI1_R,0.9380323161647508
Ig_R,1.0196704861602213
FOP5_R,0.8670759297497395
p10p_R,0.892869987691711
p47r_R,0.8159195731127704
TGv_R,1.1429080114618584
MBelt_R,0.8961124369797544
LBelt_R,0.9165788432410128
A4_R,0.8306511075411036
STSva_R,0.8867259524970502
TE1m_R,0.9381647894770438
PI_R,1.0005801555386848
a32pr_R,0.9609358289516274
p24_R,0.8905381028565853
