region,rtop
45_R,195557.5861419377
47l_R,194857.22012959956
a47r_R,185275.5967388781
6r_R,194303.87554604904
IFJa_R,203077.39129122338
IFJp_R,204884.19471124734
IFSp_R,193871.10409530893
IFSa_R,181767.09897388774
p9-46v_R,197069.37227538592
46_R,184788.6169364833
a9-46v_R,181756.07067532168
9-46d_R,181771.80075323372
9a_R,178385.61943487675
10v_R,197871.3845790106
a10p_R,179484.4641015164
10pp_R,196548.51213016646
11l_R,209189.38964220922
13l_R,223407.70724939267
OFC_R,242252.3838813552
47s_R,206275.78334580243
LIPd_R,207626.38605427687
6a_R,207934.48833445268
i6-8_R,204224.53761888164
s6-8_R,211632.47766313973
43_R,209591.5181213834
OP4_R,207688.69452594648
OP1_R,215012.8161962966
OP2-3_R,219831.77337352405
52_R,187653.86431600005
RI_R,196651.15818606367
PFcm_R,209104.80300164153
PoI2_R,206724.28242598986
TA2_R,183161.08499743027
FOP4_R,202162.20279331523
MI_R,192598.5495694137
Pir_R,213946.9035621019
AVI_R,206756.12389048803
AAIC_R,198249.48252215853
FOP1_R,209393.67420089862
FOP3_R,203515.00467994198
FOP2_R,209370.59915330974
PFt_R,193738.47114589484
AIP_R,205082.44382464237
EC_R,226107.31649275223
PreS_R,208457.21393099433
H_R,209035.19398978603
ProS_R,218452.72724831392
PeEc_R,229970.87135177752
STGa_R,190282.39988185474
PBelt_R,189978.95706896638
A5_R,209710.98513402045
PHA1_R,227658.83078815092
PHA3_R,215512.7730038749
STSda_R,211009.9853459018
STSdp_R,207563.46606761974
STSvp_R,185999.85461731153
TGd_R,200069.8225698312
TE1a_R,190387.38635306727
TE1p_R,192016.16809108
TE2a_R,201809.65409088126
TF_R,233965.1513075103
TE2p_R,213891.83890123255
PHT_R,190171.27160495607
PH_R,205062.9404047394
TPOJ1_R,199085.83018245894
TPOJ2_R,195587.15413151844
TPOJ3_R,201118.78608970382
DVT_R,202747.74126458052
PGp_R,200490.77292706445
IP2_R,193875.98846893362
IP1_R,193264.05525505394
IP0_R,186073.33992481494
PFop_R,202538.69496038687
PF_R,205667.10517146194
PFm_R,200684.35473222888
PGi_R,198081.92501358755
PGs_R,204862.97716064932
V6A_R,201336.53108274844
VMV1_R,229516.38197027956
VMV3_R,211265.02366026278
PHA2_R,227513.42833229533
V4t_R,204818.53771229126
FST_R,200486.18522042167
V3CD_R,198765.38650600245
LO3_R,200487.85207236413
VMV2_R,224947.4459759466
31pd_R,191611.28576705488
31a_R,199011.31965723285
VVC_R,223668.6082274545
25_R,232755.399502338
s32_R,225426.8738118316
pOFC_R,232298.465350827
PoI1_R,205956.1834303379
Ig_R,219888.99620283558
FOP5_R,209285.23179164654
p10p_R,181505.6959488119
p47r_R,179266.27710969586
TGv_R,221191.11095866925
MBelt_R,191889.3842196417
LBelt_R,190854.83058048124
A4_R,193440.09450764433
STSva_R,189949.69963369463
TE1m_R,192941.4392844051
PI_R,178461.08051336923
a32pr_R,189489.7976467602
p24_R,183463.62567387885
