region,qiv
8Ad_L,5.422797929567274e-09
9m_L,5.387697849907562e-09
8BL_L,5.039145940145864e-09
9p_L,5.509748334591434e-09
10d_L,5.6398248847176024e-09
8C_L,5.090235156374961e-09
44_L,5.105385929879397e-09
45_L,5.082771355192087e-09
47l_L,5.394408621336387e-09
a47r_L,5.60488610363868e-09
6r_L,5.317933783105431e-09
IFJa_L,5.165509231355019e-09
IFJp_L,5.217581160104627e-09
IFSp_L,5.275902701942406e-09
IFSa_L,5.447850951631682e-09
p9-46v_L,5.222367838970887e-09
46_L,5.492543769986725e-09
a9-46v_L,5.5912737960245425e-09
9-46d_L,5.645025158563573e-09
9a_L,5.639445830364026e-09
10v_L,5.237480197033231e-09
a10p_L,5.8782522356964515e-09
10pp_L,5.534335240723448e-09
11l_L,5.421839618223433e-09
13l_L,4.8802227215650225e-09
OFC_L,4.083739678735162e-09
47s_L,5.454588074838458e-09
LIPd_L,4.967092868511995e-09
6a_L,5.102376354068891e-09
i6-8_L,5.069501939228444e-09
s6-8_L,5.101240033343435e-09
43_L,5.080343646939627e-09
OP4_L,4.953860354455732e-09
OP1_L,4.775911071558887e-09
OP2-3_L,4.828299195773982e-09
52_L,5.559926763603811e-09
RI_L,5.051786285043212e-09
PFcm_L,4.902517298839015e-09
PoI2_L,5.586226658231046e-09
TA2_L,5.406276439492926e-09
FOP4_L,5.287101987976837e-09
MI_L,5.688033523409041e-09
Pir_L,5.240811613026619e-09
AVI_L,5.445101852188116e-09
AAIC_L,5.7286083342252244e-09
FOP1_L,5.078708402532108e-09
FOP3_L,5.368414902679109e-09
FOP2_L,5.07709184280028e-09
PFt_L,5.098616623697045e-09
AIP_L,4.9812985325842715e-09
EC_L,4.9033198842768305e-09
PreS_L,4.708924677990037e-09
H_L,5.543719581389126e-09
ProS_L,4.899058223587314e-09
PeEc_L,5.045869901499e-09
STGa_L,5.610797216783534e-09
PBelt_L,5.140064813900087e-09
A5_L,5.000816623515327e-09
PHA1_L,5.0793009885357725e-09
PHA3_L,4.954527401553272e-09
STSda_L,5.255196541578028e-09
STSdp_L,5.004075503271056e-09
STSvp_L,5.284301844370625e-09
TGd_L,5.525831033495644e-09
TE1a_L,5.404448058764733e-09
TE1p_L,5.082513308395191e-09
TE2a_L,5.130859949564296e-09
TF_L,4.720985781253859e-09
TE2p_L,4.7285974860943706e-09
PHT_L,5.037565102516193e-09
PH_L,4.872637508554674e-09
TPOJ1_L,4.882046502029628e-09
TPOJ2_L,4.993903573666384e-09
TPOJ3_L,4.999165180449433e-09
DVT_L,4.842167450603477e-09
PGp_L,4.925221402241685e-09
IP2_L,5.024016787749525e-09
IP1_L,4.962485011625309e-09
IP0_L,4.932904656815806e-09
PFop_L,5.135191219574201e-09
PF_L,5.002561680255413e-09
PFm_L,4.963122910954921e-09
PGi_L,5.002559142670669e-09
PGs_L,4.908308295592878e-09
V6A_L,4.795358796628527e-09
VMV1_L,4.608790119388619e-09
VMV3_L,4.6499360611676155e-09
PHA2_L,5.042971072901672e-09
V4t_L,4.7407859456104855e-09
FST_L,4.949353240613781e-09
V3CD_L,4.829361586442668e-09
LO3_L,4.879938124180417e-09
VMV2_L,4.708008916540442e-09
31pd_L,4.926404879635743e-09
31a_L,4.987368314508535e-09
VVC_L,4.582762530797516e-09
25_L,4.9056759294742314e-09
s32_L,5.1920285412351515e-09
pOFC_L,4.722272206137275e-09
PoI1_L,5.5607401218189955e-09
Ig_L,5.178181483908303e-09
FOP5_L,5.0997742196815196e-09
p10p_L,5.7244817644934685e-09
p47r_L,5.55347943598893e-09
TGv_L,5.055612504174772e-09
MBelt_L,4.9730689248663435e-09
LBelt_L,5.0364074413666006e-09
A4_L,5.0786781969474326e-09
STSva_L,5.5422150544198775e-09
TE1m_L,5.2488913254671114e-09
PI_L,5.739840287801882e-09
a32pr_L,5.4705020023445184e-09
p24_L,5.821506304226562e-09
V1_R,4.756669470300391e-09
MST_R,4.8193473924937635e-09
V6_R,5.065019536073312e-09
V2_R,4.781105783539789e-09
V3_R,4.700554372874694e-09
V4_R,4.700042845901113e-09
V8_R,4.695283578905833e-09
4_R,4.45757723925518e-09
3b_R,4.9717252742068085e-09
FEF_R,4.840743023789192e-09
PEF_R,5.058341349089909e-09
55b_R,4.807365143217946e-09
V3A_R,4.6496420377558785e-09
RSC_R,4.557474981932316e-09
POS2_R,4.7066638895414865e-09
V7_R,4.6153032658725605e-09
IPS1_R,4.80538185698095e-09
FFC_R,4.688655914486408e-09
V3B_R,4.914995084163415e-09
LO1_R,4.841512299151813e-09
LO2_R,4.636952693497193e-09
PIT_R,4.58469937804895e-09
MT_R,4.796689294555107e-09
A1_R,5.003067277032764e-09
PSL_R,4.985008400766698e-09
SFL_R,4.863502465223312e-09
PCV_R,4.8821250957467685e-09
STV_R,4.881489675990628e-09
7Pm_R,4.845550442360679e-09
7m_R,4.9707294610755175e-09
POS1_R,4.706244177435049e-09
23d_R,5.217217449055069e-09
v23ab_R,4.934457010303465e-09
d23ab_R,4.895845925897804e-09
31pv_R,5.045820771788859e-09
5m_R,4.446420082485006e-09
5mv_R,4.9150212197286925e-09
23c_R,5.164356442825817e-09
5L_R,4.690658798065358e-09
24dd_R,4.803253864575069e-09
24dv_R,5.1676315090067895e-09
7AL_R,4.6769861491359354e-09
SCEF_R,4.8942248908744976e-09
6ma_R,4.8033639136831574e-09
7Am_R,4.774851887994015e-09
7Pl_R,4.682355482327531e-09
7PC_R,4.604785783980778e-09
LIPv_R,4.697833594108042e-09
VIP_R,4.624539440281725e-09
MIP_R,4.68519684985112e-09
1_R,4.544453529402355e-09
2_R,4.712636405875608e-09
3a_R,5.022475178657291e-09
6d_R,4.769995475071311e-09
6mp_R,4.7771504590969075e-09
6v_R,4.8865612329861274e-09
p24pr_R,5.515508758530656e-09
33pr_R,5.380586520004737e-09
a24pr_R,5.665007864333127e-09
p32pr_R,5.2965761127259925e-09
a24_R,5.916903643785357e-09
d32_R,5.552829973035037e-09
8BM_R,5.146688892800994e-09
p32_R,5.8314250051213805e-09
10r_R,5.671893299306788e-09
47m_R,5.210787419021151e-09
8Av_R,4.983751908789752e-09
8Ad_R,5.2427054267464795e-09
9m_R,5.67831796783198e-09
8BL_R,5.129369217461818e-09
9p_R,5.479117234409243e-09
10d_R,5.809186904520693e-09
8C_R,5.005531616102747e-09
44_R,5.087493804505569e-09
45_R,5.100480333208003e-09
47l_R,5.246125481748707e-09
a47r_R,5.598545918257624e-09
6r_R,5.248931221681381e-09
IFJa_R,5.127793862735845e-09
IFJp_R,5.1213455468748175e-09
IFSp_R,5.271773176853999e-09
IFSa_R,5.495623045355866e-09
p9-46v_R,5.194480685016976e-09
46_R,5.4708809516502674e-09
a9-46v_R,5.534247411909271e-09
9-46d_R,5.634424545826716e-09
9a_R,5.6893144680285105e-09
10v_R,5.523412542760567e-09
a10p_R,5.873910470319494e-09
10pp_R,5.423961094929866e-09
11l_R,5.378539370732045e-09
13l_R,4.83486130211737e-09
OFC_R,4.3091343433797854e-09
47s_R,5.262712504399674e-09
LIPd_R,4.837879709963308e-09
6a_R,4.965643032959946e-09
i6-8_R,4.9908017567358876e-09
s6-8_R,4.8975494287040926e-09
43_R,4.997520894586985e-09
OP4_R,4.9306879155203685e-09
OP1_R,4.859888279582029e-09
OP2-3_R,4.954171329377766e-09
52_R,5.573168808304576e-09
RI_R,5.142536067329707e-09
PFcm_R,4.847996410431255e-09
PoI2_R,5.364178639453305e-09
TA2_R,5.588616857700733e-09
FOP4_R,5.386636773416722e-09
MI_R,5.562592684792851e-09
Pir_R,5.229181367868182e-09
AVI_R,5.326634335630868e-09
AAIC_R,5.738747019360445e-09
FOP1_R,5.1720428623221576e-09
FOP3_R,5.389864448528266e-09
FOP2_R,5.212669807875232e-09
PFt_R,5.019612541187905e-09
AIP_R,4.937658561349217e-09
EC_R,4.884301404961281e-09
PreS_R,4.928239988640244e-09
H_R,5.515996982578015e-09
ProS_R,5.046058807031111e-09
PeEc_R,4.91372636702956e-09
STGa_R,5.498441347267308e-09
PBelt_R,5.15603078349091e-09
A5_R,4.856683624364773e-09
PHA1_R,5.036584006606895e-09
PHA3_R,5.1085523922129855e-09
STSda_R,5.179914731309361e-09
STSdp_R,5.072083792768955e-09
STSvp_R,5.2887155441414194e-09
TGd_R,5.392388263032884e-09
TE1a_R,5.309556362785981e-09
TE1p_R,5.166698934969954e-09
TE2a_R,5.1695580554358545e-09
TF_R,4.688457514153045e-09
TE2p_R,4.8535629949069725e-09
PHT_R,5.121211701956847e-09
PH_R,4.9409260887289096e-09
TPOJ1_R,4.93356151389978e-09
TPOJ2_R,4.947086315675977e-09
TPOJ3_R,4.8937563345035975e-09
DVT_R,4.8544936101652285e-09
PGp_R,4.841777040363836e-09
IP2_R,4.9917294533646745e-09
IP1_R,4.903270863814053e-09
IP0_R,4.9606821399200186e-09
PFop_R,4.899938383058307e-09
PF_R,4.839302082978974e-09
PFm_R,4.8210170207809635e-09
PGi_R,4.8738934001647804e-09
PGs_R,4.773159832275075e-09
V6A_R,4.709769969665814e-09
VMV1_R,4.8087509718716805e-09
VMV3_R,4.9460442121299445e-09
PHA2_R,5.070051693355592e-09
V4t_R,4.728144790308949e-09
FST_R,4.955751565151418e-09
V3CD_R,4.8542371584549475e-09
LO3_R,4.796644848059181e-09
VMV2_R,4.9128914296061466e-09
31pd_R,5.089076554857156e-09
31a_R,4.9079059261649815e-09
VVC_R,4.819656937716788e-09
25_R,5.129961900003561e-09
s32_R,5.235104516554142e-09
pOFC_R,4.770054887447508e-09
PoI1_R,5.398304600468344e-09
Ig_R,5.078452436630724e-09
FOP5_R,5.195692165016545e-09
p10p_R,5.729881710656431e-09
p47r_R,5.528696548871472e-09
TGv_R,4.915162323922829e-09
MBelt_R,5.188502884862339e-09
LBelt_R,5.221928445057378e-09
A4_R,4.9636377626790916e-09
STSva_R,5.491612021699854e-09
TE1m_R,5.257344947080585e-09
PI_R,5.9061681972300334e-09
a32pr_R,5.546218897307803e-09
p24_R,5.909090912639329e-09
