region,isovf
8Ad_R,0.08253201519220048
9m_R,0.10563177709585447
8BL_R,0.07613454556282032
9p_R,0.08282360167515294
10d_R,0.10852486566424328
8C_R,0.07570510148009546
44_R,0.07877303627530781
45_R,0.09295442043932031
47l_R,0.10058406072388755
a47r_R,0.10671616880165898
6r_R,0.08342973673341414
IFJa_R,0.09684939740598782
IFJp_R,0.08042586571752823
IFSp_R,0.11038614302021314
IFSa_R,0.1106738117809726
p9-46v_R,0.08457413845196052
46_R,0.09619439825307845
a9-46v_R,0.10452236678051822
9-46d_R,0.09613089669748638
9a_R,0.08737803167835147
10v_R,0.15843337867067966
a10p_R,0.1129246634544498
10pp_R,0.1420148258848501
11l_R,0.10936356793655005
13l_R,0.17548408827333387
OFC_R,0.1692091981653638
47s_R,0.12880053661753316
LIPd_R,0.06166530220378492
6a_R,0.07989564082806572
i6-8_R,0.09237996668544209
s6-8_R,0.06750853699468508
43_R,0.06868420416123579
OP4_R,0.06629851338954203
OP1_R,0.07518586268268213
OP2-3_R,0.07883366255916212
52_R,0.12363430641649327
RI_R,0.10589496478412201
PFcm_R,0.06438052490225753
PoI2_R,0.07840025780533524
TA2_R,0.1223670778779134
FOP4_R,0.09366782553337938
MI_R,0.08118476476872877
Pir_R,0.13267327823652486
AVI_R,0.092363636482205
AAIC_R,0.09568555000868191
FOP1_R,0.08659941421968631
FOP3_R,0.07694145982596712
FOP2_R,0.08260220248734763
PFt_R,0.07567520111621051
AIP_R,0.06597457426927343
EC_R,0.155600118099738
PreS_R,0.16790580645372719
H_R,0.1012383108166145
ProS_R,0.09260359612409748
PeEc_R,0.11209271358894753
STGa_R,0.07264071783276908
PBelt_R,0.12397198703640382
A5_R,0.05175225531794719
PHA1_R,0.07905969355611217
PHA3_R,0.0652305842343972
STSda_R,0.04945289777776649
STSdp_R,0.04744819139839323
STSvp_R,0.062158810844620736
TGd_R,0.11667588551564902
TE1a_R,0.07403731062232471
TE1p_R,0.05303486977357039
TE2a_R,0.09791053405538999
TF_R,0.11001872989589838
TE2p_R,0.08470099679933697
PHT_R,0.0493106472471212
PH_R,0.041564910693248164
TPOJ1_R,0.054638108968079774
TPOJ2_R,0.05512303557886217
TPOJ3_R,0.049458916315510824
DVT_R,0.09225126838183725
PGp_R,0.045690680130139674
IP2_R,0.0772959071690397
IP1_R,0.07591105131192712
IP0_R,0.08247793673597113
PFop_R,0.055988127898695526
PF_R,0.05141026327424593
PFm_R,0.05709241187870884
PGi_R,0.04707909501865863
PGs_R,0.046336088018363836
V6A_R,0.08809900200492864
VMV1_R,0.06726321433760553
VMV3_R,0.07264977148213034
PHA2_R,0.04989185012685199
V4t_R,0.05739683017012092
FST_R,0.04569124850043057
V3CD_R,0.05736929404080765
LO3_R,0.05550916924461958
VMV2_R,0.05678777232991835
31pd_R,0.09787297965356752
31a_R,0.0852059883980138
VVC_R,0.06668994994094073
25_R,0.10096911691211412
s32_R,0.12688137775812017
pOFC_R,0.17329577089834797
PoI1_R,0.07783150941219925
Ig_R,0.06714255603994328
FOP5_R,0.10062735529535141
p10p_R,0.1011547112146086
p47r_R,0.10008938781000222
TGv_R,0.1284590609412515
MBelt_R,0.14903288058896114
LBelt_R,0.1309204276064324
A4_R,0.08614160409282681
STSva_R,0.0741582025111941
TE1m_R,0.0648964751566835
PI_R,0.12380184462426098
a32pr_R,0.10126286149934578
p24_R,0.09275747240242255
